year,month,n_gc,n_sp_1m,n_sp_1y,z_gc_1m_adj_sum,z_gc_1m_adj_kilian,z_gc_1m_adj_kilianfix,z_gc_1m_raw_sum,z_gc_1m_raw_kilian,z_gc_1m_raw_kilianfix,z_gc_3m_sum,z_gc_3m_kilian,z_gc_3m_kilianfix,z_gc_1y_sum,z_gc_1y_kilian,z_gc_1y_kilianfix,z_sp_1m_adj_sum,z_sp_1m_adj_kilian,z_sp_1m_adj_kilianfix,z_sp_1m_raw_sum,z_sp_1m_raw_kilian,z_sp_1m_raw_kilianfix,z_sp_3m_sum,z_sp_3m_kilian,z_sp_3m_kilianfix,z_sp_1y_sum,z_sp_1y_kilian,z_sp_1y_kilianfix,z_gcs_1m_adj_sum,z_gcs_1m_adj_kilian,z_gcs_1m_adj_kilianfix,z_gcs_1m_raw_sum,z_gcs_1m_raw_kilian,z_gcs_1m_raw_kilianfix,z_gcs_3m_sum,z_gcs_3m_kilian,z_gcs_3m_kilianfix,z_gcs_1y_sum,z_gcs_1y_kilian,z_gcs_1y_kilianfix,z_gc_1m_adj_jk_sum,z_gc_1m_adj_jk_kilian,z_gc_1m_adj_jk_kilianfix,z_gc_1m_adj_info_sum,z_gc_1m_adj_info_kilian,z_gc_1m_adj_info_kilianfix,z_gc_1y_jk_sum,z_gc_1y_jk_kilian,z_gc_1y_jk_kilianfix,z_gc_1y_info_sum,z_gc_1y_info_kilian,z_gc_1y_info_kilianfix,z_gc_path1y_sum,z_gc_path1y_kilian,z_gc_path1y_kilianfix
2001,11,1,1,5,1.750000,6.613142,7.000988,1.750000,6.613142,7.000988,-1.100000,1.854348,2.171739,4.875000,4.417045,4.419368,1.071429,0.446311,0.167341,0.500000,-0.056324,-0.285573,0.700000,0.194269,0.136364,-5.450000,-1.257955,-0.919466,2.821429,7.059453,7.168329,2.250000,6.556818,6.715415,-0.400000,2.048617,2.308103,-0.575000,3.159091,3.499901,1.750000,4.091403,4.164032,0.000000,2.521739,2.836957,4.875000,3.767045,3.545455,0.000000,0.650000,0.873913,3.673064,-0.239044,-0.514054
2001,12,1,6,9,-2.000000,-1.316558,-1.141775,-2.000000,-1.316558,-1.141775,3.500000,2.750000,2.533333,5.166667,5.536526,5.512085,5.625000,4.893321,4.674165,1.000000,1.176407,1.151515,-3.000000,-2.125325,-1.950649,2.083333,-1.097998,-1.444931,3.625000,3.576763,3.532390,-1.000000,-0.140152,0.009740,0.500000,0.624675,0.582684,7.250000,4.438528,4.067154,0.000000,0.397727,0.477273,-2.000000,-1.714286,-1.619048,5.166667,5.536526,5.512085,0.000000,0.000000,0.000000,6.670594,6.552439,6.401749
2002,1,1,0,2,2.500000,1.996894,1.792961,2.500000,1.996894,1.792961,1.750000,2.097826,2.188406,-0.025000,0.715269,0.962388,0.000000,1.364796,1.632653,0.500000,0.553830,0.579710,1.000000,0.226708,0.040373,1.000000,1.358851,1.414579,2.500000,3.361690,3.425614,3.000000,2.550725,2.372671,2.750000,2.324534,2.228778,0.975000,2.074120,2.376967,2.500000,2.282609,2.173913,0.000000,-0.285714,-0.380952,0.000000,0.738095,0.984127,-0.025000,-0.022826,-0.021739,-1.768109,-0.661418,-0.266896
2002,2,1,1,4,1.000000,1.017391,1.076087,1.000000,1.017391,1.076087,2.000000,1.752174,1.728261,3.650000,2.917826,2.734239,0.000000,0.000000,0.000000,-1.000000,-0.734783,-0.663043,0.800000,0.150435,0.153913,-1.200000,-0.354565,-0.251087,1.000000,1.017391,1.076087,0.000000,0.282609,0.413043,2.800000,1.902609,1.882174,2.450000,2.563261,2.483152,0.000000,0.217391,0.326087,1.000000,0.800000,0.750000,0.000000,0.000000,0.000000,3.650000,2.917826,2.734239,2.989237,2.237641,2.011305
2002,3,1,3,7,0.750000,0.807143,0.821429,0.750000,0.807143,0.821429,0.900000,1.128571,1.185714,1.625000,2.045476,2.150595,-6.235294,-2.543417,-2.246499,-3.000000,-1.438095,-1.345238,2.000000,1.303810,1.248571,2.866667,0.600873,0.404365,-5.485294,-1.736275,-1.425070,-2.250000,-0.630952,-0.523810,2.900000,2.432381,2.434286,4.491667,2.646349,2.554960,0.000000,0.000000,0.000000,0.750000,0.807143,0.821429,0.000000,0.000000,0.000000,1.625000,2.045476,2.150595,1.144627,1.524451,1.619406
2002,4,1,4,5,-1.000000,-0.720779,-0.639610,-1.000000,-0.720779,-0.639610,0.000000,0.171429,0.214286,-2.500000,-1.849567,-1.658550,-11.000000,-10.282786,-10.079705,-4.000000,-3.898268,-3.859307,2.200000,3.621645,3.616883,1.466667,1.891703,1.961544,-12.000000,-11.003565,-10.719315,-5.000000,-4.619048,-4.498918,2.200000,3.793074,3.831169,-1.033333,0.042136,0.302994,0.000000,0.000000,0.000000,-1.000000,-0.720779,-0.639610,0.000000,0.000000,0.000000,-2.500000,-1.849567,-1.658550,-1.717636,-1.265389,-1.132809
2002,5,1,3,3,1.500000,1.298419,1.187747,1.500000,1.298419,1.187747,3.000000,2.869565,2.739130,7.900000,7.215613,6.758498,-2.795944,-5.144544,-5.522981,-1.666667,-2.233202,-2.342556,-2.100000,-0.897628,-0.706324,-5.212500,-0.545982,-0.252684,-1.295944,-3.846125,-4.335234,-0.166667,-0.934783,-1.154809,0.900000,1.971937,2.032806,2.687500,6.669631,6.505814,1.500000,1.434783,1.369565,0.000000,-0.136364,-0.181818,7.900000,7.556522,7.213043,0.000000,-0.340909,-0.454545,6.878455,6.345168,5.968031
2002,6,1,1,5,-1.166667,-0.926449,-0.802899,-1.166667,-0.926449,-0.802899,-1.000000,-0.719565,-0.539130,2.150000,2.170978,2.406957,4.333333,0.539509,0.201279,1.300000,-0.517101,-0.654565,0.733333,-0.067826,-0.195797,-0.400000,-2.923261,-3.129891,3.166667,-0.386941,-0.601620,0.133333,-1.443551,-1.457464,-0.266667,-0.787391,-0.734928,1.750000,-0.752283,-0.722935,0.000000,0.065217,0.130435,-1.166667,-0.991667,-0.933333,2.150000,2.170978,2.406957,0.000000,0.000000,0.000000,3.052624,2.893794,3.040226
2002,7,1,3,3,-0.200000,-0.348913,-0.398551,-0.200000,-0.348913,-0.398551,2.000000,1.589130,1.452174,-1.900000,-1.329674,-1.139565,-2.965909,0.144401,0.490020,-1.300000,-0.036522,0.085000,0.666667,-1.007536,-0.999855,1.622500,-1.036630,-1.127174,-3.165909,-0.204513,0.091469,-1.500000,-0.385435,-0.313551,2.666667,0.581594,0.452319,-0.277500,-2.366304,-2.266739,0.000000,0.000000,0.000000,-0.200000,-0.348913,-0.398551,0.000000,0.322500,0.430000,-1.900000,-1.652174,-1.569565,-1.694887,-1.015921,-0.789599
2002,8,1,1,1,0.000000,-0.026087,-0.034783,0.000000,-0.026087,-0.034783,0.300000,0.560870,0.634190,-0.500000,-0.747826,-0.807708,0.000000,-1.376976,-1.505929,0.000000,-0.743478,-0.800000,-0.500000,1.168445,1.220158,-1.250000,1.243903,1.371265,0.000000,-1.403063,-1.540711,0.000000,-0.769565,-0.834783,-0.200000,1.729315,1.854348,-1.750000,0.496077,0.563557,0.000000,0.000000,0.000000,0.000000,-0.026087,-0.034783,0.000000,0.000000,0.000000,-0.500000,-0.747826,-0.807708,-0.439200,-0.660272,-0.713999
2002,9,1,3,3,-0.150000,-0.092857,-0.085714,-0.150000,-0.092857,-0.085714,-1.000000,-0.619048,-0.557792,-4.550000,-2.816667,-2.622727,-1.369565,-1.173913,-1.108696,-1.050000,-0.900000,-0.850000,-3.400000,-2.683766,-2.544589,-5.540000,-5.886558,-5.679567,-1.519565,-1.266770,-1.194410,-1.200000,-0.992857,-0.935714,-4.400000,-3.302814,-3.102381,-10.090000,-8.703225,-8.302294,0.000000,0.000000,0.000000,-0.150000,-0.092857,-0.085714,0.000000,0.000000,0.000000,-4.550000,-2.816667,-2.622727,-4.380965,-2.712026,-2.523372
2002,10,1,2,2,3.000000,2.029814,1.892236,3.000000,2.029814,1.892236,3.000000,1.706004,1.527950,2.250000,-0.168116,-0.482609,1.928571,1.313665,1.164596,1.800000,1.258696,1.130435,2.100000,0.708075,0.454865,1.550000,0.874720,0.543520,4.928571,3.343478,3.056832,4.800000,3.288509,3.022671,5.100000,2.414079,1.982816,3.800000,0.706605,0.060911,3.000000,2.086957,1.956522,0.000000,-0.057143,-0.064286,2.250000,1.565217,1.467391,0.000000,-1.733333,-1.950000,0.146110,-1.567298,-1.782268
2002,11,1,6,6,7.650000,7.105901,6.872050,7.650000,7.105901,6.872050,2.525000,2.957091,2.967288,-1.550000,-0.569979,-0.398344,5.079768,1.828409,1.670366,2.983333,1.130193,1.066391,3.175000,1.095497,1.035611,2.516667,0.602899,0.550449,12.729768,8.934310,8.542416,10.633333,8.236094,7.938440,5.700000,4.052588,4.002899,0.966667,0.032919,0.152105,7.650000,7.105901,6.872050,0.000000,0.000000,0.000000,0.000000,0.684783,0.782609,-1.550000,-1.254762,-1.180952,-7.009160,-5.629614,-5.289492
2002,12,1,3,6,-6.475000,-4.134903,-3.476299,-6.475000,-4.134903,-3.476299,-4.450000,-3.362229,-3.039719,-1.633333,-1.705844,-1.705411,1.148413,3.769351,3.959044,-1.513333,0.684747,0.895599,-5.250000,-2.417532,-2.027706,-1.645000,0.474924,0.669538,-5.326587,-0.365552,0.482746,-7.988333,-3.450155,-2.580700,-9.700000,-5.779762,-5.067424,-3.278333,-1.230920,-1.035873,0.000000,1.457143,1.821429,-6.475000,-5.592045,-5.297727,0.000000,0.000000,0.000000,-1.633333,-1.705844,-1.705411,3.099590,1.341841,0.867181
2003,1,1,1,1,1.800000,0.447480,0.074901,1.800000,0.447480,0.074901,1.500000,0.501877,0.234387,2.800000,1.846838,1.650856,-5.250000,-2.374238,-2.093776,-1.050000,-0.638419,-0.661555,0.100000,-0.352964,-0.595949,-0.433333,-0.319200,-0.375132,-3.450000,-1.926757,-2.018875,0.750000,-0.190939,-0.586653,1.600000,0.148913,-0.361561,2.366667,1.527638,1.275725,0.000000,0.000000,0.000000,1.800000,0.447480,0.074901,0.000000,0.000000,0.000000,2.800000,1.846838,1.650856,1.561986,1.577183,1.650161
2003,2,1,8,8,2.233333,2.367899,2.334493,2.233333,2.367899,2.334493,1.100000,1.326304,1.336522,-0.340000,0.441435,0.580174,-1.618790,-2.262738,-2.410059,-1.225000,-0.738967,-0.723370,-2.475000,-0.597717,-0.469620,-0.283333,-0.751558,-0.756232,0.614543,0.105161,-0.075567,1.008333,1.628931,1.611123,-1.375000,0.728587,0.866902,-0.623333,-0.310123,-0.176058,2.233333,1.898333,1.786667,0.000000,0.469565,0.547826,0.000000,0.000000,0.000000,-0.340000,0.441435,0.580174,-1.890692,-1.199613,-1.037166
2003,3,1,2,5,9.500000,8.477857,8.137143,9.500000,8.477857,8.137143,4.675000,4.172143,4.004524,-1.225000,-1.101000,-1.059667,3.543478,2.728834,2.479157,3.100000,2.605893,2.397024,1.800000,-0.513929,-0.723393,0.312500,0.923452,0.894405,13.043478,11.206691,10.616300,12.600000,11.083750,10.534167,6.475000,3.658214,3.281131,-0.912500,-0.177548,-0.165262,9.500000,8.477857,8.137143,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.225000,-1.101000,-1.059667,-8.019053,-7.157078,-6.869753
2003,4,1,3,4,3.500000,4.538961,4.832251,3.500000,4.538961,4.832251,1.600000,2.122403,2.272294,0.490000,0.270455,0.189848,2.392857,-0.568794,-0.508823,0.500000,-1.448052,-1.323160,-0.775000,0.378247,0.499188,1.725000,0.581548,0.518019,5.892857,3.970168,4.323428,4.000000,3.090909,3.509091,0.825000,2.500649,2.771483,2.215000,0.852002,0.707868,3.500000,4.538961,4.832251,0.000000,0.000000,0.000000,0.490000,0.445455,0.423182,0.000000,-0.175000,-0.233333,-1.974672,-2.940735,-3.232837
2003,5,1,6,6,3.500000,3.022727,3.022727,3.500000,3.022727,3.022727,3.642857,2.960390,2.867532,3.600000,2.826364,2.685000,-2.747408,1.177696,1.411344,-0.950000,1.161364,1.227273,-1.450000,-1.397727,-1.367045,-0.965000,0.564091,0.686364,0.752592,4.200423,4.434071,2.550000,4.184091,4.250000,2.192857,1.562662,1.500487,2.635000,3.390455,3.371364,3.500000,3.022727,3.022727,0.000000,0.000000,0.000000,3.600000,2.826364,2.685000,0.000000,0.000000,0.000000,1.135328,0.697783,0.556420
2003,6,1,2,5,-1.575000,-0.554545,-0.320455,-1.575000,-0.554545,-0.320455,-3.266667,-1.972078,-1.650938,-6.825000,-5.031818,-4.543182,-2.100000,-3.330948,-3.355830,0.023333,-1.171248,-1.215541,0.925000,-0.624567,-0.734524,-3.325000,-3.536472,-3.422002,-3.675000,-3.885493,-3.676285,-1.551667,-1.725794,-1.535996,-2.341667,-2.596645,-2.385462,-10.150000,-8.568290,-7.965184,0.000000,0.795455,0.954545,-1.575000,-1.350000,-1.275000,0.000000,0.818182,0.981818,-6.825000,-5.850000,-5.525000,-5.627737,-4.565746,-4.246153
2003,7,2,1,1,0.000000,-0.225000,-0.300000,0.000000,-0.225000,-0.300000,2.600000,0.624638,0.356039,4.100000,-0.307609,-0.810870,0.000000,-0.100000,-0.200000,0.000000,0.674127,0.675238,0.500000,1.271998,1.294306,0.833333,0.293251,0.098685,0.000000,-0.325000,-0.500000,0.000000,0.449127,0.375238,3.100000,1.896636,1.650345,4.933333,-0.014358,-0.712184,0.000000,0.000000,0.000000,0.000000,-0.225000,-0.300000,0.000000,0.000000,0.000000,4.100000,-0.307609,-0.810870,0.000000,-0.803962,-1.071950
2003,8,0,1,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.508696,1.621739,0.000000,3.432609,3.610870,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300000,0.157764,0.165217,-0.440000,-0.261822,-0.204638,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300000,1.666460,1.786957,-0.440000,3.170787,3.406232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.432609,3.610870,0.000000,0.000000,0.000000
2003,9,1,2,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.075000,-0.928409,-0.879545,-4.875000,-3.323864,-3.102273,-1.300000,-0.886364,-0.827273,0.000000,0.185714,0.200000,0.445833,0.768339,0.727121,-4.875000,-3.323864,-3.102273,-1.300000,-0.886364,-0.827273,0.000000,0.185714,0.200000,-0.629167,-0.160070,-0.152424,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.075000,-0.928409,-0.879545,-1.014200,-0.875900,-0.829800
2003,10,1,2,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.150000,0.143478,0.136957,1.733333,1.511380,1.387154,0.750000,-1.388093,-1.642292,0.500000,-0.304941,-0.385771,0.400000,0.200000,0.182609,1.625000,-0.384741,-0.435128,0.750000,-1.388093,-1.642292,0.500000,-0.304941,-0.385771,0.550000,0.343478,0.319565,3.358333,1.126639,0.952026,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.733333,1.657971,1.582609,0.000000,-0.146591,-0.195455,1.794133,1.577828,1.453722
2003,11,1,2,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006522,0.013043,0.920000,0.857362,0.886725,-1.632353,0.134751,0.248977,-1.000000,0.116304,0.188043,0.200000,0.580000,0.587391,2.154167,2.139647,2.102591,-1.632353,0.134751,0.248977,-1.000000,0.116304,0.188043,0.200000,0.586522,0.600435,3.074167,2.997009,2.989315,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.075362,0.150725,0.920000,0.782000,0.736000,0.980800,0.911686,0.940652
2003,12,1,2,3,0.200000,0.173913,0.165217,0.200000,0.173913,0.165217,-0.500000,-0.434783,-0.413043,-2.800000,-2.296783,-2.129043,0.000000,-1.180147,-1.261765,1.000000,-0.029348,-0.122826,-0.500000,-0.723478,-0.691739,-1.063333,0.754882,0.908822,0.200000,-1.006234,-1.096547,1.200000,0.144565,0.042391,-1.000000,-1.158261,-1.104783,-3.863333,-1.541900,-1.220221,0.200000,0.173913,0.165217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.800000,-2.296783,-2.129043,-2.883513,-2.360282,-2.185872
2004,1,1,5,5,-0.500000,-0.360277,-0.328854,-0.500000,-0.360277,-0.328854,0.100000,0.012055,-0.014229,-1.725000,-1.698172,-1.741502,0.750000,0.334091,0.300000,0.300000,0.427075,0.456917,1.600000,0.298024,0.203557,1.437500,-0.352856,-0.464429,0.250000,-0.026186,-0.028854,-0.200000,0.066798,0.128063,1.700000,0.310079,0.189328,-0.287500,-2.051028,-2.205931,-0.500000,-0.360277,-0.328854,0.000000,0.000000,0.000000,-1.725000,-1.332955,-1.254545,0.000000,-0.365217,-0.486957,-1.303418,-1.383297,-1.449421
2004,2,1,3,4,-0.100000,-0.198636,-0.216364,-0.100000,-0.198636,-0.216364,-0.500000,-0.402273,-0.372727,-1.475000,-1.645795,-1.650455,2.382353,1.130615,1.045588,1.350000,0.582273,0.528409,0.100000,1.275455,1.343182,0.225000,1.675682,1.729773,2.282353,0.931979,0.829225,1.250000,0.383636,0.312045,-0.400000,0.873182,0.970455,-1.250000,0.029886,0.079318,0.000000,-0.113636,-0.136364,-0.100000,-0.085000,-0.080000,0.000000,-0.392045,-0.470455,-1.475000,-1.253750,-1.180000,-1.342044,-1.436968,-1.429113
2004,3,1,3,5,2.000000,1.724130,1.632174,2.000000,1.724130,1.632174,2.000000,1.664130,1.552174,4.150000,3.387446,3.133261,0.303571,1.776343,1.882262,-0.300000,0.605870,0.686413,0.100000,0.526522,0.527174,0.720833,0.575290,0.555199,2.303571,3.500473,3.514436,1.700000,2.330000,2.318587,2.100000,2.190652,2.079348,4.870833,3.962736,3.688460,0.000000,0.000000,0.000000,2.000000,1.724130,1.632174,0.000000,0.000000,0.000000,4.150000,3.387446,3.133261,2.767673,2.205366,2.017930
2004,4,1,4,8,3.950000,4.210870,4.118281,3.950000,4.210870,4.118281,4.933333,5.194203,5.056917,7.875000,8.416304,8.238785,-0.514286,-0.042787,-0.006211,-0.200000,-0.051779,-0.055731,1.800000,0.257115,0.179644,3.808333,1.005847,0.864081,3.435714,4.168083,4.112069,3.750000,4.159091,4.062549,6.733333,5.451318,5.236561,11.683333,9.422151,9.102866,3.950000,3.950000,3.770455,0.000000,0.260870,0.347826,7.875000,7.875000,7.517045,0.000000,0.541304,0.721739,5.085624,5.446625,5.335794
2004,5,1,4,9,0.000000,0.000000,0.179545,0.000000,0.000000,0.179545,0.500000,0.428571,0.629004,1.387500,1.189286,1.481169,-0.005128,-0.380897,-0.404029,0.100000,-0.085281,-0.099134,0.600000,1.638745,1.691991,0.766667,2.580808,2.717406,-0.005128,-0.380897,-0.224484,0.100000,-0.085281,0.080411,1.100000,2.067316,2.320996,2.154167,3.770094,4.198575,0.000000,0.000000,0.179545,0.000000,0.000000,0.000000,1.387500,1.189286,1.481169,0.000000,0.000000,0.000000,1.448300,1.241400,1.403598
2004,6,1,4,10,-0.500000,-0.454545,-0.431818,-0.500000,-0.454545,-0.431818,-0.200000,-0.110390,-0.077489,-1.400000,-1.074513,-0.944805,-1.137255,-0.820641,-0.769192,-0.200000,-0.141991,-0.128139,0.300000,0.383983,0.398918,0.524167,1.386578,1.399260,-1.637255,-1.275186,-1.201010,-0.700000,-0.596537,-0.559957,0.100000,0.273593,0.321429,-0.875833,0.312065,0.454455,-0.500000,-0.454545,-0.431818,0.000000,0.000000,0.000000,-1.400000,-1.074513,-0.944805,0.000000,0.000000,0.000000,-0.978418,-0.682571,-0.569131
2004,7,1,1,3,0.100000,0.054545,0.027273,0.100000,0.054545,0.027273,0.000000,-0.018182,-0.027273,-0.133333,-0.260606,-0.318182,0.600000,0.082531,0.003565,0.200000,0.136364,0.118182,-0.200000,-0.136364,-0.113636,1.833333,2.302235,2.242727,0.700000,0.137077,0.030838,0.300000,0.190909,0.145455,-0.200000,-0.154545,-0.140909,1.700000,2.041629,1.924545,0.100000,0.054545,0.027273,0.000000,0.000000,0.000000,0.000000,-0.127273,-0.190909,-0.133333,-0.133333,-0.127273,-0.144690,-0.233637,-0.271533
2004,8,1,0,0,0.700000,0.604545,0.577273,0.700000,0.604545,0.577273,1.050000,0.906818,0.859091,-1.037500,-0.896023,-0.854924,0.000000,0.300000,0.327273,0.000000,0.081818,0.090909,0.000000,0.100000,0.090909,0.000000,-0.079924,0.003409,0.700000,0.904545,0.904545,0.700000,0.686364,0.668182,1.050000,1.006818,0.950000,-1.037500,-0.975947,-0.851515,0.000000,0.000000,0.004545,0.700000,0.604545,0.572727,-1.037500,-0.896023,-0.848864,0.000000,0.000000,-0.006061,-1.481794,-1.279731,-1.218954
2004,9,1,3,4,0.000000,0.095455,0.127273,0.000000,0.095455,0.127273,0.200000,0.334091,0.372727,1.250000,1.051705,0.947727,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.600000,-0.445455,-0.418182,-0.623333,-0.590455,-0.562121,0.000000,0.095455,0.127273,0.000000,0.095455,0.127273,-0.400000,-0.111364,-0.045455,0.626667,0.461250,0.385606,0.000000,0.000000,0.000000,0.000000,0.095455,0.127273,1.250000,1.051705,0.947727,0.000000,0.000000,0.000000,1.310800,1.049155,0.922219
2004,10,1,4,8,-0.200000,-0.161905,-0.152381,-0.200000,-0.161905,-0.152381,-0.150000,-0.112338,-0.096104,-1.033333,-0.779690,-0.673665,2.615385,1.150183,1.025641,1.400000,0.676190,0.609524,-0.250000,-0.187879,-0.203247,-1.740000,-0.721530,-0.667006,2.415385,0.988278,0.873260,1.200000,0.514286,0.457143,-0.400000,-0.300216,-0.299351,-2.773333,-1.501219,-1.340671,0.000000,0.000000,0.000000,-0.200000,-0.161905,-0.152381,0.000000,0.056818,0.113636,-1.033333,-0.836508,-0.787302,-0.828221,-0.610882,-0.511862
2004,11,1,4,11,-0.700000,-0.642641,-0.620346,-0.700000,-0.642641,-0.620346,0.000000,-0.028571,-0.035714,0.100000,-0.110462,-0.164214,1.248089,1.451243,1.519053,1.000000,0.628355,0.649567,-0.700000,-0.405303,-0.385390,-3.227000,-2.328016,-2.264191,0.548089,0.808602,0.898707,0.300000,-0.014286,0.029221,-0.700000,-0.433874,-0.421104,-3.127000,-2.438478,-2.428405,0.000000,0.000000,0.000000,-0.700000,-0.642641,-0.620346,0.100000,0.086364,0.081818,0.000000,-0.196825,-0.246032,0.665894,0.417334,0.347627
2004,12,1,0,6,0.300000,0.191502,0.146640,0.300000,0.191502,0.146640,0.500000,0.478261,0.456522,3.125000,3.002767,2.871443,0.000000,1.262048,1.318779,-0.400000,0.830237,0.893083,-0.883000,-0.775016,-0.768443,-0.072362,-2.288236,-2.431771,0.300000,1.453550,1.465419,-0.100000,1.021739,1.039723,-0.383000,-0.296755,-0.311921,3.052638,0.714531,0.439671,0.300000,0.286957,0.273913,0.000000,-0.095455,-0.127273,3.125000,3.002767,2.871443,0.000000,0.000000,0.000000,2.969331,2.931033,2.832200
2005,1,1,3,4,-0.400000,-0.234576,-0.202484,-0.400000,-0.234576,-0.202484,-0.650000,-0.380642,-0.327950,-5.240000,-3.107940,-2.722547,-0.112500,-0.100000,-0.094643,0.000000,-0.153830,-0.171222,0.450000,-0.395538,-0.455358,-1.175000,-0.293587,-0.240780,-0.512500,-0.334576,-0.297127,-0.400000,-0.388406,-0.373706,-0.200000,-0.776180,-0.783308,-6.415000,-3.401527,-2.963327,-0.400000,-0.234576,-0.202484,0.000000,0.000000,0.000000,-5.240000,-3.107940,-2.722547,0.000000,0.000000,0.000000,-4.890575,-2.898397,-2.536411
2005,2,1,3,4,-0.500000,-0.602381,-0.596429,-0.500000,-0.602381,-0.596429,-0.600000,-0.787619,-0.788571,-0.750000,-2.671190,-2.883214,1.000000,0.787500,0.732143,0.200000,0.179048,0.169048,0.000000,0.076190,0.097619,-0.040000,-0.559873,-0.613825,0.500000,0.185119,0.135714,-0.300000,-0.423333,-0.427381,-0.600000,-0.711429,-0.690952,-0.790000,-3.231063,-3.497040,0.000000,-0.152381,-0.171429,-0.500000,-0.450000,-0.425000,0.000000,-1.996190,-2.245714,-0.750000,-0.675000,-0.637500,-0.328418,-2.158652,-2.375116
2005,3,1,2,5,-0.100000,-0.141304,-0.161957,-0.100000,-0.141304,-0.161957,-0.500000,-0.516522,-0.524783,-1.300000,-1.261957,-1.242935,0.000000,0.200000,0.250000,-0.100000,-0.029565,-0.015217,0.200000,0.297826,0.289130,-0.045000,-0.039261,-0.039304,-0.100000,0.058696,0.088043,-0.200000,-0.170870,-0.177174,-0.300000,-0.218696,-0.235652,-1.345000,-1.301217,-1.282239,-0.100000,-0.091304,-0.086957,0.000000,-0.050000,-0.075000,-1.300000,-1.186957,-1.130435,0.000000,-0.075000,-0.112500,-1.167044,-1.098403,-1.064083
2005,4,1,6,7,-0.200000,-0.170600,-0.165424,-0.200000,-0.170600,-0.165424,-0.500000,-0.448240,-0.446170,-2.100000,-1.813043,-1.769565,-0.543874,-0.154320,-0.128421,-0.350000,-0.123292,-0.110973,0.233333,0.218047,0.215631,-1.366667,-0.601184,-0.538061,-0.743874,-0.324920,-0.293845,-0.550000,-0.293892,-0.276398,-0.266667,-0.230193,-0.230538,-3.466667,-2.414227,-2.307626,0.000000,-0.008696,-0.013043,-0.200000,-0.161905,-0.152381,0.000000,-0.113043,-0.169565,-2.100000,-1.700000,-1.600000,-1.894887,-1.635438,-1.595947
2005,5,1,3,5,0.000000,-0.038095,-0.047619,0.000000,-0.038095,-0.047619,0.250000,0.132035,0.096861,0.650000,0.190909,0.061364,0.025000,-0.358872,-0.385907,0.000000,-0.238961,-0.255628,-0.300000,-0.100722,-0.075974,0.550000,-0.360404,-0.450483,0.025000,-0.396967,-0.433526,0.000000,-0.277056,-0.303247,-0.050000,0.031313,0.020887,1.200000,-0.169495,-0.389120,0.000000,0.000000,0.000000,0.000000,-0.038095,-0.047619,0.000000,0.000000,0.000000,0.650000,0.190909,0.061364,0.710800,0.285251,0.162709
2005,6,1,8,13,0.450000,0.429545,0.409091,0.450000,0.429545,0.409091,1.050000,1.025000,0.988636,2.404167,2.353977,2.274242,0.000000,-0.005682,-0.004545,0.200000,0.100000,0.090909,-0.266667,-0.684848,-0.686364,2.273393,0.998068,0.919732,0.450000,0.423864,0.404545,0.650000,0.529545,0.500000,0.783333,0.340152,0.302273,4.677560,3.352045,3.193975,0.450000,0.429545,0.409091,0.000000,0.000000,0.000000,2.404167,2.294886,2.185606,0.000000,0.059091,0.088636,2.140263,2.107597,2.042621
2005,7,1,4,5,0.500000,0.425216,0.421861,0.500000,0.425216,0.421861,0.625000,0.553680,0.571645,3.588889,3.014571,2.952952,0.200000,0.200000,0.190476,0.000000,0.100866,0.109957,0.300000,0.500649,0.474242,-0.327619,1.342180,1.461117,0.700000,0.625216,0.612338,0.500000,0.526082,0.531818,0.925000,1.054329,1.045887,3.261270,4.356751,4.414069,0.000000,0.020455,0.040909,0.500000,0.404762,0.380952,0.000000,0.109280,0.218561,3.588889,2.905291,2.734392,3.288907,2.759733,2.700403
2005,8,1,0,0,0.000000,0.095238,0.119048,0.000000,0.095238,0.119048,0.300000,0.379917,0.396636,0.310000,0.953163,1.110584,0.000000,-0.000000,0.009524,0.000000,-0.019048,-0.019048,0.000000,0.085714,0.100000,0.000000,-0.351293,-0.366893,0.000000,0.095238,0.128571,0.000000,0.076190,0.100000,0.300000,0.465631,0.496636,0.310000,0.601871,0.743691,0.000000,0.000000,0.000000,0.000000,0.095238,0.119048,0.310000,0.269565,0.256087,0.000000,0.683598,0.854497,0.370800,0.948893,1.089386
