date_time,event_type,in_gc,in_sp,days_until_next_gc,adj_factor,s_1m_adj,s_1m_raw,s_3m,s_1y,stoxx,jk_1m,w_month_t,w_month_t_fix
1999-01-07 13:45:00,GC_ME,1,0,0,1.0000,0.0000,0.0000,NaN,0.0000,-0.7154,1,0.8095,0.7619
1999-01-14 13:15:00,EB,0,1,7,1.3043,-0.6522,-0.5000,0.0000,-0.5000,-0.4547,0,0.5714,0.5238
1999-01-18 15:00:00,P,0,1,3,1.1111,0.0000,0.0000,-1.0000,-1.0000,0.1965,0,0.4762,0.4286
1999-01-21 13:45:00,GC_ME,1,0,0,1.0000,NaN,NaN,0.0000,-1.0000,-1.6521,0,0.3333,0.2857
1999-02-08 15:00:00,EB,0,1,10,1.5000,NaN,NaN,-0.5000,-0.5000,0.0761,0,0.7500,0.7000
1999-02-18 13:45:00,GC_ME,1,0,0,1.0000,-0.5000,-0.5000,0.5000,0.0000,-0.1758,0,0.3500,0.3000
1999-02-25 14:00:00,EB,0,1,7,1.3043,3.2609,2.5000,1.0000,0.0000,-0.0813,0,0.1000,0.0500
1999-03-04 13:45:00,GC_ME,1,0,0,1.0000,NaN,NaN,0.0000,0.0000,0.1581,0,0.8696,0.8261
1999-03-16 11:00:00,EB,0,1,2,1.0714,1.0714,1.0000,2.0000,0.0000,-0.0873,0,0.5217,0.4783
1999-03-18 13:45:00,GC_ME,1,0,0,1.0000,-1.5000,-1.5000,0.5000,0.0000,0.5380,1,0.4348,0.3913
1999-03-19 15:30:00,EB,0,1,20,3.0000,NaN,NaN,-0.5000,0.0000,-0.3756,0,0.3913,0.3478
1999-03-24 09:30:00,EB,0,1,15,2.0000,0.0000,0.0000,0.0000,-0.5000,-0.9405,0,0.2609,0.2174
1999-03-24 17:00:00,EB,0,1,15,2.0000,-1.0000,-0.5000,-0.5000,-1.0000,0.3851,0,0.2609,0.2174
1999-03-25 12:00:00,EB,0,1,14,1.8750,NaN,NaN,-1.0000,NaN,0.1911,0,0.2174,0.1739
1999-03-25 12:00:00,EB,0,1,14,1.8750,NaN,NaN,-1.0000,NaN,0.1911,0,0.2174,0.1739
1999-03-25 14:45:00,P,0,1,14,1.8750,0.0000,0.0000,-0.5000,-1.0000,0.5925,0,0.2174,0.1739
1999-04-08 13:45:00,GC_ME,1,0,0,1.0000,2.5000,2.5000,2.0000,1.0000,-0.2937,1,0.7727,0.7273
1999-04-15 10:00:00,EB,0,1,7,1.3043,0.0000,0.0000,0.0000,0.2000,-0.4330,0,0.5455,0.5000
1999-04-15 10:00:00,EB,0,1,7,1.3043,0.0000,0.0000,0.0000,0.2000,-0.4330,0,0.5455,0.5000
1999-04-19 15:00:00,P,0,1,3,1.1111,NaN,NaN,0.0000,1.5000,0.0906,0,0.4545,0.4091
1999-04-22 13:45:00,GC_ME,1,0,0,1.0000,NaN,NaN,0.0000,0.5000,0.0786,0,0.3182,0.2727
1999-04-27 12:20:00,P,0,1,9,1.4286,0.0000,0.0000,0.1000,-0.1000,0.0386,0,0.1818,0.1364
1999-05-04 14:15:00,P,0,1,2,1.0714,NaN,NaN,NaN,NaN,-0.1808,0,0.9524,0.9048
1999-05-06 13:45:00,GC_ME,1,0,0,1.0000,NaN,NaN,NaN,0.8000,-0.3602,0,0.8571,0.8095
1999-05-07 09:30:00,EB,0,1,13,1.7647,NaN,NaN,NaN,0.0000,-0.1399,0,0.8095,0.7619
1999-05-07 10:45:00,EB,0,1,13,1.7647,NaN,NaN,NaN,-0.5000,-0.2549,0,0.8095,0.7619
1999-05-07 14:00:00,EB,0,1,13,1.7647,NaN,NaN,NaN,-0.1000,0.6479,0,0.8095,0.7619
1999-05-11 10:45:00,EB,0,1,9,1.4286,NaN,NaN,-0.4000,-0.9000,-0.2324,0,0.7143,0.6667
1999-05-12 11:45:00,EB,0,1,8,1.3636,NaN,NaN,NaN,NaN,0.1709,0,0.6667,0.6190
1999-05-13 17:00:00,EB,0,1,7,1.3043,NaN,NaN,NaN,-1.5000,-0.0211,0,0.6190,0.5714
1999-05-17 17:00:00,EB,0,1,3,1.1111,NaN,NaN,NaN,-0.1000,-0.1006,0,0.5238,0.4762
1999-05-20 13:45:00,GC_ME,1,0,0,1.0000,NaN,NaN,0.0000,0.0000,-0.1029,0,0.3810,0.3333
1999-05-26 16:00:00,P,0,1,7,1.3043,NaN,NaN,0.0000,0.0000,-0.4510,0,0.1905,0.1429
1999-06-02 13:45:00,GC_ME,1,0,0,1.0000,0.5000,0.5000,-1.0000,0.0000,0.1009,0,0.9545,0.9091
1999-06-03 11:15:00,EB,0,1,14,1.8750,NaN,NaN,0.0000,-1.0000,0.0335,0,0.9091,0.8636
1999-06-07 11:30:00,EB,0,1,10,1.5000,NaN,NaN,-0.5000,0.0000,0.3656,0,0.8182,0.7727
1999-06-10 11:30:00,EB,0,1,7,1.3043,-0.6522,-0.5000,0.0000,0.0000,NaN,0,0.6818,0.6364
1999-06-10 11:30:00,EB,0,1,7,1.3043,-0.6522,-0.5000,0.0000,0.0000,NaN,0,0.6818,0.6364
1999-06-11 11:15:00,EB,0,1,6,1.2500,-0.6250,-0.5000,1.0000,-0.5000,-0.1011,0,0.6364,0.5909
1999-06-11 11:30:00,EB,0,1,6,1.2500,-2.5000,-2.0000,0.0000,1.5000,-0.1560,0,0.6364,0.5909
1999-06-11 14:15:00,EB,0,1,6,1.2500,-4.3750,-3.5000,-2.0000,-0.5000,0.3927,0,0.6364,0.5909
1999-06-17 13:45:00,GC_ME,1,0,0,1.0000,1.0000,1.0000,NaN,0.5000,-0.3536,1,0.4545,0.4091
1999-06-17 17:00:00,EB,0,1,14,1.8750,NaN,NaN,NaN,-2.0000,NaN,0,0.4545,0.4091
1999-06-18 13:00:00,EB,0,1,13,1.7647,NaN,NaN,0.0000,1.0000,0.2769,0,0.4091,0.3636
1999-06-21 12:45:00,EB,0,1,10,1.5000,NaN,NaN,0.0000,0.0000,0.0127,0,0.3636,0.3182
1999-06-23 12:00:00,EB,0,1,8,1.3636,2.0455,1.5000,0.5000,0.0000,-0.1520,0,0.2727,0.2273
1999-06-23 13:20:00,EB,0,1,8,1.3636,NaN,NaN,1.0000,1.0000,0.1777,0,0.2727,0.2273
1999-06-24 16:00:00,EB,0,1,7,1.3043,NaN,NaN,-0.5000,1.0000,-0.0420,0,0.2273,0.1818
1999-06-28 10:30:00,EB,0,1,3,1.1111,-0.5556,-0.5000,0.0000,-1.5000,0.2589,0,0.1364,0.0909
1999-06-30 11:30:00,EB,0,1,1,1.0345,0.5172,0.5000,0.0000,1.0000,-0.3058,0,0.0455,0.0000
1999-07-01 13:45:00,GC_ME,1,0,0,1.0000,NaN,NaN,0.5000,3.5000,-0.2769,0,1.0000,0.9545
1999-07-02 11:30:00,EB,0,1,13,1.7647,NaN,NaN,1.5000,-0.2500,0.0080,0,0.9545,0.9091
1999-07-02 14:00:00,EB,0,1,13,1.7647,NaN,NaN,-0.5000,-0.5000,0.0947,0,0.9545,0.9091
1999-07-09 11:00:00,EB,0,1,6,1.2500,16.2500,13.0000,29.0000,-0.0000,0.0723,0,0.7273,0.6818
1999-07-15 13:45:00,GC_ME,1,0,0,1.0000,NaN,NaN,0.5000,5.2500,0.5553,0,0.5455,0.5000
1999-07-19 14:00:00,EB,0,1,10,1.5000,NaN,NaN,NaN,1.0000,0.2136,0,0.4545,0.4091
1999-07-23 11:00:00,EB,0,1,6,1.2500,NaN,NaN,36.0000,0.0000,-0.1441,0,0.2727,0.2273
1999-07-29 13:45:00,GC_ME,1,0,0,1.0000,NaN,NaN,0.0000,-1.0000,-1.5852,0,0.0909,0.0455
1999-08-06 14:00:00,EB,0,1,20,3.0000,NaN,NaN,0.0000,101.0000,-0.9404,0,0.8182,0.7727
1999-08-26 13:45:00,GC_ME,1,0,0,1.0000,0.5000,0.5000,0.0000,0.0000,0.3367,0,0.1818,0.1364
1999-09-08 11:15:00,EB,0,1,1,1.0345,NaN,NaN,NaN,-0.5000,-0.1500,0,0.7727,0.7273
1999-09-09 13:45:00,GC_ME,1,0,0,1.0000,-0.7500,-0.7500,-4.0000,0.0000,0.0031,1,0.7273,0.6818
1999-09-10 10:10:00,EB,0,1,13,1.7647,NaN,NaN,NaN,-1.0000,0.4112,0,0.6818,0.6364
1999-09-10 10:30:00,EB,0,1,13,1.7647,NaN,NaN,NaN,-2.5000,0.0730,0,0.6818,0.6364
1999-09-10 11:00:00,P,0,1,13,1.7647,NaN,NaN,NaN,-1.0000,-0.1145,0,0.6818,0.6364
1999-09-13 17:00:00,EB,0,1,10,1.5000,-6.0000,-4.0000,0.0000,5.0000,NaN,0,0.6364,0.5909
1999-09-20 11:15:00,EB,0,1,3,1.1111,NaN,NaN,NaN,0.0000,0.1252,0,0.4091,0.3636
1999-09-23 13:45:00,GC_ME,1,0,0,1.0000,-8.0000,-8.0000,-2.0000,-1.0000,-0.0812,0,0.2727,0.2273
1999-09-24 13:30:00,EB,0,1,13,1.7647,NaN,NaN,NaN,0.5000,-0.1192,0,0.2273,0.1818
1999-09-27 15:00:00,EB,0,1,10,1.5000,NaN,NaN,0.0000,0.5000,0.0204,0,0.1818,0.1364
1999-10-01 11:10:00,EB,0,1,6,1.2500,1.2500,1.0000,0.5000,-0.5000,0.1308,0,1.0000,0.9524
1999-10-01 14:45:00,P,0,1,6,1.2500,-2.5000,-2.0000,0.5000,3.5000,-0.4466,0,1.0000,0.9524
1999-10-07 13:45:00,GC_ME,1,0,0,1.0000,-15.5000,-15.5000,-7.5000,-7.8750,-0.2699,0,0.8095,0.7619
1999-10-11 12:25:00,P,0,1,10,1.5000,1.5000,1.0000,0.5000,0.0000,0.0087,0,0.7143,0.6667
1999-10-13 16:00:00,EB,0,1,8,1.3636,0.6818,0.5000,0.5000,0.5000,-0.1624,0,0.6190,0.5714
1999-10-13 16:30:00,P,0,1,8,1.3636,0.6818,0.5000,-1.5000,0.5000,-0.2489,0,0.6190,0.5714
1999-10-14 09:50:00,EB,0,1,7,1.3043,-1.3043,-1.0000,-0.5000,0.5000,0.5704,0,0.5714,0.5238
1999-10-14 11:00:00,EB,0,1,7,1.3043,2.6087,2.0000,0.5000,1.5000,-0.3072,0,0.5714,0.5238
1999-10-15 10:00:00,P,0,1,6,1.2500,0.6250,0.5000,-11.0000,-3.0000,-0.2451,0,0.5238,0.4762
1999-10-21 13:45:00,GC_ME,1,0,0,1.0000,-7.5000,-7.5000,-0.5000,-0.2500,-0.8857,0,0.3333,0.2857
1999-10-25 10:50:00,EB,0,1,10,1.5000,NaN,NaN,0.5000,1.0000,0.1185,0,0.2381,0.1905
1999-10-25 14:00:00,EB,0,1,10,1.5000,0.7500,0.5000,2.0000,1.0000,-0.4350,0,0.2381,0.1905
1999-10-25 14:00:00,EB,0,1,10,1.5000,0.7500,0.5000,2.0000,1.0000,-0.4350,0,0.2381,0.1905
1999-10-26 17:00:00,EB,0,1,9,1.4286,NaN,NaN,0.0000,0.5000,NaN,0,0.1905,0.1429
1999-10-28 14:30:00,EB,0,1,7,1.3043,NaN,NaN,0.0000,-1.0000,1.3356,0,0.0952,0.0476
1999-10-29 15:15:00,EB,0,1,6,1.2500,3.1250,2.5000,0.0000,1.0000,0.5630,0,0.0476,0.0000
1999-11-04 13:45:00,GC_ME,1,0,0,1.0000,NaN,NaN,1.5000,1.0000,0.5310,0,0.8636,0.8182
1999-11-05 15:30:00,P,0,1,13,1.7647,0.0000,0.0000,1.5000,0.5000,-0.0326,0,0.8182,0.7727
1999-11-11 09:30:00,EB,0,1,7,1.3043,0.6522,0.5000,0.5000,0.5000,0.7122,0,0.6364,0.5909
1999-11-11 12:15:00,EB,0,1,7,1.3043,NaN,NaN,NaN,-1.0000,0.1489,0,0.6364,0.5909
1999-11-11 13:30:00,EB,0,1,7,1.3043,NaN,NaN,-4.0000,-2.5000,-0.0450,0,0.6364,0.5909
1999-11-11 15:00:00,EB,0,1,7,1.3043,NaN,NaN,2.0000,0.0000,0.3542,0,0.6364,0.5909
1999-11-11 16:30:00,EB,0,1,7,1.3043,NaN,NaN,0.5000,0.5000,0.4653,0,0.6364,0.5909
1999-11-12 09:30:00,EB,0,1,6,1.2500,1.2500,1.0000,0.0000,0.5000,0.3403,0,0.5909,0.5455
1999-11-12 12:15:00,EB,0,1,6,1.2500,1.2500,1.0000,0.0000,-1.0000,0.1759,0,0.5909,0.5455
1999-11-15 14:15:00,EB,0,1,3,1.1111,NaN,NaN,NaN,0.5000,0.3161,0,0.5455,0.5000
1999-11-16 16:00:00,EB,0,1,2,1.0714,NaN,NaN,NaN,0.5000,0.3525,0,0.5000,0.4545
1999-11-18 13:45:00,GC_ME,1,0,0,1.0000,0.0000,0.0000,0.4000,-0.4000,0.2693,1,0.4091,0.3636
1999-11-19 10:00:00,P,0,1,13,1.7647,0.8824,0.5000,-0.5000,0.0000,-0.2467,0,0.3636,0.3182
1999-11-19 12:30:00,EB,0,1,13,1.7647,NaN,NaN,0.0000,-0.2000,0.0400,0,0.3636,0.3182
1999-11-23 14:00:00,P,0,1,9,1.4286,2.2857,1.6000,0.0000,0.5000,0.2697,0,0.2727,0.2273
1999-11-25 13:30:00,EB,0,1,7,1.3043,0.0000,0.0000,0.0000,-0.3000,0.2143,0,0.1818,0.1364
1999-11-25 13:30:00,EB,0,1,7,1.3043,0.0000,0.0000,0.0000,-0.3000,0.2143,0,0.1818,0.1364
1999-11-29 15:00:00,P,0,1,3,1.1111,-0.3333,-0.3000,0.0000,0.5000,-0.6963,0,0.0909,0.0455
1999-12-02 13:45:00,GC_ME,1,0,0,1.0000,1.0000,1.0000,NaN,0.4000,0.1411,0,0.9565,0.9130
1999-12-03 15:30:00,EB,0,1,12,1.6667,0.0000,0.0000,0.4000,0.1000,0.1817,0,0.9130,0.8696
1999-12-06 10:00:00,EB,0,1,9,1.4286,0.0000,0.0000,0.4000,0.2000,-0.1610,0,0.8696,0.8261
1999-12-09 11:00:00,EB,0,1,6,1.2500,0.0000,0.0000,1.0000,0.5000,-0.1932,0,0.7391,0.6957
1999-12-10 10:00:00,EB,0,1,5,1.2000,-1.2000,-1.0000,0.0000,-0.5000,-0.5559,0,0.6957,0.6522
1999-12-15 13:45:00,GC_ME,1,0,0,1.0000,NaN,NaN,NaN,-0.7000,-0.1247,0,0.5652,0.5217
1999-12-15 16:00:00,EB,0,1,21,3.3333,0.0000,0.0000,NaN,-0.5000,-0.0239,0,0.5652,0.5217
2000-01-05 13:45:00,GC_ME,1,0,0,1.0000,0.5000,0.5000,0.0000,-3.5000,-0.5646,1,0.9048,0.8571
2000-01-10 15:00:00,EB,0,1,10,1.5000,0.7500,0.5000,0.0000,0.0000,0.1216,0,0.7619,0.7143
2000-01-20 13:45:00,GC_ME,1,0,0,1.0000,-1.5000,-1.5000,-1.5000,-1.0000,-0.0659,0,0.3810,0.3333
2000-01-21 10:00:00,EB,0,1,13,1.7647,0.8824,0.5000,9.5000,-0.5000,0.4878,0,0.3333,0.2857
2000-01-26 17:00:00,EB,0,1,8,1.3636,4.0909,3.0000,-9.0000,0.5000,NaN,0,0.1905,0.1429
2000-02-03 13:45:00,GC_ME,1,0,0,1.0000,-0.5000,-0.5000,-3.0000,4.5000,1.5228,1,0.9048,0.8571
2000-02-17 13:45:00,GC_ME,1,0,0,1.0000,0.5000,0.5000,0.0000,1.0000,1.0285,0,0.4286,0.3810
2000-03-02 13:45:00,GC_ME,1,0,0,1.0000,-3.5000,-3.5000,-3.7500,-2.0000,0.3825,1,0.9565,0.9130
2000-03-08 10:00:00,EB,0,1,8,1.3636,0.0000,0.0000,0.5000,-0.5000,0.0297,0,0.7826,0.7391
2000-03-16 13:45:00,GC_ME,1,0,0,1.0000,NaN,NaN,-2.0000,-2.5000,1.0170,0,0.5217,0.4783
2000-03-17 13:30:00,EB,0,1,13,1.7647,-1.7647,-1.0000,0.0000,0.0000,-0.5449,0,0.4783,0.4348
2000-03-20 15:00:00,P,0,1,10,1.5000,-0.7500,-0.5000,0.5000,-0.5000,-0.1992,0,0.4348,0.3913
2000-03-23 13:15:00,EB,0,1,7,1.3043,NaN,NaN,0.0000,0.5000,0.4977,0,0.3043,0.2609
2000-03-23 14:45:00,EB,0,1,7,1.3043,0.0000,0.0000,0.0000,1.0000,-0.4404,0,0.3043,0.2609
2000-03-30 13:45:00,GC_ME,1,0,0,1.0000,-1.5000,-1.5000,-1.0000,-0.5000,0.3543,1,0.0870,0.0435
2000-04-13 13:45:00,GC_ME,1,0,0,1.0000,-2.0000,-2.0000,-2.0000,0.0000,-0.6101,0,0.6000,0.5500
2000-04-17 15:00:00,EB,0,1,10,1.5000,0.0000,0.0000,NaN,1.5000,0.5109,0,0.5000,0.4500
2000-04-27 13:45:00,GC_ME,1,0,0,1.0000,9.2500,9.2500,17.3000,0.5000,-2.1032,1,0.1000,0.0500
2000-05-03 11:00:00,EB,0,1,8,1.3636,-7.9091,-5.8000,0.0000,0.5000,0.3789,0,0.9130,0.8696
2000-05-05 09:45:00,EB,0,1,6,1.2500,-19.7500,-15.8000,-3.0000,11.0000,-0.1774,0,0.8261,0.7826
2000-05-11 13:45:00,GC_ME,1,0,0,1.0000,NaN,NaN,1.0000,2.2000,1.8458,0,0.6522,0.6087
2000-05-12 16:00:00,P,0,1,13,1.7647,-0.8824,-0.5000,0.0000,-1.5000,0.0482,0,0.6087,0.5652
2000-05-22 14:30:00,P,0,1,3,1.1111,0.5556,0.5000,0.0000,0.5000,-0.2390,0,0.3478,0.3043
2000-05-25 13:45:00,GC_ME,1,0,0,1.0000,-2.5000,-2.5000,-2.5000,0.3000,0.6140,1,0.2174,0.1739
2000-05-30 10:15:00,P,0,1,9,1.4286,0.7143,0.5000,1.0000,1.5000,0.2305,0,0.0870,0.0435
2000-06-05 15:00:00,EB,0,1,3,1.1111,1.1111,1.0000,NaN,1.7000,0.1927,0,0.9091,0.8636
2000-06-08 13:45:00,GC_ME,1,0,0,1.0000,4.5000,4.5000,15.0000,16.7000,-1.0672,1,0.7727,0.7273
2000-06-21 13:45:00,GC_ME,1,0,0,1.0000,1.0000,1.0000,-0.8000,-1.0000,0.1123,0,0.3636,0.3182
2000-06-26 11:30:00,EB,0,1,10,1.5000,NaN,NaN,NaN,0.0000,0.0293,0,0.2273,0.1818
2000-06-26 14:00:00,EB,0,1,10,1.5000,NaN,NaN,-1.0000,0.2000,-0.0492,0,0.2273,0.1818
2000-07-06 13:45:00,GC_ME,1,0,0,1.0000,0.5000,0.5000,0.5000,-3.6500,-0.1010,1,0.8571,0.8095
2000-07-20 13:45:00,GC_ME,1,0,0,1.0000,NaN,NaN,0.0000,-3.2000,-0.2129,0,0.3810,0.3333
2000-08-03 13:45:00,GC_ME,1,0,0,1.0000,-2.0000,-2.0000,-1.3000,-3.0000,-0.8000,0,0.9130,0.8696
2000-08-31 13:45:00,GC_ME,1,0,0,1.0000,-7.2500,-7.2500,-5.2000,-2.8000,0.4710,1,0.0435,0.0000
2000-09-08 10:00:00,EB,0,1,6,1.2500,-1.2500,-1.0000,-0.5000,-2.2250,-0.6015,0,0.7619,0.7143
2000-09-14 13:45:00,GC_ME,1,0,0,1.0000,NaN,NaN,-0.5000,-2.0000,0.5013,0,0.5714,0.5238
2000-09-15 10:15:00,EB,0,1,20,3.0000,-3.0000,-1.0000,0.5000,0.7000,0.1254,0,0.5238,0.4762
2000-09-18 15:15:00,EB,0,1,17,2.3077,2.3077,1.0000,NaN,0.5000,0.0649,0,0.4762,0.4286
2000-09-29 14:30:00,EB,0,1,6,1.2500,NaN,NaN,0.0000,0.2000,-0.5133,0,0.0476,0.0000
2000-10-05 13:45:00,GC_ME,1,0,0,1.0000,NaN,NaN,6.5000,5.0000,-0.3374,0,0.8636,0.8182
2000-10-19 13:45:00,GC_ME,1,0,0,1.0000,NaN,NaN,0.0000,0.5000,0.6841,0,0.4091,0.3636
2000-11-02 13:45:00,GC_ME,1,0,0,1.0000,NaN,NaN,-0.5000,0.3500,0.1238,0,0.9545,0.9091
2000-11-07 11:30:00,EB,0,1,9,1.4286,NaN,NaN,0.0000,1.0000,0.0814,0,0.8182,0.7727
2000-11-09 11:15:00,EB,0,1,7,1.3043,0.0000,0.0000,-0.5000,1.7000,-0.0826,0,0.7273,0.6818
2000-11-10 17:00:00,P,0,1,6,1.2500,NaN,NaN,-1.2000,-1.0000,-0.4242,0,0.6818,0.6364
2000-11-14 09:30:00,P,0,1,2,1.0714,0.0000,0.0000,-0.2000,-0.8500,0.3671,0,0.5909,0.5455
2000-11-16 13:45:00,GC_ME,1,0,0,1.0000,NaN,NaN,-1.0000,-1.0000,0.0686,0,0.5000,0.4545
2000-11-23 10:00:00,EB,0,1,7,1.3043,0.0000,0.0000,0.5000,-0.5000,-0.3475,0,0.2727,0.2273
2000-11-30 13:45:00,GC_ME,1,0,0,1.0000,-1.0000,-1.0000,-1.2500,-0.5000,-0.1880,0,0.0455,0.0000
2000-12-01 15:30:00,EB,0,1,13,1.7647,0.0000,0.0000,0.2000,1.5000,0.1868,0,1.0000,0.9524
2000-12-14 13:45:00,GC_ME,1,0,0,1.0000,NaN,NaN,0.2000,2.5000,0.3804,0,0.5714,0.5238
2001-01-04 13:45:00,GC_ME,1,0,0,1.0000,0.0000,0.0000,1.0000,-1.7000,-0.2152,1,0.8696,0.8261
2001-01-08 15:00:00,P,0,1,10,1.5000,0.0000,0.0000,0.0000,-0.3000,0.0556,0,0.7826,0.7391
2001-01-15 11:00:00,EB,0,1,3,1.1111,0.5556,0.5000,0.0000,-0.7500,0.1863,0,0.5652,0.5217
2001-01-18 13:45:00,GC_ME,1,0,0,1.0000,0.0000,0.0000,0.3500,2.8000,-0.1071,1,0.4348,0.3913
2001-01-24 10:00:00,P,0,1,8,1.3636,NaN,NaN,1.7000,1.8000,0.1010,0,0.2609,0.2174
2001-01-24 15:00:00,EB,0,1,8,1.3636,0.0000,0.0000,0.3000,-1.0000,-0.2583,0,0.2609,0.2174
2001-01-26 13:30:00,EB,0,1,6,1.2500,1.8750,1.5000,0.2000,0.5000,-0.0614,0,0.1739,0.1304
2001-01-26 17:00:00,EB,0,1,6,1.2500,NaN,NaN,1.7000,2.0000,0.2763,0,0.1739,0.1304
2001-01-29 15:00:00,EB,0,1,3,1.1111,NaN,NaN,0.0000,-1.0000,-0.0634,0,0.1304,0.0870
2001-02-01 13:45:00,GC_ME,1,0,0,1.0000,NaN,NaN,0.5000,-0.2000,0.0811,0,1.0000,0.9500
2001-02-12 14:30:00,EB,0,1,3,1.1111,NaN,NaN,0.0000,0.5000,-0.0076,0,0.6500,0.6000
2001-02-15 13:45:00,GC_ME,1,0,0,1.0000,0.5000,0.5000,1.7000,1.0000,0.5400,0,0.5000,0.4500
2001-02-19 10:00:00,EB,0,1,10,1.5000,0.0000,0.0000,-0.3000,-0.5000,-0.4661,0,0.4000,0.3500
2001-02-21 11:20:00,EB,0,1,8,1.3636,0.0000,0.0000,-0.5000,-0.2000,-0.5796,0,0.3000,0.2500
2001-02-23 09:30:00,EB,0,1,6,1.2500,-1.2500,-1.0000,0.5000,0.2500,-0.3140,0,0.2000,0.1500
2001-02-23 17:00:00,EB,0,1,6,1.2500,NaN,NaN,-1.5000,0.0000,0.2642,0,0.2000,0.1500
2001-03-01 13:45:00,GC_ME,1,0,0,1.0000,3.0000,3.0000,2.5000,5.0000,-0.1795,1,1.0000,0.9545
2001-03-05 15:00:00,P,0,1,10,1.5000,0.0000,0.0000,0.2000,1.0000,0.0970,0,0.9091,0.8636
2001-03-06 14:30:00,P,0,1,9,1.4286,0.0000,0.0000,0.0000,0.5000,0.3227,0,0.8636,0.8182
2001-03-15 13:45:00,GC_ME,1,0,0,1.0000,0.5000,0.5000,-0.2000,0.8000,0.3180,0,0.5455,0.5000
2001-03-26 12:00:00,EB,0,1,3,1.1111,10.0000,9.0000,1.2000,0.5000,0.1691,0,0.2273,0.1818
2001-03-29 13:45:00,GC_ME,1,0,0,1.0000,3.0000,3.0000,4.0000,1.2500,-0.0463,1,0.0909,0.0455
2001-04-02 11:00:00,EB,0,1,9,1.4286,NaN,NaN,NaN,0.0000,-0.7931,0,1.0000,0.9524
2001-04-04 12:00:00,EB,0,1,7,1.3043,-0.6522,-0.5000,-0.5000,2.7000,0.1774,0,0.9048,0.8571
2001-04-11 13:45:00,GC_ME,1,0,0,1.0000,16.0000,16.0000,13.0000,14.5000,0.7226,0,0.6667,0.6190
2001-04-26 13:45:00,GC_ME,1,0,0,1.0000,NaN,NaN,0.0000,-1.5000,0.4910,0,0.1429,0.0952
2001-05-02 11:30:00,EB,0,1,8,1.3636,NaN,NaN,0.0000,-0.5000,-0.0855,0,0.9565,0.9130
2001-05-03 12:00:00,EB,0,1,7,1.3043,0.0000,0.0000,0.0000,0.3000,-0.0598,0,0.9130,0.8696
2001-05-10 13:45:00,GC_ME,1,0,0,1.0000,-18.0000,-18.0000,-19.7500,-17.0000,0.8118,1,0.6957,0.6522
2001-05-11 09:30:00,EB,0,1,12,1.6667,0.0000,0.0000,-1.0000,0.8000,0.1365,0,0.6522,0.6087
2001-05-11 14:00:00,EB,0,1,12,1.6667,NaN,NaN,0.0000,0.0000,0.2011,0,0.6522,0.6087
2001-05-15 10:30:00,EB,0,1,8,1.3636,NaN,NaN,0.2000,0.5000,-0.1130,0,0.5652,0.5217
2001-05-23 13:45:00,GC_ME,1,0,0,1.0000,1.5000,1.5000,0.0000,-1.0000,-0.1865,1,0.3043,0.2609
2001-05-28 15:00:00,P,0,1,10,1.5000,NaN,NaN,-0.5000,-1.7000,-0.1219,0,0.1739,0.1304
2001-06-07 13:45:00,GC_ME,1,0,0,1.0000,4.5000,4.5000,2.7500,0.7000,-0.1628,1,0.8095,0.7619
2001-06-20 14:30:00,P,0,1,1,1.0345,NaN,NaN,0.0000,1.0000,0.1742,0,0.3810,0.3333
2001-06-21 13:45:00,GC_ME,1,0,0,1.0000,5.5000,5.5000,3.0000,1.3000,0.0913,0,0.3333,0.2857
2001-06-25 11:00:00,EB,0,1,10,1.5000,0.0000,0.0000,NaN,-1.0000,0.4408,0,0.2381,0.1905
2001-06-25 14:00:00,EB,0,1,10,1.5000,NaN,NaN,NaN,5.0000,0.0242,0,0.2381,0.1905
2001-06-26 15:50:00,P,0,1,9,1.4286,NaN,NaN,NaN,3.3000,0.3353,0,0.1905,0.1429
2001-06-28 15:30:00,EB,0,1,7,1.3043,0.6522,0.5000,-0.5000,1.5000,0.7502,0,0.0952,0.0476
2001-06-29 13:15:00,EB,0,1,6,1.2500,-1.2500,-1.0000,-1.0000,0.5000,0.2109,0,0.0476,0.0000
2001-07-02 12:30:00,EB,0,1,3,1.1111,-3.3333,-3.0000,-2.0000,2.0000,0.2832,0,1.0000,0.9545
2001-07-03 15:00:00,P,0,1,2,1.0714,-18.7500,-17.5000,-0.3500,5.3000,-0.2112,0,0.9545,0.9091
2001-07-05 13:45:00,GC_ME,1,0,0,1.0000,2.5000,2.5000,2.0000,1.7500,-0.3110,1,0.8636,0.8182
2001-07-06 15:30:00,EB,0,1,13,1.7647,0.8824,0.5000,-0.5000,-1.0000,-0.8804,0,0.8182,0.7727
2001-07-09 12:30:00,EB,0,1,10,1.5000,0.0000,0.0000,-0.3000,1.0000,0.0982,0,0.7727,0.7273
2001-07-10 16:30:00,P,0,1,9,1.4286,-0.7143,-0.5000,-1.0000,-1.7500,-0.3761,0,0.7273,0.6818
2001-07-19 13:45:00,GC_ME,1,0,0,1.0000,1.0000,1.0000,3.4000,3.6500,0.8168,0,0.4091,0.3636
2001-08-02 13:45:00,GC_ME,1,0,0,1.0000,7.0000,7.0000,4.5000,6.2500,-0.3173,1,0.9565,0.9130
2001-08-30 13:45:00,GC_ME,1,0,0,1.0000,2.5000,2.5000,-4.2500,-6.0000,-0.9904,1,0.0870,0.0435
