date_time,event_type,in_gc,in_sp,days_until_next_gc,adj_factor,s_1m_adj,s_1m_raw,s_3m,s_1y,stoxx,jk_1m,w_month_t,w_month_t_fix
2007-06-18 10:00:00,EB,0,1,17,2.3077,-1.1538,-0.5000,0.0000,-0.1875,-0.0044,0,0.4762,0.4286
2007-06-22 12:00:00,P,0,1,13,1.7647,0.0000,0.0000,-0.1500,0.6625,-0.0482,0,0.2857,0.2381
2007-06-22 16:00:00,EB,0,1,13,1.7647,NaN,NaN,-0.1000,-0.9000,-0.1271,0,0.2857,0.2381
2007-06-28 14:45:00,EB,0,1,7,1.3043,0.2609,0.2000,0.0000,0.1286,0.0126,0,0.0952,0.0476
2007-07-03 10:00:00,EB,0,1,2,1.0714,-0.1071,-0.1000,-0.1000,0.1214,0.0864,0,0.9545,0.9091
2007-07-03 15:45:00,P,0,1,2,1.0714,NaN,NaN,0.5000,0.6500,0.1231,0,0.9545,0.9091
2007-07-05 13:45:00,GC_ME,1,0,0,1.0000,0.0000,0.0000,0.2000,0.7929,-0.1206,1,0.8636,0.8182
2007-07-05 14:30:00,EB,0,1,28,NaN,NaN,NaN,0.0000,0.9293,-0.3080,0,0.8636,0.8182
2007-07-10 15:00:00,EB,0,1,23,4.2857,NaN,NaN,-0.1000,-0.6875,-0.7120,0,0.7273,0.6818
2007-07-11 15:00:00,P,0,1,22,3.7500,0.0000,0.0000,0.0000,0.3286,-0.0819,0,0.6818,0.6364
2007-07-20 11:00:00,P,0,1,13,1.7647,0.1765,0.1000,-0.2000,-0.0500,-0.2283,0,0.3636,0.3182
2007-07-23 11:30:00,EB,0,1,10,1.5000,NaN,NaN,-0.1000,-0.1500,-0.1036,0,0.3182,0.2727
2007-07-24 15:00:00,EB,0,1,9,1.4286,0.0000,0.0000,-0.1333,-0.5750,-0.3481,0,0.2727,0.2273
2007-08-02 13:45:00,GC_ME,1,0,0,1.0000,-0.7000,-0.7000,0.4833,0.3000,0.2350,1,0.9565,0.9130
2007-08-27 15:00:00,P,0,1,10,1.5000,-0.0750,-0.0500,-0.9625,-1.2455,-0.1163,0,0.2174,0.1739
2007-09-06 13:45:00,GC_ME,1,0,0,1.0000,-3.2200,-3.2200,-2.9286,-3.1455,0.5277,1,0.8500,0.8000
2007-09-07 13:00:00,EB,0,1,27,NaN,NaN,0.0333,0.6800,1.6200,-0.0394,0,0.8000,0.7500
2007-09-07 13:00:00,EB,0,1,27,NaN,NaN,0.0333,0.6800,1.6200,-0.0394,0,0.8000,0.7500
2007-09-11 09:55:00,EB,0,1,23,4.2857,2.0000,0.4667,0.2400,0.5500,0.0319,0,0.7000,0.6500
2007-09-11 15:00:00,P,0,1,23,4.2857,-1.3929,-0.3250,-0.1500,-0.5700,-0.0890,0,0.7000,0.6500
2007-09-13 11:00:00,EB,0,1,21,3.3333,-1.4000,-0.4200,-0.1500,1.4300,0.1106,0,0.6000,0.5500
2007-09-13 17:00:00,EB,0,1,21,3.3333,-0.1667,-0.0500,0.0658,0.0633,0.2817,0,0.6000,0.5500
2007-09-21 16:00:00,EB,0,1,13,1.7647,-1.4118,-0.8000,-0.3000,-0.0143,-0.0508,0,0.3000,0.2500
2007-09-28 09:30:00,EB,0,1,6,1.2500,0.2021,0.1617,0.0238,-0.6170,0.0164,0,0.0500,0.0000
2007-10-01 09:30:00,P,0,1,3,1.1111,-0.5435,-0.4892,0.0675,0.2411,0.2693,0,1.0000,0.9565
2007-10-04 13:45:00,GC_ME,1,0,0,1.0000,0.0000,0.0000,0.0390,-0.9000,-0.0832,1,0.8696,0.8261
2007-10-08 10:30:00,EB,0,1,31,NaN,NaN,-0.1000,-0.1000,0.3250,-0.0160,0,0.7826,0.7391
2007-10-09 10:30:00,P,0,1,30,NaN,NaN,-0.2537,-0.2667,-0.8000,-0.1538,0,0.7391,0.6957
2007-10-09 13:20:00,EB,0,1,30,NaN,NaN,-0.5375,0.3500,-0.4900,-0.0313,0,0.7391,0.6957
2007-10-11 11:15:00,P,0,1,28,NaN,NaN,-0.3000,-0.2400,-1.1045,0.0454,0,0.6522,0.6087
2007-10-11 16:30:00,EB,0,1,28,NaN,NaN,-0.1000,-0.5750,-0.0143,-0.0154,0,0.6522,0.6087
2007-10-12 11:45:00,EB,0,1,27,NaN,NaN,-1.4000,-0.1750,0.7286,0.0142,0,0.6087,0.5652
2007-10-19 14:00:00,EB,0,1,20,3.0000,-0.3000,-0.1000,0.1000,-0.4667,-0.1347,0,0.3913,0.3478
2007-10-24 16:00:00,P,0,1,15,2.0000,NaN,NaN,-0.3917,-1.4650,-0.2718,0,0.2609,0.2174
2007-10-26 10:00:00,EB,0,1,13,1.7647,-0.0441,-0.0250,0.1500,0.0500,-0.2635,0,0.1739,0.1304
2007-11-08 13:45:00,GC_ME,1,0,0,1.0000,-0.2530,-0.2530,-1.0111,-2.7050,-0.3485,0,0.7727,0.7273
2007-11-12 11:50:00,EB,0,1,24,5.0000,0.0000,0.0000,-0.3600,-0.6375,-0.2373,0,0.6818,0.6364
2007-11-15 11:00:00,EB,0,1,21,3.3333,-0.5000,-0.1500,-0.1000,-0.8556,-0.1817,0,0.5455,0.5000
2007-11-19 10:15:00,EB,0,1,17,2.3077,0.3462,0.1500,0.0750,-1.1300,-0.3297,0,0.4545,0.4091
2007-11-20 11:00:00,EB,0,1,16,2.1429,0.0000,0.0000,-0.1800,-1.0091,0.3704,0,0.4091,0.3636
2007-11-23 09:30:00,P,0,1,13,1.7647,-0.4706,-0.2667,-0.2429,2.1417,0.3394,0,0.2727,0.2273
2007-11-26 11:15:00,EB,0,1,10,1.5000,-0.3000,-0.2000,0.2200,-0.6071,-0.0270,0,0.2273,0.1818
2007-11-26 11:30:00,EB,0,1,10,1.5000,-0.3000,-0.2000,0.0333,-0.7571,0.0734,0,0.2273,0.1818
2007-11-26 17:00:00,P,0,1,10,1.5000,-0.1500,-0.1000,0.0500,-0.3286,-0.2896,0,0.2273,0.1818
2007-11-30 11:30:00,EB,0,1,6,1.2500,-0.1458,-0.1167,-0.4500,-0.3857,-0.0007,0,0.0455,0.0000
2007-12-03 10:45:00,P,0,1,3,1.1111,0.0370,0.0333,0.1000,0.0333,-0.0066,0,1.0000,0.9524
2007-12-03 14:00:00,EB,0,1,3,1.1111,-0.1389,-0.1250,0.0333,-0.5687,-0.1135,0,1.0000,0.9524
2007-12-05 09:30:00,P,0,1,1,1.0345,-0.8690,-0.8400,0.0333,-0.4500,0.2295,0,0.9048,0.8571
2007-12-06 13:45:00,GC_ME,1,0,0,1.0000,-0.3750,-0.3750,1.1667,4.9125,-0.3810,0,0.8571,0.8095
2007-12-10 09:30:00,EB,0,1,31,NaN,NaN,0.0667,0.2500,0.4136,-0.0354,0,0.7619,0.7143
2007-12-12 14:30:00,EB,0,1,29,NaN,NaN,-0.7167,-0.8000,-1.7786,1.3962,0,0.6667,0.6190
2007-12-19 10:00:00,P,0,1,22,3.7500,1.1719,0.3125,0.7250,0.2562,0.0230,0,0.4286,0.3810
2008-01-10 13:45:00,GC_ME,1,0,0,1.0000,-0.2000,-0.2000,-0.7500,-0.0250,-0.2952,0,0.6957,0.6522
2008-01-16 09:30:00,EB,0,1,22,3.7500,0.3750,0.1000,0.2333,1.3500,NaN,0,0.5217,0.4783
2008-01-17 15:00:00,P,0,1,21,3.3333,-0.3333,-0.1000,-0.0125,0.1429,0.1639,0,0.4783,0.4348
2008-01-18 15:00:00,P,0,1,20,3.0000,0.3000,0.1000,-0.6200,-1.2571,-0.4304,0,0.4348,0.3913
2008-01-22 14:00:00,EB,0,1,16,2.1429,-0.3214,-0.1500,-1.9667,-2.5500,1.3192,0,0.3478,0.3043
2008-01-23 12:00:00,EB,0,1,15,2.0000,-0.2000,-0.1000,-1.6857,-4.3200,-1.9522,0,0.3043,0.2609
2008-01-24 09:30:00,EB,0,1,14,1.8750,1.5375,0.8200,0.3250,0.9143,0.9284,0,0.2609,0.2174
2008-02-04 13:00:00,EB,0,1,3,1.1111,0.1111,0.1000,0.1400,0.6750,-0.3266,0,0.9524,0.9048
2008-02-07 13:45:00,GC_ME,1,0,0,1.0000,-0.5500,-0.5500,-2.9400,-7.9083,-0.6032,0,0.8095,0.7619
2008-02-13 14:00:00,EB,0,1,22,3.7500,NaN,NaN,0.1000,0.1417,0.7592,0,0.6190,0.5714
2008-02-13 15:35:00,P,0,1,22,3.7500,-0.3750,-0.1000,0.1000,0.3900,-0.1826,0,0.6190,0.5714
2008-02-14 15:20:00,EB,0,1,21,3.3333,2.0000,0.6000,0.0667,-0.2667,-0.2805,0,0.5714,0.5238
2008-02-14 16:40:00,EB,0,1,21,3.3333,0.5000,0.1500,0.3800,0.9250,-1.0845,0,0.5714,0.5238
2008-02-15 15:00:00,P,0,1,20,3.0000,0.6000,0.2000,0.1333,-0.1100,0.3983,0,0.5238,0.4762
2008-02-22 12:30:00,EB,0,1,13,1.7647,NaN,NaN,0.3667,0.3500,-0.0481,0,0.2857,0.2381
2008-02-27 12:45:00,EB,0,1,8,1.3636,0.1705,0.1250,-0.1667,-0.1667,0.0882,0,0.1429,0.0952
2008-02-28 15:15:00,P,0,1,7,1.3043,0.1304,0.1000,0.1250,-0.7667,0.2921,0,0.0952,0.0476
2008-02-29 12:30:00,EB,0,1,6,1.2500,-0.1250,-0.1000,-0.6250,-0.7000,-0.1538,0,0.0476,0.0000
2008-03-06 13:45:00,GC_ME,1,0,0,1.0000,0.6000,0.6000,1.2200,4.9400,-0.5629,1,0.8571,0.8095
2008-03-07 17:00:00,EB,0,1,34,NaN,NaN,-0.0200,-0.1750,-1.5400,-0.6726,0,0.8095,0.7619
2008-03-12 16:30:00,P,0,1,29,NaN,NaN,-0.0500,-0.2000,-0.6200,-0.7377,0,0.6667,0.6190
2008-03-17 14:40:00,EB,0,1,24,5.0000,0.5000,0.1000,1.7000,3.0200,1.1513,0,0.5238,0.4762
2008-03-18 16:15:00,EB,0,1,23,4.2857,-1.7143,-0.4000,0.7000,1.1083,0.3132,0,0.4762,0.4286
2008-03-26 10:30:00,P,0,1,15,2.0000,0.7500,0.3750,0.4667,3.1583,-0.2497,0,0.1905,0.1429
2008-03-28 12:00:00,EB,0,1,13,1.7647,0.3529,0.2000,-0.3000,-0.9000,0.0000,0,0.0952,0.0476
2008-04-03 12:30:00,P,0,1,7,1.3043,-0.1304,-0.1000,-0.0000,0.8300,-0.1746,0,0.9091,0.8636
2008-04-04 16:00:00,EB,0,1,6,1.2500,0.0833,0.0667,-0.9667,1.2200,-0.3650,0,0.8636,0.8182
2008-04-07 10:30:00,EB,0,1,3,1.1111,0.0000,0.0000,-0.0500,-0.7583,0.0044,0,0.8182,0.7727
2008-04-10 13:45:00,GC_ME,1,0,0,1.0000,0.2000,0.2000,0.4000,-0.7000,0.0500,0,0.6818,0.6364
2008-04-15 17:00:00,P,0,1,23,4.2857,NaN,NaN,-0.1000,-0.3583,-0.1558,0,0.5455,0.5000
2008-04-21 11:00:00,P,0,1,17,2.3077,0.6923,0.3000,-0.2000,1.9357,-0.1479,0,0.3636,0.3182
2008-04-21 11:30:00,EB,0,1,17,2.3077,0.0000,0.0000,-0.3333,-0.1167,-0.2380,0,0.3636,0.3182
2008-04-24 14:30:00,P,0,1,14,1.8750,1.1250,0.6000,0.2600,2.2714,1.3802,0,0.2273,0.1818
2008-04-25 12:45:00,EB,0,1,13,1.7647,0.7059,0.4000,0.2500,0.0750,0.0242,0,0.1818,0.1364
2008-04-29 14:30:00,EB,0,1,9,1.4286,0.5714,0.4000,-0.3250,-0.3286,-0.0740,0,0.0909,0.0455
2008-04-30 13:55:00,P,0,1,8,1.3636,1.3636,1.0000,-0.3000,-0.2800,0.7431,0,0.0455,0.0000
2008-05-06 09:30:00,P,0,1,2,1.0714,0.2143,0.2000,-0.0250,-1.3286,-0.1887,0,0.8636,0.8182
2008-05-08 13:45:00,GC_ME,1,0,0,1.0000,-0.1500,-0.1500,-0.2000,-1.5357,-0.4244,0,0.7727,0.7273
2008-05-12 12:45:00,EB,0,1,24,5.0000,0.5000,0.1000,0.0600,0.8286,0.1029,0,0.6818,0.6364
2008-05-12 17:00:00,P,0,1,24,5.0000,NaN,NaN,0.3333,0.9286,0.0325,0,0.6818,0.6364
2008-05-15 13:30:00,P,0,1,21,3.3333,0.3333,0.1000,0.4000,-0.1000,0.1171,0,0.5455,0.5000
2008-05-15 15:10:00,EB,0,1,21,3.3333,-0.3333,-0.1000,0.1000,-0.2333,-0.0574,0,0.5455,0.5000
2008-05-15 17:00:00,EB,0,1,21,3.3333,0.0000,0.0000,-0.0250,0.0000,0.0369,0,0.5455,0.5000
2008-05-30 15:00:00,EB,0,1,6,1.2500,-0.3750,-0.3000,0.0000,0.4250,-0.0903,0,0.0455,0.0000
2008-06-03 15:30:00,P,0,1,2,1.0714,-0.1786,-0.1667,0.3000,0.9375,0.1910,0,0.9524,0.9048
2008-06-04 09:30:00,P,0,1,1,1.0345,-0.4655,-0.4500,-0.6400,-1.7583,-0.5335,0,0.9048,0.8571
2008-06-05 13:45:00,GC_ME,1,0,0,1.0000,0.7250,0.7250,10.8667,21.1900,-0.4330,1,0.8571,0.8095
2008-06-09 14:30:00,EB,0,1,24,5.0000,1.3750,0.2750,0.7250,1.4500,0.1384,0,0.7619,0.7143
2008-06-12 11:30:00,EB,0,1,21,3.3333,0.0000,0.0000,-0.2000,-0.8125,0.1215,0,0.6190,0.5714
2008-06-13 12:30:00,EB,0,1,20,3.0000,0.6000,0.2000,0.1250,0.5429,0.2449,0,0.5714,0.5238
2008-06-18 09:35:00,EB,0,1,15,2.0000,-0.4000,-0.2000,0.3000,1.5500,-0.4422,0,0.4286,0.3810
2008-06-24 16:00:00,EB,0,1,9,1.4286,-0.1429,-0.1000,-0.2000,-0.6200,-0.2657,0,0.2381,0.1905
2008-06-25 10:00:00,P,0,1,8,1.3636,0.3409,0.2500,0.3333,1.0929,-0.0361,0,0.1905,0.1429
2008-06-26 17:00:00,EB,0,1,7,1.3043,0.1304,0.1000,-0.3000,-1.3600,-0.4601,0,0.1429,0.0952
2008-06-27 12:00:00,EB,0,1,6,1.2500,0.0000,0.0000,-0.1333,-0.9000,0.3286,0,0.0952,0.0476
2008-07-02 12:10:00,EB,0,1,1,1.0345,0.2586,0.2500,0.3667,0.3000,0.0199,0,0.9565,0.9130
2008-07-03 13:45:00,GC_ME,1,0,0,1.0000,-1.6000,-1.6000,-3.0250,-16.2800,1.3624,1,0.9130,0.8696
2008-07-08 14:50:00,EB,0,1,30,NaN,NaN,-0.5000,-0.1000,0.8000,-0.0352,0,0.7826,0.7391
2008-07-09 09:30:00,EB,0,1,29,NaN,NaN,0.2000,0.2800,-0.0333,0.1388,0,0.7391,0.6957
2008-07-11 10:00:00,EB,0,1,27,NaN,NaN,0.1000,0.0000,0.5667,-0.0684,0,0.6522,0.6087
2008-08-07 13:45:00,GC_ME,1,0,0,1.0000,0.4000,0.4000,-1.7600,-8.8375,-0.6352,1,0.8095,0.7619
2008-08-27 09:25:00,EB,0,1,8,1.3636,0.1364,0.1000,-0.1400,-1.1714,-0.1034,0,0.1429,0.0952
2008-09-01 11:15:00,EB,0,1,3,1.1111,0.3333,0.3000,0.1000,0.1000,-0.0104,0,1.0000,0.9545
2008-09-01 14:30:00,EB,0,1,3,1.1111,0.0000,0.0000,-0.1000,-0.8125,-0.1515,0,1.0000,0.9545
2008-09-03 15:30:00,EB,0,1,1,1.0345,0.0000,0.0000,0.5000,0.2667,0.0864,0,0.9091,0.8636
2008-09-04 13:45:00,GC_ME,1,0,0,1.0000,-0.4500,-0.4500,-0.8833,-0.2500,-0.7526,0,0.8636,0.8182
2008-09-05 10:00:00,EB,0,1,27,NaN,NaN,-0.4000,-0.2000,-0.5333,-0.6763,0,0.8182,0.7727
2008-09-05 10:55:00,EB,0,1,27,NaN,NaN,0.2000,-0.1000,0.0200,0.4005,0,0.8182,0.7727
2008-09-05 12:30:00,EB,0,1,27,NaN,NaN,0.0000,0.2000,-0.6800,0.0831,0,0.8182,0.7727
2008-09-08 13:00:00,EB,0,1,24,5.0000,0.0000,0.0000,0.2000,0.4100,-0.1533,0,0.7727,0.7273
2008-09-08 16:30:00,EB,0,1,24,5.0000,1.0000,0.2000,-0.1000,-0.2857,-0.6674,0,0.7727,0.7273
2008-09-09 15:00:00,EB,0,1,23,4.2857,0.0000,0.0000,0.0000,-0.7000,-0.1545,0,0.7273,0.6818
2008-09-11 14:30:00,EB,0,1,21,3.3333,0.6667,0.2000,0.0000,-0.2250,0.0734,0,0.6364,0.5909
2008-09-15 11:00:00,P,0,1,17,2.3077,0.4615,0.2000,0.7250,0.1333,0.0529,0,0.5455,0.5000
2008-09-15 14:00:00,EB,0,1,17,2.3077,-2.5385,-1.1000,-0.0500,0.3000,0.5952,0,0.5455,0.5000
2008-09-25 13:45:00,EB,0,1,7,1.3043,1.3043,1.0000,-0.3000,-3.2200,1.0717,0,0.1818,0.1364
2008-09-25 16:40:00,EB,0,1,7,1.3043,-1.5652,-1.2000,-0.7500,-1.7333,0.3544,0,0.1818,0.1364
2008-09-26 15:00:00,EB,0,1,6,1.2500,0.3750,0.3000,-0.4000,-5.0000,0.5604,0,0.1364,0.0909
2008-10-01 11:00:00,P,0,1,1,1.0345,-0.4655,-0.4500,0.3333,3.0000,-0.9879,0,1.0000,0.9565
2008-10-02 13:45:00,GC_ME,1,0,0,1.0000,-0.0500,-0.0500,-3.7786,-9.4000,-0.8075,0,0.9565,0.9130
2008-10-07 15:30:00,P,0,1,1,1.0345,4.2414,4.1000,5.9750,3.9500,-0.6150,0,0.8261,0.7826
2008-10-08 13:45:00,GC_ME,1,0,0,1.0000,-0.5333,-0.5333,-8.4667,1.9000,-1.1675,0,0.7826,0.7391
2008-10-10 15:30:00,EB,0,1,27,NaN,NaN,-4.9333,-2.1667,5.6375,4.5780,0,0.6957,0.6522
2008-10-20 14:00:00,EB,0,1,17,2.3077,-2.5385,-1.1000,0.6250,-1.0250,0.3378,0,0.4348,0.3913
2008-10-22 09:50:00,EB,0,1,15,2.0000,-0.6000,-0.3000,-1.2000,-3.2000,0.0241,0,0.3478,0.3043
2008-10-24 12:45:00,EB,0,1,13,1.7647,-2.4706,-1.4000,0.6667,1.8333,0.7789,0,0.2609,0.2174
2008-10-24 15:30:00,EB,0,1,13,1.7647,1.2353,0.7000,2.1000,2.4000,2.2237,0,0.2609,0.2174
2008-10-27 10:30:00,EB,0,1,10,1.5000,-1.3500,-0.9000,-0.6000,-0.3875,-0.5514,0,0.2174,0.1739
2008-10-27 14:55:00,P,0,1,10,1.5000,-0.3000,-0.2000,-0.5000,-1.5333,-0.3386,0,0.2174,0.1739
2008-10-31 10:15:00,EB,0,1,6,1.2500,-1.7500,-1.4000,-2.2500,-1.6333,0.1921,0,0.0435,0.0000
2008-11-06 13:45:00,GC_ME,1,0,0,1.0000,8.3000,8.3000,16.3000,14.5333,-1.2958,1,0.8500,0.8000
2008-11-10 15:30:00,P,0,1,24,5.0000,-1.0000,-0.2000,-0.8000,-3.3250,-0.0102,0,0.7500,0.7000
2008-11-12 17:00:00,EB,0,1,22,3.7500,-0.3750,-0.1000,-0.5750,0.0875,0.2397,0,0.6500,0.6000
2008-11-13 14:00:00,EB,0,1,21,3.3333,-1.0000,-0.3000,0.3000,-1.5333,0.1622,0,0.6000,0.5500
2008-11-13 14:00:00,EB,0,1,21,3.3333,-1.0000,-0.3000,0.3000,-1.5333,0.1622,0,0.6000,0.5500
2008-11-14 16:30:00,P,0,1,20,3.0000,-0.6000,-0.2000,-1.0000,-3.7250,-1.3334,0,0.5500,0.5000
2008-11-14 17:00:00,EB,0,1,20,3.0000,0.3000,0.1000,0.3200,-0.2500,-0.3450,0,0.5500,0.5000
2008-11-18 16:00:00,EB,0,1,16,2.1429,0.2143,0.1000,-0.0667,0.6000,0.8566,0,0.4500,0.4000
2008-11-21 12:30:00,EB,0,1,13,1.7647,-0.3529,-0.2000,-1.3800,-3.1400,-0.6762,0,0.3000,0.2500
2008-11-21 14:00:00,P,0,1,13,1.7647,0.4118,0.2333,-0.0000,-0.4000,-0.4921,0,0.3000,0.2500
2008-11-26 09:30:00,P,0,1,8,1.3636,-1.6136,-1.1833,-1.3300,-2.4400,0.6311,0,0.1500,0.1000
2008-11-27 16:30:00,P,0,1,7,1.3043,-0.1304,-0.1000,-0.0375,-0.7750,0.2879,0,0.1000,0.0500
2008-12-04 13:45:00,GC_ME,1,0,0,1.0000,1.9333,1.9333,3.6167,9.3500,-1.4670,1,0.8696,0.8261
2008-12-08 11:30:00,EB,0,1,38,NaN,NaN,-0.1000,0.2667,0.1250,0.5470,0,0.7826,0.7391
2008-12-08 15:00:00,P,0,1,38,NaN,NaN,-0.1000,1.1400,1.4000,-0.2356,0,0.7826,0.7391
2008-12-09 12:00:00,EB,0,1,37,NaN,NaN,NaN,1.0400,1.5000,-0.0804,0,0.7391,0.6957
2008-12-15 14:30:00,EB,0,1,31,NaN,NaN,NaN,1.2000,0.0500,0.3006,0,0.5652,0.5217
2008-12-31 11:00:00,EB,0,1,15,2.0000,NaN,NaN,0.1000,0.9000,NaN,0,0.0435,0.0000
2009-01-13 10:00:00,P,0,1,2,1.0714,1.0714,1.0000,-0.1500,-0.0333,-0.5594,0,0.6364,0.5909
2009-01-15 13:45:00,GC_ME,1,0,0,1.0000,-2.3250,-2.3250,-0.9750,-0.3600,-0.5699,0,0.5455,0.5000
2009-01-15 16:30:00,EB,0,1,21,3.3333,0.0000,0.0000,1.1000,4.9400,-0.0981,0,0.5455,0.5000
2009-01-16 12:30:00,EB,0,1,20,3.0000,-1.8000,-0.6000,-0.1333,0.5400,1.0542,0,0.5000,0.4545
2009-01-19 12:50:00,P,0,1,17,2.3077,0.0000,0.0000,0.1500,0.0333,-0.6670,0,0.4545,0.4091
2009-01-21 10:30:00,P,0,1,15,2.0000,-4.8000,-2.4000,-1.6000,-0.0667,-0.3249,0,0.3636,0.3182
2009-01-21 14:30:00,EB,0,1,15,2.0000,-3.4000,-1.7000,-0.8750,-0.7750,1.2275,0,0.3636,0.3182
2009-01-22 14:30:00,EB,0,1,14,1.8750,0.3750,0.2000,-0.1750,-0.7750,-1.3932,0,0.3182,0.2727
2009-02-02 13:00:00,EB,0,1,3,1.1111,0.0000,0.0000,-0.3000,1.0000,0.1131,0,1.0000,0.9500
2009-02-05 13:45:00,GC_ME,1,0,0,1.0000,-1.3500,-1.3500,-5.2250,-6.8667,-0.4570,0,0.8500,0.8000
2009-02-11 11:45:00,EB,0,1,22,3.7500,NaN,NaN,-0.4000,-1.3000,0.2921,0,0.6500,0.6000
2009-02-11 16:00:00,EB,0,1,22,3.7500,NaN,NaN,0.0500,-0.0333,-0.4041,0,0.6500,0.6000
2009-02-13 12:00:00,EB,0,1,20,3.0000,NaN,NaN,0.2250,-0.8800,-0.3453,0,0.5500,0.5000
2009-02-16 15:45:00,P,0,1,17,2.3077,2.7692,1.2000,-0.3200,-0.6400,-0.3704,0,0.5000,0.4500
2009-02-18 15:40:00,EB,0,1,15,2.0000,0.4000,0.2000,-0.0333,0.1667,-1.5502,0,0.4000,0.3500
2009-02-23 12:00:00,EB,0,1,10,1.5000,0.2250,0.1500,0.1800,0.4167,-0.6386,0,0.2500,0.2000
2009-02-26 14:00:00,P,0,1,7,1.3043,-0.0326,-0.0250,-0.5600,-1.8143,-0.4796,0,0.1000,0.0500
2009-02-27 10:00:00,EB,0,1,6,1.2500,-0.0312,-0.0250,-0.1000,-0.8000,0.3947,0,0.0500,0.0000
2009-03-05 13:45:00,GC_ME,1,0,0,1.0000,1.8250,1.8250,0.2333,-0.7167,0.2289,0,0.8636,0.8182
2009-03-05 17:00:00,EB,0,1,28,NaN,NaN,0.0750,0.0500,0.2600,-1.9351,0,0.8636,0.8182
2009-03-09 10:00:00,EB,0,1,24,5.0000,0.1000,0.0200,0.1667,1.5500,-0.9405,0,0.7727,0.7273
2009-03-12 13:00:00,P,0,1,21,3.3333,2.0000,0.6000,-0.0500,-0.2400,0.5672,0,0.6364,0.5909
2009-03-16 14:15:00,EB,0,1,17,2.3077,1.8462,0.8000,-0.1500,0.1400,-0.2092,0,0.5455,0.5000
2009-03-24 14:00:00,EB,0,1,9,1.4286,1.1429,0.8000,0.2500,-1.2167,-0.4087,0,0.2727,0.2273
2009-03-26 11:15:00,EB,0,1,7,1.3043,-0.0326,-0.0250,-0.3143,-0.4600,0.1324,0,0.1818,0.1364
2009-03-30 10:30:00,EB,0,1,3,1.1111,0.0000,0.0000,0.5200,0.8333,0.1587,0,0.0909,0.0455
2009-03-30 16:30:00,P,0,1,3,1.1111,-0.1111,-0.1000,-0.0167,-0.8167,-0.9102,0,0.0909,0.0455
2009-04-02 13:45:00,GC_ME,1,0,0,1.0000,8.1500,8.1500,6.4400,5.2200,-0.0510,1,0.9545,0.9091
2009-04-03 11:00:00,EB,0,1,34,NaN,NaN,-0.2500,-0.4000,-0.9200,0.4970,0,0.9091,0.8636
2009-04-06 10:20:00,EB,0,1,31,NaN,NaN,-0.2000,-1.0400,-1.2667,-0.3857,0,0.8636,0.8182
2009-04-24 16:45:00,P,0,1,13,1.7647,-0.3529,-0.2000,-0.1750,-0.7600,0.6126,0,0.2273,0.1818
2009-05-04 13:00:00,EB,0,1,3,1.1111,NaN,NaN,-0.1000,0.3000,-0.2442,0,0.9524,0.9048
2009-05-06 11:30:00,EB,0,1,1,1.0345,-0.2069,-0.2000,-0.4250,-0.7200,-0.4592,0,0.8571,0.8095
2009-05-07 13:45:00,GC_ME,1,0,0,1.0000,-0.9750,-0.9750,-1.5333,-3.5800,-0.2918,0,0.8095,0.7619
2009-05-12 14:30:00,EB,0,1,23,4.2857,0.4286,0.1000,-0.0250,-0.0250,-0.1079,0,0.6667,0.6190
2009-05-14 10:00:00,EB,0,1,21,3.3333,0.3333,0.1000,-0.1000,0.5800,0.4995,0,0.5714,0.5238
2009-05-14 12:30:00,P,0,1,21,3.3333,-0.3333,-0.1000,0.2750,0.4750,-0.2096,0,0.5714,0.5238
2009-05-19 11:30:00,EB,0,1,16,2.1429,9.0000,4.2000,3.4286,2.9800,0.5214,0,0.4286,0.3810
2009-05-25 10:30:00,P,0,1,10,1.5000,-0.0375,-0.0250,0.1500,0.6800,0.4219,0,0.2381,0.1905
2009-05-27 10:00:00,EB,0,1,8,1.3636,0.5455,0.4000,0.3400,0.0750,-0.1994,0,0.1429,0.0952
2009-05-29 11:15:00,P,0,1,6,1.2500,-0.3750,-0.3000,-0.2333,-0.2200,0.0222,0,0.0476,0.0000
2009-06-04 13:45:00,GC_ME,1,0,0,1.0000,0.4000,0.4000,1.3571,6.0000,0.0120,0,0.8636,0.8182
2009-06-04 16:50:00,EB,0,1,28,NaN,NaN,0.0500,0.7750,1.8300,0.1696,0,0.8636,0.8182
2009-06-05 09:50:00,P,0,1,27,NaN,NaN,0.0600,-0.1500,-1.7600,-0.0726,0,0.8182,0.7727
2009-06-05 14:30:00,EB,0,1,27,NaN,NaN,0.5000,0.0800,1.5600,1.1479,0,0.8182,0.7727
2009-06-10 13:00:00,EB,0,1,22,3.7500,-3.0000,-0.8000,-0.1250,0.5571,-0.1149,0,0.6818,0.6364
2009-06-12 13:30:00,P,0,1,20,3.0000,0.0000,0.0000,-0.2333,0.1750,-0.1019,0,0.5909,0.5455
2009-06-15 17:00:00,EB,0,1,17,2.3077,-0.2308,-0.1000,-0.1000,0.0200,-0.4589,0,0.5455,0.5000
2009-06-19 11:30:00,EB,0,1,13,1.7647,0.8824,0.5000,0.7750,0.2000,0.2332,0,0.3636,0.3182
2009-06-22 14:00:00,P,0,1,10,1.5000,-0.2250,-0.1500,-0.2000,0.0000,-0.3830,0,0.3182,0.2727
