equation,block,block_held_at_1,h,lambda_h,tau_block,tau_pooled,d_fmar_ols,d_block_ols,d_pooled_ols,ratio_block,ratio_pooled
stoxx,ip,0,46,0.334726,1.13242,1.46235,2.07046,2.11221,2.01422,1.02016,0.97284
stoxx,hicp,0,46,0.334726,0.33332,0.10404,13.3134,13.668,13.8596,1.02663,1.04103
stoxx,stoxx,0,46,0.334726,1.68500,1.73055,0.915046,0.880764,0.876192,0.96254,0.95754
mps,mps,1,47,0.298015,1.00000,1.00000,0.180539,0.189922,0.194681,1.05198,1.07834
mps,i1y,0,47,0.298015,0.51302,0.02764,0.230562,0.230809,0.231045,1.00107,1.00210
mps,ip,0,47,0.298015,0.46226,0.04179,0.0127526,0.0128955,0.0129775,1.01120,1.01763
mps,hicp,0,47,0.298015,0.37374,0.02734,0.0518126,0.0536314,0.0541915,1.03510,1.04591
mps,stoxx,0,47,0.298015,0.44103,0.05646,0.0035309,0.00356066,0.00357675,1.00843,1.01298
i1y,mps,1,47,0.298015,1.00000,1.00000,4.30608,4.13118,4.33373,0.95938,1.00642
i1y,i1y,0,47,0.298015,2.33094,2.33243,2.02407,1.97184,1.97431,0.97420,0.97542
i1y,ip,0,47,0.298015,2.86571,2.74280,0.230867,0.202214,0.203855,0.87589,0.88300
i1y,hicp,0,47,0.298015,0.93695,0.72268,0.763657,0.723636,0.746482,0.94759,0.97751
i1y,stoxx,0,47,0.298015,1.91198,1.71744,0.0546336,0.0514678,0.052049,0.94205,0.95269
ip,mps,1,47,0.298015,1.00000,1.00000,29.0981,25.3088,22.6699,0.86978,0.77908
ip,i1y,0,47,0.298015,1.03863,0.82533,13.1983,13.1877,13.1972,0.99919,0.99991
ip,ip,0,47,0.298015,2.01115,2.36731,1.23797,1.14748,1.09438,0.92691,0.88401
ip,hicp,0,47,0.298015,0.94631,0.90939,5.7034,5.60702,5.5525,0.98310,0.97354
ip,stoxx,0,47,0.298015,0.92125,1.21624,0.319027,0.317116,0.312718,0.99401,0.98022
hicp,mps,1,47,0.298015,1.00000,1.00000,4.1205,1.70764,1.7058,0.41442,0.41398
hicp,i1y,0,47,0.298015,4.47725,4.79126,2.23255,2.08027,2.06657,0.93179,0.92566
hicp,ip,0,47,0.298015,5.81196,5.63832,0.304208,0.172528,0.171949,0.56714,0.56524
hicp,hicp,0,47,0.298015,4.79018,4.10268,1.38599,0.739083,0.812642,0.53325,0.58633
hicp,stoxx,0,47,0.298015,3.27013,3.09716,0.03975,0.0289516,0.0288651,0.72834,0.72617
stoxx,mps,1,47,0.298015,1.00000,1.00000,74.5925,68.6537,64.7634,0.92038,0.86823
stoxx,i1y,0,47,0.298015,1.76434,1.60050,40.1145,39.7189,39.8127,0.99014,0.99248
stoxx,ip,0,47,0.298015,1.18874,1.42078,2.37564,2.37616,2.29875,1.00022,0.96763
stoxx,hicp,0,47,0.298015,0.40646,0.10890,13.0657,13.237,13.4164,1.01311,1.02684
stoxx,stoxx,0,47,0.298015,1.81481,1.80303,0.959204,0.91716,0.914603,0.95617,0.95350
mps,mps,1,48,0.291808,1.00000,1.00000,0.190022,0.197448,0.200155,1.03908,1.05333
mps,i1y,0,48,0.291808,0.52475,0.02879,0.218542,0.218713,0.21892,1.00078,1.00173
mps,ip,0,48,0.291808,0.33836,0.04386,0.0152453,0.0154461,0.0155144,1.01317,1.01765
mps,hicp,0,48,0.291808,0.30734,0.02795,0.0480182,0.0498938,0.0503163,1.03906,1.04786
mps,stoxx,0,48,0.291808,0.38448,0.05731,0.00358623,0.00362791,0.00364613,1.01162,1.01670
i1y,mps,1,48,0.291808,1.00000,1.00000,4.78998,4.70675,4.8626,0.98262,1.01516
i1y,i1y,0,48,0.291808,2.52602,2.39678,1.65032,1.58324,1.58869,0.95935,0.96265
i1y,ip,0,48,0.291808,3.03331,2.79239,0.267189,0.234297,0.237679,0.87690,0.88955
i1y,hicp,0,48,0.291808,0.94089,0.73803,0.847997,0.801752,0.827141,0.94547,0.97541
i1y,stoxx,0,48,0.291808,1.96335,1.76418,0.0614065,0.0572148,0.0579855,0.93174,0.94429
ip,mps,1,48,0.291808,1.00000,1.00000,30.248,25.2821,24.8176,0.83583,0.82047
ip,i1y,0,48,0.291808,0.93942,0.85078,13.2474,13.2392,13.2482,0.99938,1.00006
ip,ip,0,48,0.291808,2.51762,2.43158,1.35837,1.21456,1.2148,0.89413,0.89431
ip,hicp,0,48,0.291808,1.09663,0.97149,5.46013,5.18629,5.24544,0.94985,0.96068
ip,stoxx,0,48,0.291808,1.27027,1.25209,0.317275,0.309448,0.309844,0.97533,0.97658
hicp,mps,1,48,0.291808,1.00000,1.00000,4.47446,2.30767,2.39729,0.51574,0.53577
hicp,i1y,0,48,0.291808,5.25913,5.04822,2.30685,2.10513,2.09589,0.91256,0.90855
hicp,ip,0,48,0.291808,5.17671,5.67263,0.276377,0.155185,0.138328,0.56150,0.50050
hicp,hicp,0,48,0.291808,3.37853,3.99104,0.909444,0.618697,0.563291,0.68030,0.61938
hicp,stoxx,0,48,0.291808,3.81535,3.49701,0.0656557,0.0531685,0.0538918,0.80981,0.82083
stoxx,mps,1,48,0.291808,1.00000,1.00000,79.2111,73.1879,69.4552,0.92396,0.87684
stoxx,i1y,0,48,0.291808,1.82384,1.58512,49.6224,49.2873,49.3837,0.99325,0.99519
stoxx,ip,0,48,0.291808,1.21177,1.42714,2.46812,2.4397,2.36479,0.98849,0.95813
stoxx,hicp,0,48,0.291808,0.34920,0.11210,11.9647,12.14,12.2573,1.01464,1.02445
stoxx,stoxx,0,48,0.291808,1.72802,1.83128,0.817706,0.775315,0.76703,0.94816,0.93803
