scale_estimator,equation,block,block_held_at_1,h,lambda_h,tau_mean,tau_median,p_tau_gt1
pooled,i1y,hicp,0,19,0.00871374,14.55588,13.62437,1.0000
pooled,i1y,hicp,0,20,0.00772001,13.50450,12.60577,1.0000
pooled,i1y,hicp,0,21,0.00895702,11.07434,10.63263,1.0000
pooled,i1y,hicp,0,22,0.00840242,8.76914,8.38406,1.0000
pooled,i1y,hicp,0,23,0.00817244,6.69621,5.92102,0.9887
pooled,i1y,hicp,0,24,0.00842244,5.17008,4.58925,0.9887
pooled,i1y,hicp,0,25,0.0079032,3.82921,3.34574,0.9953
pooled,i1y,hicp,0,26,0.0097378,2.72344,2.36742,0.9773
pooled,i1y,hicp,0,27,0.0138085,1.94292,1.69368,0.8827
pooled,i1y,hicp,0,28,0.0137481,1.36788,1.23029,0.6793
pooled,i1y,hicp,0,29,0.408298,0.89539,0.85088,0.3160
pooled,i1y,hicp,0,30,0.420049,0.73593,0.68870,0.1620
pooled,i1y,hicp,0,31,0.0100528,0.68147,0.63676,0.1227
pooled,i1y,hicp,0,32,0.460005,0.60984,0.59187,0.0480
pooled,i1y,hicp,0,33,0.477787,0.56658,0.54501,0.0240
pooled,i1y,hicp,0,34,0.463045,0.55781,0.53753,0.0167
pooled,i1y,hicp,0,35,0.435411,0.55863,0.53113,0.0200
pooled,i1y,hicp,0,36,0.439602,0.55369,0.53141,0.0180
pooled,i1y,hicp,0,37,0.429411,0.56424,0.54182,0.0233
pooled,i1y,hicp,0,38,0.421835,0.57014,0.54971,0.0207
pooled,i1y,hicp,0,39,0.433321,0.56338,0.54183,0.0167
pooled,i1y,hicp,0,40,0.427642,0.58092,0.54805,0.0267
pooled,i1y,hicp,0,41,0.406245,0.59070,0.56001,0.0313
pooled,i1y,hicp,0,42,0.381639,0.62634,0.60450,0.0440
pooled,i1y,hicp,0,43,0.368641,0.65755,0.63669,0.0487
pooled,i1y,hicp,0,44,0.357738,0.70050,0.67386,0.0693
pooled,i1y,hicp,0,45,0.339035,0.75756,0.73969,0.1247
pooled,i1y,hicp,0,46,0.299599,0.85595,0.81141,0.2653
pooled,i1y,hicp,0,47,0.258179,0.93761,0.87830,0.3560
pooled,i1y,hicp,0,48,0.255224,0.99592,0.91857,0.4240
pooled,i1y,stoxx,0,1,0.00843167,1.59981,1.52551,0.8507
pooled,i1y,stoxx,0,2,0.0213926,1.67973,1.59685,0.8847
pooled,i1y,stoxx,0,3,0.0276757,1.81805,1.74273,0.9353
pooled,i1y,stoxx,0,4,0.0321764,1.99366,1.93973,0.9607
pooled,i1y,stoxx,0,5,0.0294689,2.18930,2.11577,0.9787
pooled,i1y,stoxx,0,6,0.0301947,2.38910,2.28114,0.9840
pooled,i1y,stoxx,0,7,0.0295498,2.62153,2.48353,0.9800
pooled,i1y,stoxx,0,8,0.0293302,2.77763,2.67377,0.9773
pooled,i1y,stoxx,0,9,0.028381,2.94636,2.82742,0.9727
pooled,i1y,stoxx,0,10,0.0241941,3.03909,2.88195,0.9733
pooled,i1y,stoxx,0,11,0.0207737,3.09692,2.98024,0.9787
pooled,i1y,stoxx,0,12,0.0169583,3.07920,2.98817,0.9780
pooled,i1y,stoxx,0,13,0.0126178,2.94054,2.80582,0.9780
pooled,i1y,stoxx,0,14,0.0109015,2.78330,2.69551,0.9880
pooled,i1y,stoxx,0,15,0.0102145,2.63978,2.52614,0.9840
pooled,i1y,stoxx,0,16,0.00874402,2.50895,2.40188,0.9833
pooled,i1y,stoxx,0,17,0.00984459,2.40270,2.25592,0.9860
pooled,i1y,stoxx,0,18,0.00913892,2.26409,2.11333,0.9887
pooled,i1y,stoxx,0,19,0.00871374,2.19564,2.11388,0.9787
pooled,i1y,stoxx,0,20,0.00772001,2.11547,2.05081,0.9720
pooled,i1y,stoxx,0,21,0.00895702,2.07056,1.99625,0.9660
pooled,i1y,stoxx,0,22,0.00840242,2.00653,1.90596,0.9547
pooled,i1y,stoxx,0,23,0.00817244,1.91741,1.81417,0.9513
pooled,i1y,stoxx,0,24,0.00842244,1.83985,1.75797,0.9507
pooled,i1y,stoxx,0,25,0.0079032,1.75513,1.68192,0.9287
pooled,i1y,stoxx,0,26,0.0097378,1.69596,1.65555,0.9200
pooled,i1y,stoxx,0,27,0.0138085,1.62257,1.56384,0.9313
pooled,i1y,stoxx,0,28,0.0137481,1.58293,1.53246,0.9307
pooled,i1y,stoxx,0,29,0.408298,1.51290,1.47541,0.9507
pooled,i1y,stoxx,0,30,0.420049,1.45358,1.41902,0.9507
pooled,i1y,stoxx,0,31,0.0100528,1.39689,1.37979,0.8973
pooled,i1y,stoxx,0,32,0.460005,1.31615,1.30191,0.8640
pooled,i1y,stoxx,0,33,0.477787,1.26902,1.25192,0.8307
pooled,i1y,stoxx,0,34,0.463045,1.26492,1.23627,0.8193
pooled,i1y,stoxx,0,35,0.435411,1.28706,1.25946,0.8507
pooled,i1y,stoxx,0,36,0.439602,1.31617,1.29469,0.8560
pooled,i1y,stoxx,0,37,0.429411,1.33973,1.33218,0.8913
pooled,i1y,stoxx,0,38,0.421835,1.35168,1.33005,0.9167
pooled,i1y,stoxx,0,39,0.433321,1.35801,1.33484,0.9260
pooled,i1y,stoxx,0,40,0.427642,1.39302,1.37417,0.9420
pooled,i1y,stoxx,0,41,0.406245,1.44581,1.41735,0.9600
pooled,i1y,stoxx,0,42,0.381639,1.51811,1.49250,0.9800
pooled,i1y,stoxx,0,43,0.368641,1.58214,1.55964,0.9907
pooled,i1y,stoxx,0,44,0.357738,1.67440,1.64701,0.9947
pooled,i1y,stoxx,0,45,0.339035,1.78719,1.76798,0.9987
pooled,i1y,stoxx,0,46,0.299599,1.92060,1.87823,1.0000
pooled,i1y,stoxx,0,47,0.258179,2.05724,2.02214,0.9993
pooled,i1y,stoxx,0,48,0.255224,2.13873,2.06284,1.0000
pooled,ip,mps,1,1,0.00843167,1.00000,1.00000,0.0000
pooled,ip,mps,1,2,0.0213926,1.00000,1.00000,0.0000
pooled,ip,mps,1,3,0.0276757,1.00000,1.00000,0.0000
pooled,ip,mps,1,4,0.0321764,1.00000,1.00000,0.0000
pooled,ip,mps,1,5,0.0294689,1.00000,1.00000,0.0000
pooled,ip,mps,1,6,0.0301947,1.00000,1.00000,0.0000
pooled,ip,mps,1,7,0.0295498,1.00000,1.00000,0.0000
pooled,ip,mps,1,8,0.0293302,1.00000,1.00000,0.0000
pooled,ip,mps,1,9,0.028381,1.00000,1.00000,0.0000
pooled,ip,mps,1,10,0.0241941,1.00000,1.00000,0.0000
pooled,ip,mps,1,11,0.0207737,1.00000,1.00000,0.0000
pooled,ip,mps,1,12,0.0169583,1.00000,1.00000,0.0000
pooled,ip,mps,1,13,0.0126178,1.00000,1.00000,0.0000
pooled,ip,mps,1,14,0.0109015,1.00000,1.00000,0.0000
pooled,ip,mps,1,15,0.0102145,1.00000,1.00000,0.0000
pooled,ip,mps,1,16,0.00874402,1.00000,1.00000,0.0000
pooled,ip,mps,1,17,0.00984459,1.00000,1.00000,0.0000
pooled,ip,mps,1,18,0.00913892,1.00000,1.00000,0.0000
pooled,ip,mps,1,19,0.00871374,1.00000,1.00000,0.0000
pooled,ip,mps,1,20,0.00772001,1.00000,1.00000,0.0000
pooled,ip,mps,1,21,0.00895702,1.00000,1.00000,0.0000
pooled,ip,mps,1,22,0.00840242,1.00000,1.00000,0.0000
pooled,ip,mps,1,23,0.00817244,1.00000,1.00000,0.0000
pooled,ip,mps,1,24,0.00842244,1.00000,1.00000,0.0000
pooled,ip,mps,1,25,0.0079032,1.00000,1.00000,0.0000
pooled,ip,mps,1,26,0.0097378,1.00000,1.00000,0.0000
pooled,ip,mps,1,27,0.0138085,1.00000,1.00000,0.0000
pooled,ip,mps,1,28,0.0137481,1.00000,1.00000,0.0000
pooled,ip,mps,1,29,0.408298,1.00000,1.00000,0.0000
pooled,ip,mps,1,30,0.420049,1.00000,1.00000,0.0000
pooled,ip,mps,1,31,0.0100528,1.00000,1.00000,0.0000
pooled,ip,mps,1,32,0.460005,1.00000,1.00000,0.0000
pooled,ip,mps,1,33,0.477787,1.00000,1.00000,0.0000
pooled,ip,mps,1,34,0.463045,1.00000,1.00000,0.0000
pooled,ip,mps,1,35,0.435411,1.00000,1.00000,0.0000
pooled,ip,mps,1,36,0.439602,1.00000,1.00000,0.0000
pooled,ip,mps,1,37,0.429411,1.00000,1.00000,0.0000
pooled,ip,mps,1,38,0.421835,1.00000,1.00000,0.0000
pooled,ip,mps,1,39,0.433321,1.00000,1.00000,0.0000
pooled,ip,mps,1,40,0.427642,1.00000,1.00000,0.0000
pooled,ip,mps,1,41,0.406245,1.00000,1.00000,0.0000
pooled,ip,mps,1,42,0.381639,1.00000,1.00000,0.0000
pooled,ip,mps,1,43,0.368641,1.00000,1.00000,0.0000
pooled,ip,mps,1,44,0.357738,1.00000,1.00000,0.0000
pooled,ip,mps,1,45,0.339035,1.00000,1.00000,0.0000
pooled,ip,mps,1,46,0.299599,1.00000,1.00000,0.0000
pooled,ip,mps,1,47,0.258179,1.00000,1.00000,0.0000
pooled,ip,mps,1,48,0.255224,1.00000,1.00000,0.0000
pooled,ip,i1y,0,1,0.00843167,1.27258,1.10498,0.5600
pooled,ip,i1y,0,2,0.0213926,1.67703,1.56541,0.7547
pooled,ip,i1y,0,3,0.0276757,2.84585,2.75904,0.9147
pooled,ip,i1y,0,4,0.0321764,4.83276,4.67957,0.9480
pooled,ip,i1y,0,5,0.0294689,7.43701,7.33759,0.9667
pooled,ip,i1y,0,6,0.0301947,10.06013,10.15061,0.9807
pooled,ip,i1y,0,7,0.0295498,13.23989,13.34515,0.9867
pooled,ip,i1y,0,8,0.0293302,16.33149,17.12161,0.9887
pooled,ip,i1y,0,9,0.028381,21.19705,22.28493,0.9960
pooled,ip,i1y,0,10,0.0241941,28.22255,29.65710,0.9980
pooled,ip,i1y,0,11,0.0207737,38.71039,41.50511,0.9973
pooled,ip,i1y,0,12,0.0169583,51.72405,55.85429,0.9960
pooled,ip,i1y,0,13,0.0126178,68.21988,73.08251,0.9960
pooled,ip,i1y,0,14,0.0109015,81.62972,89.28120,0.9980
pooled,ip,i1y,0,15,0.0102145,95.97381,105.82120,1.0000
pooled,ip,i1y,0,16,0.00874402,107.00913,122.83498,0.9987
pooled,ip,i1y,0,17,0.00984459,108.43631,125.14263,0.9993
pooled,ip,i1y,0,18,0.00913892,110.09813,128.60277,0.9973
pooled,ip,i1y,0,19,0.00871374,114.33653,133.68003,0.9980
pooled,ip,i1y,0,20,0.00772001,115.44708,135.58642,1.0000
pooled,ip,i1y,0,21,0.00895702,107.08235,129.02983,0.9993
pooled,ip,i1y,0,22,0.00840242,101.25425,118.26888,0.9973
pooled,ip,i1y,0,23,0.00817244,95.37300,112.51452,0.9913
pooled,ip,i1y,0,24,0.00842244,86.48645,101.21884,0.9860
pooled,ip,i1y,0,25,0.0079032,71.07070,78.69212,0.9860
pooled,ip,i1y,0,26,0.0097378,51.48651,57.85488,0.9933
pooled,ip,i1y,0,27,0.0138085,36.28569,38.12792,0.9940
pooled,ip,i1y,0,28,0.0137481,19.62019,20.66340,1.0000
pooled,ip,i1y,0,29,0.408298,6.15968,5.95042,1.0000
pooled,ip,i1y,0,30,0.420049,3.97700,3.74125,1.0000
pooled,ip,i1y,0,31,0.0100528,3.63406,3.26227,0.9980
pooled,ip,i1y,0,32,0.460005,2.98874,2.82423,1.0000
pooled,ip,i1y,0,33,0.477787,2.77648,2.63356,0.9993
pooled,ip,i1y,0,34,0.463045,2.60987,2.49177,0.9940
pooled,ip,i1y,0,35,0.435411,2.50018,2.35456,0.9953
pooled,ip,i1y,0,36,0.439602,2.34884,2.19523,0.9880
pooled,ip,i1y,0,37,0.429411,2.07485,1.97055,0.9727
pooled,ip,i1y,0,38,0.421835,1.83081,1.70655,0.9447
pooled,ip,i1y,0,39,0.433321,1.53170,1.42726,0.8387
pooled,ip,i1y,0,40,0.427642,1.26197,1.16973,0.6327
pooled,ip,i1y,0,41,0.406245,1.03431,0.96658,0.4660
pooled,ip,i1y,0,42,0.381639,0.87581,0.77067,0.3087
pooled,ip,i1y,0,43,0.368641,0.73018,0.67311,0.1987
pooled,ip,i1y,0,44,0.357738,0.65114,0.61813,0.1347
pooled,ip,i1y,0,45,0.339035,0.64406,0.58944,0.1487
pooled,ip,i1y,0,46,0.299599,0.66523,0.59589,0.1807
pooled,ip,i1y,0,47,0.258179,0.68559,0.60904,0.2087
pooled,ip,i1y,0,48,0.255224,0.73221,0.61739,0.2553
pooled,ip,ip,0,1,0.00843167,1.00713,0.90344,0.4187
pooled,ip,ip,0,2,0.0213926,1.08931,0.97568,0.4787
pooled,ip,ip,0,3,0.0276757,1.35143,1.25877,0.7133
pooled,ip,ip,0,4,0.0321764,1.81534,1.74172,0.8380
pooled,ip,ip,0,5,0.0294689,2.68577,2.63103,0.8767
pooled,ip,ip,0,6,0.0301947,3.95604,3.94476,0.8927
pooled,ip,ip,0,7,0.0295498,5.73363,5.62322,0.8933
pooled,ip,ip,0,8,0.0293302,8.46020,8.94872,0.8953
pooled,ip,ip,0,9,0.028381,12.22460,13.00128,0.8920
pooled,ip,ip,0,10,0.0241941,17.21379,18.42886,0.8867
pooled,ip,ip,0,11,0.0207737,24.20114,26.59552,0.8847
pooled,ip,ip,0,12,0.0169583,33.52493,37.42271,0.8780
pooled,ip,ip,0,13,0.0126178,45.22867,52.27110,0.8747
pooled,ip,ip,0,14,0.0109015,56.54912,64.48078,0.8740
pooled,ip,ip,0,15,0.0102145,67.55218,79.33636,0.8667
pooled,ip,ip,0,16,0.00874402,76.93589,91.70825,0.8640
pooled,ip,ip,0,17,0.00984459,82.16020,96.42353,0.8533
pooled,ip,ip,0,18,0.00913892,89.12177,106.99702,0.8587
pooled,ip,ip,0,19,0.00871374,95.89258,116.13654,0.8680
pooled,ip,ip,0,20,0.00772001,103.45132,126.13024,0.8707
pooled,ip,ip,0,21,0.00895702,96.75442,118.51797,0.8747
pooled,ip,ip,0,22,0.00840242,98.92901,118.70305,0.8787
pooled,ip,ip,0,23,0.00817244,96.73725,117.07135,0.8973
pooled,ip,ip,0,24,0.00842244,88.18668,108.01917,0.9167
pooled,ip,ip,0,25,0.0079032,78.44145,95.39396,0.9207
pooled,ip,ip,0,26,0.0097378,58.18645,67.20863,0.9513
pooled,ip,ip,0,27,0.0138085,38.76276,44.22511,0.9813
pooled,ip,ip,0,28,0.0137481,20.84274,23.88953,0.9893
pooled,ip,ip,0,29,0.408298,4.80317,4.93349,0.9967
pooled,ip,ip,0,30,0.420049,2.99852,2.83001,1.0000
pooled,ip,ip,0,31,0.0100528,2.53459,2.28132,0.9900
pooled,ip,ip,0,32,0.460005,2.05885,1.95808,0.9973
pooled,ip,ip,0,33,0.477787,1.84587,1.79371,0.9833
pooled,ip,ip,0,34,0.463045,1.76747,1.70902,0.9733
pooled,ip,ip,0,35,0.435411,1.76906,1.72747,0.9680
pooled,ip,ip,0,36,0.439602,1.72173,1.66925,0.9680
pooled,ip,ip,0,37,0.429411,1.73897,1.67253,0.9687
pooled,ip,ip,0,38,0.421835,1.73162,1.67098,0.9520
pooled,ip,ip,0,39,0.433321,1.68350,1.63228,0.9580
pooled,ip,ip,0,40,0.427642,1.73499,1.68443,0.9553
pooled,ip,ip,0,41,0.406245,1.82130,1.77039,0.9740
pooled,ip,ip,0,42,0.381639,2.02446,1.95954,0.9873
pooled,ip,ip,0,43,0.368641,2.22824,2.15471,0.9947
pooled,ip,ip,0,44,0.357738,2.39815,2.31795,0.9987
pooled,ip,ip,0,45,0.339035,2.59046,2.49789,0.9993
pooled,ip,ip,0,46,0.299599,2.80570,2.70390,0.9993
pooled,ip,ip,0,47,0.258179,3.07614,2.94784,1.0000
pooled,ip,ip,0,48,0.255224,3.18745,3.00784,0.9967
pooled,ip,hicp,0,1,0.00843167,1.54752,1.45990,0.8133
pooled,ip,hicp,0,2,0.0213926,1.60260,1.53733,0.9000
pooled,ip,hicp,0,3,0.0276757,1.87228,1.78577,0.9720
pooled,ip,hicp,0,4,0.0321764,2.35244,2.26994,0.9980
pooled,ip,hicp,0,5,0.0294689,3.11161,2.96140,1.0000
pooled,ip,hicp,0,6,0.0301947,3.90575,3.79011,1.0000
pooled,ip,hicp,0,7,0.0295498,4.77246,4.56656,1.0000
pooled,ip,hicp,0,8,0.0293302,5.91590,5.73022,1.0000
pooled,ip,hicp,0,9,0.028381,7.13750,6.85002,1.0000
pooled,ip,hicp,0,10,0.0241941,9.10662,8.86467,1.0000
pooled,ip,hicp,0,11,0.0207737,11.48294,11.00646,1.0000
pooled,ip,hicp,0,12,0.0169583,15.10316,14.50769,1.0000
pooled,ip,hicp,0,13,0.0126178,20.58222,19.82268,1.0000
pooled,ip,hicp,0,14,0.0109015,25.46269,24.79654,1.0000
pooled,ip,hicp,0,15,0.0102145,28.51351,27.84632,1.0000
pooled,ip,hicp,0,16,0.00874402,30.28422,29.47290,1.0000
pooled,ip,hicp,0,17,0.00984459,28.35156,27.54874,1.0000
pooled,ip,hicp,0,18,0.00913892,27.06901,25.76118,1.0000
pooled,ip,hicp,0,19,0.00871374,24.99141,24.13603,1.0000
pooled,ip,hicp,0,20,0.00772001,21.74822,21.12065,1.0000
pooled,ip,hicp,0,21,0.00895702,17.16124,16.48637,1.0000
pooled,ip,hicp,0,22,0.00840242,12.95302,11.78508,1.0000
pooled,ip,hicp,0,23,0.00817244,9.23000,8.51528,1.0000
pooled,ip,hicp,0,24,0.00842244,6.37479,5.42531,1.0000
pooled,ip,hicp,0,25,0.0079032,4.10585,3.42676,0.9960
pooled,ip,hicp,0,26,0.0097378,2.67855,2.30169,0.9140
pooled,ip,hicp,0,27,0.0138085,1.65253,1.42428,0.7360
pooled,ip,hicp,0,28,0.0137481,0.97589,0.86171,0.3927
pooled,ip,hicp,0,29,0.408298,0.55211,0.51017,0.0593
pooled,ip,hicp,0,30,0.420049,0.41356,0.38157,0.0113
pooled,ip,hicp,0,31,0.0100528,0.37024,0.34073,0.0053
pooled,ip,hicp,0,32,0.460005,0.32857,0.30607,0.0013
pooled,ip,hicp,0,33,0.477787,0.30556,0.29179,0.0000
pooled,ip,hicp,0,34,0.463045,0.30615,0.29194,0.0000
pooled,ip,hicp,0,35,0.435411,0.31301,0.29777,0.0000
pooled,ip,hicp,0,36,0.439602,0.32379,0.30636,0.0000
pooled,ip,hicp,0,37,0.429411,0.33929,0.31725,0.0013
pooled,ip,hicp,0,38,0.421835,0.37358,0.34240,0.0040
pooled,ip,hicp,0,39,0.433321,0.40523,0.38881,0.0020
pooled,ip,hicp,0,40,0.427642,0.47153,0.45061,0.0113
pooled,ip,hicp,0,41,0.406245,0.55643,0.53386,0.0307
pooled,ip,hicp,0,42,0.381639,0.66208,0.61509,0.1013
pooled,ip,hicp,0,43,0.368641,0.76775,0.73184,0.1753
pooled,ip,hicp,0,44,0.357738,0.86359,0.83888,0.2887
pooled,ip,hicp,0,45,0.339035,0.93910,0.90094,0.3753
pooled,ip,hicp,0,46,0.299599,1.02139,0.97717,0.4680
pooled,ip,hicp,0,47,0.258179,1.15537,1.09289,0.5933
pooled,ip,hicp,0,48,0.255224,1.24751,1.16622,0.6353
pooled,ip,stoxx,0,1,0.00843167,0.35616,0.30948,0.0193
pooled,ip,stoxx,0,2,0.0213926,0.33690,0.30075,0.0153
pooled,ip,stoxx,0,3,0.0276757,0.31066,0.27847,0.0067
pooled,ip,stoxx,0,4,0.0321764,0.29445,0.26052,0.0007
pooled,ip,stoxx,0,5,0.0294689,0.27892,0.24090,0.0013
pooled,ip,stoxx,0,6,0.0301947,0.26601,0.22926,0.0007
pooled,ip,stoxx,0,7,0.0295498,0.25883,0.22881,0.0000
pooled,ip,stoxx,0,8,0.0293302,0.25191,0.22455,0.0000
pooled,ip,stoxx,0,9,0.028381,0.25022,0.21924,0.0007
pooled,ip,stoxx,0,10,0.0241941,0.24945,0.22592,0.0020
pooled,ip,stoxx,0,11,0.0207737,0.24785,0.23251,0.0013
pooled,ip,stoxx,0,12,0.0169583,0.24978,0.23660,0.0007
pooled,ip,stoxx,0,13,0.0126178,0.25273,0.23626,0.0000
pooled,ip,stoxx,0,14,0.0109015,0.26032,0.23414,0.0000
pooled,ip,stoxx,0,15,0.0102145,0.26511,0.23805,0.0000
pooled,ip,stoxx,0,16,0.00874402,0.26842,0.23595,0.0027
pooled,ip,stoxx,0,17,0.00984459,0.26979,0.23719,0.0033
pooled,ip,stoxx,0,18,0.00913892,0.27287,0.22998,0.0013
pooled,ip,stoxx,0,19,0.00871374,0.27828,0.23763,0.0000
pooled,ip,stoxx,0,20,0.00772001,0.27766,0.24355,0.0000
pooled,ip,stoxx,0,21,0.00895702,0.27716,0.24981,0.0000
pooled,ip,stoxx,0,22,0.00840242,0.28321,0.25361,0.0020
pooled,ip,stoxx,0,23,0.00817244,0.28149,0.24807,0.0000
pooled,ip,stoxx,0,24,0.00842244,0.28001,0.24881,0.0007
pooled,ip,stoxx,0,25,0.0079032,0.27847,0.24573,0.0000
pooled,ip,stoxx,0,26,0.0097378,0.28165,0.24502,0.0000
pooled,ip,stoxx,0,27,0.0138085,0.29203,0.25845,0.0000
pooled,ip,stoxx,0,28,0.0137481,0.30528,0.28050,0.0000
pooled,ip,stoxx,0,29,0.408298,0.32171,0.30758,0.0000
pooled,ip,stoxx,0,30,0.420049,0.32871,0.31185,0.0027
pooled,ip,stoxx,0,31,0.0100528,0.33822,0.31842,0.0033
pooled,ip,stoxx,0,32,0.460005,0.34563,0.32947,0.0000
pooled,ip,stoxx,0,33,0.477787,0.36762,0.35280,0.0013
pooled,ip,stoxx,0,34,0.463045,0.39877,0.38252,0.0007
pooled,ip,stoxx,0,35,0.435411,0.44956,0.44209,0.0013
pooled,ip,stoxx,0,36,0.439602,0.50179,0.49385,0.0027
pooled,ip,stoxx,0,37,0.429411,0.56759,0.56707,0.0140
pooled,ip,stoxx,0,38,0.421835,0.64461,0.62951,0.0413
pooled,ip,stoxx,0,39,0.433321,0.73247,0.71484,0.0913
pooled,ip,stoxx,0,40,0.427642,0.81792,0.79724,0.1740
pooled,ip,stoxx,0,41,0.406245,0.91536,0.88473,0.3140
pooled,ip,stoxx,0,42,0.381639,1.01186,0.98274,0.4747
pooled,ip,stoxx,0,43,0.368641,1.11834,1.09316,0.6400
pooled,ip,stoxx,0,44,0.357738,1.22212,1.19880,0.7727
pooled,ip,stoxx,0,45,0.339035,1.30761,1.28376,0.8447
pooled,ip,stoxx,0,46,0.299599,1.40499,1.35371,0.8887
pooled,ip,stoxx,0,47,0.258179,1.46384,1.41203,0.8900
pooled,ip,stoxx,0,48,0.255224,1.52253,1.44918,0.8900
pooled,hicp,mps,1,1,0.00843167,1.00000,1.00000,0.0000
pooled,hicp,mps,1,2,0.0213926,1.00000,1.00000,0.0000
pooled,hicp,mps,1,3,0.0276757,1.00000,1.00000,0.0000
pooled,hicp,mps,1,4,0.0321764,1.00000,1.00000,0.0000
pooled,hicp,mps,1,5,0.0294689,1.00000,1.00000,0.0000
pooled,hicp,mps,1,6,0.0301947,1.00000,1.00000,0.0000
pooled,hicp,mps,1,7,0.0295498,1.00000,1.00000,0.0000
pooled,hicp,mps,1,8,0.0293302,1.00000,1.00000,0.0000
pooled,hicp,mps,1,9,0.028381,1.00000,1.00000,0.0000
pooled,hicp,mps,1,10,0.0241941,1.00000,1.00000,0.0000
pooled,hicp,mps,1,11,0.0207737,1.00000,1.00000,0.0000
pooled,hicp,mps,1,12,0.0169583,1.00000,1.00000,0.0000
pooled,hicp,mps,1,13,0.0126178,1.00000,1.00000,0.0000
pooled,hicp,mps,1,14,0.0109015,1.00000,1.00000,0.0000
pooled,hicp,mps,1,15,0.0102145,1.00000,1.00000,0.0000
pooled,hicp,mps,1,16,0.00874402,1.00000,1.00000,0.0000
pooled,hicp,mps,1,17,0.00984459,1.00000,1.00000,0.0000
pooled,hicp,mps,1,18,0.00913892,1.00000,1.00000,0.0000
pooled,hicp,mps,1,19,0.00871374,1.00000,1.00000,0.0000
pooled,hicp,mps,1,20,0.00772001,1.00000,1.00000,0.0000
pooled,hicp,mps,1,21,0.00895702,1.00000,1.00000,0.0000
pooled,hicp,mps,1,22,0.00840242,1.00000,1.00000,0.0000
pooled,hicp,mps,1,23,0.00817244,1.00000,1.00000,0.0000
pooled,hicp,mps,1,24,0.00842244,1.00000,1.00000,0.0000
pooled,hicp,mps,1,25,0.0079032,1.00000,1.00000,0.0000
pooled,hicp,mps,1,26,0.0097378,1.00000,1.00000,0.0000
pooled,hicp,mps,1,27,0.0138085,1.00000,1.00000,0.0000
pooled,hicp,mps,1,28,0.0137481,1.00000,1.00000,0.0000
pooled,hicp,mps,1,29,0.408298,1.00000,1.00000,0.0000
pooled,hicp,mps,1,30,0.420049,1.00000,1.00000,0.0000
pooled,hicp,mps,1,31,0.0100528,1.00000,1.00000,0.0000
pooled,hicp,mps,1,32,0.460005,1.00000,1.00000,0.0000
pooled,hicp,mps,1,33,0.477787,1.00000,1.00000,0.0000
pooled,hicp,mps,1,34,0.463045,1.00000,1.00000,0.0000
pooled,hicp,mps,1,35,0.435411,1.00000,1.00000,0.0000
pooled,hicp,mps,1,36,0.439602,1.00000,1.00000,0.0000
pooled,hicp,mps,1,37,0.429411,1.00000,1.00000,0.0000
pooled,hicp,mps,1,38,0.421835,1.00000,1.00000,0.0000
pooled,hicp,mps,1,39,0.433321,1.00000,1.00000,0.0000
pooled,hicp,mps,1,40,0.427642,1.00000,1.00000,0.0000
pooled,hicp,mps,1,41,0.406245,1.00000,1.00000,0.0000
pooled,hicp,mps,1,42,0.381639,1.00000,1.00000,0.0000
pooled,hicp,mps,1,43,0.368641,1.00000,1.00000,0.0000
pooled,hicp,mps,1,44,0.357738,1.00000,1.00000,0.0000
pooled,hicp,mps,1,45,0.339035,1.00000,1.00000,0.0000
pooled,hicp,mps,1,46,0.299599,1.00000,1.00000,0.0000
pooled,hicp,mps,1,47,0.258179,1.00000,1.00000,0.0000
pooled,hicp,mps,1,48,0.255224,1.00000,1.00000,0.0000
pooled,hicp,i1y,0,1,0.00843167,0.90229,0.75091,0.3347
pooled,hicp,i1y,0,2,0.0213926,0.92667,0.82460,0.3660
pooled,hicp,i1y,0,3,0.0276757,1.18008,1.07859,0.5567
pooled,hicp,i1y,0,4,0.0321764,1.72708,1.58592,0.8267
pooled,hicp,i1y,0,5,0.0294689,2.61781,2.38411,0.9740
pooled,hicp,i1y,0,6,0.0301947,3.73266,3.39434,1.0000
pooled,hicp,i1y,0,7,0.0295498,5.43531,4.98723,1.0000
pooled,hicp,i1y,0,8,0.0293302,7.84695,7.28251,1.0000
pooled,hicp,i1y,0,9,0.028381,11.47168,10.45610,1.0000
pooled,hicp,i1y,0,10,0.0241941,17.44983,16.43176,1.0000
pooled,hicp,i1y,0,11,0.0207737,27.12316,25.35399,1.0000
pooled,hicp,i1y,0,12,0.0169583,41.00763,38.50547,1.0000
pooled,hicp,i1y,0,13,0.0126178,63.83217,60.04616,1.0000
pooled,hicp,i1y,0,14,0.0109015,88.81202,83.93747,1.0000
pooled,hicp,i1y,0,15,0.0102145,107.53263,103.56194,1.0000
pooled,hicp,i1y,0,16,0.00874402,135.30101,129.52045,1.0000
pooled,hicp,i1y,0,17,0.00984459,143.31345,135.38397,1.0000
pooled,hicp,i1y,0,18,0.00913892,174.40667,167.41377,1.0000
pooled,hicp,i1y,0,19,0.00871374,210.97359,202.68363,1.0000
pooled,hicp,i1y,0,20,0.00772001,244.48680,233.17327,1.0000
pooled,hicp,i1y,0,21,0.00895702,259.64711,244.55330,1.0000
pooled,hicp,i1y,0,22,0.00840242,267.87608,253.94722,1.0000
pooled,hicp,i1y,0,23,0.00817244,271.31078,258.58115,1.0000
