scale_estimator,equation,block,block_held_at_1,h,lambda_h,tau_mean,tau_median,p_tau_gt1
pooled,mps,mps,1,12,0.0169583,1.00000,1.00000,0.0000
pooled,mps,mps,1,13,0.0126178,1.00000,1.00000,0.0000
pooled,mps,mps,1,14,0.0109015,1.00000,1.00000,0.0000
pooled,mps,mps,1,15,0.0102145,1.00000,1.00000,0.0000
pooled,mps,mps,1,16,0.00874402,1.00000,1.00000,0.0000
pooled,mps,mps,1,17,0.00984459,1.00000,1.00000,0.0000
pooled,mps,mps,1,18,0.00913892,1.00000,1.00000,0.0000
pooled,mps,mps,1,19,0.00871374,1.00000,1.00000,0.0000
pooled,mps,mps,1,20,0.00772001,1.00000,1.00000,0.0000
pooled,mps,mps,1,21,0.00895702,1.00000,1.00000,0.0000
pooled,mps,mps,1,22,0.00840242,1.00000,1.00000,0.0000
pooled,mps,mps,1,23,0.00817244,1.00000,1.00000,0.0000
pooled,mps,mps,1,24,0.00842244,1.00000,1.00000,0.0000
pooled,mps,mps,1,25,0.0079032,1.00000,1.00000,0.0000
pooled,mps,mps,1,26,0.0097378,1.00000,1.00000,0.0000
pooled,mps,mps,1,27,0.0138085,1.00000,1.00000,0.0000
pooled,mps,mps,1,28,0.0137481,1.00000,1.00000,0.0000
pooled,mps,mps,1,29,0.408298,1.00000,1.00000,0.0000
pooled,mps,mps,1,30,0.420049,1.00000,1.00000,0.0000
pooled,mps,mps,1,31,0.0100528,1.00000,1.00000,0.0000
pooled,mps,mps,1,32,0.460005,1.00000,1.00000,0.0000
pooled,mps,mps,1,33,0.477787,1.00000,1.00000,0.0000
pooled,mps,mps,1,34,0.463045,1.00000,1.00000,0.0000
pooled,mps,mps,1,35,0.435411,1.00000,1.00000,0.0000
pooled,mps,mps,1,36,0.439602,1.00000,1.00000,0.0000
pooled,mps,mps,1,37,0.429411,1.00000,1.00000,0.0000
pooled,mps,mps,1,38,0.421835,1.00000,1.00000,0.0000
pooled,mps,mps,1,39,0.433321,1.00000,1.00000,0.0000
pooled,mps,mps,1,40,0.427642,1.00000,1.00000,0.0000
pooled,mps,mps,1,41,0.406245,1.00000,1.00000,0.0000
pooled,mps,mps,1,42,0.381639,1.00000,1.00000,0.0000
pooled,mps,mps,1,43,0.368641,1.00000,1.00000,0.0000
pooled,mps,mps,1,44,0.357738,1.00000,1.00000,0.0000
pooled,mps,mps,1,45,0.339035,1.00000,1.00000,0.0000
pooled,mps,mps,1,46,0.299599,1.00000,1.00000,0.0000
pooled,mps,mps,1,47,0.258179,1.00000,1.00000,0.0000
pooled,mps,mps,1,48,0.255224,1.00000,1.00000,0.0000
pooled,mps,i1y,0,1,0.00843167,0.13938,0.10443,0.0000
pooled,mps,i1y,0,2,0.0213926,0.12945,0.10029,0.0000
pooled,mps,i1y,0,3,0.0276757,0.12285,0.09530,0.0000
pooled,mps,i1y,0,4,0.0321764,0.11854,0.09468,0.0000
pooled,mps,i1y,0,5,0.0294689,0.11171,0.08848,0.0000
pooled,mps,i1y,0,6,0.0301947,0.10615,0.07977,0.0000
pooled,mps,i1y,0,7,0.0295498,0.10194,0.07303,0.0000
pooled,mps,i1y,0,8,0.0293302,0.09872,0.07294,0.0000
pooled,mps,i1y,0,9,0.028381,0.09474,0.07166,0.0000
pooled,mps,i1y,0,10,0.0241941,0.08842,0.06558,0.0000
pooled,mps,i1y,0,11,0.0207737,0.08449,0.06477,0.0000
pooled,mps,i1y,0,12,0.0169583,0.08108,0.05935,0.0000
pooled,mps,i1y,0,13,0.0126178,0.07864,0.05565,0.0000
pooled,mps,i1y,0,14,0.0109015,0.08146,0.05769,0.0000
pooled,mps,i1y,0,15,0.0102145,0.07752,0.05808,0.0000
pooled,mps,i1y,0,16,0.00874402,0.07677,0.05926,0.0000
pooled,mps,i1y,0,17,0.00984459,0.07536,0.05461,0.0000
pooled,mps,i1y,0,18,0.00913892,0.07500,0.05120,0.0000
pooled,mps,i1y,0,19,0.00871374,0.07549,0.04635,0.0000
pooled,mps,i1y,0,20,0.00772001,0.07259,0.04133,0.0000
pooled,mps,i1y,0,21,0.00895702,0.06710,0.03768,0.0000
pooled,mps,i1y,0,22,0.00840242,0.06295,0.03357,0.0000
pooled,mps,i1y,0,23,0.00817244,0.06043,0.03249,0.0000
pooled,mps,i1y,0,24,0.00842244,0.05702,0.03127,0.0000
pooled,mps,i1y,0,25,0.0079032,0.05443,0.02949,0.0000
pooled,mps,i1y,0,26,0.0097378,0.04966,0.02831,0.0000
pooled,mps,i1y,0,27,0.0138085,0.04716,0.02899,0.0000
pooled,mps,i1y,0,28,0.0137481,0.04518,0.02711,0.0000
pooled,mps,i1y,0,29,0.408298,0.04328,0.02478,0.0000
pooled,mps,i1y,0,30,0.420049,0.04128,0.02413,0.0000
pooled,mps,i1y,0,31,0.0100528,0.04033,0.02559,0.0000
pooled,mps,i1y,0,32,0.460005,0.03889,0.02683,0.0000
pooled,mps,i1y,0,33,0.477787,0.03752,0.02758,0.0000
pooled,mps,i1y,0,34,0.463045,0.03763,0.02917,0.0000
pooled,mps,i1y,0,35,0.435411,0.03778,0.03102,0.0000
pooled,mps,i1y,0,36,0.439602,0.03873,0.03249,0.0000
pooled,mps,i1y,0,37,0.429411,0.04062,0.03422,0.0000
pooled,mps,i1y,0,38,0.421835,0.04177,0.03563,0.0000
pooled,mps,i1y,0,39,0.433321,0.04349,0.03598,0.0000
pooled,mps,i1y,0,40,0.427642,0.04540,0.03612,0.0000
pooled,mps,i1y,0,41,0.406245,0.04624,0.03679,0.0000
pooled,mps,i1y,0,42,0.381639,0.04478,0.04016,0.0000
pooled,mps,i1y,0,43,0.368641,0.04537,0.03967,0.0000
pooled,mps,i1y,0,44,0.357738,0.04651,0.04258,0.0000
pooled,mps,i1y,0,45,0.339035,0.04847,0.04410,0.0000
pooled,mps,i1y,0,46,0.299599,0.04955,0.04244,0.0000
pooled,mps,i1y,0,47,0.258179,0.05040,0.04089,0.0000
pooled,mps,i1y,0,48,0.255224,0.05255,0.04154,0.0000
pooled,mps,ip,0,1,0.00843167,0.21980,0.15139,0.0060
pooled,mps,ip,0,2,0.0213926,0.20259,0.14196,0.0013
pooled,mps,ip,0,3,0.0276757,0.18377,0.12936,0.0013
pooled,mps,ip,0,4,0.0321764,0.16717,0.12200,0.0013
pooled,mps,ip,0,5,0.0294689,0.15703,0.11623,0.0000
pooled,mps,ip,0,6,0.0301947,0.14944,0.11137,0.0000
pooled,mps,ip,0,7,0.0295498,0.14176,0.11358,0.0000
pooled,mps,ip,0,8,0.0293302,0.13536,0.11375,0.0000
pooled,mps,ip,0,9,0.028381,0.13417,0.10638,0.0000
pooled,mps,ip,0,10,0.0241941,0.12968,0.10063,0.0000
pooled,mps,ip,0,11,0.0207737,0.13189,0.09508,0.0007
pooled,mps,ip,0,12,0.0169583,0.13228,0.09164,0.0027
pooled,mps,ip,0,13,0.0126178,0.12269,0.08319,0.0020
pooled,mps,ip,0,14,0.0109015,0.11132,0.07963,0.0000
pooled,mps,ip,0,15,0.0102145,0.10487,0.07552,0.0000
pooled,mps,ip,0,16,0.00874402,0.09858,0.07225,0.0007
pooled,mps,ip,0,17,0.00984459,0.09289,0.06877,0.0000
pooled,mps,ip,0,18,0.00913892,0.08965,0.06138,0.0000
pooled,mps,ip,0,19,0.00871374,0.08426,0.05685,0.0000
pooled,mps,ip,0,20,0.00772001,0.08005,0.05582,0.0000
pooled,mps,ip,0,21,0.00895702,0.07918,0.05658,0.0000
pooled,mps,ip,0,22,0.00840242,0.07607,0.05687,0.0000
pooled,mps,ip,0,23,0.00817244,0.07241,0.05892,0.0000
pooled,mps,ip,0,24,0.00842244,0.07113,0.05900,0.0000
pooled,mps,ip,0,25,0.0079032,0.06982,0.05636,0.0000
pooled,mps,ip,0,26,0.0097378,0.07207,0.05482,0.0007
pooled,mps,ip,0,27,0.0138085,0.06875,0.05416,0.0000
pooled,mps,ip,0,28,0.0137481,0.06436,0.05236,0.0000
pooled,mps,ip,0,29,0.408298,0.06150,0.05296,0.0000
pooled,mps,ip,0,30,0.420049,0.05983,0.05192,0.0000
pooled,mps,ip,0,31,0.0100528,0.05964,0.05230,0.0000
pooled,mps,ip,0,32,0.460005,0.05893,0.05255,0.0000
pooled,mps,ip,0,33,0.477787,0.05934,0.05301,0.0000
pooled,mps,ip,0,34,0.463045,0.05851,0.05245,0.0000
pooled,mps,ip,0,35,0.435411,0.05568,0.05009,0.0000
pooled,mps,ip,0,36,0.439602,0.05396,0.04966,0.0000
pooled,mps,ip,0,37,0.429411,0.05188,0.04451,0.0000
pooled,mps,ip,0,38,0.421835,0.05015,0.04221,0.0000
pooled,mps,ip,0,39,0.433321,0.05206,0.04089,0.0000
pooled,mps,ip,0,40,0.427642,0.05162,0.03945,0.0000
pooled,mps,ip,0,41,0.406245,0.05036,0.03917,0.0000
pooled,mps,ip,0,42,0.381639,0.04965,0.03813,0.0000
pooled,mps,ip,0,43,0.368641,0.04988,0.03750,0.0000
pooled,mps,ip,0,44,0.357738,0.04942,0.03468,0.0000
pooled,mps,ip,0,45,0.339035,0.04791,0.03364,0.0000
pooled,mps,ip,0,46,0.299599,0.04733,0.03434,0.0000
pooled,mps,ip,0,47,0.258179,0.04730,0.03366,0.0000
pooled,mps,ip,0,48,0.255224,0.04951,0.03453,0.0000
pooled,mps,hicp,0,1,0.00843167,0.17322,0.10247,0.0067
pooled,mps,hicp,0,2,0.0213926,0.15834,0.09805,0.0013
pooled,mps,hicp,0,3,0.0276757,0.15239,0.09613,0.0067
pooled,mps,hicp,0,4,0.0321764,0.15088,0.09481,0.0080
pooled,mps,hicp,0,5,0.0294689,0.15172,0.09452,0.0080
pooled,mps,hicp,0,6,0.0301947,0.15442,0.09262,0.0147
pooled,mps,hicp,0,7,0.0295498,0.15628,0.08782,0.0107
pooled,mps,hicp,0,8,0.0293302,0.16268,0.08261,0.0240
pooled,mps,hicp,0,9,0.028381,0.15122,0.07881,0.0100
pooled,mps,hicp,0,10,0.0241941,0.13908,0.08069,0.0007
pooled,mps,hicp,0,11,0.0207737,0.13135,0.07774,0.0000
pooled,mps,hicp,0,12,0.0169583,0.12471,0.07639,0.0000
pooled,mps,hicp,0,13,0.0126178,0.12090,0.07758,0.0013
pooled,mps,hicp,0,14,0.0109015,0.11759,0.07919,0.0007
pooled,mps,hicp,0,15,0.0102145,0.11459,0.07526,0.0000
pooled,mps,hicp,0,16,0.00874402,0.11827,0.07319,0.0020
pooled,mps,hicp,0,17,0.00984459,0.11543,0.07194,0.0007
pooled,mps,hicp,0,18,0.00913892,0.11308,0.06737,0.0000
pooled,mps,hicp,0,19,0.00871374,0.11146,0.06550,0.0013
pooled,mps,hicp,0,20,0.00772001,0.10978,0.06526,0.0007
pooled,mps,hicp,0,21,0.00895702,0.10551,0.06496,0.0020
pooled,mps,hicp,0,22,0.00840242,0.10332,0.06720,0.0000
pooled,mps,hicp,0,23,0.00817244,0.09913,0.06332,0.0000
pooled,mps,hicp,0,24,0.00842244,0.09923,0.06216,0.0000
pooled,mps,hicp,0,25,0.0079032,0.09995,0.05925,0.0033
pooled,mps,hicp,0,26,0.0097378,0.09011,0.05545,0.0000
pooled,mps,hicp,0,27,0.0138085,0.07827,0.05319,0.0000
pooled,mps,hicp,0,28,0.0137481,0.06942,0.04906,0.0000
pooled,mps,hicp,0,29,0.408298,0.06243,0.04705,0.0000
pooled,mps,hicp,0,30,0.420049,0.05651,0.04444,0.0000
pooled,mps,hicp,0,31,0.0100528,0.05228,0.04358,0.0000
pooled,mps,hicp,0,32,0.460005,0.04936,0.04234,0.0000
pooled,mps,hicp,0,33,0.477787,0.04607,0.03908,0.0000
pooled,mps,hicp,0,34,0.463045,0.04283,0.03478,0.0000
pooled,mps,hicp,0,35,0.435411,0.04030,0.03093,0.0000
pooled,mps,hicp,0,36,0.439602,0.03778,0.02682,0.0000
pooled,mps,hicp,0,37,0.429411,0.03513,0.02548,0.0000
pooled,mps,hicp,0,38,0.421835,0.03325,0.02295,0.0000
pooled,mps,hicp,0,39,0.433321,0.03130,0.02083,0.0000
pooled,mps,hicp,0,40,0.427642,0.03039,0.01916,0.0000
pooled,mps,hicp,0,41,0.406245,0.03036,0.01910,0.0000
pooled,mps,hicp,0,42,0.381639,0.02980,0.01964,0.0000
pooled,mps,hicp,0,43,0.368641,0.02871,0.01912,0.0000
pooled,mps,hicp,0,44,0.357738,0.02771,0.01762,0.0000
pooled,mps,hicp,0,45,0.339035,0.02692,0.01683,0.0000
pooled,mps,hicp,0,46,0.299599,0.02604,0.01661,0.0000
pooled,mps,hicp,0,47,0.258179,0.02596,0.01621,0.0000
pooled,mps,hicp,0,48,0.255224,0.02654,0.01710,0.0000
pooled,mps,stoxx,0,1,0.00843167,0.18013,0.14542,0.0027
pooled,mps,stoxx,0,2,0.0213926,0.16404,0.13786,0.0000
pooled,mps,stoxx,0,3,0.0276757,0.15240,0.13173,0.0007
pooled,mps,stoxx,0,4,0.0321764,0.14115,0.12302,0.0000
pooled,mps,stoxx,0,5,0.0294689,0.12894,0.11402,0.0000
pooled,mps,stoxx,0,6,0.0301947,0.12387,0.10221,0.0000
pooled,mps,stoxx,0,7,0.0295498,0.12042,0.09528,0.0000
pooled,mps,stoxx,0,8,0.0293302,0.11993,0.09185,0.0000
pooled,mps,stoxx,0,9,0.028381,0.12265,0.09357,0.0000
pooled,mps,stoxx,0,10,0.0241941,0.12667,0.09885,0.0000
pooled,mps,stoxx,0,11,0.0207737,0.12637,0.09796,0.0000
pooled,mps,stoxx,0,12,0.0169583,0.12748,0.09762,0.0000
pooled,mps,stoxx,0,13,0.0126178,0.12736,0.09438,0.0000
pooled,mps,stoxx,0,14,0.0109015,0.12505,0.09568,0.0000
pooled,mps,stoxx,0,15,0.0102145,0.12103,0.09207,0.0000
pooled,mps,stoxx,0,16,0.00874402,0.11845,0.09381,0.0000
pooled,mps,stoxx,0,17,0.00984459,0.11701,0.09574,0.0000
pooled,mps,stoxx,0,18,0.00913892,0.11557,0.10172,0.0000
pooled,mps,stoxx,0,19,0.00871374,0.11468,0.10428,0.0000
pooled,mps,stoxx,0,20,0.00772001,0.11422,0.10328,0.0000
pooled,mps,stoxx,0,21,0.00895702,0.11217,0.09732,0.0000
pooled,mps,stoxx,0,22,0.00840242,0.11155,0.09565,0.0000
pooled,mps,stoxx,0,23,0.00817244,0.10611,0.09122,0.0000
pooled,mps,stoxx,0,24,0.00842244,0.10338,0.08993,0.0000
pooled,mps,stoxx,0,25,0.0079032,0.10002,0.08216,0.0000
pooled,mps,stoxx,0,26,0.0097378,0.09368,0.07578,0.0000
pooled,mps,stoxx,0,27,0.0138085,0.09043,0.07142,0.0000
pooled,mps,stoxx,0,28,0.0137481,0.08525,0.06892,0.0000
pooled,mps,stoxx,0,29,0.408298,0.07995,0.06293,0.0000
pooled,mps,stoxx,0,30,0.420049,0.07649,0.05990,0.0000
pooled,mps,stoxx,0,31,0.0100528,0.07319,0.05922,0.0000
pooled,mps,stoxx,0,32,0.460005,0.06936,0.05977,0.0000
pooled,mps,stoxx,0,33,0.477787,0.06819,0.06013,0.0000
pooled,mps,stoxx,0,34,0.463045,0.06682,0.05972,0.0000
pooled,mps,stoxx,0,35,0.435411,0.06585,0.05934,0.0000
pooled,mps,stoxx,0,36,0.439602,0.06469,0.05441,0.0000
pooled,mps,stoxx,0,37,0.429411,0.06585,0.05256,0.0000
pooled,mps,stoxx,0,38,0.421835,0.06500,0.05049,0.0000
pooled,mps,stoxx,0,39,0.433321,0.06490,0.04760,0.0000
pooled,mps,stoxx,0,40,0.427642,0.06629,0.04928,0.0000
pooled,mps,stoxx,0,41,0.406245,0.06615,0.04857,0.0000
pooled,mps,stoxx,0,42,0.381639,0.06557,0.05019,0.0000
pooled,mps,stoxx,0,43,0.368641,0.06560,0.05147,0.0000
pooled,mps,stoxx,0,44,0.357738,0.06468,0.05145,0.0000
pooled,mps,stoxx,0,45,0.339035,0.06382,0.05208,0.0000
pooled,mps,stoxx,0,46,0.299599,0.06246,0.05273,0.0000
pooled,mps,stoxx,0,47,0.258179,0.06073,0.05175,0.0000
pooled,mps,stoxx,0,48,0.255224,0.06016,0.05094,0.0000
pooled,i1y,mps,1,1,0.00843167,1.00000,1.00000,0.0000
pooled,i1y,mps,1,2,0.0213926,1.00000,1.00000,0.0000
pooled,i1y,mps,1,3,0.0276757,1.00000,1.00000,0.0000
pooled,i1y,mps,1,4,0.0321764,1.00000,1.00000,0.0000
pooled,i1y,mps,1,5,0.0294689,1.00000,1.00000,0.0000
pooled,i1y,mps,1,6,0.0301947,1.00000,1.00000,0.0000
pooled,i1y,mps,1,7,0.0295498,1.00000,1.00000,0.0000
pooled,i1y,mps,1,8,0.0293302,1.00000,1.00000,0.0000
pooled,i1y,mps,1,9,0.028381,1.00000,1.00000,0.0000
pooled,i1y,mps,1,10,0.0241941,1.00000,1.00000,0.0000
pooled,i1y,mps,1,11,0.0207737,1.00000,1.00000,0.0000
pooled,i1y,mps,1,12,0.0169583,1.00000,1.00000,0.0000
pooled,i1y,mps,1,13,0.0126178,1.00000,1.00000,0.0000
pooled,i1y,mps,1,14,0.0109015,1.00000,1.00000,0.0000
pooled,i1y,mps,1,15,0.0102145,1.00000,1.00000,0.0000
pooled,i1y,mps,1,16,0.00874402,1.00000,1.00000,0.0000
pooled,i1y,mps,1,17,0.00984459,1.00000,1.00000,0.0000
pooled,i1y,mps,1,18,0.00913892,1.00000,1.00000,0.0000
pooled,i1y,mps,1,19,0.00871374,1.00000,1.00000,0.0000
pooled,i1y,mps,1,20,0.00772001,1.00000,1.00000,0.0000
pooled,i1y,mps,1,21,0.00895702,1.00000,1.00000,0.0000
pooled,i1y,mps,1,22,0.00840242,1.00000,1.00000,0.0000
pooled,i1y,mps,1,23,0.00817244,1.00000,1.00000,0.0000
pooled,i1y,mps,1,24,0.00842244,1.00000,1.00000,0.0000
pooled,i1y,mps,1,25,0.0079032,1.00000,1.00000,0.0000
pooled,i1y,mps,1,26,0.0097378,1.00000,1.00000,0.0000
pooled,i1y,mps,1,27,0.0138085,1.00000,1.00000,0.0000
pooled,i1y,mps,1,28,0.0137481,1.00000,1.00000,0.0000
pooled,i1y,mps,1,29,0.408298,1.00000,1.00000,0.0000
pooled,i1y,mps,1,30,0.420049,1.00000,1.00000,0.0000
pooled,i1y,mps,1,31,0.0100528,1.00000,1.00000,0.0000
pooled,i1y,mps,1,32,0.460005,1.00000,1.00000,0.0000
pooled,i1y,mps,1,33,0.477787,1.00000,1.00000,0.0000
pooled,i1y,mps,1,34,0.463045,1.00000,1.00000,0.0000
pooled,i1y,mps,1,35,0.435411,1.00000,1.00000,0.0000
pooled,i1y,mps,1,36,0.439602,1.00000,1.00000,0.0000
pooled,i1y,mps,1,37,0.429411,1.00000,1.00000,0.0000
pooled,i1y,mps,1,38,0.421835,1.00000,1.00000,0.0000
pooled,i1y,mps,1,39,0.433321,1.00000,1.00000,0.0000
pooled,i1y,mps,1,40,0.427642,1.00000,1.00000,0.0000
pooled,i1y,mps,1,41,0.406245,1.00000,1.00000,0.0000
pooled,i1y,mps,1,42,0.381639,1.00000,1.00000,0.0000
pooled,i1y,mps,1,43,0.368641,1.00000,1.00000,0.0000
pooled,i1y,mps,1,44,0.357738,1.00000,1.00000,0.0000
pooled,i1y,mps,1,45,0.339035,1.00000,1.00000,0.0000
pooled,i1y,mps,1,46,0.299599,1.00000,1.00000,0.0000
pooled,i1y,mps,1,47,0.258179,1.00000,1.00000,0.0000
pooled,i1y,mps,1,48,0.255224,1.00000,1.00000,0.0000
pooled,i1y,i1y,0,1,0.00843167,0.43594,0.35750,0.0500
pooled,i1y,i1y,0,2,0.0213926,0.43166,0.33385,0.0520
pooled,i1y,i1y,0,3,0.0276757,0.43599,0.32879,0.0573
pooled,i1y,i1y,0,4,0.0321764,0.44285,0.33752,0.0727
pooled,i1y,i1y,0,5,0.0294689,0.44440,0.33438,0.0740
pooled,i1y,i1y,0,6,0.0301947,0.45102,0.34672,0.0860
pooled,i1y,i1y,0,7,0.0295498,0.46747,0.36586,0.0907
pooled,i1y,i1y,0,8,0.0293302,0.48904,0.39574,0.1067
pooled,i1y,i1y,0,9,0.028381,0.51460,0.40478,0.1233
pooled,i1y,i1y,0,10,0.0241941,0.54652,0.41183,0.1560
pooled,i1y,i1y,0,11,0.0207737,0.58539,0.45776,0.1773
pooled,i1y,i1y,0,12,0.0169583,0.62489,0.49168,0.2127
pooled,i1y,i1y,0,13,0.0126178,0.66636,0.53162,0.2540
pooled,i1y,i1y,0,14,0.0109015,0.71795,0.58379,0.2760
pooled,i1y,i1y,0,15,0.0102145,0.78606,0.67753,0.3340
pooled,i1y,i1y,0,16,0.00874402,0.85025,0.74074,0.3707
pooled,i1y,i1y,0,17,0.00984459,0.92547,0.80132,0.4100
pooled,i1y,i1y,0,18,0.00913892,1.00380,0.87036,0.4380
pooled,i1y,i1y,0,19,0.00871374,1.09849,0.92714,0.4693
pooled,i1y,i1y,0,20,0.00772001,1.16112,1.00545,0.5013
pooled,i1y,i1y,0,21,0.00895702,1.25961,1.11119,0.5440
pooled,i1y,i1y,0,22,0.00840242,1.34297,1.21996,0.5987
pooled,i1y,i1y,0,23,0.00817244,1.42656,1.32063,0.6720
pooled,i1y,i1y,0,24,0.00842244,1.47639,1.37896,0.7180
pooled,i1y,i1y,0,25,0.0079032,1.54961,1.44518,0.7787
pooled,i1y,i1y,0,26,0.0097378,1.62914,1.51773,0.8500
pooled,i1y,i1y,0,27,0.0138085,1.74446,1.67365,0.9013
pooled,i1y,i1y,0,28,0.0137481,1.85496,1.81339,0.9527
pooled,i1y,i1y,0,29,0.408298,2.00995,1.94565,0.9947
pooled,i1y,i1y,0,30,0.420049,2.05856,1.98813,0.9973
pooled,i1y,i1y,0,31,0.0100528,2.05121,1.96046,0.9967
pooled,i1y,i1y,0,32,0.460005,2.02107,1.94641,0.9973
pooled,i1y,i1y,0,33,0.477787,1.96866,1.90756,0.9947
pooled,i1y,i1y,0,34,0.463045,1.92261,1.86080,0.9947
pooled,i1y,i1y,0,35,0.435411,1.91607,1.87152,0.9960
pooled,i1y,i1y,0,36,0.439602,1.89770,1.85919,0.9967
pooled,i1y,i1y,0,37,0.429411,1.92445,1.87339,0.9967
pooled,i1y,i1y,0,38,0.421835,1.96663,1.89669,0.9933
pooled,i1y,i1y,0,39,0.433321,1.96439,1.89639,0.9967
pooled,i1y,i1y,0,40,0.427642,1.96944,1.90972,0.9967
pooled,i1y,i1y,0,41,0.406245,1.97072,1.91408,0.9940
pooled,i1y,i1y,0,42,0.381639,2.03024,1.95934,0.9927
pooled,i1y,i1y,0,43,0.368641,2.08793,2.01271,0.9987
pooled,i1y,i1y,0,44,0.357738,2.16199,2.08060,0.9967
pooled,i1y,i1y,0,45,0.339035,2.25954,2.16905,0.9980
pooled,i1y,i1y,0,46,0.299599,2.43272,2.33761,1.0000
pooled,i1y,i1y,0,47,0.258179,2.54947,2.43156,1.0000
pooled,i1y,i1y,0,48,0.255224,2.62454,2.51036,0.9967
pooled,i1y,ip,0,1,0.00843167,1.02578,0.95253,0.4473
pooled,i1y,ip,0,2,0.0213926,1.04160,0.96593,0.4700
pooled,i1y,ip,0,3,0.0276757,1.10285,1.02973,0.5300
pooled,i1y,ip,0,4,0.0321764,1.18547,1.11112,0.6153
pooled,i1y,ip,0,5,0.0294689,1.28223,1.19603,0.7027
pooled,i1y,ip,0,6,0.0301947,1.38784,1.28335,0.7667
pooled,i1y,ip,0,7,0.0295498,1.49431,1.37649,0.8127
pooled,i1y,ip,0,8,0.0293302,1.59106,1.44888,0.8253
pooled,i1y,ip,0,9,0.028381,1.64756,1.47765,0.8347
pooled,i1y,ip,0,10,0.0241941,1.68756,1.47979,0.8293
pooled,i1y,ip,0,11,0.0207737,1.67286,1.46097,0.8160
pooled,i1y,ip,0,12,0.0169583,1.68895,1.43375,0.8120
pooled,i1y,ip,0,13,0.0126178,1.73265,1.48499,0.7987
pooled,i1y,ip,0,14,0.0109015,1.79991,1.53625,0.8047
pooled,i1y,ip,0,15,0.0102145,1.84945,1.59260,0.8247
pooled,i1y,ip,0,16,0.00874402,1.89378,1.64351,0.8273
pooled,i1y,ip,0,17,0.00984459,1.97936,1.68160,0.8407
pooled,i1y,ip,0,18,0.00913892,2.04826,1.69177,0.8720
pooled,i1y,ip,0,19,0.00871374,2.16291,1.78285,0.8933
pooled,i1y,ip,0,20,0.00772001,2.28974,1.85088,0.9340
pooled,i1y,ip,0,21,0.00895702,2.42144,1.98137,0.9433
pooled,i1y,ip,0,22,0.00840242,2.57532,2.18258,0.9640
pooled,i1y,ip,0,23,0.00817244,2.77298,2.45088,0.9753
pooled,i1y,ip,0,24,0.00842244,3.00141,2.65290,0.9860
pooled,i1y,ip,0,25,0.0079032,3.19293,2.86838,0.9947
pooled,i1y,ip,0,26,0.0097378,3.38370,3.06431,0.9960
pooled,i1y,ip,0,27,0.0138085,3.61868,3.41213,1.0000
pooled,i1y,ip,0,28,0.0137481,3.82229,3.66015,1.0000
pooled,i1y,ip,0,29,0.408298,4.03483,3.96945,1.0000
pooled,i1y,ip,0,30,0.420049,4.02813,3.95728,1.0000
pooled,i1y,ip,0,31,0.0100528,3.87103,3.76065,1.0000
pooled,i1y,ip,0,32,0.460005,3.60617,3.56048,1.0000
pooled,i1y,ip,0,33,0.477787,3.33448,3.29897,1.0000
pooled,i1y,ip,0,34,0.463045,3.14976,3.10427,1.0000
pooled,i1y,ip,0,35,0.435411,2.98108,2.93779,1.0000
pooled,i1y,ip,0,36,0.439602,2.78534,2.74163,1.0000
pooled,i1y,ip,0,37,0.429411,2.64094,2.61316,1.0000
pooled,i1y,ip,0,38,0.421835,2.53611,2.51296,1.0000
pooled,i1y,ip,0,39,0.433321,2.44014,2.38448,1.0000
pooled,i1y,ip,0,40,0.427642,2.42231,2.37438,1.0000
pooled,i1y,ip,0,41,0.406245,2.43000,2.38820,1.0000
pooled,i1y,ip,0,42,0.381639,2.52440,2.48752,1.0000
pooled,i1y,ip,0,43,0.368641,2.62533,2.60368,1.0000
pooled,i1y,ip,0,44,0.357738,2.76730,2.71920,1.0000
pooled,i1y,ip,0,45,0.339035,2.91945,2.89668,1.0000
pooled,i1y,ip,0,46,0.299599,3.09742,3.05666,1.0000
pooled,i1y,ip,0,47,0.258179,3.23380,3.17120,1.0000
pooled,i1y,ip,0,48,0.255224,3.32238,3.22054,1.0000
pooled,i1y,hicp,0,1,0.00843167,0.55629,0.49837,0.0827
pooled,i1y,hicp,0,2,0.0213926,0.54397,0.48222,0.0700
pooled,i1y,hicp,0,3,0.0276757,0.56495,0.52401,0.0773
pooled,i1y,hicp,0,4,0.0321764,0.67296,0.62738,0.1340
pooled,i1y,hicp,0,5,0.0294689,0.87775,0.81214,0.3280
pooled,i1y,hicp,0,6,0.0301947,1.15569,1.06829,0.5640
pooled,i1y,hicp,0,7,0.0295498,1.49286,1.41787,0.8053
pooled,i1y,hicp,0,8,0.0293302,2.00000,1.93356,0.9373
pooled,i1y,hicp,0,9,0.028381,2.80776,2.66820,0.9953
pooled,i1y,hicp,0,10,0.0241941,3.71896,3.58157,1.0000
pooled,i1y,hicp,0,11,0.0207737,4.94642,4.72633,1.0000
pooled,i1y,hicp,0,12,0.0169583,6.45951,6.21843,1.0000
pooled,i1y,hicp,0,13,0.0126178,8.62480,8.21777,1.0000
pooled,i1y,hicp,0,14,0.0109015,10.82543,10.45948,1.0000
pooled,i1y,hicp,0,15,0.0102145,12.72995,12.22691,1.0000
pooled,i1y,hicp,0,16,0.00874402,13.94962,13.16494,1.0000
pooled,i1y,hicp,0,17,0.00984459,14.52578,13.71981,1.0000
pooled,i1y,hicp,0,18,0.00913892,14.98084,14.48058,1.0000
