Date_time,Event_type,Days_until_next_GC,Non_regular_trading_day,Outside_regular_trading_hours,OIS_1M,OIS_2M,OIS_3M,OIS_6M,OIS_1Y,OIS_2Y,STOXX50E
2003-03-06 14:30:00,GC_PC,0,0,0,-0.050000,-0.000000,-0.250000,-0.875000,-1.825000,-3.833333,-0.811753
2003-03-07 11:00:00,EB,27,0,0,3.500000,1.000000,1.000000,0.250000,0.300000,-0.050000,-0.245430
2003-03-10 11:30:00,EB,24,0,0,1.100000,1.250000,0.500000,0.812500,0.500000,0.000000,0.407836
2003-03-24 15:00:00,EB,10,0,0,,1.000000,0.500000,0.250000,0.150000,0.250000,0.021666
2003-03-27 14:00:00,EB,7,0,0,-1.500000,,0.300000,-0.250000,-0.000000,-0.333333,-0.166642
2003-03-28 14:00:00,EB,6,0,0,,,-0.500000,-0.250000,-0.637500,-1.250000,-0.346225
2003-04-01 11:45:00,EB,2,0,0,-0.500000,-0.500000,-0.800000,-0.500000,0.500000,0.540000,-0.073123
2003-04-03 13:45:00,GC_ME,0,0,0,3.500000,1.500000,1.600000,0.425000,0.490000,0.625000,-0.236515
2003-04-03 13:45:00,GC_PR,0,0,0,3.000000,1.500000,1.360000,-0.190000,0.910000,0.812500,-0.381052
2003-04-03 14:30:00,GC_PC,0,0,0,1.000000,0.500000,1.500000,0.666667,-0.170000,-0.437500,-0.146481
2003-04-07 14:00:00,EB,31,0,0,-1.000000,,1.000000,0.250000,0.350000,0.360000,-0.456568
2003-04-28 09:00:00,EB,10,0,1,-2.250000,0.000000,-0.150000,0.300000,1.100000,1.500000,
2003-04-28 11:00:00,EB,10,0,0,1.000000,-0.500000,-0.500000,-0.966667,0.200000,-0.875000,-0.258729
2003-04-29 11:00:00,EB,9,0,0,1.000000,0.000000,-0.475000,0.700000,0.675000,0.500000,0.146591
2003-05-03 11:30:00,EB,5,1,0,,,,,,,
2003-05-06 11:45:00,EB,2,0,0,0.000000,0.166667,0.000000,-0.750000,0.200000,-0.275000,-0.089011
2003-05-08 13:45:00,GC_ME,0,0,0,3.500000,3.825000,3.642857,4.000000,3.600000,3.750000,-1.115296
2003-05-08 13:45:00,GC_PR,0,0,0,3.500000,1.900000,0.900000,0.825000,-1.000000,-1.233333,-0.845953
2003-05-08 14:30:00,GC_PC,0,0,0,1.750000,1.950000,2.416667,3.300000,4.200000,5.312500,-0.275109
2003-05-08 19:30:00,EB,28,0,1,,,,,,-1.000000,-0.133171
2003-05-14 15:30:00,EB,22,0,0,-0.500000,3.750000,-1.000000,-0.250000,-0.000000,-0.666667,-1.114182
2003-05-16 10:00:00,EB,20,0,0,-0.050000,-1.500000,-0.650000,-0.500000,-0.740000,-0.400000,0.715237
2003-05-19 12:30:00,EB,17,0,0,-0.200000,-0.500000,0.500000,-6.000000,-0.025000,0.500000,0.029728
2003-05-19 18:00:00,P,17,0,1,0.000000,1.000000,0.000000,0.000000,0.300000,0.000000,0.006228
2003-05-23 09:00:00,EB,13,0,1,-1.000000,-0.250000,-0.750000,-0.875000,-1.375000,-1.125000,
2003-05-26 14:15:00,EB,10,0,0,0.000000,0.000000,0.000000,-1.500000,-0.300000,-0.500000,-0.091940
2003-05-26 18:00:00,EB,10,0,1,0.000000,0.500000,-1.000000,-5.500000,-0.900000,-0.500000,-0.015614
2003-05-28 18:30:00,EB,8,0,1,0.000000,-1.000000,-1.000000,-5.250000,-0.500000,-0.250000,-0.139283
2003-05-29 12:15:00,EB,7,0,0,-0.200000,-0.800000,-0.300000,-0.960000,-0.100000,-0.400000,0.099846
2003-06-03 14:15:00,P,2,0,0,-1.960000,-1.375000,-1.075000,-1.533333,-1.760000,-2.762500,0.098195
2003-06-05 13:45:00,GC_ME,0,0,0,-1.575000,-3.160000,-3.266667,-4.300000,-6.825000,-9.700000,-0.933416
2003-06-05 13:45:00,GC_PR,0,0,0,-1.166667,-4.125000,-2.000000,-3.050000,-3.160000,-2.425000,0.074841
2003-06-05 14:30:00,GC_PC,0,0,0,-0.500000,2.000000,0.233333,-1.487500,-3.875000,-6.950000,-0.967144
2003-06-10 20:30:00,P,30,0,1,,,,,,,
2003-06-12 09:30:00,P,28,0,0,0.733333,-0.200000,0.800000,-0.500000,-0.600000,-0.700000,0.461669
2003-06-12 10:00:00,EB,28,0,0,1.000000,0.200000,0.800000,0.400000,-0.925000,-0.700000,0.624126
2003-06-13 09:30:00,EB,27,0,0,0.250000,0.600000,-0.200000,-0.762500,-1.540000,-1.900000,-0.917457
2003-06-16 20:00:00,P,24,0,1,,,,,,,
2003-06-17 18:30:00,EB,23,0,1,,,0.000000,-0.183333,,,-0.007981
2003-06-18 10:30:00,EB,22,0,0,0.000000,0.200000,0.600000,0.500000,1.500000,1.887500,0.755496
2003-06-30 17:30:00,EB,10,0,1,0.750000,,0.000000,-0.500000,0.000000,-0.500000,-0.274259
2003-06-30 18:00:00,EB,10,0,1,0.750000,,0.000000,-0.600000,0.500000,0.500000,0.060870
2003-07-02 09:15:00,EB,8,0,1,0.000000,-0.200000,0.300000,0.300000,-0.500000,0.375000,-0.155524
2003-07-03 10:00:00,P,7,0,0,0.000000,-1.000000,0.500000,0.362500,0.833333,2.233333,-0.344114
2003-07-03 21:00:00,EB,7,0,1,,,,,,,
2003-07-10 13:45:00,GC_ME,0,0,0,,1.000000,1.500000,1.150000,0.750000,-0.875000,0.256869
2003-07-10 13:45:00,GC_PR,0,0,0,,1.000000,0.600000,0.000000,-1.000000,-0.775000,0.279811
2003-07-10 14:30:00,GC_PC,0,0,0,,0.200000,0.500000,1.000000,0.916667,-0.125000,-0.183139
2003-07-11 09:15:00,EB,20,0,1,0.000000,-1.000000,0.200000,0.500000,0.860000,1.516667,0.820753
2003-07-31 13:45:00,GC_ME,0,0,0,,0.000000,1.100000,1.766667,3.350000,6.933333,1.426514
2003-07-31 13:45:00,GC_PR,0,0,0,0.500000,-0.300000,1.000000,0.500000,1.250000,2.000000,-0.083913
2003-07-31 14:30:00,GC_PC,0,0,0,,0.000000,0.600000,0.950000,2.750000,6.000000,1.547776
2003-08-20 11:30:00,EB,15,0,0,,,0.300000,0.016667,-0.940000,-0.500000,-0.168763
2003-08-29 10:00:00,EB,6,0,0,0.000000,0.000000,0.000000,0.000000,0.500000,0.525000,-0.332010
2003-09-04 13:45:00,GC_ME,0,0,0,0.000000,0.000000,0.000000,-0.500000,-1.075000,-2.125000,-0.150995
2003-09-04 13:45:00,GC_PR,0,0,0,0.000000,-0.200000,-0.200000,-1.000000,0.600000,0.125000,0.036800
2003-09-04 14:30:00,GC_PC,0,0,0,0.000000,0.000000,0.000000,-0.512500,-1.775000,-2.250000,-0.176747
2003-09-05 12:00:00,EB,27,0,0,,0.000000,0.000000,0.300000,0.500000,0.500000,-0.030853
2003-09-05 17:30:00,P,27,0,1,,,-0.200000,0.500000,0.000000,-1.000000,0.051627
2003-09-10 15:00:00,P,22,0,0,-1.300000,0.000000,0.000000,-0.300000,0.900000,0.800000,-0.286346
2003-09-12 13:40:00,EB,20,0,0,,,,1.000000,-1.137500,0.500000,0.162663
2003-09-16 10:30:00,EB,16,0,0,0.000000,0.000000,,0.000000,0.933333,0.262500,0.282782
2003-09-17 14:00:00,EB,15,0,0,,,,0.200000,0.500000,-0.650000,-0.006929
2003-09-20 16:30:00,P,12,1,0,,,,,,,
2003-09-26 17:00:00,EB,6,0,0,,,,-0.200000,-1.250000,-0.700000,-0.043294
2003-10-01 09:30:00,EB,1,0,0,,,0.200000,-0.500000,-0.200000,-0.750000,-0.282425
2003-10-02 13:45:00,GC_ME,0,0,0,0.000000,0.500000,0.150000,1.487500,1.733333,2.183333,-0.776159
2003-10-02 13:45:00,GC_PR,0,0,0,,-0.300000,-0.200000,-0.766667,-1.075000,-1.400000,-0.126579
2003-10-02 14:30:00,GC_PC,0,0,0,0.000000,0.800000,0.150000,1.987500,2.550000,4.016667,-0.552734
2003-10-06 17:00:00,EB,31,0,0,,,-0.300000,-0.750000,-1.000000,-1.000000,0.040919
2003-10-06 17:30:00,EB,31,0,1,,,0.000000,-0.500000,-1.000000,-1.000000,0.149372
2003-10-09 19:30:00,EB,28,0,1,,,,,,,0.038729
2003-10-13 14:15:00,EB,24,0,0,,,0.200000,-0.500000,0.000000,-1.000000,-0.308084
2003-10-17 08:45:00,EB,20,0,1,-0.500000,-0.500000,0.000000,-0.600000,-0.433333,-0.250000,
2003-10-17 17:30:00,EB,20,0,1,0.000000,0.000000,-0.300000,0.500000,-1.000000,-0.750000,0.150299
2003-10-18 12:30:00,EB,19,1,0,,,,,,,
2003-10-22 10:45:00,P,15,0,0,,0.000000,0.500000,1.766667,3.325000,6.233333,0.052519
2003-10-24 08:30:00,EB,13,0,1,0.000000,-1.500000,-1.500000,0.125000,1.000000,1.625000,
2003-10-27 10:00:00,EB,10,0,0,0.500000,0.000000,-0.200000,0.500000,0.000000,0.625000,0.177957
2003-10-28 19:30:00,EB,9,0,1,,,,,,,0.043673
2003-10-30 09:30:00,EB,7,0,0,0.000000,1.000000,0.000000,-0.250000,-0.500000,0.275000,-0.244755
2003-11-02 17:00:00,EB,4,1,0,,,,,,,
2003-11-03 09:00:00,EB,3,0,1,0.000000,0.000000,0.000000,-0.050000,1.387500,1.600000,
2003-11-03 18:00:00,EB,3,0,1,,,,-0.750000,0.750000,0.250000,
2003-11-03 20:00:00,EB,3,0,1,,,,,,,
2003-11-06 13:45:00,GC_ME,0,0,0,0.000000,0.000000,0.000000,0.500000,0.920000,1.400000,0.101208
2003-11-06 13:45:00,GC_PR,0,0,0,0.000000,0.300000,0.000000,0.062500,0.950000,-0.000000,0.207743
2003-11-06 14:30:00,GC_PC,0,0,0,,-0.500000,1.000000,0.333333,0.300000,0.750000,-0.062677
2003-11-11 13:45:00,EB,23,0,0,,,0.800000,-0.500000,-0.750000,-0.200000,0.009202
2003-11-13 06:00:00,EB,21,0,1,,,,,,,
2003-11-14 14:30:00,EB,20,0,0,,0.000000,,1.500000,0.800000,0.087500,0.023393
2003-11-14 18:15:00,EB,20,0,1,,,,0.000000,,0.500000,
2003-11-20 16:30:00,P,14,0,0,,0.000000,-0.300000,0.500000,1.137500,1.000000,0.381160
2003-11-20 20:00:00,P,14,0,1,,,,,,,
2003-11-21 08:15:00,EB,13,0,1,-1.000000,0.500000,0.000000,0.000000,1.000000,-1.000000,
2003-11-21 11:30:00,EB,13,0,0,,0.500000,,0.500000,0.466667,0.933333,0.078790
2003-11-21 14:30:00,P,13,0,0,-0.500000,0.500000,0.000000,-0.250000,-0.400000,-0.050000,0.029122
2003-11-22 10:00:00,EB,12,1,0,,,,,,,
2003-11-24 10:00:00,P,10,0,0,-0.500000,0.300000,-0.300000,1.500000,0.900000,1.516667,0.084026
2003-11-26 17:30:00,P,8,0,1,0.000000,0.000000,0.200000,0.500000,0.625000,1.000000,
2003-11-27 18:30:00,P,7,0,1,,,2.000000,2.000000,2.000000,,
2003-11-27 19:00:00,EB,7,0,1,,,,1.000000,1.500000,,
2003-12-01 15:00:00,P,3,0,0,0.000000,0.000000,-1.000000,0.300000,0.366667,0.500000,-0.067938
2003-12-03 10:15:00,P,1,0,0,0.000000,0.000000,0.500000,-0.450000,-0.980000,-1.750000,-0.368455
2003-12-04 13:45:00,GC_ME,0,0,0,0.200000,0.000000,-0.500000,-1.500000,-2.800000,-3.600000,-0.464200
2003-12-04 13:45:00,GC_PR,0,0,0,0.500000,-0.500000,0.000000,1.000000,-0.666667,0.550000,0.160670
2003-12-04 14:30:00,GC_PC,0,0,0,-0.300000,0.000000,-0.500000,-1.200000,-2.787500,-4.000000,-0.533219
2003-12-10 10:00:00,EB,29,0,0,1.000000,0.300000,0.000000,0.500000,-0.450000,-1.150000,-0.224695
2003-12-15 18:00:00,EB,24,0,1,,,0.000000,-0.250000,-2.166667,-3.875000,
2004-01-08 13:45:00,GC_ME,0,0,0,-0.500000,0.000000,0.100000,-0.675000,-1.725000,-2.133333,0.322538
2004-01-08 13:45:00,GC_PR,0,0,0,0.500000,0.600000,0.100000,0.533333,0.633333,-0.033333,-0.156468
2004-01-08 14:30:00,GC_PC,0,0,0,-0.700000,-0.500000,-0.100000,-0.725000,-2.200000,-1.900000,-0.143707
2004-01-15 09:00:00,P,21,0,1,0.233333,0.600000,0.650000,1.250000,0.766667,1.100000,
2004-01-15 16:45:00,P,21,0,0,0.000000,0.100000,-0.500000,-0.400000,-0.725000,-0.783333,0.391019
2004-01-16 10:00:00,EB,20,0,0,0.200000,-0.300000,0.100000,-0.100000,-0.250000,-2.333333,0.000000
2004-01-20 15:00:00,EB,16,0,0,-0.000000,0.200000,0.500000,-0.500000,0.150000,-0.100000,-0.445991
2004-01-26 12:15:00,P,10,0,0,0.100000,0.200000,1.000000,1.066667,0.900000,1.000000,-0.112212
2004-01-26 19:00:00,P,10,0,1,,,,,,,
2004-01-29 14:00:00,P,7,0,0,0.000000,,0.500000,0.900000,1.362500,2.300000,-0.001395
2004-02-02 09:30:00,EB,3,0,0,,0.000000,0.000000,-0.500000,0.200000,0.250000,0.098953
2004-02-05 13:45:00,GC_ME,0,0,0,-0.100000,-0.400000,-0.500000,-0.575000,-1.475000,-2.225000,-0.082180
2004-02-05 13:45:00,GC_PR,0,0,0,0.300000,0.050000,0.050000,0.550000,0.280000,0.400000,0.210565
2004-02-05 14:30:00,GC_PC,0,0,0,-0.400000,-0.500000,-0.866667,-1.133333,-2.000000,-2.725000,-0.238408
2004-02-10 18:30:00,EB,23,0,1,,,,,,,
2004-02-16 15:00:00,P,17,0,0,0.000000,,-0.500000,0.000000,-0.500000,-0.300000,0.013614
2004-02-20 11:00:00,EB,13,0,0,1.750000,0.300000,0.500000,-0.050000,-0.300000,-0.683333,-0.014007
2004-02-20 16:00:00,EB,13,0,0,-0.400000,-0.200000,0.100000,0.366667,0.825000,0.625000,-0.438490
2004-02-26 18:00:00,EB,7,0,1,0.500000,0.500000,0.000000,-1.000000,-0.500000,-0.075000,
2004-03-04 13:45:00,GC_ME,0,0,0,2.000000,,2.000000,3.000000,4.150000,3.900000,0.246950
2004-03-04 13:45:00,GC_PR,0,0,0,2.000000,,1.500000,1.350000,1.837500,1.900000,0.147692
2004-03-04 14:30:00,GC_PC,0,0,0,0.350000,0.350000,0.700000,1.220000,1.900000,2.525000,-0.006464
2004-03-05 15:30:00,P,27,0,0,-0.500000,0.100000,0.500000,0.037500,-0.012500,1.416667,0.470418
2004-03-12 17:00:00,EB,20,0,0,0.000000,,0.000000,0.100000,0.733333,0.675000,0.419888
2004-03-22 12:15:00,EB,10,0,0,,,,0.200000,0.200000,0.000000,0.404570
2004-03-23 12:15:00,EB,9,0,0,0.300000,0.500000,0.100000,0.000000,-0.100000,0.000000,0.147841
2004-03-25 22:00:00,P,7,0,1,,,,,,,
2004-03-26 09:00:00,EB,6,0,1,0.650000,0.000000,0.300000,0.200000,0.200000,-0.200000,
2004-03-26 09:15:00,EB,6,0,1,0.200000,-0.300000,-0.400000,0.000000,0.175000,0.025000,-0.081263
2004-03-26 16:30:00,EB,6,0,0,-0.100000,-0.500000,-0.500000,-0.300000,-0.100000,-0.375000,0.158115
2004-04-01 13:45:00,GC_ME,0,0,0,3.950000,4.500000,4.933333,6.425000,7.875000,7.150000,-0.377743
2004-04-01 13:45:00,GC_PR,0,0,0,3.800000,2.250000,2.233333,1.975000,1.950000,1.500000,-0.302837
2004-04-01 14:30:00,GC_PC,0,0,0,0.700000,3.012500,3.300000,4.400000,6.237500,6.500000,0.061981
2004-04-05 20:00:00,EB,31,0,1,,,,,,,
2004-04-07 09:00:00,EB,29,0,1,,0.000000,-0.500000,-0.350000,-0.133333,-0.200000,
2004-04-16 09:30:00,EB,20,0,0,-0.100000,-2.200000,0.300000,-0.233333,-0.300000,0.150000,0.000700
2004-04-16 18:00:00,EB,20,0,1,,,,-0.500000,1.300000,1.000000,
2004-04-19 12:30:00,EB,17,0,0,,,0.000000,-0.500000,-0.500000,-0.500000,0.029470
2004-04-20 17:00:00,P,16,0,0,-0.100000,-0.200000,0.200000,-0.250000,-0.200000,-0.500000,-0.229775
2004-04-21 11:00:00,EB,15,0,0,0.000000,,0.500000,0.350000,0.987500,0.500000,-0.286028
2004-04-22 14:00:00,P,14,0,0,,,,1.100000,-0.150000,0.800000,-0.070558
2004-04-23 14:30:00,P,13,0,0,,,,0.700000,2.587500,3.766667,-0.051997
2004-04-26 18:30:00,P,10,0,1,,,,,,,
2004-04-27 12:00:00,P,9,0,0,,0.000000,0.300000,0.375000,0.650000,1.250000,-0.128435
2004-04-29 13:00:00,EB,7,0,0,0.000000,0.000000,0.500000,0.400000,0.733333,0.000000,-0.226287
2004-04-29 22:30:00,EB,7,0,1,,,,,,,
2004-05-03 13:00:00,EB,3,0,0,,,1.000000,-1.100000,,0.500000,0.140966
2004-05-03 18:30:00,P,3,0,1,,,,,,,
2004-05-05 11:30:00,P,1,0,0,,,-0.300000,-0.466667,-0.725000,-1.500000,-0.060270
2004-05-06 13:45:00,GC_ME,0,0,0,0.000000,,0.500000,0.833333,1.387500,1.500000,-0.374965
2004-05-06 13:45:00,GC_PR,0,0,0,0.600000,1.200000,0.100000,0.575000,0.625000,0.933333,-0.245444
2004-05-06 14:30:00,GC_PC,0,0,0,-0.200000,,0.400000,0.633333,0.937500,1.066667,-0.130914
2004-05-10 19:00:00,EB,24,0,1,,,,,,,
2004-05-11 18:15:00,EB,23,0,1,,,,,,-0.050000,
2004-05-12 09:30:00,EB,22,0,0,,0.000000,-0.200000,0.000000,-0.537500,-0.350000,-0.354379
2004-05-12 13:00:00,P,22,0,0,,0.000000,-0.500000,0.000000,0.200000,1.000000,0.069050
2004-05-12 18:00:00,EB,22,0,1,,-0.200000,,0.000000,0.300000,-0.000000,
2004-05-13 12:00:00,EB,21,0,0,-0.500000,0.000000,0.100000,-0.000000,0.683333,0.416667,-0.004813
2004-05-13 18:10:00,EB,21,0,1,,,-0.400000,0.300000,0.300000,0.000000,
2004-05-13 18:30:00,P,21,0,1,,,,,,,
2004-05-14 02:00:00,EB,20,0,1,,,,,,,
2004-05-14 10:00:00,P,20,0,0,0.400000,,0.000000,0.066667,0.000000,-1.000000,-0.313742
2004-05-17 14:30:00,EB,17,0,0,0.200000,0.100000,0.000000,-0.500000,-0.437500,-1.275000,-0.009455
2004-05-24 15:00:00,P,10,0,0,,-0.300000,-0.100000,-0.225000,0.400000,0.000000,0.034866
2004-05-25 18:00:00,EB,9,0,1,,,,,-0.500000,-0.375000,
2004-05-25 19:00:00,P,9,0,1,,,,,,,
2004-05-27 10:55:00,EB,7,0,0,,,,-0.500000,-0.516667,-0.700000,-0.191725
2004-05-28 10:30:00,EB,6,0,0,0.000000,,0.600000,0.500000,1.700000,2.666667,-0.138178
2004-05-31 19:00:00,P,3,0,1,,,,,,,
2004-06-03 13:45:00,GC_ME,0,0,0,-0.500000,0.300000,-0.200000,-0.833333,-1.400000,-2.500000,0.163808
2004-06-03 13:45:00,GC_PR,0,0,0,-0.275000,0.400000,0.300000,-0.250000,-0.300000,-0.250000,-0.002938
2004-06-03 14:30:00,GC_PC,0,0,0,0.075000,-0.225000,-0.233333,-0.750000,-1.370000,-2.416667,0.212760
2004-06-03 19:00:00,P,28,0,1,,-0.300000,0.000000,0.250000,0.250000,,
2004-06-06 11:00:00,EB,25,1,0,,,,,,,
2004-06-10 16:00:00,EB,21,0,0,-0.500000,0.000000,0.200000,-1.000000,-0.437500,-0.025000,0.131692
2004-06-14 20:00:00,P,17,0,1,,,,,,,
2004-06-16 15:00:00,P,15,0,0,0.000000,0.100000,0.100000,-0.050000,1.120000,1.666667,-0.192787
2004-06-18 15:30:00,EB,13,0,0,0.300000,0.200000,-0.100000,-0.037500,0.450000,0.250000,0.304850
2004-06-18 20:15:00,EB,13,0,1,,,,,,,
2004-06-21 14:00:00,EB,10,0,0,0.000000,,-0.300000,-0.250000,-0.287500,-1.125000,-0.503983
2004-06-21 16:00:00,P,10,0,0,,,0.100000,,-0.100000,0.500000,0.017769
2004-06-22 09:30:00,EB,9,0,0,,,0.100000,0.000000,0.016667,0.500000,-0.070514
2004-06-22 17:30:00,P,9,0,1,-0.100000,,,,0.000000,1.000000,0.119463
2004-06-23 14:15:00,EB,8,0,0,,,0.000000,0.000000,-0.050000,-0.500000,0.003213
2004-06-23 17:00:00,EB,8,0,0,,0.000000,0.000000,-0.250000,-1.050000,-1.000000,0.088852
2004-06-25 13:00:00,EB,6,0,0,,0.800000,0.100000,0.300000,0.162500,0.200000,-0.001775
2004-06-26 16:00:00,EB,5,1,0,,,,,,,
2004-06-28 16:45:00,EB,3,0,0,,0.100000,0.100000,0.000000,0.700000,-0.000000,0.051456
2004-06-29 18:15:00,P,2,0,1,,,,-0.250000,0.000000,-0.500000,
2004-07-01 13:45:00,GC_ME,0,0,0,0.100000,,0.000000,0.000000,-0.133333,-0.250000,-0.261778
2004-07-01 13:45:00,GC_PR,0,0,0,0.200000,0.000000,0.000000,-0.300000,-0.033333,0.000000,-0.120848
2004-07-01 14:30:00,GC_PC,0,0,0,0.000000,,0.300000,0.600000,0.600000,0.000000,-0.105863
2004-07-02 11:15:00,EB,34,0,0,0.100000,0.200000,-0.500000,1.066667,2.112500,2.300000,-0.080485
2004-07-02 17:30:00,EB,34,0,1,0.000000,-0.600000,,0.000000,0.500000,0.500000,-0.139891
2004-07-06 06:30:00,EB,30,0,1,-0.400000,-0.200000,-0.100000,,,,
2004-07-08 12:00:00,EB,28,0,0,-0.100000,0.000000,0.100000,-0.200000,0.133333,1.000000,0.223374
2004-07-09 09:00:00,P,27,0,1,0.900000,-0.100000,-0.300000,0.025000,0.083333,-0.250000,
2004-07-16 12:30:00,P,20,0,0,0.200000,0.000000,0.200000,-0.283333,-0.412500,-0.125000,0.145302
2004-08-05 13:45:00,GC_ME,0,0,0,0.700000,0.150000,1.050000,0.250000,-1.037500,-1.550000,0.064806
2004-08-05 13:45:00,GC_PR,0,0,0,0.900000,0.700000,1.700000,0.100000,0.033333,0.200000,0.055918
2004-08-05 14:30:00,GC_PC,0,0,0,-0.400000,-0.200000,-0.200000,0.025000,-1.010000,-1.487500,-0.073961
2004-08-11 20:10:00,EB,22,0,1,,,,,,,
2004-08-31 21:00:00,EB,2,0,1,,,,,,,
2004-09-02 13:45:00,GC_ME,0,0,0,0.000000,-0.800000,0.200000,-1.300000,1.250000,1.720000,-0.162128
2004-09-02 13:45:00,GC_PR,0,0,0,0.800000,-0.300000,-0.400000,-0.900000,-0.362500,-0.383333,-0.072016
2004-09-02 14:30:00,GC_PC,0,0,0,-0.250000,0.000000,0.300000,0.733333,1.450000,2.000000,-0.051022
2004-09-10 11:00:00,P,27,0,0,0.000000,0.000000,-0.700000,0.000000,-0.300000,0.100000,0.017896
2004-09-16 16:30:00,P,21,0,0,0.000000,0.000000,0.000000,0.000000,-0.790000,-1.020000,0.045563
2004-09-20 18:00:00,P,17,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,
2004-09-20 18:30:00,EB,17,0,1,,,,,,,
2004-09-21 09:00:00,EB,16,0,1,0.200000,0.000000,0.100000,0.650000,0.890000,1.320000,
2004-09-22 10:30:00,P,15,0,0,0.000000,0.000000,0.100000,-0.433333,-0.300000,-0.650000,0.252716
2004-09-23 21:00:00,P,14,0,1,,,,,,,
2004-09-25 09:15:00,EB,12,1,1,,,,,,,
2004-09-27 19:30:00,P,10,0,1,,,,,,,
2004-09-28 10:00:00,EB,9,0,0,0.000000,,0.000000,0.200000,0.766667,1.020000,0.225294
2004-09-29 17:45:00,EB,8,0,1,,,,,-0.300000,0.000000,
2004-10-03 21:00:00,EB,4,1,1,,,,,,,
2004-10-05 14:30:00,P,2,0,0,0.000000,,0.100000,-0.100000,-0.525000,-0.537500,-0.322667
2004-10-07 13:45:00,GC_ME,0,0,0,-0.200000,,-0.150000,-0.537500,-1.033333,-1.320000,-0.060952
2004-10-07 13:45:00,GC_PR,0,0,0,-0.300000,0.000000,-0.075000,0.100000,0.073333,0.700000,-0.032414
2004-10-07 14:30:00,GC_PC,0,0,0,-0.100000,,-0.500000,-0.825000,-1.106667,-1.450000,-0.027138
2004-10-08 10:30:00,EB,27,0,0,0.200000,-0.335000,0.050000,0.191000,0.375000,0.500000,0.465731
2004-10-12 09:30:00,P,23,0,0,,,,,,,
2004-10-18 15:00:00,EB,17,0,0,0.700000,,-0.100000,0.100000,-0.200000,-0.520000,0.039377
2004-10-20 12:00:00,P,15,0,0,0.000000,,-0.300000,-0.050000,-0.000000,-0.183333,-0.033887
2004-10-20 12:30:00,EB,15,0,0,0.500000,0.500000,0.000000,-0.690500,-0.140000,0.025000,-0.181660
2004-10-22 16:00:00,EB,13,0,0,,,0.000000,-0.100000,-0.816667,-1.430000,-0.340401
2004-10-22 17:00:00,P,13,0,0,,,,-1.500000,-0.300000,-0.075000,-0.148584
2004-10-25 17:00:00,P,10,0,0,,,,0.619000,-0.133333,-0.400000,-0.108499
2004-10-27 19:00:00,P,8,0,1,,,,,,,
2004-11-04 13:45:00,GC_ME,0,0,0,-0.700000,-0.200000,0.000000,-0.700000,0.100000,0.225000,-0.077225
2004-11-04 13:45:00,GC_PR,0,0,0,-0.100000,0.500000,-0.000000,-0.000000,-0.033333,0.375000,-0.059323
2004-11-04 14:30:00,GC_PC,0,0,0,-1.150000,-0.200000,0.000000,-0.350000,0.000000,0.025000,-0.025638
2004-11-04 15:30:00,EB,28,0,0,-0.200000,-0.100000,-0.050000,0.033333,0.100000,0.400000,-0.018244
2004-11-05 10:30:00,EB,27,0,0,,0.100000,-0.100000,-0.100000,0.033333,-0.300000,-0.009378
2004-11-06 09:30:00,EB,26,1,0,,,,,,,
2004-11-08 11:45:00,EB,24,0,0,0.000000,0.100000,0.100000,0.000000,-0.266667,-0.033333,-0.102484
2004-11-10 11:00:00,EB,22,0,0,,0.150000,0.100000,-0.041000,-0.500000,-1.116667,-0.121365
2004-11-10 18:45:00,EB,22,0,1,,,,,,,
2004-11-11 05:45:00,EB,21,0,1,,,,,,,
2004-11-11 09:00:00,EB,21,0,1,0.100000,-0.100000,0.033333,-0.450000,-0.780000,-1.466667,
2004-11-11 12:00:00,P,21,0,0,,-0.200000,-0.200000,-0.666667,-1.660000,-2.020000,0.136732
2004-11-12 05:40:00,EB,20,0,1,,,,-1.200000,0.000000,,
2004-11-12 13:30:00,EB,20,0,0,,0.500000,-0.100000,0.050000,-0.075000,-0.600000,-0.058781
2004-11-12 18:30:00,EB,20,0,1,,,,,,,
2004-11-15 10:00:00,EB,17,0,0,-0.200000,0.100000,0.100000,0.260667,0.443000,0.225000,-0.285974
2004-11-19 14:30:00,P,13,0,0,,,,-0.100000,0.533333,0.800000,-0.066667
2004-11-19 20:00:00,EB,13,0,1,,,,,,,
2004-11-23 19:00:00,EB,9,0,1,,,,,,,
2004-11-24 18:00:00,EB,8,0,1,,,,-0.200000,-0.700000,-0.800000,
2004-11-25 16:00:00,EB,7,0,0,0.900000,0.100000,-0.350000,-0.400000,-0.638000,-0.925000,0.084172
2004-11-25 19:00:00,P,7,0,1,,,,,,0.500000,
2004-11-29 09:00:00,P,3,0,1,0.600000,-0.200000,-0.100000,-0.300000,-0.590667,-0.400000,
2004-11-29 11:00:00,EB,3,0,0,,0.000000,-0.100000,-0.100000,-0.172000,0.150000,-0.035215
2004-11-30 15:00:00,P,2,0,0,0.500000,-0.100000,-0.100000,-0.233333,-1.025000,-1.325000,0.042884
2004-12-02 13:45:00,GC_ME,0,0,0,0.300000,0.500000,0.500000,1.100000,3.125000,3.860000,-0.345989
2004-12-02 13:45:00,GC_PR,0,0,0,-0.100000,0.500000,0.100000,-0.166667,0.550000,0.820000,-0.025300
2004-12-02 14:30:00,GC_PC,0,0,0,0.200000,0.250000,0.450000,1.300000,3.016667,3.757143,-0.300314
