dgp,mode,R,T,p,H,estimator,variable,irmse_legacy_h1,irmse_h2,irmse_early,irmse_late,ibias_h2,ivar_h2
sparse,fmar,40,200,4,12,LP,1,0.09805454872,0.09953387355,0.09391286513,0.1042180472,0.01568771521,0.009708720363
sparse,fmar,40,200,4,12,LP,2,0.09507108329,0.09705462216,0.09602071545,0.09791621108,0.00843220437,0.009396557594
sparse,fmar,40,200,4,12,LP,3,0.08556030571,0.08657477253,0.07793794502,0.09377212879,0.0141489632,0.00733355551
sparse,fmar,40,200,4,12,BVAR,1,0.06947075414,0.06886400169,0.08211559371,0.05782100835,0.0308005272,0.003930161799
sparse,fmar,40,200,4,12,BVAR,2,0.06371766758,0.06354477082,0.07346254665,0.05527995764,0.007085580507,0.00410938587
sparse,fmar,40,200,4,12,BVAR,3,0.0611908011,0.06022218496,0.06664543489,0.05486947668,0.02405865474,0.002971066599
sparse,fmar,40,200,4,12,BLP-FMAR,1,0.07626704847,0.07635153936,0.08395521529,0.07001514275,0.02773632628,0.005161142971
sparse,fmar,40,200,4,12,BLP-FMAR,2,0.07115663942,0.07149862238,0.07875445127,0.0654520983,0.006956846522,0.005111833941
sparse,fmar,40,200,4,12,BLP-FMAR,3,0.06523165068,0.06463436139,0.06602457812,0.06347584746,0.01112449249,0.003961089705
sparse,fmar,40,200,4,12,BLP-block,1,0.07409326799,0.07395558212,0.08320425277,0.06624835658,0.02959524267,0.004679361917
sparse,fmar,40,200,4,12,BLP-block,2,0.07077321285,0.07119811408,0.07641986422,0.06684665563,0.007284130163,0.00503681945
sparse,fmar,40,200,4,12,BLP-block,3,0.06525897423,0.06469373618,0.06584510143,0.06373426514,0.01336367852,0.003887884339
sparse,fmar,40,200,4,12,BLP-pooled,1,0.072034063,0.07171107272,0.08278320597,0.06248429501,0.03019790118,0.004324207171
sparse,fmar,40,200,4,12,BLP-pooled,2,0.06924827546,0.06955153526,0.07452238449,0.0654091609,0.0071129393,0.004804404659
sparse,fmar,40,200,4,12,BLP-pooled,3,0.06435263045,0.06365846198,0.06620741668,0.06153433307,0.01570746918,0.003677483378
