dgp,scale_estimator,equation,block,horizon,tau_mean,tau_median,p_tau_gt1
sparse,pooled,1,2,8,0.3374235851,0.3000721809,0.0965625
sparse,pooled,1,2,9,0.3570937528,0.3141025485,0.1073125
sparse,pooled,1,2,10,0.375288022,0.3303045892,0.117
sparse,pooled,1,2,11,0.3943653089,0.3404372514,0.12475
sparse,pooled,1,2,12,0.4143816295,0.3452366906,0.1324375
sparse,pooled,1,3,1,0.2663610835,0.2264562284,0.01425
sparse,pooled,1,3,2,0.251823705,0.2163648558,0.011875
sparse,pooled,1,3,3,0.2509628842,0.2194270023,0.0103125
sparse,pooled,1,3,4,0.2558501232,0.2258970654,0.010875
sparse,pooled,1,3,5,0.2700371784,0.2384380728,0.01775
sparse,pooled,1,3,6,0.289922091,0.2563873981,0.02625
sparse,pooled,1,3,7,0.3155013325,0.2781916023,0.0391875
sparse,pooled,1,3,8,0.342070334,0.3017761919,0.0526875
sparse,pooled,1,3,9,0.3770977718,0.3339117808,0.07325
sparse,pooled,1,3,10,0.4138703004,0.3615864281,0.0979375
sparse,pooled,1,3,11,0.4411406575,0.3820675526,0.1189375
sparse,pooled,1,3,12,0.4688370006,0.3908476829,0.1358125
sparse,pooled,2,1,1,0.3281047602,0.2890987964,0.03125
sparse,pooled,2,1,2,0.3167323707,0.2853591603,0.02675
sparse,pooled,2,1,3,0.3312834293,0.2999289541,0.035125
sparse,pooled,2,1,4,0.3565298862,0.3250972057,0.0503125
sparse,pooled,2,1,5,0.3912188954,0.3578129729,0.07175
sparse,pooled,2,1,6,0.4385700467,0.4037230578,0.1085
sparse,pooled,2,1,7,0.4917870539,0.4522806676,0.1561875
sparse,pooled,2,1,8,0.5511237792,0.5030671954,0.2099375
sparse,pooled,2,1,9,0.611546259,0.5580147162,0.260375
sparse,pooled,2,1,10,0.6636122061,0.6013152115,0.2959375
sparse,pooled,2,1,11,0.7046360793,0.6313150822,0.3125
sparse,pooled,2,1,12,0.7339030159,0.6454173696,0.31575
sparse,pooled,2,2,1,0.2765382064,0.2365782,0.0186875
sparse,pooled,2,2,2,0.2644916999,0.2319739972,0.0150625
sparse,pooled,2,2,3,0.2669269474,0.2351608324,0.017
sparse,pooled,2,2,4,0.2781859124,0.2484783653,0.0228125
sparse,pooled,2,2,5,0.2949272372,0.2636210966,0.0308125
sparse,pooled,2,2,6,0.3168293319,0.2841352972,0.0465
sparse,pooled,2,2,7,0.3408236616,0.305518452,0.0644375
sparse,pooled,2,2,8,0.3680527675,0.330271512,0.0885
