dgp,scale_estimator,equation,block,horizon,tau_mean,tau_median,p_tau_gt1
sparse,block,1,1,1,0.6082140742,0.4166280564,0.16825
sparse,block,1,1,2,0.6352996682,0.4474642156,0.1815
sparse,block,1,1,3,0.6733685844,0.4739271236,0.203375
sparse,block,1,1,4,0.7590605183,0.5420775765,0.237375
sparse,block,1,1,5,0.8033229398,0.5672809628,0.253375
sparse,block,1,1,6,0.8688879959,0.615821572,0.286
sparse,block,1,1,7,0.8675114582,0.6323552334,0.2955
sparse,block,1,1,8,0.9270031562,0.6544527497,0.3134375
sparse,block,1,1,9,0.9465395204,0.6846233158,0.3283125
sparse,block,1,1,10,1.023322184,0.7378861368,0.3595625
sparse,block,1,1,11,1.011596431,0.706528765,0.3469375
sparse,block,1,1,12,1.039956453,0.7417699749,0.3623125
sparse,block,1,2,1,0.5674261297,0.3840542158,0.1461875
sparse,block,1,2,2,0.6306047109,0.4297472373,0.177625
sparse,block,1,2,3,0.7236628284,0.5022395332,0.22025
sparse,block,1,2,4,0.7626034621,0.5455304029,0.242375
sparse,block,1,2,5,0.7993337158,0.557004952,0.2510625
sparse,block,1,2,6,0.861957277,0.6191599393,0.2849375
sparse,block,1,2,7,0.9370944871,0.6852526489,0.3201875
sparse,block,1,2,8,1.015421705,0.7224046705,0.3480625
sparse,block,1,2,9,1.047827408,0.7662803479,0.36175
sparse,block,1,2,10,1.042813426,0.7678032294,0.359125
sparse,block,1,2,11,1.115664907,0.8137258731,0.37425
sparse,block,1,2,12,1.081488659,0.7625647102,0.365
sparse,block,1,3,1,0.5514074203,0.3730530975,0.143125
sparse,block,1,3,2,0.6070763256,0.4194691008,0.1670625
sparse,block,1,3,3,0.682276083,0.4712431064,0.2040625
sparse,block,1,3,4,0.7585672594,0.5357895951,0.238375
sparse,block,1,3,5,0.8767052453,0.6244425136,0.289625
sparse,block,1,3,6,0.9798142977,0.7192117979,0.342875
sparse,block,1,3,7,1.015786752,0.7391551488,0.3595625
sparse,block,1,3,8,1.091159632,0.8200121415,0.4006875
sparse,block,1,3,9,1.146912916,0.8348107461,0.407
sparse,block,1,3,10,1.155001437,0.8569694083,0.4118125
sparse,block,1,3,11,1.182588787,0.8674173336,0.4261875
sparse,block,1,3,12,1.128208547,0.8213007937,0.4035
sparse,block,2,1,1,0.5757644459,0.384256795,0.1516875
sparse,block,2,1,2,0.5906264173,0.4010613311,0.1555625
sparse,block,2,1,3,0.7256189165,0.5147004581,0.2291875
sparse,block,2,1,4,0.8228628832,0.6014737729,0.2773125
sparse,block,2,1,5,0.9500069797,0.6963311204,0.327
sparse,block,2,1,6,0.9791616526,0.7108975898,0.342
sparse,block,2,1,7,1.062813412,0.7933977497,0.374875
sparse,block,2,1,8,1.098141507,0.8136420271,0.39175
sparse,block,2,1,9,1.20029853,0.9004903786,0.424625
sparse,block,2,1,10,1.172088783,0.844180386,0.4116875
sparse,block,2,1,11,1.161504973,0.8428275724,0.4141875
sparse,block,2,1,12,1.233449349,0.9033945684,0.4419375
sparse,block,2,2,1,0.5994317906,0.4046409011,0.1648125
sparse,block,2,2,2,0.5995343418,0.4071797854,0.165875
sparse,block,2,2,3,0.7065884004,0.4796722515,0.207375
sparse,block,2,2,4,0.7313132865,0.5124395998,0.227125
sparse,block,2,2,5,0.7610612387,0.5402065778,0.246125
sparse,block,2,2,6,0.8686268264,0.6269942445,0.2935625
sparse,block,2,2,7,0.9205223185,0.6851918883,0.3205625
sparse,block,2,2,8,0.9153888752,0.6444023292,0.3075625
sparse,block,2,2,9,1.014778938,0.7582182426,0.3585625
sparse,block,2,2,10,1.039445617,0.7579313383,0.3684375
sparse,block,2,2,11,1.039672237,0.746444156,0.3614375
sparse,block,2,2,12,1.112423888,0.7878468252,0.38125
sparse,block,2,3,1,0.5872405323,0.4085353312,0.1606875
sparse,block,2,3,2,0.6205695296,0.4196186135,0.1731875
sparse,block,2,3,3,0.7564985866,0.5383803776,0.239875
sparse,block,2,3,4,0.8556174148,0.6198953704,0.2879375
sparse,block,2,3,5,0.9345653409,0.6930334659,0.32725
sparse,block,2,3,6,0.99112852,0.7454258692,0.3574375
sparse,block,2,3,7,1.043863693,0.7731889703,0.37175
sparse,block,2,3,8,1.050874072,0.7704672365,0.3764375
sparse,block,2,3,9,1.098936904,0.8106651433,0.39425
sparse,block,2,3,10,1.049153383,0.7644680313,0.3715
sparse,block,2,3,11,1.003977978,0.7213152889,0.3531875
sparse,block,2,3,12,1.056458593,0.7492709015,0.363625
sparse,block,3,1,1,0.5988353327,0.4152527115,0.164125
sparse,block,3,1,2,1.754509868,1.370232092,0.6561875
sparse,block,3,1,3,1.421015741,1.123558604,0.5605
sparse,block,3,1,4,1.397895065,1.103428376,0.54425
sparse,block,3,1,5,1.44417608,1.124037066,0.5481875
sparse,block,3,1,6,1.330092877,1.017710233,0.4936875
sparse,block,3,1,7,1.277954007,0.9610138545,0.4530625
sparse,block,3,1,8,1.223505543,0.9173971039,0.4396875
sparse,block,3,1,9,1.218875431,0.9018882565,0.434625
sparse,block,3,1,10,1.168209,0.8678756129,0.424625
sparse,block,3,1,11,1.102175183,0.800839696,0.3964375
sparse,block,3,1,12,1.103247177,0.7863046145,0.3874375
sparse,block,3,2,1,0.5798243567,0.3955014517,0.1535
sparse,block,3,2,2,0.6791052884,0.4736665175,0.2036875
sparse,block,3,2,3,0.7524259044,0.5323385543,0.242375
sparse,block,3,2,4,0.8485689145,0.6165568799,0.287375
sparse,block,3,2,5,0.9405410005,0.6935087844,0.3273125
sparse,block,3,2,6,0.9859028562,0.7274000199,0.345625
sparse,block,3,2,7,0.9938526342,0.7292019142,0.3466875
sparse,block,3,2,8,0.9758664085,0.6965382572,0.3350625
sparse,block,3,2,9,0.9988741376,0.7022603759,0.341875
sparse,block,3,2,10,0.9826029091,0.6940261341,0.3359375
sparse,block,3,2,11,1.048533631,0.7475994772,0.368
sparse,block,3,2,12,1.013839147,0.7076373115,0.3495
sparse,block,3,3,1,0.6023289727,0.4088928775,0.1714375
sparse,block,3,3,2,0.6256014318,0.4307666816,0.1760625
sparse,block,3,3,3,0.6914453171,0.4845718732,0.211625
sparse,block,3,3,4,0.76644798,0.5472955915,0.2428125
sparse,block,3,3,5,0.8418769316,0.6150621412,0.283625
sparse,block,3,3,6,0.8632388172,0.6304959342,0.294
sparse,block,3,3,7,0.9381052094,0.6935323462,0.3218125
sparse,block,3,3,8,0.9112050518,0.6605316399,0.3124375
sparse,block,3,3,9,0.9405288602,0.684578352,0.317
sparse,block,3,3,10,0.9398530346,0.6713303162,0.3274375
sparse,block,3,3,11,1.026429111,0.7195031401,0.3434375
sparse,block,3,3,12,1.039076143,0.7406211103,0.3618125
sparse,pooled,1,1,1,0.3362772306,0.2895276616,0.0375625
sparse,pooled,1,1,2,0.3246346959,0.2801215603,0.034625
sparse,pooled,1,1,3,0.3238644028,0.2835339568,0.0390625
sparse,pooled,1,1,4,0.3316969233,0.2907872098,0.0449375
sparse,pooled,1,1,5,0.3432426635,0.3035263553,0.050375
sparse,pooled,1,1,6,0.3558532277,0.3106114931,0.058375
sparse,pooled,1,1,7,0.3680373614,0.3216196613,0.06675
sparse,pooled,1,1,8,0.3867223832,0.3365178591,0.0813125
sparse,pooled,1,1,9,0.4049176257,0.3531609129,0.0961875
sparse,pooled,1,1,10,0.4224082515,0.3613027025,0.1113125
sparse,pooled,1,1,11,0.4350234164,0.3675148004,0.1245
sparse,pooled,1,1,12,0.4514954556,0.3745391858,0.1330625
sparse,pooled,1,2,1,0.3163977458,0.2619332423,0.0408125
sparse,pooled,1,2,2,0.3052962092,0.2593672355,0.03525
sparse,pooled,1,2,3,0.3093702134,0.262553012,0.037625
sparse,pooled,1,2,4,0.3176180511,0.274661945,0.045875
sparse,pooled,1,2,5,0.3356187683,0.2942324521,0.0609375
sparse,pooled,1,2,6,0.3585460673,0.3131060011,0.07975
sparse,pooled,1,2,7,0.3876940565,0.3386961428,0.102375
sparse,pooled,1,2,8,0.4189117941,0.3670794394,0.120875
sparse,pooled,1,2,9,0.446219998,0.3861374184,0.1290625
sparse,pooled,1,2,10,0.471498555,0.4031113166,0.13675
sparse,pooled,1,2,11,0.4962796184,0.4145930639,0.1450625
sparse,pooled,1,2,12,0.5139164528,0.4190899125,0.1520625
sparse,pooled,1,3,1,0.4127486304,0.3628859935,0.0559375
sparse,pooled,1,3,2,0.4039195881,0.3583989261,0.05475
sparse,pooled,1,3,3,0.4118018999,0.3707624942,0.0591875
