dgp,mode,R,T,p,H,estimator,variable,horizon,bias,variance,mse,rmse,coverage,avg_len,coverage_post,avg_len_post
sparse,fmar,40,200,2,12,BLP-FMAR,3,4,-0.01747470459,0.003545014086,0.003850379386,0.06205142534,0.925,0.2363542869,NaN,NaN
sparse,fmar,40,200,2,12,BLP-FMAR,3,5,-0.006495358428,0.00416027853,0.004202468211,0.06482644685,0.925,0.2387818659,NaN,NaN
sparse,fmar,40,200,2,12,BLP-FMAR,3,6,-0.006947363676,0.00388237161,0.003930637472,0.06269479621,0.95,0.2395106916,NaN,NaN
sparse,fmar,40,200,2,12,BLP-FMAR,3,7,0.0001643907554,0.005113874397,0.005113901421,0.07151154747,0.875,0.2512747546,NaN,NaN
sparse,fmar,40,200,2,12,BLP-FMAR,3,8,0.003304280296,0.004544067917,0.004554986185,0.06749063776,0.925,0.2408188047,NaN,NaN
sparse,fmar,40,200,2,12,BLP-FMAR,3,9,0.006095887015,0.004150135263,0.004187295102,0.06470931233,0.9,0.2413318219,NaN,NaN
sparse,fmar,40,200,2,12,BLP-FMAR,3,10,0.005270164996,0.00371941656,0.003747191199,0.06121430551,0.9,0.2498634615,NaN,NaN
sparse,fmar,40,200,2,12,BLP-FMAR,3,11,0.006053743653,0.003331992853,0.003368640666,0.05803999195,0.95,0.2442973137,NaN,NaN
sparse,fmar,40,200,2,12,BLP-FMAR,3,12,-0.0005583641723,0.002811503672,0.002811815443,0.05302655413,0.975,0.2515834605,NaN,NaN
sparse,fmar,40,200,2,12,BLP-block,1,1,-0.02026606795,0.00447029673,0.00488101024,0.06986422719,0.9,0.228920495,0.575,0.1157315985
sparse,fmar,40,200,2,12,BLP-block,1,2,-0.03103070814,0.003999460757,0.004962365605,0.07044406011,0.9,0.2516288191,0.775,0.1470009377
sparse,fmar,40,200,2,12,BLP-block,1,3,-0.04109903624,0.004408074949,0.006097205728,0.07808460622,0.875,0.2757286136,0.75,0.162375165
sparse,fmar,40,200,2,12,BLP-block,1,4,-0.04321971221,0.005177197521,0.007045141044,0.08393533847,0.9,0.2985146856,0.8,0.1660376094
sparse,fmar,40,200,2,12,BLP-block,1,5,-0.0387319381,0.005210237206,0.006710400235,0.08191703263,0.925,0.3115291728,0.775,0.1798590007
sparse,fmar,40,200,2,12,BLP-block,1,6,-0.03980392583,0.006185319847,0.007769672358,0.08814574498,0.925,0.3161476058,0.75,0.1853528327
sparse,fmar,40,200,2,12,BLP-block,1,7,-0.03811841996,0.004705311448,0.006158325388,0.07847499849,0.975,0.3195574638,0.775,0.184969113
sparse,fmar,40,200,2,12,BLP-block,1,8,-0.03732850289,0.005129193691,0.006522610819,0.08076268209,0.95,0.3239466877,0.775,0.1885408051
sparse,fmar,40,200,2,12,BLP-block,1,9,-0.03014751249,0.003913079619,0.004821952129,0.06944027742,0.95,0.3209715321,0.825,0.1935589614
sparse,fmar,40,200,2,12,BLP-block,1,10,-0.02474072513,0.003613267437,0.004225370918,0.06500285315,1,0.3249998526,0.825,0.1942277013
sparse,fmar,40,200,2,12,BLP-block,1,11,-0.02313217234,0.003294151582,0.003829248979,0.06188092581,0.975,0.317994099,0.825,0.1907859637
sparse,fmar,40,200,2,12,BLP-block,1,12,-0.02705894716,0.003069015611,0.003801202232,0.06165389065,0.975,0.315049349,0.85,0.1903454779
sparse,fmar,40,200,2,12,BLP-block,2,1,-0.0003304533798,0.003837996365,0.003838105564,0.06195244599,0.9,0.2116293011,0.6,0.1053193372
sparse,fmar,40,200,2,12,BLP-block,2,2,0.0004636231545,0.003614292697,0.003614507643,0.06012077547,0.925,0.2390614745,0.775,0.1382075163
sparse,fmar,40,200,2,12,BLP-block,2,3,-0.01443935158,0.004504313025,0.004712807899,0.06864989366,0.925,0.2515403617,0.725,0.1484883685
sparse,fmar,40,200,2,12,BLP-block,2,4,-0.01851261422,0.005225542923,0.005568259808,0.0746207733,0.9,0.2684808483,0.75,0.1597501349
sparse,fmar,40,200,2,12,BLP-block,2,5,-0.01920831712,0.006194072093,0.00656303154,0.0810125394,0.85,0.2780121683,0.775,0.1657332797
sparse,fmar,40,200,2,12,BLP-block,2,6,-0.01912609285,0.005232399478,0.005598206906,0.07482116616,0.875,0.2838959929,0.725,0.1682652554
sparse,fmar,40,200,2,12,BLP-block,2,7,-0.01091896376,0.004058950984,0.004178174753,0.06463880223,0.925,0.2845222162,0.8,0.1683798954
sparse,fmar,40,200,2,12,BLP-block,2,8,-0.00690423399,0.004203833982,0.004251502429,0.06520354614,0.95,0.2944958906,0.75,0.1763412761
sparse,fmar,40,200,2,12,BLP-block,2,9,-0.004251492417,0.003785507268,0.003803582456,0.06167319074,0.975,0.3051138372,0.9,0.1782852683
sparse,fmar,40,200,2,12,BLP-block,2,10,-0.002872443958,0.005391377047,0.005399627982,0.07348216098,0.975,0.3094378692,0.875,0.1778362336
sparse,fmar,40,200,2,12,BLP-block,2,11,-0.005777002776,0.004735967756,0.004769341517,0.06906041932,0.95,0.2864071039,0.8,0.1803041201
sparse,fmar,40,200,2,12,BLP-block,2,12,-0.01362858916,0.005830291459,0.006016029901,0.07756307047,0.925,0.2934629729,0.825,0.1856300344
sparse,fmar,40,200,2,12,BLP-block,3,1,-0.04309137868,0.004932161268,0.006789028185,0.08239555926,0.75,0.2065564062,0.525,0.09914186798
sparse,fmar,40,200,2,12,BLP-block,3,2,-0.06298864909,0.003301823402,0.007269393316,0.08526073725,0.7,0.2129360036,0.65,0.1761700136
sparse,fmar,40,200,2,12,BLP-block,3,3,-0.006503818961,0.00351804299,0.003560342651,0.05966860692,0.925,0.2283655125,0.775,0.1654623319
sparse,fmar,40,200,2,12,BLP-block,3,4,-0.01006396037,0.003769556189,0.003870839488,0.06221607098,0.875,0.2371162683,0.8,0.1651722156
sparse,fmar,40,200,2,12,BLP-block,3,5,-0.0006518771843,0.004896560883,0.004896985827,0.06997846688,0.875,0.2393972083,0.75,0.1697974682
sparse,fmar,40,200,2,12,BLP-block,3,6,-0.004249599247,0.004353947588,0.004372006682,0.06612115155,0.925,0.2399143725,0.725,0.1708666351
sparse,fmar,40,200,2,12,BLP-block,3,7,-0.0005659171245,0.005988685179,0.005989005441,0.07738866481,0.825,0.2513907487,0.7,0.1642006598
sparse,fmar,40,200,2,12,BLP-block,3,8,0.002329939032,0.005256153153,0.005261581769,0.0725367615,0.925,0.2405916731,0.75,0.1667331958
sparse,fmar,40,200,2,12,BLP-block,3,9,0.005163572659,0.004744617411,0.004771279894,0.06907445182,0.875,0.2405097764,0.75,0.1642880457
sparse,fmar,40,200,2,12,BLP-block,3,10,0.003569009383,0.00336031808,0.003373055908,0.0580780157,0.925,0.2496490569,0.85,0.1639347298
sparse,fmar,40,200,2,12,BLP-block,3,11,0.00692405093,0.003752739505,0.003800681986,0.06164967142,0.95,0.2444555762,0.75,0.1591689397
sparse,fmar,40,200,2,12,BLP-block,3,12,-0.004806223946,0.003454738322,0.003477838111,0.05897319824,0.95,0.2506019137,0.8,0.1592769879
sparse,fmar,40,200,2,12,BLP-pooled,1,1,-0.02171237517,0.004313291893,0.004784719128,0.0691716642,0.9,0.2293584958,0.425,0.08523203752
