scale_estimator,equation,block,null_mean,q90,q95,q99,argmax_freq,pgt1_mean,pgt1_q95,eq_maxstat_q95,eq_pflag_q95,eq_coverage_under_null
block,ois1m,ois1m,0.9715,1.5275,1.7398,2.5748,0.3550,0.3599,0.7834,1.9928,0.8050,0.4659
block,ois1m,ip,0.8401,1.3039,1.4838,2.1837,0.1700,0.3073,0.6656,1.9928,0.8050,0.4659
block,ois1m,hicp_sa,0.8169,1.2738,1.5187,1.9899,0.2350,0.2841,0.6823,1.9928,0.8050,0.4659
block,ois1m,stoxx,0.8071,1.2129,1.3169,1.6001,0.2400,0.2928,0.6177,1.9928,0.8050,0.4659
block,ip,ois1m,0.9568,1.5212,1.7164,2.1297,0.3350,0.3503,0.7034,1.9355,0.7607,0.6464
block,ip,ip,0.8101,1.2990,1.3911,1.6919,0.1400,0.2883,0.6159,1.9355,0.7607,0.6464
block,ip,hicp_sa,0.9162,1.4005,1.4968,2.0736,0.3400,0.3380,0.7004,1.9355,0.7607,0.6464
block,ip,stoxx,0.8292,1.2576,1.4806,1.6325,0.1850,0.3039,0.6774,1.9355,0.7607,0.6464
block,hicp_sa,ois1m,0.9263,1.4594,1.6310,2.0125,0.1200,0.3378,0.6937,2.3496,0.8985,0.7259
block,hicp_sa,ip,0.7795,1.1539,1.4150,1.8405,0.0650,0.2739,0.6368,2.3496,0.8985,0.7259
block,hicp_sa,hicp_sa,1.3121,1.9975,2.1888,2.6491,0.6300,0.5396,0.8957,2.3496,0.8985,0.7259
block,hicp_sa,stoxx,0.8815,1.4191,1.5642,1.9616,0.1850,0.3303,0.7374,2.3496,0.8985,0.7259
block,stoxx,ois1m,0.9616,1.5008,1.7953,2.1564,0.2700,0.3509,0.7039,2.0333,0.8395,0.7750
block,stoxx,ip,0.8572,1.3158,1.4269,1.6801,0.1550,0.3192,0.6711,2.0333,0.8395,0.7750
block,stoxx,hicp_sa,0.8932,1.3761,1.7116,2.0354,0.2550,0.3193,0.7000,2.0333,0.8395,0.7750
block,stoxx,stoxx,0.9330,1.4982,1.7121,1.9812,0.3200,0.3629,0.7865,2.0333,0.8395,0.7750
pooled,ois1m,ois1m,0.6694,1.5037,1.7970,2.7549,0.2700,0.2576,0.9545,2.0280,0.9836,0.4645
pooled,ois1m,ip,0.5848,1.3257,1.5269,2.4339,0.1800,0.2171,0.8697,2.0280,0.9836,0.4645
pooled,ois1m,hicp_sa,0.5398,1.1762,1.3959,2.0265,0.2300,0.1615,0.8484,2.0280,0.9836,0.4645
pooled,ois1m,stoxx,0.5639,1.1853,1.3496,1.8916,0.3200,0.1933,0.8007,2.0280,0.9836,0.4645
pooled,ip,ois1m,0.6619,1.6070,1.8823,2.4637,0.2900,0.2482,0.9269,2.0037,0.9592,0.6473
pooled,ip,ip,0.5261,1.2565,1.5016,2.0528,0.1550,0.1785,0.8467,2.0037,0.9592,0.6473
pooled,ip,hicp_sa,0.6907,1.3513,1.5376,2.0718,0.3750,0.2334,0.8578,2.0037,0.9592,0.6473
pooled,ip,stoxx,0.5699,1.2640,1.4511,1.7894,0.1800,0.1940,0.8566,2.0037,0.9592,0.6473
pooled,hicp_sa,ois1m,0.6380,1.4303,1.6525,2.1546,0.0950,0.2229,0.8918,2.4683,0.9931,0.7245
pooled,hicp_sa,ip,0.4949,1.1618,1.4205,2.0585,0.0650,0.1614,0.8014,2.4683,0.9931,0.7245
pooled,hicp_sa,hicp_sa,1.1820,2.0700,2.2099,2.6444,0.6950,0.5345,0.9930,2.4683,0.9931,0.7245
pooled,hicp_sa,stoxx,0.6616,1.4602,1.5667,2.0122,0.1450,0.2451,0.9261,2.4683,0.9931,0.7245
pooled,stoxx,ois1m,0.6653,1.4160,1.8227,2.3364,0.2550,0.2358,0.8654,2.2497,0.9803,0.7782
pooled,stoxx,ip,0.6166,1.3201,1.4867,1.8355,0.1650,0.2317,0.8499,2.2497,0.9803,0.7782
pooled,stoxx,hicp_sa,0.6423,1.2939,1.8644,2.3183,0.2500,0.2078,0.8796,2.2497,0.9803,0.7782
pooled,stoxx,stoxx,0.6970,1.5133,1.7313,1.9698,0.3300,0.2721,0.9612,2.2497,0.9803,0.7782
