scale_estimator,equation,block,null_mean,q90,q95,q99,argmax_freq,pgt1_mean,pgt1_q95,eq_maxstat_q95,eq_pflag_q95,eq_coverage_under_null
block,ois1m,ois1m,1.0228,1.6465,1.8891,2.3010,0.4233,0.3786,0.7543,2.0630,0.8192,0.5667
block,ois1m,ip,0.8365,1.3040,1.5884,1.8787,0.1333,0.3013,0.6936,2.0630,0.8192,0.5667
block,ois1m,hicp_sa,0.8863,1.4178,1.6006,2.0928,0.2800,0.3185,0.6914,2.0630,0.8192,0.5667
block,ois1m,stoxx,0.8222,1.2890,1.4786,1.8139,0.1633,0.3000,0.6622,2.0630,0.8192,0.5667
block,ip,ois1m,0.9584,1.5503,1.7631,2.2538,0.3367,0.3447,0.7028,2.0379,0.8120,0.7088
block,ip,ip,0.7787,1.2041,1.4548,1.7427,0.1467,0.2695,0.5874,2.0379,0.8120,0.7088
block,ip,hicp_sa,0.9409,1.4826,1.6427,2.2016,0.3533,0.3511,0.7251,2.0379,0.8120,0.7088
block,ip,stoxx,0.8037,1.2226,1.4309,1.7471,0.1633,0.2883,0.6497,2.0379,0.8120,0.7088
block,hicp_sa,ois1m,1.0039,1.5376,1.7402,2.1369,0.2133,0.3802,0.7236,2.2399,0.9209,0.7358
block,hicp_sa,ip,0.8094,1.2800,1.4904,1.8404,0.0867,0.2901,0.6431,2.2399,0.9209,0.7358
block,hicp_sa,hicp_sa,1.2929,2.0612,2.2139,2.6552,0.5567,0.5366,0.9209,2.2399,0.9209,0.7358
block,hicp_sa,stoxx,0.8259,1.2433,1.4474,1.6203,0.1433,0.2990,0.6144,2.2399,0.9209,0.7358
block,stoxx,ois1m,1.0123,1.6653,1.9092,2.3887,0.3067,0.3656,0.7398,2.1107,0.8233,0.8188
block,stoxx,ip,0.8221,1.2352,1.5941,2.1241,0.1267,0.2940,0.6607,2.1107,0.8233,0.8188
block,stoxx,hicp_sa,0.8956,1.4442,1.6215,1.8394,0.2800,0.3275,0.7145,2.1107,0.8233,0.8188
block,stoxx,stoxx,0.9198,1.4543,1.5760,1.8328,0.2867,0.3557,0.7193,2.1107,0.8233,0.8188
pooled,ois1m,ois1m,0.7414,1.6959,2.0181,2.6266,0.3400,0.2935,0.9521,2.2821,0.9810,0.5661
pooled,ois1m,ip,0.5794,1.3627,1.7050,2.4325,0.1567,0.2029,0.9376,2.2821,0.9810,0.5661
pooled,ois1m,hicp_sa,0.6377,1.3248,1.6735,2.3665,0.3067,0.2096,0.8674,2.2821,0.9810,0.5661
pooled,ois1m,stoxx,0.5828,1.2964,1.4996,1.9653,0.1967,0.2086,0.8411,2.2821,0.9810,0.5661
pooled,ip,ois1m,0.6597,1.5607,1.8609,2.4714,0.2833,0.2314,0.9325,2.0840,0.9603,0.7036
pooled,ip,ip,0.4869,1.2009,1.4157,1.9618,0.1533,0.1507,0.7660,2.0840,0.9603,0.7036
pooled,ip,hicp_sa,0.7131,1.3740,1.6734,2.3329,0.3767,0.2611,0.8869,2.0840,0.9603,0.7036
pooled,ip,stoxx,0.5395,1.1545,1.4175,1.7595,0.1867,0.1698,0.8093,2.0840,0.9603,0.7036
pooled,hicp_sa,ois1m,0.7398,1.5294,1.7471,2.4938,0.1867,0.2944,0.9207,2.3884,0.9974,0.7358
pooled,hicp_sa,ip,0.5635,1.3000,1.5804,1.9078,0.1100,0.1961,0.8749,2.3884,0.9974,0.7358
pooled,hicp_sa,hicp_sa,1.1395,2.0601,2.2929,2.8038,0.5467,0.5234,0.9967,2.3884,0.9974,0.7358
pooled,hicp_sa,stoxx,0.5857,1.1869,1.4183,1.7541,0.1567,0.1916,0.8261,2.3884,0.9974,0.7358
pooled,stoxx,ois1m,0.7445,1.6770,2.1686,2.8934,0.2667,0.2727,0.9353,2.3276,0.9765,0.8236
pooled,stoxx,ip,0.5586,1.2427,1.7390,2.3640,0.1500,0.1857,0.8444,2.3276,0.9765,0.8236
pooled,stoxx,hicp_sa,0.6215,1.3690,1.5414,2.0781,0.2633,0.2233,0.8629,2.3276,0.9765,0.8236
pooled,stoxx,stoxx,0.6940,1.4201,1.5452,1.9566,0.3200,0.2758,0.9043,2.3276,0.9765,0.8236
