instrument,F_eff,variable,h,theta,se,lo,hi,ar_lo,ar_hi,ar_unbounded,theta_la,lo_la,hi_la
z_gcs_1m_adj_kilian,7.518,hicp_sa,47,-1.145673,3.685460,-7.207715,4.916369,-5.568225,10.463526,0,-2.402908,-7.645385,2.839569
z_gcs_1m_adj_kilian,7.518,hicp_sa,48,-1.289201,3.385302,-6.857528,4.279126,-5.520829,9.205236,0,-2.621824,-7.686290,2.442643
z_gcs_1m_adj_kilian,7.518,stoxx,0,11.577359,12.751641,-9.397223,32.551942,-11.375594,40.906133,0,11.202273,-12.542262,34.946809
z_gcs_1m_adj_kilian,7.518,stoxx,1,31.531918,19.854690,-1.126141,64.189977,-1.228321,81.168643,0,31.788850,-4.439838,68.017537
z_gcs_1m_adj_kilian,7.518,stoxx,2,53.251846,26.843816,9.097698,97.405994,19.697076,141.836439,0,48.784663,2.837563,94.731762
z_gcs_1m_adj_kilian,7.518,stoxx,3,57.748322,30.418050,7.715082,107.781562,16.683955,147.481570,0,54.674031,1.202990,108.145072
z_gcs_1m_adj_kilian,7.518,stoxx,4,52.487224,33.977284,-3.400434,108.374883,-3.575294,132.333841,0,47.792579,-9.971752,105.556911
z_gcs_1m_adj_kilian,7.518,stoxx,5,24.962341,46.382496,-51.330076,101.254757,-56.207027,122.365582,0,16.075785,-56.177000,88.328570
z_gcs_1m_adj_kilian,7.518,stoxx,6,30.256006,47.879475,-48.498722,109.010734,-53.533075,133.196877,0,18.453337,-48.780546,85.687221
z_gcs_1m_adj_kilian,7.518,stoxx,7,27.419938,38.629611,-36.120117,90.959993,-44.044842,106.610640,0,9.818802,-49.172962,68.810567
z_gcs_1m_adj_kilian,7.518,stoxx,8,3.212327,37.022082,-57.683579,64.108233,-81.938462,62.447659,0,-20.662571,-89.611283,48.286142
z_gcs_1m_adj_kilian,7.518,stoxx,9,5.730215,36.897980,-54.961561,66.421990,-79.135138,64.766982,0,-14.570634,-87.563866,58.422597
z_gcs_1m_adj_kilian,7.518,stoxx,10,11.610931,38.046942,-50.970719,74.192581,-66.385299,81.997773,0,-8.703110,-82.112771,64.706551
z_gcs_1m_adj_kilian,7.518,stoxx,11,57.321583,35.891756,-1.715102,116.358268,-1.899815,136.283446,0,41.804016,-26.768225,110.376258
z_gcs_1m_adj_kilian,7.518,stoxx,12,77.897238,30.274135,28.100717,127.693758,35.513449,156.609988,0,65.084138,-1.721223,131.889498
z_gcs_1m_adj_kilian,7.518,stoxx,13,77.068938,33.520443,21.932716,132.205160,30.140318,164.222089,0,63.257071,-1.300387,127.814529
z_gcs_1m_adj_kilian,7.518,stoxx,14,91.622023,42.747322,21.308936,161.935110,31.775773,200.627693,0,78.923942,8.391495,149.456390
z_gcs_1m_adj_kilian,7.518,stoxx,15,109.851378,54.733105,19.823431,199.879325,33.225030,252.157452,0,98.374513,17.956997,178.792029
z_gcs_1m_adj_kilian,7.518,stoxx,16,92.849102,52.944622,5.762948,179.935256,16.079400,225.210657,0,83.616738,11.178282,156.055195
z_gcs_1m_adj_kilian,7.518,stoxx,17,69.638704,47.993653,-9.303830,148.581238,-2.351775,184.823471,0,58.158282,-8.456441,124.773004
z_gcs_1m_adj_kilian,7.518,stoxx,18,47.718737,48.269139,-31.676931,127.114405,-29.511885,156.324300,0,32.218582,-30.446651,94.883814
z_gcs_1m_adj_kilian,7.518,stoxx,19,74.170118,44.219841,1.434952,146.905284,7.840356,178.086745,0,62.989691,-4.179272,130.158655
z_gcs_1m_adj_kilian,7.518,stoxx,20,75.065529,39.075340,10.792315,139.338743,18.406286,172.753879,0,62.541434,-5.463729,130.546598
z_gcs_1m_adj_kilian,7.518,stoxx,21,61.488429,37.607374,-0.370197,123.347054,6.957737,153.626495,0,50.035749,-11.915949,111.987448
z_gcs_1m_adj_kilian,7.518,stoxx,22,43.792176,36.523944,-16.284366,103.868718,-10.993740,129.623445,0,32.585982,-31.947050,97.119014
z_gcs_1m_adj_kilian,7.518,stoxx,23,8.252911,31.076553,-42.863470,59.369292,-46.131057,70.406017,0,-7.192503,-64.498871,50.113865
z_gcs_1m_adj_kilian,7.518,stoxx,24,21.220256,23.654258,-17.687536,60.128048,-21.357408,68.528772,0,9.322351,-44.490430,63.135132
z_gcs_1m_adj_kilian,7.518,stoxx,25,20.539190,23.839659,-18.673559,59.751939,-22.372196,67.026525,0,7.105634,-44.648901,58.860169
z_gcs_1m_adj_kilian,7.518,stoxx,26,5.357949,22.726668,-32.024094,42.739991,-40.095388,45.129618,0,-9.454722,-52.489435,33.579992
z_gcs_1m_adj_kilian,7.518,stoxx,27,-2.214446,26.207055,-45.321216,40.892324,-58.559615,41.027195,0,-10.174548,-53.550378,33.201281
z_gcs_1m_adj_kilian,7.518,stoxx,28,12.801008,27.983596,-33.227912,58.829928,-41.767005,63.171482,0,6.608250,-42.360216,55.576717
z_gcs_1m_adj_kilian,7.518,stoxx,29,16.411508,28.256642,-30.066533,62.889549,-35.863280,70.099129,0,11.235814,-40.619877,63.091504
z_gcs_1m_adj_kilian,7.518,stoxx,30,3.157433,34.419123,-53.456987,59.771853,-65.680814,65.111855,0,-0.047289,-53.637577,53.542998
z_gcs_1m_adj_kilian,7.518,stoxx,31,2.009899,31.638886,-50.031438,54.051235,-56.522040,62.123782,0,3.051719,-52.880971,58.984409
z_gcs_1m_adj_kilian,7.518,stoxx,32,16.212962,32.515868,-37.270881,69.696805,-35.812427,90.999458,0,17.271528,-42.930665,77.473722
z_gcs_1m_adj_kilian,7.518,stoxx,33,21.288432,33.773682,-34.264332,76.841196,-34.438144,97.279218,0,19.691754,-40.777840,80.161348
z_gcs_1m_adj_kilian,7.518,stoxx,34,29.106122,30.611914,-21.245995,79.458240,-19.872940,99.513524,0,28.379075,-31.761548,88.519697
z_gcs_1m_adj_kilian,7.518,stoxx,35,16.443521,29.944475,-32.810758,65.697800,-38.953758,73.338024,0,21.423536,-35.444799,78.291872
z_gcs_1m_adj_kilian,7.518,stoxx,36,4.491464,25.376773,-37.249614,46.232541,-42.455567,52.707333,0,9.188458,-42.743311,61.120228
z_gcs_1m_adj_kilian,7.518,stoxx,37,-10.914561,21.551993,-46.364434,24.535313,-56.173746,26.801427,0,-8.075013,-59.002505,42.852479
z_gcs_1m_adj_kilian,7.518,stoxx,38,-10.252276,17.456301,-38.965337,18.460784,-55.638660,14.186545,0,-4.788204,-55.215900,45.639492
z_gcs_1m_adj_kilian,7.518,stoxx,39,-24.452470,18.352469,-54.639595,5.734656,-74.004137,0.323364,0,-18.053077,-71.191711,35.085557
z_gcs_1m_adj_kilian,7.518,stoxx,40,-46.858184,19.539309,-78.997487,-14.718881,-101.568249,-21.457083,0,-35.378647,-90.709947,19.952654
z_gcs_1m_adj_kilian,7.518,stoxx,41,-40.867917,21.110874,-75.592214,-6.143620,-99.978364,-13.423782,0,-32.236680,-89.585113,25.111753
z_gcs_1m_adj_kilian,7.518,stoxx,42,-40.115218,26.897851,-84.358245,4.127810,-123.498555,-7.837797,0,-32.822606,-92.293772,26.648560
z_gcs_1m_adj_kilian,7.518,stoxx,43,-48.547671,31.939793,-101.083955,3.988613,-155.545978,-11.816909,0,-39.287475,-103.221379,24.646429
z_gcs_1m_adj_kilian,7.518,stoxx,44,-47.114287,30.070832,-96.576404,2.347830,-143.340949,-11.029289,0,-39.359290,-103.782108,25.063529
z_gcs_1m_adj_kilian,7.518,stoxx,45,-32.560892,26.055504,-75.418382,10.296599,-100.305202,6.522364,0,-21.960655,-80.558259,36.636949
z_gcs_1m_adj_kilian,7.518,stoxx,46,-29.676801,25.180986,-71.095836,11.742235,-98.924512,5.576580,0,-14.657101,-70.898967,41.584764
z_gcs_1m_adj_kilian,7.518,stoxx,47,-38.508517,29.290491,-86.687088,9.670053,-117.592843,2.498170,0,-20.555749,-78.120840,37.009343
z_gcs_1m_adj_kilian,7.518,stoxx,48,-41.245154,34.853597,-98.574220,16.083912,-137.092546,7.549883,0,-22.953308,-80.292820,34.386203
z_gc_1m_adj_jk_sum,7.235,ois1m,0,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0,1.000000,1.000000,1.000000
z_gc_1m_adj_jk_sum,7.235,ois1m,1,0.809697,0.386750,0.173550,1.445844,-0.292540,1.351147,0,0.911362,0.246040,1.576683
z_gc_1m_adj_jk_sum,7.235,ois1m,2,0.170564,0.562709,-0.755010,1.096138,-1.658241,0.817680,0,0.249081,-0.881245,1.379408
z_gc_1m_adj_jk_sum,7.235,ois1m,3,-0.029944,0.772443,-1.300500,1.240612,-2.463140,0.858366,0,0.064056,-1.479093,1.607205
z_gc_1m_adj_jk_sum,7.235,ois1m,4,0.764086,0.719645,-0.419625,1.947796,-1.322885,1.627659,0,0.841280,-0.860149,2.542710
z_gc_1m_adj_jk_sum,7.235,ois1m,5,0.972368,0.621756,-0.050329,1.995065,-0.550934,1.842826,0,0.960590,-0.612035,2.533215
z_gc_1m_adj_jk_sum,7.235,ois1m,6,1.238143,0.662987,0.147626,2.328660,-0.286728,2.265773,0,1.278221,-0.514364,3.070806
z_gc_1m_adj_jk_sum,7.235,ois1m,7,1.032497,0.783684,-0.256549,2.321542,-0.730793,2.247207,0,1.004588,-0.950734,2.959910
z_gc_1m_adj_jk_sum,7.235,ois1m,8,1.376374,0.725282,0.183392,2.569356,-0.001661,2.718144,0,1.191351,-0.671807,3.054508
z_gc_1m_adj_jk_sum,7.235,ois1m,9,0.995725,0.832070,-0.372908,2.364359,-0.626812,2.451848,0,0.698749,-1.490917,2.888416
z_gc_1m_adj_jk_sum,7.235,ois1m,10,0.748921,0.923692,-0.770417,2.268258,-1.006094,2.411566,0,0.266963,-2.088181,2.622108
z_gc_1m_adj_jk_sum,7.235,ois1m,11,1.108202,0.839285,-0.272300,2.488703,-0.360548,2.786773,0,0.584798,-1.623348,2.792945
z_gc_1m_adj_jk_sum,7.235,ois1m,12,0.762219,0.827935,-0.599614,2.124051,-0.686668,2.418089,0,0.223687,-2.045986,2.493359
z_gc_1m_adj_jk_sum,7.235,ois1m,13,0.926789,0.929765,-0.602538,2.456117,-0.560835,2.972272,0,0.522823,-1.578490,2.624135
z_gc_1m_adj_jk_sum,7.235,ois1m,14,1.446566,1.093433,-0.351972,3.245104,-0.138913,4.070806,0,1.095633,-0.769454,2.960719
z_gc_1m_adj_jk_sum,7.235,ois1m,15,1.363428,1.101854,-0.448960,3.175816,-0.234260,3.952784,0,1.052131,-0.828444,2.932706
z_gc_1m_adj_jk_sum,7.235,ois1m,16,1.150781,1.192505,-0.810715,3.112278,-0.697602,3.774293,0,0.889709,-1.153831,2.933250
z_gc_1m_adj_jk_sum,7.235,ois1m,17,1.408426,1.185247,-0.541132,3.357984,-0.369445,4.134494,0,1.009395,-0.939831,2.958622
z_gc_1m_adj_jk_sum,7.235,ois1m,18,1.336329,1.156243,-0.565520,3.238179,-0.398035,3.937875,0,0.822574,-1.208935,2.854084
z_gc_1m_adj_jk_sum,7.235,ois1m,19,1.117762,1.205984,-0.865904,3.101429,-0.751512,3.770926,0,0.564002,-1.645300,2.773305
z_gc_1m_adj_jk_sum,7.235,ois1m,20,0.810740,1.116121,-1.025116,2.646596,-0.807635,3.377818,0,0.073021,-2.186294,2.332336
z_gc_1m_adj_jk_sum,7.235,ois1m,21,0.865568,1.112151,-0.963758,2.694894,-0.691444,3.479123,0,0.091940,-2.184527,2.368407
z_gc_1m_adj_jk_sum,7.235,ois1m,22,0.298076,1.042315,-1.416379,2.012531,-1.265396,2.591169,0,-0.515511,-3.049409,2.018387
z_gc_1m_adj_jk_sum,7.235,ois1m,23,0.018332,0.890500,-1.446410,1.483074,-1.317418,1.932907,0,-0.954417,-3.486901,1.578066
z_gc_1m_adj_jk_sum,7.235,ois1m,24,0.016961,0.815139,-1.323823,1.357746,-1.246504,1.687997,0,-0.931392,-3.516500,1.653716
z_gc_1m_adj_jk_sum,7.235,ois1m,25,-0.349778,1.000578,-1.995582,1.296026,-2.150818,1.401233,0,-1.306553,-4.295588,1.682481
z_gc_1m_adj_jk_sum,7.235,ois1m,26,-0.774539,1.122307,-2.620570,1.071493,-2.906923,1.077269,0,-1.666536,-4.612846,1.279775
z_gc_1m_adj_jk_sum,7.235,ois1m,27,-1.429924,1.329888,-3.617395,0.757548,-4.023206,0.697898,0,-2.228337,-5.330028,0.873354
z_gc_1m_adj_jk_sum,7.235,ois1m,28,-1.407543,1.322352,-3.582618,0.767533,-3.986129,0.708221,0,-2.117622,-4.902254,0.667009
z_gc_1m_adj_jk_sum,7.235,ois1m,29,-1.272660,1.235095,-3.304210,0.758890,-3.557585,0.765246,0,-2.056654,-4.430264,0.316957
z_gc_1m_adj_jk_sum,7.235,ois1m,30,-1.396766,1.163430,-3.310439,0.516906,-3.490941,0.581065,0,-2.253103,-4.504843,-0.001363
z_gc_1m_adj_jk_sum,7.235,ois1m,31,-1.181601,0.958770,-2.758637,0.395434,-2.859448,0.496246,0,-1.962339,-3.893042,-0.031636
z_gc_1m_adj_jk_sum,7.235,ois1m,32,-1.235950,0.957040,-2.810141,0.338241,-2.862918,0.486722,0,-2.038970,-3.920589,-0.157351
z_gc_1m_adj_jk_sum,7.235,ois1m,33,-1.108425,0.921725,-2.624527,0.407678,-2.721443,0.504594,0,-1.967902,-3.893052,-0.042752
z_gc_1m_adj_jk_sum,7.235,ois1m,34,-1.159015,0.952442,-2.725643,0.407613,-2.873411,0.412515,0,-2.001309,-3.945572,-0.057045
z_gc_1m_adj_jk_sum,7.235,ois1m,35,-1.034728,0.854826,-2.440792,0.371336,-2.530674,0.418476,0,-1.775036,-3.496158,-0.053913
z_gc_1m_adj_jk_sum,7.235,ois1m,36,-0.684629,0.795297,-1.992775,0.623518,-2.036633,0.707140,0,-1.332311,-3.047726,0.383105
z_gc_1m_adj_jk_sum,7.235,ois1m,37,-0.557985,0.841881,-1.942757,0.826787,-2.031277,0.873213,0,-0.969529,-2.777864,0.838807
z_gc_1m_adj_jk_sum,7.235,ois1m,38,-0.528631,0.730523,-1.730234,0.672971,-1.807046,0.713257,0,-0.834362,-2.693602,1.024878
z_gc_1m_adj_jk_sum,7.235,ois1m,39,-0.305868,0.714076,-1.480419,0.868683,-1.484094,0.979470,0,-0.555869,-2.559397,1.447659
z_gc_1m_adj_jk_sum,7.235,ois1m,40,-0.485756,0.895936,-1.959439,0.987927,-2.053644,0.992537,0,-0.554298,-2.510970,1.402375
z_gc_1m_adj_jk_sum,7.235,ois1m,41,-0.624815,0.895404,-2.097624,0.847995,-2.236543,0.852603,0,-0.773576,-2.598263,1.051111
z_gc_1m_adj_jk_sum,7.235,ois1m,42,-0.419981,0.856333,-1.828523,0.988560,-1.918563,1.035784,0,-0.742108,-2.592406,1.108190
z_gc_1m_adj_jk_sum,7.235,ois1m,43,-0.447744,0.819679,-1.795995,0.900508,-1.923166,0.904726,0,-0.671409,-2.557030,1.214212
z_gc_1m_adj_jk_sum,7.235,ois1m,44,-0.053743,0.699040,-1.203561,1.096075,-1.242111,1.169577,0,-0.266521,-2.221122,1.688080
z_gc_1m_adj_jk_sum,7.235,ois1m,45,0.118989,0.757635,-1.127209,1.365188,-1.131108,1.482732,0,-0.008845,-2.065393,2.047703
z_gc_1m_adj_jk_sum,7.235,ois1m,46,0.178565,0.703894,-0.979238,1.336369,-1.018055,1.410380,0,0.184843,-1.937485,2.307172
z_gc_1m_adj_jk_sum,7.235,ois1m,47,0.545490,0.709303,-0.621209,1.712189,-0.624859,1.822235,0,0.722606,-1.627034,3.072246
z_gc_1m_adj_jk_sum,7.235,ois1m,48,0.946469,0.761065,-0.305372,2.198310,-0.233182,2.392494,0,1.182999,-1.456499,3.822496
z_gc_1m_adj_jk_sum,7.235,ip,0,1.485237,2.148988,-2.049534,5.020008,-2.705290,6.213010,0,0.966206,-2.864789,4.797201
z_gc_1m_adj_jk_sum,7.235,ip,1,3.302948,2.313874,-0.503036,7.108931,-1.209106,8.046389,0,4.174416,-0.249764,8.598596
z_gc_1m_adj_jk_sum,7.235,ip,2,4.989976,2.999336,0.056508,9.923445,-1.758529,10.088847,0,5.273262,-0.746533,11.293057
z_gc_1m_adj_jk_sum,7.235,ip,3,1.353083,3.017183,-3.609741,6.315907,-5.284719,6.331434,0,1.080299,-6.359509,8.520108
z_gc_1m_adj_jk_sum,7.235,ip,4,3.134996,3.634040,-2.842468,9.112460,-4.133084,9.676268,0,2.019221,-7.422460,11.460903
z_gc_1m_adj_jk_sum,7.235,ip,5,6.488370,3.647906,0.488098,12.488642,-0.625048,12.872206,0,4.513946,-4.770956,13.798848
z_gc_1m_adj_jk_sum,7.235,ip,6,3.419851,4.247709,-3.567009,10.406710,-6.349880,10.003800,0,2.224497,-8.769531,13.218524
z_gc_1m_adj_jk_sum,7.235,ip,7,3.828130,4.405655,-3.418528,11.074789,-3.661484,12.859724,0,2.573817,-8.697363,13.844998
z_gc_1m_adj_jk_sum,7.235,ip,8,2.417911,4.913830,-5.664621,10.500443,-5.935601,12.491263,0,0.883606,-10.633952,12.401163
z_gc_1m_adj_jk_sum,7.235,ip,9,0.575695,5.192281,-7.964848,9.116237,-9.289640,9.921801,0,-1.493765,-14.236209,11.248678
z_gc_1m_adj_jk_sum,7.235,ip,10,5.157738,5.770308,-4.333573,14.649050,-3.786239,17.852415,0,2.834167,-8.144174,13.812508
z_gc_1m_adj_jk_sum,7.235,ip,11,6.279042,5.949144,-3.506428,16.064512,-2.049759,21.151901,0,4.165330,-5.650580,13.981239
z_gc_1m_adj_jk_sum,7.235,ip,12,5.909880,5.090104,-2.462596,14.282357,-0.961761,18.889646,0,2.843578,-5.620909,11.308064
z_gc_1m_adj_jk_sum,7.235,ip,13,4.939785,5.809281,-4.615632,14.495202,-3.193208,19.462987,0,0.839650,-8.369516,10.048815
z_gc_1m_adj_jk_sum,7.235,ip,14,8.361507,6.248926,-1.917062,18.640076,0.237903,24.921161,0,5.996726,-2.160660,14.154112
z_gc_1m_adj_jk_sum,7.235,ip,15,6.777468,6.156324,-3.348784,16.903720,-1.533569,22.476094,0,4.905558,-3.443592,13.254709
z_gc_1m_adj_jk_sum,7.235,ip,16,4.590152,7.006768,-6.934956,16.115260,-5.569662,21.406396,0,2.870621,-7.105220,12.846462
z_gc_1m_adj_jk_sum,7.235,ip,17,7.179578,6.889558,-4.152736,18.511892,-2.810281,23.714517,0,5.197565,-4.557149,14.952279
z_gc_1m_adj_jk_sum,7.235,ip,18,9.572411,6.839244,-1.677143,20.821966,0.339433,26.670520,0,7.079141,-3.606654,17.764936
z_gc_1m_adj_jk_sum,7.235,ip,19,8.878360,6.716997,-2.170116,19.926836,-0.525435,25.335001,0,6.073163,-5.696737,17.843063
z_gc_1m_adj_jk_sum,7.235,ip,20,5.875042,5.497443,-3.167446,14.917530,-1.271633,19.893520,0,2.522284,-9.231071,14.275639
z_gc_1m_adj_jk_sum,7.235,ip,21,-3.305174,4.012590,-9.905296,3.294949,-10.126576,4.720005,0,-7.461583,-20.316638,5.393473
z_gc_1m_adj_jk_sum,7.235,ip,22,-1.389865,4.608113,-8.969535,6.189806,-8.302034,8.747983,0,-5.507911,-17.934256,6.918434
z_gc_1m_adj_jk_sum,7.235,ip,23,2.896704,5.288584,-5.802242,11.595651,-3.978455,16.118164,0,-2.805677,-13.923435,8.312081
z_gc_1m_adj_jk_sum,7.235,ip,24,-3.029360,4.852253,-11.010606,4.951885,-11.278190,6.189920,0,-8.496997,-20.830229,3.836236
z_gc_1m_adj_jk_sum,7.235,ip,25,0.138826,5.200973,-8.416014,8.693665,-7.662634,11.320918,0,-4.590230,-15.772885,6.592425
z_gc_1m_adj_jk_sum,7.235,ip,26,-7.254882,6.274799,-17.576008,3.066244,-18.235780,4.039757,0,-12.366891,-24.003249,-0.730534
z_gc_1m_adj_jk_sum,7.235,ip,27,-6.750050,7.075012,-18.387409,4.887310,-20.192573,4.923720,0,-9.686608,-21.207607,1.834392
z_gc_1m_adj_jk_sum,7.235,ip,28,-4.616269,8.614420,-18.785729,9.553191,-20.122225,10.028245,0,-7.711530,-19.229281,3.806221
z_gc_1m_adj_jk_sum,7.235,ip,29,-11.126582,8.876000,-25.726302,3.473139,-27.547182,3.518818,0,-14.318654,-25.830707,-2.806602
z_gc_1m_adj_jk_sum,7.235,ip,30,-8.057043,7.953991,-21.140194,5.026108,-21.976528,5.464742,0,-10.086890,-21.243601,1.069820
z_gc_1m_adj_jk_sum,7.235,ip,31,-3.244561,7.802396,-16.078360,9.589238,-16.508634,10.799751,0,-6.249018,-18.762573,6.264537
z_gc_1m_adj_jk_sum,7.235,ip,32,-2.845525,7.155640,-14.615506,8.924456,-14.294549,10.750192,0,-4.809499,-18.261997,8.643000
z_gc_1m_adj_jk_sum,7.235,ip,33,-3.977557,7.139855,-15.721574,7.766460,-16.115311,8.874182,0,-5.996481,-19.663020,7.670058
z_gc_1m_adj_jk_sum,7.235,ip,34,-2.232090,7.461614,-14.505352,10.041173,-14.916833,10.825735,0,-3.582482,-18.417051,11.252086
z_gc_1m_adj_jk_sum,7.235,ip,35,-6.673680,7.542507,-19.079999,5.732639,-20.250192,5.394330,0,-7.608854,-21.215903,5.998194
z_gc_1m_adj_jk_sum,7.235,ip,36,-4.755436,7.119941,-16.466697,6.955826,-16.859336,7.704462,0,-5.099118,-18.281222,8.082986
z_gc_1m_adj_jk_sum,7.235,ip,37,-3.136639,6.369074,-13.612834,7.339555,-13.964065,7.690786,0,-2.681440,-17.115662,11.752782
z_gc_1m_adj_jk_sum,7.235,ip,38,-2.722388,6.029906,-12.640700,7.195924,-13.576218,7.226957,0,-2.302228,-17.603320,12.998865
z_gc_1m_adj_jk_sum,7.235,ip,39,-2.447546,4.592661,-10.001802,5.106709,-10.255070,5.359977,0,-1.132272,-15.297290,13.032746
z_gc_1m_adj_jk_sum,7.235,ip,40,-0.541932,6.042249,-10.480547,9.396682,-11.115867,9.729891,0,1.032996,-14.242174,16.308165
z_gc_1m_adj_jk_sum,7.235,ip,41,1.192791,6.601583,-9.665847,12.051428,-10.359979,12.415481,0,4.701727,-12.719108,22.122562
z_gc_1m_adj_jk_sum,7.235,ip,42,0.452184,4.439729,-6.850521,7.754889,-7.095355,8.221710,0,3.221578,-12.330745,18.773901
z_gc_1m_adj_jk_sum,7.235,ip,43,2.644105,4.522986,-4.795546,10.083756,-5.044972,10.559331,0,4.891903,-11.803898,21.587704
z_gc_1m_adj_jk_sum,7.235,ip,44,4.432924,4.679799,-3.264660,12.130508,-3.054754,13.090552,0,6.918762,-12.230465,26.067989
z_gc_1m_adj_jk_sum,7.235,ip,45,8.246448,5.265315,-0.414225,16.907121,0.348475,18.777079,0,12.099696,-8.767270,32.966662
z_gc_1m_adj_jk_sum,7.235,ip,46,8.604069,5.138135,0.152589,17.055549,1.410680,19.394152,0,11.075128,-9.407908,31.558165
z_gc_1m_adj_jk_sum,7.235,ip,47,6.280985,5.406100,-2.611258,15.173229,-2.098470,16.552576,0,10.414147,-8.949792,29.778086
z_gc_1m_adj_jk_sum,7.235,ip,48,10.285218,5.312404,1.547091,19.023346,2.316612,20.644406,0,16.315701,-4.556053,37.187455
z_gc_1m_adj_jk_sum,7.235,hicp_sa,0,-0.547462,0.443987,-1.277755,0.182831,-2.034818,0.007521,0,-0.504888,-1.240410,0.230635
z_gc_1m_adj_jk_sum,7.235,hicp_sa,1,-0.653097,0.842047,-2.038141,0.731948,-3.179239,0.441565,0,-0.597923,-1.872584,0.676739
z_gc_1m_adj_jk_sum,7.235,hicp_sa,2,-1.235945,1.112704,-3.066179,0.594290,-4.796597,0.099300,0,-1.206624,-3.093871,0.680622
z_gc_1m_adj_jk_sum,7.235,hicp_sa,3,-0.938203,1.116154,-2.774113,0.897707,-4.230858,0.456990,0,-0.931406,-3.120584,1.257771
z_gc_1m_adj_jk_sum,7.235,hicp_sa,4,-0.829819,1.132064,-2.691897,1.032260,-3.829787,0.698467,0,-0.783211,-3.134695,1.568273
z_gc_1m_adj_jk_sum,7.235,hicp_sa,5,-0.659467,1.221411,-2.668509,1.349576,-3.896206,0.928368,0,-0.578896,-3.200688,2.042896
z_gc_1m_adj_jk_sum,7.235,hicp_sa,6,-0.143235,1.311319,-2.300162,2.013693,-3.749362,1.495914,0,-0.047453,-2.792142,2.697237
z_gc_1m_adj_jk_sum,7.235,hicp_sa,7,-0.358906,1.436632,-2.721956,2.004145,-4.309645,1.436885,0,-0.176978,-3.061853,2.707896
z_gc_1m_adj_jk_sum,7.235,hicp_sa,8,-2.210946,1.754113,-5.096204,0.674313,-7.297873,-0.106010,0,-2.201566,-5.821617,1.418484
z_gc_1m_adj_jk_sum,7.235,hicp_sa,9,-2.676572,2.045702,-6.041451,0.688308,-8.711391,-0.324015,0,-2.794555,-7.193087,1.603977
z_gc_1m_adj_jk_sum,7.235,hicp_sa,10,-2.707961,2.069032,-6.111216,0.695294,-8.708154,-0.225123,0,-2.935248,-7.604042,1.733545
z_gc_1m_adj_jk_sum,7.235,hicp_sa,11,-2.145342,1.907801,-5.283395,0.992711,-7.582574,0.144019,0,-2.138269,-6.535509,2.258971
z_gc_1m_adj_jk_sum,7.235,hicp_sa,12,-1.208118,1.664710,-3.946322,1.530086,-5.702835,0.956005,0,-0.929250,-4.943525,3.085025
z_gc_1m_adj_jk_sum,7.235,hicp_sa,13,-1.038551,1.871917,-4.117581,2.040479,-5.905535,1.488537,0,-0.985341,-5.229565,3.258882
z_gc_1m_adj_jk_sum,7.235,hicp_sa,14,-0.761462,1.876989,-3.848834,2.325910,-5.453934,1.866322,0,-0.799942,-4.948851,3.348967
z_gc_1m_adj_jk_sum,7.235,hicp_sa,15,-0.704978,1.982482,-3.965870,2.555915,-5.462934,2.169621,0,-0.825563,-5.103023,3.451897
z_gc_1m_adj_jk_sum,7.235,hicp_sa,16,-0.576746,2.011719,-3.885728,2.732237,-5.103112,2.440832,0,-0.819762,-5.282995,3.643471
z_gc_1m_adj_jk_sum,7.235,hicp_sa,17,-0.229017,1.989858,-3.502043,3.044009,-4.507212,2.954757,0,-0.539652,-5.073772,3.994469
z_gc_1m_adj_jk_sum,7.235,hicp_sa,18,0.000369,2.123689,-3.492788,3.493526,-4.565561,3.398271,0,-0.319972,-4.944180,4.304235
z_gc_1m_adj_jk_sum,7.235,hicp_sa,19,-0.288493,2.330125,-4.121208,3.544221,-5.414768,3.323200,0,-0.860977,-5.768340,4.046386
z_gc_1m_adj_jk_sum,7.235,hicp_sa,20,-1.612376,2.451689,-5.645045,2.420294,-7.251261,1.942573,0,-2.452898,-7.948833,3.043038
z_gc_1m_adj_jk_sum,7.235,hicp_sa,21,-2.255060,2.389286,-6.185085,1.674965,-7.869881,1.089940,0,-3.203010,-9.063115,2.657095
z_gc_1m_adj_jk_sum,7.235,hicp_sa,22,-2.480812,2.418942,-6.459618,1.497994,-8.044379,1.026655,0,-3.475059,-9.408841,2.458723
z_gc_1m_adj_jk_sum,7.235,hicp_sa,23,-1.974641,2.173335,-5.549459,1.600176,-6.864644,1.176694,0,-2.923397,-8.621340,2.774547
z_gc_1m_adj_jk_sum,7.235,hicp_sa,24,-2.198568,2.317567,-6.010626,1.613490,-7.528971,1.046026,0,-3.121777,-9.080570,2.837016
z_gc_1m_adj_jk_sum,7.235,hicp_sa,25,-3.101148,2.523764,-7.252370,1.050074,-8.779616,0.432122,0,-4.023928,-10.436735,2.388880
z_gc_1m_adj_jk_sum,7.235,hicp_sa,26,-3.933031,2.496226,-8.038957,0.172896,-9.549540,-0.438314,0,-4.922535,-11.801706,1.956636
z_gc_1m_adj_jk_sum,7.235,hicp_sa,27,-4.171280,2.286749,-7.932648,-0.409913,-9.202128,-0.969831,0,-5.327407,-12.296214,1.641400
