scale_estimator,equation,block,null_mean,q90,q95,q99,argmax_freq,pgt1_mean,pgt1_q95,eq_maxstat_q95,eq_pflag_q95,eq_coverage_under_null
block,ois1m,ois1m,1.3545,2.0264,2.6329,4.5502,0.4433,0.4275,0.8105,2.8543,0.8270,0.6994
block,ois1m,ip,0.9524,1.4798,1.6412,1.9190,0.1100,0.3187,0.6399,2.8543,0.8270,0.6994
block,ois1m,hicp_sa,1.0759,1.5885,1.9223,2.6161,0.2500,0.3433,0.6530,2.8543,0.8270,0.6994
block,ois1m,stoxx,0.9948,1.4853,1.6735,2.1041,0.1967,0.3336,0.6224,2.8543,0.8270,0.6994
block,ip,ois1m,1.2624,2.0692,2.4686,4.0639,0.3700,0.3810,0.7066,2.6918,0.8169,0.8473
block,ip,ip,0.9431,1.4078,1.5385,2.0055,0.0833,0.3107,0.5786,2.6918,0.8169,0.8473
block,ip,hicp_sa,1.2490,2.0414,2.3285,2.7226,0.4000,0.4212,0.8050,2.6918,0.8169,0.8473
block,ip,stoxx,1.0006,1.5436,1.7672,2.4423,0.1467,0.3316,0.6481,2.6918,0.8169,0.8473
block,hicp_sa,ois1m,1.0965,1.6680,1.9590,2.5483,0.0967,0.3596,0.6762,2.8212,0.9385,0.8742
block,hicp_sa,ip,0.9076,1.2598,1.5161,1.7862,0.0700,0.3024,0.5693,2.8212,0.9385,0.8742
block,hicp_sa,hicp_sa,1.6860,2.5682,2.7298,3.2672,0.6833,0.6019,0.9385,2.8212,0.9385,0.8742
block,hicp_sa,stoxx,1.0435,1.6285,1.8940,2.4111,0.1500,0.3524,0.7004,2.8212,0.9385,0.8742
block,stoxx,ois1m,1.2774,2.1059,2.7076,3.8113,0.3233,0.3898,0.7479,2.7918,0.8242,0.9206
block,stoxx,ip,0.9920,1.4659,1.7424,2.2973,0.1233,0.3356,0.6712,2.7918,0.8242,0.9206
block,stoxx,hicp_sa,1.0877,1.7366,1.9780,2.6194,0.2267,0.3535,0.7351,2.7918,0.8242,0.9206
block,stoxx,stoxx,1.1888,1.8787,2.0611,2.2758,0.3267,0.4212,0.7916,2.7918,0.8242,0.9206
pooled,ois1m,ois1m,0.9083,1.8900,2.5839,4.8957,0.3900,0.3091,0.9881,3.1656,0.9919,0.7167
pooled,ois1m,ip,0.4999,1.3392,1.5423,1.7755,0.1333,0.1666,0.8111,3.1656,0.9919,0.7167
pooled,ois1m,hicp_sa,0.6064,1.2458,1.5752,3.1624,0.2500,0.1781,0.8295,3.1656,0.9919,0.7167
pooled,ois1m,stoxx,0.5317,1.2230,1.4172,1.9519,0.2267,0.1684,0.7712,3.1656,0.9919,0.7167
pooled,ip,ois1m,0.7670,1.6577,2.5207,5.6507,0.2667,0.2283,0.9710,3.1025,0.9902,0.8415
pooled,ip,ip,0.4670,1.1664,1.3882,1.8852,0.1233,0.1423,0.7391,3.1025,0.9902,0.8415
pooled,ip,hicp_sa,0.8269,1.7146,1.9853,2.5580,0.4333,0.3069,0.9514,3.1025,0.9902,0.8415
pooled,ip,stoxx,0.5470,1.3067,1.5070,2.2071,0.1767,0.1720,0.7979,3.1025,0.9902,0.8415
pooled,hicp_sa,ois1m,0.6057,1.3359,1.6704,2.6641,0.0900,0.2074,0.8475,2.6346,0.9969,0.8721
pooled,hicp_sa,ip,0.4449,1.0293,1.3321,1.5953,0.0733,0.1258,0.6917,2.6346,0.9969,0.8721
pooled,hicp_sa,hicp_sa,1.3341,2.3145,2.4818,3.3502,0.6767,0.5828,0.9969,2.6346,0.9969,0.8721
pooled,hicp_sa,stoxx,0.6130,1.3680,1.6641,2.1938,0.1600,0.2138,0.8936,2.6346,0.9969,0.8721
pooled,stoxx,ois1m,0.8014,1.8041,2.5778,5.1665,0.2667,0.2484,0.9387,3.2571,0.9768,0.9248
pooled,stoxx,ip,0.5619,1.3258,1.5876,2.2626,0.1367,0.1903,0.8768,3.2571,0.9768,0.9248
pooled,stoxx,hicp_sa,0.6344,1.3391,1.6529,3.3363,0.2267,0.2002,0.8894,3.2571,0.9768,0.9248
pooled,stoxx,stoxx,0.7940,1.6281,1.8809,2.1686,0.3700,0.3264,0.9564,3.2571,0.9768,0.9248
