instrument,F_eff,variable,h,theta,se,lo,hi,ar_lo,ar_hi,ar_unbounded,theta_la,lo_la,hi_la
z_gcs_1m_adj_kilian,7.725,ois1m,48,0.184457,1.188723,-1.770818,2.139731,-1.658063,2.680774,0,0.888418,-1.771719,3.548554
z_gcs_1m_adj_kilian,7.725,ip,0,4.176624,3.644722,-1.818409,10.171658,-0.379278,16.021970,0,3.691489,-2.028040,9.411018
z_gcs_1m_adj_kilian,7.725,ip,1,1.425938,3.249113,-3.918377,6.770253,-3.935098,9.386264,0,1.223151,-4.688426,7.134729
z_gcs_1m_adj_kilian,7.725,ip,2,2.637596,3.599258,-3.282656,8.557848,-3.661105,10.915889,0,1.734352,-5.092187,8.560892
z_gcs_1m_adj_kilian,7.725,ip,3,-1.117236,4.412680,-8.375449,6.140976,-8.618793,9.031928,0,-2.244464,-12.489493,8.000564
z_gcs_1m_adj_kilian,7.725,ip,4,1.615513,5.007721,-6.621455,9.852481,-8.149542,11.881341,0,0.370876,-9.388654,10.130406
z_gcs_1m_adj_kilian,7.725,ip,5,-1.673202,5.329980,-10.440239,7.093836,-13.132659,7.387765,0,-3.230125,-14.259591,7.799341
z_gcs_1m_adj_kilian,7.725,ip,6,-6.015237,6.538710,-16.770458,4.739983,-21.381205,4.119763,0,-7.636124,-21.876508,6.604260
z_gcs_1m_adj_kilian,7.725,ip,7,-6.801617,7.941754,-19.864641,6.261406,-24.273477,6.302278,0,-7.688132,-23.327873,7.951610
z_gcs_1m_adj_kilian,7.725,ip,8,-6.027688,8.451192,-19.928662,7.873287,-24.620310,7.494220,0,-6.429074,-20.876543,8.018396
z_gcs_1m_adj_kilian,7.725,ip,9,-8.299211,9.029543,-23.151488,6.553066,-29.518638,5.245104,0,-8.658864,-24.009082,6.691355
z_gcs_1m_adj_kilian,7.725,ip,10,-5.419907,9.609669,-21.226407,10.386592,-27.522147,9.475080,0,-5.331582,-20.711794,10.048629
z_gcs_1m_adj_kilian,7.725,ip,11,0.608537,9.224827,-14.564954,15.782027,-17.379877,16.751984,0,1.670283,-12.275298,15.615865
z_gcs_1m_adj_kilian,7.725,ip,12,-0.504449,8.288641,-14.138050,13.129152,-16.252867,14.415105,0,0.590506,-12.437216,13.618229
z_gcs_1m_adj_kilian,7.725,ip,13,5.578073,8.314513,-8.098085,19.254230,-8.140874,23.038551,0,6.416222,-6.335987,19.168431
z_gcs_1m_adj_kilian,7.725,ip,14,11.974376,9.124375,-3.033886,26.982638,-2.168406,32.048002,0,14.129787,-0.264490,28.524064
z_gcs_1m_adj_kilian,7.725,ip,15,11.771790,8.893202,-2.856225,26.399806,-1.568012,31.336834,0,14.104116,-0.777129,28.985362
z_gcs_1m_adj_kilian,7.725,ip,16,13.942862,10.612213,-3.512675,31.398399,-1.444847,38.350951,0,16.866014,0.457342,33.274686
z_gcs_1m_adj_kilian,7.725,ip,17,20.909102,12.487064,0.369708,41.448495,3.427211,50.878056,0,24.726995,5.298763,44.155226
z_gcs_1m_adj_kilian,7.725,ip,18,22.050818,14.649720,-2.045827,46.147463,0.808724,55.745174,0,25.249639,5.247011,45.252266
z_gcs_1m_adj_kilian,7.725,ip,19,23.839746,15.985690,-2.454374,50.133866,0.660496,60.606833,0,27.674566,6.408886,48.940246
z_gcs_1m_adj_kilian,7.725,ip,20,24.832398,16.812802,-2.822201,52.486997,0.453835,63.501843,0,28.016681,4.824900,51.208461
z_gcs_1m_adj_kilian,7.725,ip,21,20.722948,14.952230,-3.871282,45.317178,-0.957785,54.365466,0,23.660785,3.854048,43.467522
z_gcs_1m_adj_kilian,7.725,ip,22,20.865142,13.559711,-1.438598,43.168882,1.203561,51.374492,0,23.192346,3.341210,43.043481
z_gcs_1m_adj_kilian,7.725,ip,23,24.798546,13.528371,2.546356,47.050736,5.858827,55.913799,0,26.277035,5.100620,47.453451
z_gcs_1m_adj_kilian,7.725,ip,24,17.308079,11.285052,-1.254180,35.870337,0.944753,42.135193,0,18.907387,2.181942,35.632832
z_gcs_1m_adj_kilian,7.725,ip,25,16.281308,11.718418,-2.993775,35.556391,-1.296320,40.889986,0,18.513762,0.953746,36.073777
z_gcs_1m_adj_kilian,7.725,ip,26,18.829366,12.445463,-1.641599,39.300332,0.783445,45.587113,0,20.747511,1.484744,40.010277
z_gcs_1m_adj_kilian,7.725,ip,27,17.845943,11.013500,-0.269653,35.961539,2.427043,42.075644,0,20.079365,2.374401,37.784329
z_gcs_1m_adj_kilian,7.725,ip,28,17.328309,11.961384,-2.346416,37.003035,-0.015697,43.045285,0,19.509834,1.471120,37.548548
z_gcs_1m_adj_kilian,7.725,ip,29,16.954148,11.702549,-2.294833,36.203129,-0.599676,41.529502,0,18.958753,-1.122808,39.040313
z_gcs_1m_adj_kilian,7.725,ip,30,20.931543,10.770963,3.214885,38.648200,5.313647,44.089113,0,23.006938,3.034809,42.979067
z_gcs_1m_adj_kilian,7.725,ip,31,18.259800,12.090690,-1.627616,38.147216,0.123764,43.650249,0,19.966636,0.365171,39.568100
z_gcs_1m_adj_kilian,7.725,ip,32,14.754305,11.764083,-4.595890,34.104500,-2.891820,40.047084,0,16.775440,-2.499419,36.050299
z_gcs_1m_adj_kilian,7.725,ip,33,11.419763,12.173618,-8.604056,31.443583,-8.058026,36.375680,0,14.115238,-3.807337,32.037813
z_gcs_1m_adj_kilian,7.725,ip,34,15.946387,12.250552,-4.203977,36.096751,-2.429440,42.285073,0,18.876050,-1.127520,38.879621
z_gcs_1m_adj_kilian,7.725,ip,35,8.666954,11.387502,-10.063820,27.397727,-9.553049,31.441957,0,11.310540,-5.872585,28.493664
z_gcs_1m_adj_kilian,7.725,ip,36,8.174991,10.393785,-8.921265,25.271246,-8.455066,28.962562,0,11.025065,-6.106179,28.156309
z_gcs_1m_adj_kilian,7.725,ip,37,9.753979,10.404946,-7.360634,26.868592,-6.373687,31.084118,0,12.189668,-5.523018,29.902355
z_gcs_1m_adj_kilian,7.725,ip,38,4.733336,10.287250,-12.187685,21.654357,-12.240627,24.793474,0,7.249551,-8.846255,23.345358
z_gcs_1m_adj_kilian,7.725,ip,39,4.792363,9.191989,-10.327113,19.911839,-9.914819,23.176341,0,6.623991,-9.333278,22.581259
z_gcs_1m_adj_kilian,7.725,ip,40,3.239621,9.556185,-12.478904,18.958146,-13.483703,21.396372,0,6.278124,-9.882988,22.439236
z_gcs_1m_adj_kilian,7.725,ip,41,3.821591,8.117123,-9.529889,17.173070,-9.977519,19.244124,0,7.218632,-9.212725,23.649988
z_gcs_1m_adj_kilian,7.725,ip,42,-1.946654,7.181787,-13.759643,9.866335,-14.873871,10.980563,0,0.641296,-14.694754,15.977346
z_gcs_1m_adj_kilian,7.725,ip,43,-0.411113,6.664245,-11.372821,10.550595,-13.073179,10.918104,0,1.417296,-13.509262,16.343854
z_gcs_1m_adj_kilian,7.725,ip,44,0.239824,6.963134,-11.213513,11.693160,-13.338288,11.728995,0,2.522675,-12.367102,17.412453
z_gcs_1m_adj_kilian,7.725,ip,45,-1.186683,5.783138,-10.699098,8.325732,-11.885488,8.933808,0,1.295808,-13.575416,16.167033
z_gcs_1m_adj_kilian,7.725,ip,46,-0.273700,4.677984,-7.968298,7.420898,-7.758474,9.082267,0,0.540645,-14.469001,15.550291
z_gcs_1m_adj_kilian,7.725,ip,47,-4.904987,4.861093,-12.900773,3.090799,-13.654954,3.844980,0,-3.254479,-19.005988,12.497029
z_gcs_1m_adj_kilian,7.725,ip,48,-1.592451,4.734532,-9.380064,6.195161,-9.641156,7.639886,0,1.021602,-14.501324,16.544529
z_gcs_1m_adj_kilian,7.725,hicp_yoy,0,1.169616,0.701145,0.016335,2.322898,0.012727,2.887422,0,0.915207,-0.098342,1.928756
z_gcs_1m_adj_kilian,7.725,hicp_yoy,1,1.429674,1.095189,-0.371751,3.231099,-0.596425,3.839089,0,1.155633,-0.526157,2.837423
z_gcs_1m_adj_kilian,7.725,hicp_yoy,2,1.432579,1.401298,-0.872352,3.737509,-1.089758,4.585500,0,1.068692,-0.944198,3.081582
z_gcs_1m_adj_kilian,7.725,hicp_yoy,3,0.720998,1.483290,-1.718796,3.160792,-1.948923,3.984235,0,0.409506,-1.818315,2.637326
z_gcs_1m_adj_kilian,7.725,hicp_yoy,4,0.668737,1.694317,-2.118167,3.455641,-2.126886,4.735099,0,0.488996,-2.170255,3.148247
z_gcs_1m_adj_kilian,7.725,hicp_yoy,5,0.041104,1.759052,-2.852279,2.934487,-3.125190,3.647161,0,-0.097154,-2.785715,2.591408
z_gcs_1m_adj_kilian,7.725,hicp_yoy,6,-1.118991,1.951257,-4.328524,2.090542,-5.314194,2.198146,0,-1.223688,-4.653825,2.206449
z_gcs_1m_adj_kilian,7.725,hicp_yoy,7,-2.147304,2.069697,-5.551653,1.257044,-6.804123,1.164211,0,-2.257745,-6.118407,1.602917
z_gcs_1m_adj_kilian,7.725,hicp_yoy,8,-3.146777,2.322144,-6.966363,0.672810,-8.603814,0.336439,0,-3.237455,-7.593798,1.118888
z_gcs_1m_adj_kilian,7.725,hicp_yoy,9,-3.492184,2.939052,-8.326495,1.342127,-10.839814,0.769442,0,-3.512922,-8.529652,1.503808
z_gcs_1m_adj_kilian,7.725,hicp_yoy,10,-3.781775,3.137774,-8.942954,1.379405,-11.626210,0.767998,0,-3.874507,-9.017080,1.268066
z_gcs_1m_adj_kilian,7.725,hicp_yoy,11,-3.402535,3.180817,-8.634514,1.829444,-10.877456,1.368691,0,-3.400401,-8.258324,1.457521
z_gcs_1m_adj_kilian,7.725,hicp_yoy,12,-2.606916,2.888607,-7.358252,2.144421,-8.672991,2.159287,0,-2.336927,-6.762024,2.088170
z_gcs_1m_adj_kilian,7.725,hicp_yoy,13,-2.785333,2.857046,-7.484756,1.914089,-8.785130,1.928793,0,-2.450364,-6.694607,1.793879
z_gcs_1m_adj_kilian,7.725,hicp_yoy,14,-2.061598,2.530035,-6.223136,2.099940,-6.995167,2.239462,0,-1.420585,-5.362706,2.521535
z_gcs_1m_adj_kilian,7.725,hicp_yoy,15,-0.705618,2.265146,-4.431451,3.020215,-5.009395,3.371644,0,0.011258,-3.607334,3.629850
z_gcs_1m_adj_kilian,7.725,hicp_yoy,16,0.074344,2.321329,-3.743902,3.892590,-3.987982,4.484869,0,0.828897,-2.597595,4.255388
z_gcs_1m_adj_kilian,7.725,hicp_yoy,17,0.978200,2.510827,-3.151744,5.108143,-3.039124,6.125396,0,1.710201,-1.646919,5.067321
z_gcs_1m_adj_kilian,7.725,hicp_yoy,18,1.555945,2.548874,-2.636580,5.748469,-2.267366,7.290911,0,2.307998,-0.916954,5.532949
z_gcs_1m_adj_kilian,7.725,hicp_yoy,19,1.990145,2.787816,-2.595403,6.575694,-2.052187,8.402122,0,2.654059,-0.543329,5.851446
z_gcs_1m_adj_kilian,7.725,hicp_yoy,20,2.553144,2.592029,-1.710365,6.816652,-1.205299,8.385210,0,3.342338,-0.038559,6.723236
z_gcs_1m_adj_kilian,7.725,hicp_yoy,21,2.833234,2.527128,-1.323523,6.989990,-0.704746,8.898342,0,3.619091,0.050364,7.187817
z_gcs_1m_adj_kilian,7.725,hicp_yoy,22,2.667917,2.306213,-1.125466,6.461299,-0.445470,8.202827,0,3.442806,-0.160897,7.046508
z_gcs_1m_adj_kilian,7.725,hicp_yoy,23,3.190285,2.396050,-0.750868,7.131437,-0.044383,8.940806,0,3.758724,0.523974,6.993474
z_gcs_1m_adj_kilian,7.725,hicp_yoy,24,1.629752,1.959316,-1.593037,4.852541,-1.211257,5.940248,0,2.179507,-0.686489,5.045502
z_gcs_1m_adj_kilian,7.725,hicp_yoy,25,-0.159393,1.886325,-3.262122,2.943335,-3.083197,3.613256,0,0.432644,-2.215973,3.081261
z_gcs_1m_adj_kilian,7.725,hicp_yoy,26,-0.822410,1.659138,-3.551449,1.906629,-3.725902,2.081082,0,-0.368746,-2.998990,2.261498
z_gcs_1m_adj_kilian,7.725,hicp_yoy,27,-1.943679,1.707129,-4.751656,0.864298,-5.016510,1.043797,0,-1.539748,-4.357110,1.277614
z_gcs_1m_adj_kilian,7.725,hicp_yoy,28,-1.953050,1.843901,-4.985998,1.079897,-5.087682,1.365972,0,-1.774519,-4.578197,1.029158
z_gcs_1m_adj_kilian,7.725,hicp_yoy,29,-0.831232,1.632381,-3.516259,1.853796,-3.443041,2.351911,0,-0.596630,-3.088224,1.894965
z_gcs_1m_adj_kilian,7.725,hicp_yoy,30,0.333976,1.578258,-2.262027,2.929979,-2.033410,3.569405,0,0.552125,-1.550767,2.655017
z_gcs_1m_adj_kilian,7.725,hicp_yoy,31,0.402570,1.580560,-2.197220,3.002361,-2.126326,3.484663,0,0.762746,-1.410775,2.936267
z_gcs_1m_adj_kilian,7.725,hicp_yoy,32,0.995039,1.429330,-1.356000,3.346077,-1.220423,3.925165,0,1.238889,-0.964892,3.442671
z_gcs_1m_adj_kilian,7.725,hicp_yoy,33,1.447546,1.337863,-0.753043,3.648134,-0.559249,4.390844,0,1.735594,-0.625976,4.097164
z_gcs_1m_adj_kilian,7.725,hicp_yoy,34,1.389906,1.322110,-0.784771,3.564583,-0.593259,4.232442,0,1.585045,-0.959468,4.129559
z_gcs_1m_adj_kilian,7.725,hicp_yoy,35,1.418570,1.659688,-1.311375,4.148514,-1.236932,4.737947,0,1.646828,-1.080806,4.374462
z_gcs_1m_adj_kilian,7.725,hicp_yoy,36,2.373582,1.716264,-0.449422,5.196585,-0.286628,5.977737,0,2.526462,-0.506654,5.559579
z_gcs_1m_adj_kilian,7.725,hicp_yoy,37,3.308579,1.839405,0.283027,6.334130,0.457502,7.079359,0,3.521675,0.137953,6.905397
z_gcs_1m_adj_kilian,7.725,hicp_yoy,38,3.171993,1.940227,-0.019397,6.363383,0.261652,7.343482,0,3.257992,-0.247436,6.763420
z_gcs_1m_adj_kilian,7.725,hicp_yoy,39,2.399576,1.780248,-0.528671,5.327823,-0.181783,6.316121,0,2.348862,-0.896231,5.593955
z_gcs_1m_adj_kilian,7.725,hicp_yoy,40,2.410154,1.647553,-0.299830,5.120139,0.021202,6.117150,0,2.532957,-0.626128,5.692043
z_gcs_1m_adj_kilian,7.725,hicp_yoy,41,0.665971,1.753808,-2.218786,3.550728,-2.315502,3.998205,0,0.540199,-2.402843,3.483240
z_gcs_1m_adj_kilian,7.725,hicp_yoy,42,-0.011036,1.222790,-2.022347,2.000275,-2.028640,2.434545,0,-0.237434,-2.774228,2.299360
z_gcs_1m_adj_kilian,7.725,hicp_yoy,43,0.399567,1.513744,-2.090320,2.889455,-2.022423,3.427056,0,-0.003184,-2.395449,2.389080
z_gcs_1m_adj_kilian,7.725,hicp_yoy,44,0.938942,1.778057,-1.985702,3.863585,-1.905950,4.495056,0,0.660396,-1.631104,2.951896
z_gcs_1m_adj_kilian,7.725,hicp_yoy,45,0.146499,1.879749,-2.945413,3.238411,-3.049075,3.812009,0,-0.052205,-2.396263,2.291852
z_gcs_1m_adj_kilian,7.725,hicp_yoy,46,0.213344,1.744039,-2.655345,3.082033,-2.489917,3.875826,0,0.174334,-2.224365,2.573033
z_gcs_1m_adj_kilian,7.725,hicp_yoy,47,0.440226,1.762508,-2.458842,3.339293,-2.115411,4.317742,0,0.401174,-2.241541,3.043889
z_gcs_1m_adj_kilian,7.725,hicp_yoy,48,0.238232,1.468710,-2.177581,2.654045,-1.891397,3.469393,0,0.007302,-2.592364,2.606968
z_gcs_1m_adj_kilian,7.725,stoxx,0,19.309717,12.884549,-1.883480,40.502914,0.627121,56.030681,0,19.161911,-3.434323,41.758144
z_gcs_1m_adj_kilian,7.725,stoxx,1,40.816210,20.524171,7.056953,74.575467,13.108580,101.362514,0,40.847306,3.814470,77.880141
z_gcs_1m_adj_kilian,7.725,stoxx,2,58.337748,29.437653,9.917117,106.758379,24.484447,159.897653,0,57.265709,6.825684,107.705734
z_gcs_1m_adj_kilian,7.725,stoxx,3,62.173570,34.625562,5.219588,119.127552,20.622895,174.706647,0,63.865357,6.652284,121.078430
z_gcs_1m_adj_kilian,7.725,stoxx,4,64.671539,40.485920,-1.921873,131.264951,10.015547,182.080706,0,66.376699,3.526620,129.226777
z_gcs_1m_adj_kilian,7.725,stoxx,5,43.017800,52.531120,-43.388204,129.423804,-33.152325,174.345601,0,42.728017,-33.726801,119.182835
z_gcs_1m_adj_kilian,7.725,stoxx,6,46.112931,53.008403,-41.078133,133.303995,-30.749253,178.633939,0,46.169474,-27.845502,120.184450
z_gcs_1m_adj_kilian,7.725,stoxx,7,46.944889,45.171179,-27.355089,121.244866,-23.070439,153.097159,0,45.979640,-20.243774,112.203054
z_gcs_1m_adj_kilian,7.725,stoxx,8,30.222118,40.944922,-37.126285,97.570521,-43.478741,110.064716,0,26.097985,-40.996657,93.192627
z_gcs_1m_adj_kilian,7.725,stoxx,9,29.614368,42.441343,-40.195429,99.424164,-53.146251,108.130852,0,25.571239,-46.212196,97.354673
z_gcs_1m_adj_kilian,7.725,stoxx,10,31.792432,45.529742,-43.097329,106.682193,-52.437590,118.298941,0,28.565968,-44.269100,101.401036
z_gcs_1m_adj_kilian,7.725,stoxx,11,76.579938,42.205617,7.157875,146.002001,9.050950,167.322016,0,77.382557,5.078085,149.687029
z_gcs_1m_adj_kilian,7.725,stoxx,12,101.080966,39.703706,35.774181,166.387751,45.495778,198.355046,0,105.016412,27.942625,182.090198
z_gcs_1m_adj_kilian,7.725,stoxx,13,106.692374,44.295510,33.832743,179.552005,44.678660,215.216375,0,111.567928,33.221675,189.914181
z_gcs_1m_adj_kilian,7.725,stoxx,14,122.637351,53.951596,33.894872,211.379829,47.105116,252.121182,0,128.288626,40.527320,216.049933
z_gcs_1m_adj_kilian,7.725,stoxx,15,137.983255,64.497459,31.894375,244.072134,47.686812,296.002029,0,146.172142,47.011324,245.332960
z_gcs_1m_adj_kilian,7.725,stoxx,16,130.304923,65.640463,22.335970,238.273877,38.408275,284.560011,0,140.865727,47.045894,234.685559
z_gcs_1m_adj_kilian,7.725,stoxx,17,112.897934,61.389810,11.920683,213.875185,23.882710,257.163987,0,123.110863,32.445465,213.776262
z_gcs_1m_adj_kilian,7.725,stoxx,18,92.605932,60.259361,-6.511897,191.723761,2.216890,228.189495,0,99.833324,15.004759,184.661888
z_gcs_1m_adj_kilian,7.725,stoxx,19,119.669574,58.240392,23.872655,215.466494,38.133026,256.534495,0,128.481384,34.491417,222.471351
z_gcs_1m_adj_kilian,7.725,stoxx,20,119.617599,57.746788,24.632587,214.602612,41.659436,258.209889,0,129.296985,31.597719,226.996251
z_gcs_1m_adj_kilian,7.725,stoxx,21,104.419022,58.403591,8.353664,200.484380,22.653995,241.667460,0,114.928361,26.652294,203.204429
z_gcs_1m_adj_kilian,7.725,stoxx,22,89.193674,58.601404,-7.197057,185.584405,7.151709,223.976902,0,100.298928,11.442885,189.154972
z_gcs_1m_adj_kilian,7.725,stoxx,23,55.258063,53.512351,-32.761922,143.278048,-25.010464,167.634001,0,60.713839,-16.187364,137.615043
z_gcs_1m_adj_kilian,7.725,stoxx,24,65.047053,47.305612,-12.763754,142.857860,-5.911365,164.388838,0,73.213145,-3.061792,149.488082
z_gcs_1m_adj_kilian,7.725,stoxx,25,58.468556,46.383104,-17.824861,134.761973,-13.425255,151.234764,0,65.789029,-7.755616,139.333674
z_gcs_1m_adj_kilian,7.725,stoxx,26,42.071779,37.155572,-19.043698,103.187257,-15.519358,116.382924,0,47.794217,-12.831202,108.419636
z_gcs_1m_adj_kilian,7.725,stoxx,27,34.753279,37.638340,-27.156281,96.662839,-25.468065,106.266125,0,41.336215,-20.767425,103.439854
z_gcs_1m_adj_kilian,7.725,stoxx,28,40.800252,39.465135,-24.114118,105.714623,-22.343964,115.784009,0,48.715658,-16.968677,114.399994
z_gcs_1m_adj_kilian,7.725,stoxx,29,43.812440,39.150309,-20.584088,108.208969,-20.785571,118.198028,0,53.949444,-12.377191,120.276080
z_gcs_1m_adj_kilian,7.725,stoxx,30,34.559909,44.862487,-39.232316,108.352133,-41.706319,117.555509,0,44.878388,-22.659740,112.416516
z_gcs_1m_adj_kilian,7.725,stoxx,31,36.052440,43.918135,-36.186463,108.291343,-36.412482,119.496896,0,47.593003,-21.373350,116.559356
z_gcs_1m_adj_kilian,7.725,stoxx,32,39.750523,41.110892,-27.870877,107.371923,-26.026904,121.972307,0,50.509158,-18.470555,119.488870
z_gcs_1m_adj_kilian,7.725,stoxx,33,38.256742,42.994270,-32.462540,108.976024,-30.534091,126.394996,0,48.608002,-18.767472,115.983476
z_gcs_1m_adj_kilian,7.725,stoxx,34,40.115719,38.159923,-22.651768,102.883207,-19.032161,120.251557,0,50.645358,-14.751708,116.042424
z_gcs_1m_adj_kilian,7.725,stoxx,35,28.657612,37.968634,-33.795233,91.110457,-33.990634,102.696448,0,43.912180,-16.078054,103.902413
z_gcs_1m_adj_kilian,7.725,stoxx,36,17.354506,33.070988,-37.042429,71.751441,-33.905526,85.150032,0,30.613336,-23.537618,84.764289
z_gcs_1m_adj_kilian,7.725,stoxx,37,-3.104934,26.997930,-47.512577,41.302710,-46.301622,50.890927,0,9.635225,-38.354143,57.624593
z_gcs_1m_adj_kilian,7.725,stoxx,38,0.833400,22.109491,-35.533478,37.200277,-35.647261,43.946908,0,15.058412,-32.884983,63.001807
z_gcs_1m_adj_kilian,7.725,stoxx,39,-18.813087,18.076733,-48.546666,10.920493,-49.543533,15.532706,0,-7.362196,-56.989825,42.265434
z_gcs_1m_adj_kilian,7.725,stoxx,40,-47.035055,16.407369,-74.022775,-20.047335,-76.568319,-17.501791,0,-31.453420,-84.285904,21.379064
z_gcs_1m_adj_kilian,7.725,stoxx,41,-45.299799,16.332224,-72.163917,-18.435682,-75.514413,-16.718408,0,-32.541851,-89.779725,24.696022
z_gcs_1m_adj_kilian,7.725,stoxx,42,-34.049467,16.907624,-61.860035,-6.238900,-71.246241,-8.688031,0,-23.875865,-81.111868,33.360139
z_gcs_1m_adj_kilian,7.725,stoxx,43,-46.008636,21.527649,-81.418468,-10.598804,-98.751377,-16.946309,0,-35.349250,-97.542386,26.843886
z_gcs_1m_adj_kilian,7.725,stoxx,44,-46.244031,21.136441,-81.010381,-11.477680,-95.914666,-16.653014,0,-38.895688,-101.598046,23.806671
z_gcs_1m_adj_kilian,7.725,stoxx,45,-34.422258,21.548362,-69.866159,1.021644,-77.518981,1.132540,0,-25.968004,-81.099043,29.163034
z_gcs_1m_adj_kilian,7.725,stoxx,46,-40.947197,19.631527,-73.238186,-8.656208,-81.191829,-9.536754,0,-30.466206,-84.881330,23.948918
z_gcs_1m_adj_kilian,7.725,stoxx,47,-35.296778,23.347991,-73.700805,3.107249,-77.323161,6.729605,0,-24.135109,-81.870760,33.600542
z_gcs_1m_adj_kilian,7.725,stoxx,48,-39.575927,27.060006,-84.085676,4.933822,-90.989938,6.426083,0,-25.979547,-83.861648,31.902555
z_gc_1m_adj_jk_sum,9.320,ois1m,0,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0,1.000000,1.000000,1.000000
z_gc_1m_adj_jk_sum,9.320,ois1m,1,0.917336,0.330076,0.374409,1.460264,0.141657,1.412451,0,0.936176,0.325041,1.547312
z_gc_1m_adj_jk_sum,9.320,ois1m,2,0.103989,0.517303,-0.746899,0.954877,-1.370325,0.724753,0,0.079534,-0.985331,1.144399
z_gc_1m_adj_jk_sum,9.320,ois1m,3,-0.138268,0.697652,-1.285804,1.009269,-2.056812,0.698915,0,-0.162700,-1.609928,1.284527
z_gc_1m_adj_jk_sum,9.320,ois1m,4,0.648589,0.637002,-0.399186,1.696363,-1.007615,1.444841,0,0.579149,-0.943938,2.102235
z_gc_1m_adj_jk_sum,9.320,ois1m,5,0.750493,0.552575,-0.158412,1.659397,-0.520429,1.524097,0,0.616521,-0.842268,2.075310
z_gc_1m_adj_jk_sum,9.320,ois1m,6,1.001314,0.559877,0.080399,1.922229,-0.230414,1.813135,0,0.897330,-0.699973,2.494634
z_gc_1m_adj_jk_sum,9.320,ois1m,7,0.976661,0.548270,0.074838,1.878485,-0.202119,1.799066,0,0.866088,-0.727944,2.460119
z_gc_1m_adj_jk_sum,9.320,ois1m,8,1.451326,0.538922,0.564878,2.337773,0.508213,2.421384,0,1.272568,-0.270907,2.816044
z_gc_1m_adj_jk_sum,9.320,ois1m,9,1.134417,0.597381,0.151813,2.117020,-0.000606,2.120095,0,0.913767,-0.877090,2.704625
z_gc_1m_adj_jk_sum,9.320,ois1m,10,0.924886,0.679687,-0.193100,2.042872,-0.366519,2.046370,0,0.610287,-1.297796,2.518370
z_gc_1m_adj_jk_sum,9.320,ois1m,11,1.139350,0.678131,0.023924,2.254777,-0.047379,2.326080,0,0.792703,-1.125808,2.711214
z_gc_1m_adj_jk_sum,9.320,ois1m,12,1.014527,0.725087,-0.178135,2.207189,-0.218121,2.319684,0,0.628720,-1.335399,2.592839
z_gc_1m_adj_jk_sum,9.320,ois1m,13,1.216412,0.771021,-0.051805,2.484629,0.021329,2.758455,0,0.853321,-1.092061,2.798703
z_gc_1m_adj_jk_sum,9.320,ois1m,14,1.775568,0.996415,0.136611,3.414524,0.330766,3.917860,0,1.411590,-0.687563,3.510743
z_gc_1m_adj_jk_sum,9.320,ois1m,15,1.843781,1.115229,0.009392,3.678169,0.226699,4.185761,0,1.527758,-0.720302,3.775819
z_gc_1m_adj_jk_sum,9.320,ois1m,16,1.699953,1.218590,-0.304450,3.704356,-0.127932,4.198063,0,1.430270,-0.953050,3.813591
z_gc_1m_adj_jk_sum,9.320,ois1m,17,1.865201,1.266195,-0.217505,3.947907,-0.034092,4.460902,0,1.490097,-1.112407,4.092601
z_gc_1m_adj_jk_sum,9.320,ois1m,18,1.872133,1.239268,-0.166281,3.910546,0.013231,4.412631,0,1.479250,-1.172333,4.130834
z_gc_1m_adj_jk_sum,9.320,ois1m,19,1.847758,1.146332,-0.037791,3.733306,0.128260,4.197738,0,1.552069,-1.136456,4.240593
z_gc_1m_adj_jk_sum,9.320,ois1m,20,1.710873,1.086237,-0.075828,3.497574,0.135829,3.991971,0,1.424803,-1.309956,4.159562
z_gc_1m_adj_jk_sum,9.320,ois1m,21,1.880371,1.225221,-0.134939,3.895681,0.103800,4.453336,0,1.571813,-1.266234,4.409861
z_gc_1m_adj_jk_sum,9.320,ois1m,22,1.428543,1.157549,-0.475456,3.332543,-0.249903,3.801520,0,1.218139,-1.606724,4.043002
z_gc_1m_adj_jk_sum,9.320,ois1m,23,1.333591,1.157576,-0.570452,3.237634,-0.402773,3.648743,0,1.068345,-1.693227,3.829918
z_gc_1m_adj_jk_sum,9.320,ois1m,24,1.761956,1.087980,-0.027612,3.551524,0.129986,3.883517,0,1.528105,-1.293548,4.349758
z_gc_1m_adj_jk_sum,9.320,ois1m,25,1.503222,0.928367,-0.023806,3.030250,0.064253,3.220701,0,1.296668,-1.586183,4.179520
z_gc_1m_adj_jk_sum,9.320,ois1m,26,1.152282,0.960187,-0.427086,2.731649,-0.480037,2.784600,0,0.946981,-1.934444,3.828406
z_gc_1m_adj_jk_sum,9.320,ois1m,27,0.628569,1.059483,-1.114125,2.371263,-1.225526,2.376715,0,0.437616,-2.454082,3.329315
z_gc_1m_adj_jk_sum,9.320,ois1m,28,0.541604,1.063500,-1.207699,2.290906,-1.266347,2.349554,0,0.393660,-2.347143,3.134463
z_gc_1m_adj_jk_sum,9.320,ois1m,29,0.852693,1.041934,-0.861135,2.566521,-0.918594,2.623980,0,0.679788,-1.990986,3.350563
z_gc_1m_adj_jk_sum,9.320,ois1m,30,0.525003,1.040046,-1.185720,2.235727,-1.191073,2.293081,0,0.335856,-2.310185,2.981898
z_gc_1m_adj_jk_sum,9.320,ois1m,31,0.791668,1.019555,-0.885351,2.468686,-0.890598,2.524911,0,0.757935,-1.924695,3.440565
