cell,role,h,n,msfe_free,msfe_ablated,ratio,dm_stat,cw_stat
ip_on_i1y,escape,2,60,1.473505421,1.517738985,1.030019275,2.348533412,2.46190275
ip_on_i1y,escape,12,60,58.82882766,49.02211091,0.83330083,-0.9756796932,-1.086047946
ip_on_i1y,escape,pooled,60,30.15116654,25.26992495,0.8381077036,-0.97039377,-1.078350376
stoxx_on_i1y,escape,2,60,52.99185522,53.93703527,1.017836327,0.8943777107,1.113979186
stoxx_on_i1y,escape,12,60,1753.325451,1322.544183,0.7543061568,-1.453085002,-1.71740023
stoxx_on_i1y,escape,pooled,60,903.1586531,688.2406089,0.7620373304,-1.458945179,-1.724347135
hicp_yoy_on_i1y,control,2,60,0.1649102605,0.1732240505,1.050414025,1.904576115,2.190349519
hicp_yoy_on_i1y,control,12,60,6.499144339,6.239802812,0.9600960505,-0.8739258551,-1.042637876
hicp_yoy_on_i1y,control,pooled,60,3.3320273,3.206513431,0.9623310803,-0.8461367171,-1.000801521
