dgp,scale_estimator,equation,block,horizon,tau_mean,tau_median,p_tau_gt1
sparse,block,1,1,1,0.5758129446,0.3969433363,0.1503125
sparse,block,1,1,2,0.418514131,0.2804146409,0.084625
sparse,block,1,1,3,0.5458312164,0.3712886054,0.1394375
sparse,block,1,1,4,0.6093372481,0.4272480038,0.1699375
sparse,block,1,1,5,0.6896042709,0.4938924789,0.208125
sparse,block,1,1,6,0.7607182435,0.5287506913,0.23625
sparse,block,1,1,7,0.7905254608,0.5564547298,0.2583125
sparse,block,1,1,8,0.8264035934,0.5892068211,0.2736875
sparse,block,1,1,9,0.902820851,0.6446228411,0.3058125
sparse,block,1,1,10,0.9621475941,0.6880810778,0.3343125
sparse,block,1,1,11,0.9969922786,0.7089429175,0.344
sparse,block,1,1,12,0.9655951918,0.6838676182,0.337625
sparse,block,1,2,1,0.5534867274,0.3755649817,0.1403125
sparse,block,1,2,2,0.3960982125,0.2622974656,0.075375
sparse,block,1,2,3,0.5733316357,0.4077080949,0.1546875
sparse,block,1,2,4,0.6348267878,0.4575231344,0.180625
sparse,block,1,2,5,0.7502727052,0.5335406156,0.236
sparse,block,1,2,6,0.8107243308,0.5870952988,0.2659375
sparse,block,1,2,7,0.8167151582,0.5934104837,0.2709375
sparse,block,1,2,8,0.9071226432,0.6732722792,0.3135
sparse,block,1,2,9,0.9497508212,0.6998958822,0.332375
sparse,block,1,2,10,1.004521719,0.7335218745,0.3498125
sparse,block,1,2,11,1.018710629,0.7395066013,0.3551875
sparse,block,1,2,12,1.113686684,0.821694877,0.3890625
sparse,block,1,3,1,0.5423236263,0.366744278,0.137625
sparse,block,1,3,2,0.4049489109,0.2623212335,0.0804375
sparse,block,1,3,3,0.5684658151,0.390215873,0.1490625
sparse,block,1,3,4,0.630050914,0.4356397721,0.178875
sparse,block,1,3,5,0.7387628764,0.524734744,0.2310625
sparse,block,1,3,6,0.823301687,0.591369373,0.273875
sparse,block,1,3,7,0.9025809392,0.6475235641,0.3086875
sparse,block,1,3,8,0.9817394909,0.7027556532,0.3370625
sparse,block,1,3,9,1.009270391,0.7130885346,0.3486875
sparse,block,1,3,10,1.11441433,0.8063005956,0.3835
sparse,block,1,3,11,1.104985314,0.7978758342,0.3849375
sparse,block,1,3,12,1.09873666,0.789722931,0.380125
sparse,block,2,1,1,0.5608706122,0.3768390983,0.1451875
sparse,block,2,1,2,0.4232187319,0.2829573009,0.08775
sparse,block,2,1,3,0.5752849975,0.3950603256,0.1545
sparse,block,2,1,4,0.7113442229,0.4924010454,0.2084375
sparse,block,2,1,5,0.7972365654,0.572457986,0.2609375
sparse,block,2,1,6,0.8723910617,0.6459177362,0.2959375
sparse,block,2,1,7,0.9137281612,0.6641181648,0.317625
sparse,block,2,1,8,0.9804577041,0.7124302099,0.3413125
sparse,block,2,1,9,1.045603669,0.749207815,0.367625
sparse,block,2,1,10,1.074642174,0.7923574322,0.384625
sparse,block,2,1,11,1.146053319,0.8465609628,0.4094375
sparse,block,2,1,12,1.20062667,0.8892780364,0.431875
sparse,block,2,2,1,0.5546652203,0.3640374165,0.14175
sparse,block,2,2,2,0.4336514637,0.283742345,0.0913125
sparse,block,2,2,3,0.5459039145,0.3631790337,0.1401875
sparse,block,2,2,4,0.6528336521,0.4499171715,0.188875
sparse,block,2,2,5,0.6933109433,0.4958074607,0.209625
sparse,block,2,2,6,0.7817624928,0.5616239603,0.254875
sparse,block,2,2,7,0.8420612692,0.617448597,0.28225
sparse,block,2,2,8,0.8711877359,0.6355202814,0.2993125
sparse,block,2,2,9,0.938818795,0.6785516692,0.323125
sparse,block,2,2,10,0.9753744179,0.7038078287,0.3355625
sparse,block,2,2,11,0.9843141064,0.6957605992,0.3373125
sparse,block,2,2,12,1.077183768,0.775264404,0.3789375
sparse,block,2,3,1,0.5269476454,0.3443554388,0.1313125
sparse,block,2,3,2,0.3911920645,0.2523047839,0.0764375
sparse,block,2,3,3,0.5555707194,0.3769599343,0.1436875
sparse,block,2,3,4,0.6257964268,0.4326573207,0.17975
sparse,block,2,3,5,0.7730229608,0.5501443462,0.245125
sparse,block,2,3,6,0.8411066048,0.6050890135,0.279625
sparse,block,2,3,7,0.9670417275,0.7025078799,0.3371875
sparse,block,2,3,8,1.027546523,0.7407688047,0.361
sparse,block,2,3,9,1.120362134,0.8175662857,0.3981875
sparse,block,2,3,10,1.127458287,0.8151030236,0.3936875
sparse,block,2,3,11,1.189150954,0.8498245001,0.3991875
sparse,block,2,3,12,1.204548438,0.863085198,0.4091875
sparse,block,3,1,1,0.5923640539,0.4047275698,0.159125
sparse,block,3,1,2,2.915104959,2.367464406,0.9833125
sparse,block,3,1,3,2.033375026,1.636622836,0.853375
sparse,block,3,1,4,2.050096332,1.638773855,0.8410625
sparse,block,3,1,5,2.058307298,1.648414938,0.8198125
sparse,block,3,1,6,1.810781842,1.459670928,0.7335
sparse,block,3,1,7,1.434427549,1.11307938,0.56325
sparse,block,3,1,8,1.22610306,0.9461994424,0.46125
sparse,block,3,1,9,1.057759809,0.7580683085,0.37275
sparse,block,3,1,10,0.9756050216,0.701758889,0.3385
sparse,block,3,1,11,0.9558825677,0.687456067,0.3285625
sparse,block,3,1,12,0.9937348405,0.7194164449,0.34525
sparse,block,3,2,1,0.5435423523,0.3690000186,0.1389375
sparse,block,3,2,2,0.5955281904,0.4325836828,0.1596875
sparse,block,3,2,3,0.8257085518,0.6200729245,0.2690625
sparse,block,3,2,4,0.7620956928,0.5584341308,0.2484375
sparse,block,3,2,5,0.7410892998,0.5311374178,0.2376875
sparse,block,3,2,6,0.8054049679,0.5814578213,0.2673125
sparse,block,3,2,7,0.9067473896,0.6684378459,0.314625
sparse,block,3,2,8,0.9001364107,0.6638112228,0.3133125
sparse,block,3,2,9,0.9569339182,0.694057588,0.329
sparse,block,3,2,10,0.9581809934,0.6960780086,0.33575
sparse,block,3,2,11,0.8809104594,0.621457235,0.3005625
sparse,block,3,2,12,0.8832461332,0.630767873,0.299
sparse,block,3,3,1,0.5226331738,0.3476082907,0.13325
sparse,block,3,3,2,0.5663772626,0.4035095167,0.1418125
sparse,block,3,3,3,0.7096053664,0.5117354391,0.2146875
sparse,block,3,3,4,0.8313710091,0.5895176715,0.268625
sparse,block,3,3,5,0.8200023659,0.5966561276,0.266625
sparse,block,3,3,6,0.8857608306,0.6429901074,0.301125
sparse,block,3,3,7,1.010854655,0.7358758245,0.3549375
sparse,block,3,3,8,1.026293618,0.7545605173,0.3690625
sparse,block,3,3,9,1.123448947,0.8203463054,0.4055625
sparse,block,3,3,10,1.21911445,0.8964263381,0.4329375
sparse,block,3,3,11,1.17465972,0.8555684882,0.4174375
sparse,block,3,3,12,1.155032156,0.8465601541,0.406875
sparse,pooled,1,1,1,0.2444080604,0.208242288,0.00875
sparse,pooled,1,1,2,0.2287993269,0.1997809916,0.0050625
sparse,pooled,1,1,3,0.229139301,0.2002360629,0.00525
sparse,pooled,1,1,4,0.2336549633,0.2048420698,0.00575
sparse,pooled,1,1,5,0.2426977467,0.2138991582,0.0084375
sparse,pooled,1,1,6,0.2526446122,0.2221756721,0.012875
sparse,pooled,1,1,7,0.263867114,0.2314105288,0.019125
sparse,pooled,1,1,8,0.2776873449,0.2397539606,0.029125
sparse,pooled,1,1,9,0.2899254994,0.2467630582,0.0404375
sparse,pooled,1,1,10,0.2986629131,0.2508863062,0.0485
sparse,pooled,1,1,11,0.3068412159,0.2533523852,0.0519375
sparse,pooled,1,1,12,0.3149829424,0.2510819828,0.0575
sparse,pooled,1,2,1,0.262659235,0.2232052224,0.01675
sparse,pooled,1,2,2,0.2512325512,0.2180017639,0.014625
sparse,pooled,1,2,3,0.2546394568,0.2204913975,0.0181875
sparse,pooled,1,2,4,0.2656635915,0.234352544,0.024
sparse,pooled,1,2,5,0.2851520448,0.2507350378,0.035
sparse,pooled,1,2,6,0.3079465969,0.2725373741,0.0535
sparse,pooled,1,2,7,0.3363189032,0.2951289339,0.0766875
sparse,pooled,1,2,8,0.3658436576,0.3209044416,0.102875
sparse,pooled,1,2,9,0.3962421674,0.3453659584,0.1224375
sparse,pooled,1,2,10,0.422788993,0.3614489584,0.133625
sparse,pooled,1,2,11,0.4495927128,0.3799381807,0.1434375
sparse,pooled,1,2,12,0.472101812,0.3856980691,0.1504375
sparse,pooled,1,3,1,0.2698492685,0.2268098375,0.0190625
sparse,pooled,1,3,2,0.2560573489,0.2210043389,0.013375
sparse,pooled,1,3,3,0.2606720832,0.2295012938,0.0148125
sparse,pooled,1,3,4,0.2757170331,0.2421179483,0.0190625
sparse,pooled,1,3,5,0.2997877825,0.265101788,0.0283125
sparse,pooled,1,3,6,0.3306719996,0.2940223959,0.0465
