dgp,scale_estimator,equation,block,horizon,tau_mean,tau_median,p_tau_gt1
sparse,block,3,2,5,0.8413944171,0.611114973,0.2845625
sparse,block,3,2,6,0.8883139746,0.6463292989,0.301625
sparse,block,3,2,7,1.000832619,0.7507813204,0.356875
sparse,block,3,2,8,0.9984681557,0.7436130465,0.35825
sparse,block,3,2,9,1.072330393,0.8035431713,0.38425
sparse,block,3,2,10,1.068751056,0.7817392091,0.381375
sparse,block,3,2,11,1.017957414,0.7389891082,0.3573125
sparse,block,3,2,12,1.008849417,0.7294774365,0.3521875
sparse,block,3,3,1,0.5539705667,0.376264522,0.1460625
sparse,block,3,3,2,0.5906251364,0.3971276066,0.1618125
sparse,block,3,3,3,0.6702703896,0.4790019521,0.1985625
sparse,block,3,3,4,0.7703917998,0.5453360112,0.248625
sparse,block,3,3,5,0.7616007824,0.5518449805,0.241125
sparse,block,3,3,6,0.8116114407,0.6034508345,0.2774375
sparse,block,3,3,7,0.934052779,0.6973989189,0.3214375
sparse,block,3,3,8,0.9231140019,0.6934417746,0.322375
sparse,block,3,3,9,0.9656204976,0.7141971239,0.339875
sparse,block,3,3,10,1.012347865,0.750469978,0.3525625
sparse,block,3,3,11,0.986191089,0.7228273167,0.34475
sparse,block,3,3,12,0.9619290345,0.7031484245,0.3298125
sparse,pooled,1,1,1,0.3379834224,0.2961717573,0.0306875
sparse,pooled,1,1,2,0.3248760442,0.2882057481,0.02725
sparse,pooled,1,1,3,0.3297004703,0.2958125126,0.03025
sparse,pooled,1,1,4,0.3376768245,0.3048947131,0.03775
sparse,pooled,1,1,5,0.3521095883,0.3166441884,0.0485625
sparse,pooled,1,1,6,0.3688634971,0.3321888933,0.0650625
sparse,pooled,1,1,7,0.3861826361,0.3468999384,0.080875
sparse,pooled,1,1,8,0.4098220924,0.3652440421,0.102375
sparse,pooled,1,1,9,0.4346686783,0.384309663,0.1235625
sparse,pooled,1,1,10,0.4591737765,0.3988194098,0.1415625
sparse,pooled,1,1,11,0.4840839392,0.4158488702,0.14525
sparse,pooled,1,1,12,0.5049661243,0.4198166993,0.15
sparse,pooled,1,2,1,0.3318396142,0.2894327884,0.0405625
sparse,pooled,1,2,2,0.3248926434,0.2862312163,0.039375
sparse,pooled,1,2,3,0.3264796317,0.2913886459,0.045
sparse,pooled,1,2,4,0.3372417542,0.3030670131,0.0569375
sparse,pooled,1,2,5,0.354800634,0.3170904274,0.0721875
sparse,pooled,1,2,6,0.3742908932,0.3375943166,0.0918125
sparse,pooled,1,2,7,0.3975632314,0.3576761248,0.1135
sparse,pooled,1,2,8,0.4218428903,0.3802988509,0.1325
sparse,pooled,1,2,9,0.4468555091,0.3985124989,0.1449375
sparse,pooled,1,2,10,0.4681527896,0.4142399761,0.1563125
sparse,pooled,1,2,11,0.4938292236,0.429087336,0.1611875
sparse,pooled,1,2,12,0.5143355752,0.4357014122,0.169125
sparse,pooled,1,3,1,0.3424646898,0.2967174396,0.025875
sparse,pooled,1,3,2,0.3296730131,0.2912212478,0.0210625
sparse,pooled,1,3,3,0.3332267681,0.2958373964,0.024
sparse,pooled,1,3,4,0.3435279174,0.3074189705,0.0275
sparse,pooled,1,3,5,0.3600598928,0.3249200825,0.0344375
sparse,pooled,1,3,6,0.3800136754,0.3461608454,0.0465
sparse,pooled,1,3,7,0.408749153,0.3745368083,0.070875
sparse,pooled,1,3,8,0.4393771237,0.4026911231,0.09975
sparse,pooled,1,3,9,0.4717970806,0.4275092118,0.133
sparse,pooled,1,3,10,0.5021810389,0.4517474814,0.158375
sparse,pooled,1,3,11,0.5276212048,0.4663101314,0.1781875
sparse,pooled,1,3,12,0.5503080541,0.4748586618,0.1863125
sparse,pooled,2,1,1,0.3504687562,0.3007940188,0.04125
sparse,pooled,2,1,2,0.3398373035,0.2949975463,0.03575
sparse,pooled,2,1,3,0.344532811,0.3036734331,0.0389375
sparse,pooled,2,1,4,0.3582462901,0.3189554893,0.0468125
sparse,pooled,2,1,5,0.3819919187,0.3424502664,0.0650625
sparse,pooled,2,1,6,0.410833593,0.3687727477,0.086375
sparse,pooled,2,1,7,0.4452122581,0.3995547458,0.11525
sparse,pooled,2,1,8,0.4897409135,0.4373027997,0.15075
sparse,pooled,2,1,9,0.5332552052,0.4741360131,0.183375
sparse,pooled,2,1,10,0.574544898,0.5067225316,0.2109375
