dgp,scale_estimator,equation,block,horizon,tau_mean,tau_median,p_tau_gt1
sparse,pooled,1,1,11,0.44563992,0.372177074,0.1165
sparse,pooled,1,1,12,0.4615833789,0.3726178432,0.1241875
sparse,pooled,1,2,1,0.3248341904,0.2670266162,0.04825
sparse,pooled,1,2,2,0.3146325238,0.2640150957,0.045
sparse,pooled,1,2,3,0.3140030061,0.2684985062,0.0485625
sparse,pooled,1,2,4,0.3221371945,0.2777713531,0.05575
sparse,pooled,1,2,5,0.3364167083,0.2914799489,0.0666875
sparse,pooled,1,2,6,0.3539767538,0.3110532427,0.0791875
sparse,pooled,1,2,7,0.3743086108,0.3272203017,0.0964375
sparse,pooled,1,2,8,0.3955406883,0.3412865307,0.112
sparse,pooled,1,2,9,0.4178139758,0.3625890906,0.128
sparse,pooled,1,2,10,0.4475124295,0.3842001391,0.141625
sparse,pooled,1,2,11,0.4740856456,0.4000968219,0.1471875
sparse,pooled,1,2,12,0.4946298097,0.408575649,0.1498125
sparse,pooled,1,3,1,0.3679059094,0.3117081681,0.0474375
sparse,pooled,1,3,2,0.3564856359,0.3061146601,0.0418125
sparse,pooled,1,3,3,0.3584716205,0.313592667,0.0449375
sparse,pooled,1,3,4,0.3703038199,0.3238171704,0.0510625
sparse,pooled,1,3,5,0.3850377879,0.3418729916,0.0558125
sparse,pooled,1,3,6,0.4087059244,0.3655425876,0.067
sparse,pooled,1,3,7,0.4355696041,0.390182155,0.0845625
sparse,pooled,1,3,8,0.4599299398,0.4096611063,0.103125
sparse,pooled,1,3,9,0.4857877714,0.4315109976,0.1245
sparse,pooled,1,3,10,0.510921543,0.4464832728,0.1470625
sparse,pooled,1,3,11,0.5326063584,0.4596456543,0.1599375
sparse,pooled,1,3,12,0.5587946542,0.4633109659,0.1699375
sparse,pooled,2,1,1,0.3979326785,0.3420615675,0.062125
sparse,pooled,2,1,2,0.3899894982,0.3395418643,0.059
sparse,pooled,2,1,3,0.3963552889,0.3487656633,0.062125
sparse,pooled,2,1,4,0.414012627,0.3694789087,0.0733125
sparse,pooled,2,1,5,0.4431653296,0.396472763,0.0975625
sparse,pooled,2,1,6,0.4787654315,0.4308593791,0.1283125
sparse,pooled,2,1,7,0.5220098215,0.4675546943,0.165375
sparse,pooled,2,1,8,0.5692403445,0.5102970353,0.2015
sparse,pooled,2,1,9,0.6187077516,0.5537476344,0.2314375
sparse,pooled,2,1,10,0.6651481787,0.5899817097,0.2580625
sparse,pooled,2,1,11,0.7117469275,0.62505414,0.2794375
sparse,pooled,2,1,12,0.7527725824,0.6449580757,0.288875
sparse,pooled,2,2,1,0.336787388,0.2789985221,0.0371875
sparse,pooled,2,2,2,0.3255319348,0.2741340333,0.0334375
sparse,pooled,2,2,3,0.3215678014,0.2745554215,0.0321875
sparse,pooled,2,2,4,0.3236536696,0.2799610245,0.0354375
sparse,pooled,2,2,5,0.3294067625,0.284751071,0.0406875
sparse,pooled,2,2,6,0.3406689221,0.2927743457,0.047625
sparse,pooled,2,2,7,0.3544324748,0.3039461452,0.0605625
sparse,pooled,2,2,8,0.3725183987,0.3166530315,0.0738125
sparse,pooled,2,2,9,0.3913689158,0.3295534045,0.086875
sparse,pooled,2,2,10,0.4084482461,0.3382940851,0.0996875
sparse,pooled,2,2,11,0.4308554741,0.3528557977,0.1125
sparse,pooled,2,2,12,0.4518508762,0.3551824075,0.1225
sparse,pooled,2,3,1,0.4252347666,0.3667101836,0.0774375
sparse,pooled,2,3,2,0.4195848982,0.3705403046,0.0706875
sparse,pooled,2,3,3,0.4262962577,0.3817662683,0.0746875
sparse,pooled,2,3,4,0.4450799133,0.4024627622,0.0921875
sparse,pooled,2,3,5,0.46561072,0.4222705627,0.109625
sparse,pooled,2,3,6,0.4886283345,0.4434353555,0.1341875
sparse,pooled,2,3,7,0.5121914518,0.4617729456,0.1548125
sparse,pooled,2,3,8,0.5315137683,0.4776998384,0.1720625
sparse,pooled,2,3,9,0.5460861673,0.4876787086,0.181875
sparse,pooled,2,3,10,0.5573835498,0.4962511342,0.1918125
sparse,pooled,2,3,11,0.5714294204,0.5012601293,0.1960625
sparse,pooled,2,3,12,0.5883378099,0.5023816147,0.2019375
sparse,pooled,3,1,1,1.290408687,1.178049898,0.613625
sparse,pooled,3,1,2,1.356275349,1.254438435,0.675375
sparse,pooled,3,1,3,1.490480626,1.392102127,0.777875
sparse,pooled,3,1,4,1.603996693,1.498645494,0.8253125
sparse,pooled,3,1,5,1.690983803,1.577738843,0.8458125
sparse,pooled,3,1,6,1.739003758,1.622895517,0.8444375
sparse,pooled,3,1,7,1.731932736,1.611964639,0.8275
sparse,pooled,3,1,8,1.706019893,1.59194689,0.801
sparse,pooled,3,1,9,1.669162908,1.547641133,0.770375
sparse,pooled,3,1,10,1.642052829,1.51335938,0.7428125
sparse,pooled,3,1,11,1.626393291,1.48230329,0.7231875
sparse,pooled,3,1,12,1.651829015,1.477118182,0.705875
sparse,pooled,3,2,1,0.3634983107,0.3030164553,0.0449375
sparse,pooled,3,2,2,0.3540169955,0.3015833399,0.0368125
sparse,pooled,3,2,3,0.3549165894,0.3046698572,0.03775
sparse,pooled,3,2,4,0.3607023787,0.3129066642,0.0445
sparse,pooled,3,2,5,0.370456337,0.3223292009,0.0505
sparse,pooled,3,2,6,0.3871341979,0.3352456377,0.0640625
sparse,pooled,3,2,7,0.4118193719,0.3584442908,0.0868125
sparse,pooled,3,2,8,0.4357275503,0.3769527733,0.100375
sparse,pooled,3,2,9,0.4588359777,0.3923452484,0.12225
sparse,pooled,3,2,10,0.4715483336,0.400582485,0.1284375
sparse,pooled,3,2,11,0.4805913449,0.3979737459,0.1326875
sparse,pooled,3,2,12,0.493461623,0.3977602286,0.135625
sparse,pooled,3,3,1,0.525253712,0.4602403591,0.1051875
sparse,pooled,3,3,2,0.5212810963,0.4660623605,0.099375
sparse,pooled,3,3,3,0.5239812234,0.473099326,0.10125
sparse,pooled,3,3,4,0.5226645185,0.4767621009,0.1034375
sparse,pooled,3,3,5,0.523657139,0.4778614872,0.1035625
sparse,pooled,3,3,6,0.5298308356,0.4830344297,0.1064375
sparse,pooled,3,3,7,0.5435619953,0.4962837792,0.119625
sparse,pooled,3,3,8,0.56801363,0.5169702554,0.1415
sparse,pooled,3,3,9,0.5938141634,0.5352091843,0.1633125
sparse,pooled,3,3,10,0.6227886411,0.5568579079,0.190375
sparse,pooled,3,3,11,0.6455536788,0.5666490147,0.2026875
sparse,pooled,3,3,12,0.6692808546,0.5738201756,0.211875
