dgp,scale_estimator,equation,block,horizon,tau_mean,tau_median,p_tau_gt1
sparse,block,1,1,1,0.7048159629,0.3952055317,0.187
sparse,block,1,1,2,1.041938519,0.6468455498,0.308625
sparse,block,1,1,3,0.9641294956,0.5907355296,0.2856875
sparse,block,1,1,4,1.038379577,0.6337057154,0.3175
sparse,block,1,1,5,1.068226227,0.6304405362,0.3064375
sparse,block,1,1,6,1.025222426,0.6069869064,0.30075
sparse,block,1,1,7,1.031328766,0.6220723059,0.3075
sparse,block,1,1,8,1.107900271,0.6645189593,0.3316875
sparse,block,1,1,9,1.167255538,0.7355211021,0.3619375
sparse,block,1,1,10,1.211431607,0.73327927,0.3671875
sparse,block,1,1,11,1.289275315,0.7815353833,0.380875
sparse,block,1,1,12,1.330216966,0.8213832508,0.4033125
sparse,block,1,2,1,0.7285525712,0.3999403857,0.1936875
sparse,block,1,2,2,0.8764524793,0.4949419702,0.2480625
sparse,block,1,2,3,0.8956822766,0.5357221486,0.2565625
sparse,block,1,2,4,0.9207999014,0.5590265349,0.2693125
sparse,block,1,2,5,1.163077063,0.5936645743,0.2885
sparse,block,1,2,6,1.078627912,0.6380874286,0.318375
sparse,block,1,2,7,1.100815935,0.6638375324,0.32575
sparse,block,1,2,8,1.11474572,0.6694903741,0.3349375
sparse,block,1,2,9,1.161716121,0.7200549095,0.359375
sparse,block,1,2,10,1.245856632,0.7557978714,0.37025
sparse,block,1,2,11,1.289056626,0.8046433575,0.3900625
sparse,block,1,2,12,1.342716034,0.8231268524,0.399625
sparse,block,1,3,1,0.6903418741,0.3765796396,0.1849375
sparse,block,1,3,2,0.816284406,0.4569089895,0.2195
sparse,block,1,3,3,0.8323517414,0.4824143839,0.2303125
sparse,block,1,3,4,0.9251531355,0.5589378153,0.2711875
sparse,block,1,3,5,0.9714295015,0.5656431247,0.28325
sparse,block,1,3,6,1.028911519,0.6375126616,0.312375
sparse,block,1,3,7,1.208738438,0.7291678739,0.3615625
sparse,block,1,3,8,1.231248889,0.7694579938,0.381625
sparse,block,1,3,9,1.240775658,0.7617158773,0.3834375
sparse,block,1,3,10,1.250495363,0.7657928158,0.3869375
sparse,block,1,3,11,1.288659418,0.8151125276,0.4078125
sparse,block,1,3,12,1.360464581,0.8376774409,0.4095625
sparse,block,2,1,1,0.7176401058,0.3902156919,0.1850625
sparse,block,2,1,2,0.8003760009,0.4481236931,0.217125
sparse,block,2,1,3,0.8555942582,0.5022544883,0.2420625
sparse,block,2,1,4,0.932036666,0.5484751556,0.268
sparse,block,2,1,5,1.065113327,0.6494303183,0.3210625
sparse,block,2,1,6,1.084787087,0.6716709708,0.3365
sparse,block,2,1,7,1.134759824,0.6976338264,0.3446875
sparse,block,2,1,8,1.248003648,0.7673209743,0.3795625
sparse,block,2,1,9,1.325416907,0.829400287,0.4080625
sparse,block,2,1,10,1.511969145,0.9536026142,0.4565625
sparse,block,2,1,11,1.602163613,0.9802709435,0.4776875
sparse,block,2,1,12,1.582372989,1.031705264,0.4889375
sparse,block,2,2,1,0.7375714985,0.4071216512,0.2
sparse,block,2,2,2,0.888928133,0.5142322551,0.2513125
sparse,block,2,2,3,0.9443173034,0.5443796993,0.26025
sparse,block,2,2,4,0.9565346381,0.5568895049,0.2790625
sparse,block,2,2,5,0.9775043877,0.5723854905,0.280125
sparse,block,2,2,6,1.07852942,0.6332055626,0.316125
sparse,block,2,2,7,1.100752559,0.6357590356,0.3165
sparse,block,2,2,8,1.11011312,0.6719805331,0.3351875
sparse,block,2,2,9,1.190192573,0.7304558596,0.365625
sparse,block,2,2,10,1.206880257,0.7191887294,0.3624375
sparse,block,2,2,11,1.234838646,0.7703120022,0.383125
sparse,block,2,2,12,1.338713966,0.8293925243,0.4065
sparse,block,2,3,1,0.6969548211,0.3858987125,0.182875
sparse,block,2,3,2,0.8355026268,0.4957236955,0.2381875
sparse,block,2,3,3,0.9070314878,0.5354792127,0.2530625
sparse,block,2,3,4,0.9947941349,0.6116746768,0.295875
sparse,block,2,3,5,1.13455113,0.6849711949,0.3366875
sparse,block,2,3,6,1.256560607,0.7986851956,0.3965
sparse,block,2,3,7,1.210841505,0.7748766564,0.382625
sparse,block,2,3,8,1.206169594,0.7584857829,0.37125
sparse,block,2,3,9,1.323894589,0.7919697029,0.39225
sparse,block,2,3,10,1.288027071,0.8031665092,0.3948125
sparse,block,2,3,11,1.265510545,0.7886269261,0.3861875
sparse,block,2,3,12,1.290062938,0.8054775258,0.3971875
sparse,block,3,1,1,0.7097460095,0.3922472065,0.1858125
sparse,block,3,1,2,1.03475448,0.6099464815,0.297
sparse,block,3,1,3,2.341581274,1.580424498,0.77525
sparse,block,3,1,4,2.553760951,1.700666923,0.803125
sparse,block,3,1,5,2.682661618,1.828709714,0.82575
sparse,block,3,1,6,2.665270258,1.767891528,0.7924375
sparse,block,3,1,7,2.489106031,1.605635915,0.7195
sparse,block,3,1,8,2.184501993,1.453202286,0.663375
sparse,block,3,1,9,2.031672687,1.29645685,0.60125
sparse,block,3,1,10,1.847844488,1.206353661,0.5668125
sparse,block,3,1,11,1.694687698,1.078476131,0.5118125
sparse,block,3,1,12,1.73784958,1.062851915,0.499875
sparse,block,3,2,1,0.711460339,0.395099638,0.1859375
sparse,block,3,2,2,0.8309565402,0.4858991341,0.236125
sparse,block,3,2,3,1.013807908,0.5970335174,0.2886875
sparse,block,3,2,4,0.9781419517,0.5689466917,0.2770625
sparse,block,3,2,5,0.9686043619,0.5777036146,0.2853125
sparse,block,3,2,6,1.024424748,0.609507727,0.30525
sparse,block,3,2,7,1.170365623,0.7193438341,0.3565
sparse,block,3,2,8,1.195640489,0.7646798226,0.3719375
sparse,block,3,2,9,1.371997108,0.8529323025,0.413
sparse,block,3,2,10,1.350297453,0.8482064175,0.41525
sparse,block,3,2,11,1.319099201,0.7921907573,0.3925625
sparse,block,3,2,12,1.178364366,0.7144035414,0.356
sparse,block,3,3,1,0.7235895326,0.3927377623,0.191625
sparse,block,3,3,2,1.093467813,0.6864527194,0.3374375
sparse,block,3,3,3,1.101793094,0.6719567041,0.334625
sparse,block,3,3,4,1.07582753,0.6788538158,0.3344375
sparse,block,3,3,5,1.032675114,0.6344078799,0.314875
sparse,block,3,3,6,1.059028206,0.6467358175,0.320125
sparse,block,3,3,7,1.106441036,0.67127283,0.3301875
sparse,block,3,3,8,1.147068358,0.7127989777,0.3521875
sparse,block,3,3,9,1.198206071,0.7515655144,0.3683125
sparse,block,3,3,10,1.24453597,0.7693924523,0.37725
sparse,block,3,3,11,1.419199067,0.855429012,0.4155625
sparse,block,3,3,12,1.321938146,0.8171998425,0.4005625
sparse,pooled,1,1,1,0.390776686,0.3336379297,0.058
sparse,pooled,1,1,2,0.3840901748,0.3325869894,0.0548125
sparse,pooled,1,1,3,0.3814905367,0.3333729593,0.054125
sparse,pooled,1,1,4,0.3768852171,0.3334261193,0.055375
sparse,pooled,1,1,5,0.3778287493,0.331616913,0.057875
sparse,pooled,1,1,6,0.382114936,0.3362798352,0.0645
sparse,pooled,1,1,7,0.3898969635,0.3412477312,0.070625
sparse,pooled,1,1,8,0.4044472554,0.350196482,0.0831875
sparse,pooled,1,1,9,0.4207973762,0.3587906744,0.096875
sparse,pooled,1,1,10,0.4325213286,0.3674609845,0.106625
