dgp,mode,R,T,p,H,estimator,variable,horizon,bias,variance,mse,rmse,coverage,avg_len,coverage_post,avg_len_post
sparse,fmar,40,200,4,12,LP,1,1,-0.00900090751,0.006607275196,0.006688291532,0.0817819756,0.85,0.2304178483,NaN,NaN
sparse,fmar,40,200,4,12,LP,1,2,-0.002622079348,0.00689719815,0.00690407345,0.0830907543,0.9,0.2581860272,NaN,NaN
sparse,fmar,40,200,4,12,LP,1,3,-0.01260701293,0.006074943125,0.0062338799,0.07895492321,0.95,0.2788874791,NaN,NaN
sparse,fmar,40,200,4,12,LP,1,4,-0.01697710949,0.00882124751,0.009109469757,0.09544354225,0.875,0.3026349131,NaN,NaN
sparse,fmar,40,200,4,12,LP,1,5,-0.01198405351,0.009989023885,0.01013264142,0.1006610224,0.85,0.3119563373,NaN,NaN
sparse,fmar,40,200,4,12,LP,1,6,-0.0189759072,0.01205301296,0.01241309801,0.1114140835,0.825,0.3140243316,NaN,NaN
sparse,fmar,40,200,4,12,LP,1,7,-0.02417624683,0.01066388293,0.01124837384,0.1060583511,0.825,0.3178652406,NaN,NaN
sparse,fmar,40,200,4,12,LP,1,8,-0.02769457907,0.01193225534,0.01269924505,0.1126909271,0.85,0.320166012,NaN,NaN
sparse,fmar,40,200,4,12,LP,1,9,-0.01527895111,0.01137409595,0.0116075423,0.1077383047,0.8,0.3219972557,NaN,NaN
sparse,fmar,40,200,4,12,LP,1,10,-0.009739258827,0.01171538175,0.01181023491,0.1086749047,0.85,0.3280896991,NaN,NaN
sparse,fmar,40,200,4,12,LP,1,11,-0.002546034733,0.01043750476,0.01044398705,0.102195827,0.85,0.3206788902,NaN,NaN
sparse,fmar,40,200,4,12,LP,1,12,-0.02996363421,0.006837377638,0.007735197013,0.08794996881,0.95,0.3207983523,NaN,NaN
sparse,fmar,40,200,4,12,LP,2,1,-0.001652826283,0.005363146489,0.005365878324,0.07325215576,0.825,0.2154766037,NaN,NaN
sparse,fmar,40,200,4,12,LP,2,2,-0.001425516404,0.006748248933,0.00675028103,0.0821600939,0.85,0.2468299643,NaN,NaN
sparse,fmar,40,200,4,12,LP,2,3,0.006855761922,0.006937908346,0.006984909818,0.08357577291,0.825,0.256607387,NaN,NaN
sparse,fmar,40,200,4,12,LP,2,4,-0.002591363046,0.009070610596,0.009077325758,0.0952750007,0.825,0.2727404197,NaN,NaN
sparse,fmar,40,200,4,12,LP,2,5,-0.009544686046,0.01143200997,0.011523111,0.1073457545,0.8,0.2774707699,NaN,NaN
sparse,fmar,40,200,4,12,LP,2,6,-0.0218285227,0.01201089761,0.01248738202,0.1117469553,0.825,0.2819120933,NaN,NaN
sparse,fmar,40,200,4,12,LP,2,7,-0.00786222497,0.0077297262,0.007791540782,0.08826970478,0.8,0.2810035668,NaN,NaN
sparse,fmar,40,200,4,12,LP,2,8,-0.004210480982,0.01036317553,0.01038090368,0.1018867199,0.825,0.2868254705,NaN,NaN
sparse,fmar,40,200,4,12,LP,2,9,0.007545696746,0.009494915316,0.009551852855,0.097733581,0.875,0.2999194611,NaN,NaN
sparse,fmar,40,200,4,12,LP,2,10,0.007331600897,0.009690722712,0.009744475084,0.09871410783,0.875,0.2999506014,NaN,NaN
sparse,fmar,40,200,4,12,LP,2,11,0.005158802809,0.008909025566,0.008935638812,0.09452850793,0.875,0.2821749741,NaN,NaN
sparse,fmar,40,200,4,12,LP,2,12,-0.01839959155,0.01097489275,0.01131343772,0.1063646451,0.775,0.2924104955,NaN,NaN
sparse,fmar,40,200,4,12,LP,3,1,-0.01354021018,0.005352196915,0.005535534207,0.07440117073,0.9,0.2010035539,NaN,NaN
sparse,fmar,40,200,4,12,LP,3,2,0.004257019113,0.004612423173,0.004630545385,0.06804811081,0.875,0.2143963692,NaN,NaN
sparse,fmar,40,200,4,12,LP,3,3,-0.01596308058,0.006340331507,0.006595151449,0.08121053779,0.825,0.2289911232,NaN,NaN
sparse,fmar,40,200,4,12,LP,3,4,-0.01875280672,0.005723918856,0.006075586616,0.07794604939,0.9,0.245655142,NaN,NaN
sparse,fmar,40,200,4,12,LP,3,5,-0.01779870948,0.006315261717,0.006632055777,0.08143743474,0.85,0.2485829782,NaN,NaN
sparse,fmar,40,200,4,12,LP,3,6,-0.02924364261,0.005713521595,0.006568712228,0.08104759236,0.875,0.2524941361,NaN,NaN
sparse,fmar,40,200,4,12,LP,3,7,-0.01812298372,0.007669146753,0.007997589292,0.08942924182,0.85,0.2678013571,NaN,NaN
sparse,fmar,40,200,4,12,LP,3,8,-0.01525100588,0.01012268869,0.01035528187,0.1017609054,0.75,0.2612520858,NaN,NaN
sparse,fmar,40,200,4,12,LP,3,9,-0.008685890733,0.01049153251,0.0105669772,0.1027958034,0.8,0.2634842579,NaN,NaN
sparse,fmar,40,200,4,12,LP,3,10,-0.00804057612,0.007679046991,0.007743697855,0.08799828325,0.9,0.2725474812,NaN,NaN
sparse,fmar,40,200,4,12,LP,3,11,0.001837171072,0.00806953602,0.008072911217,0.08984938073,0.8,0.265317778,NaN,NaN
sparse,fmar,40,200,4,12,LP,3,12,-0.01768570918,0.007931702802,0.008244487111,0.0907991581,0.825,0.275243007,NaN,NaN
sparse,fmar,40,200,4,12,BVAR,1,1,-0.02515122389,0.005165481698,0.005798065761,0.0761450311,0.9,0.2180282218,NaN,NaN
sparse,fmar,40,200,4,12,BVAR,1,2,-0.04128750739,0.00500066509,0.006705323357,0.08188603884,0.85,0.2422791017,NaN,NaN
