dgp,mode,R,T,p,H,estimator,variable,horizon,bias,variance,mse,rmse,coverage,avg_len,coverage_post,avg_len_post
sparse,fmar,40,100,2,12,LP,1,1,-0.06882257324,0.008102804279,0.01283935087,0.1133108594,0.85,0.3170746339,NaN,NaN
sparse,fmar,40,100,2,12,LP,1,2,-0.05455727736,0.01418745237,0.01716394888,0.1310112548,0.825,0.3450012148,NaN,NaN
sparse,fmar,40,100,2,12,LP,1,3,-0.06805730664,0.01755753883,0.02218933581,0.1489608533,0.75,0.3648232058,NaN,NaN
sparse,fmar,40,100,2,12,LP,1,4,-0.08064851001,0.02490186124,0.03140604341,0.1772175031,0.7,0.3885577723,NaN,NaN
sparse,fmar,40,100,2,12,LP,1,5,-0.09799867845,0.01731962056,0.02692336154,0.1640833981,0.75,0.3877707603,NaN,NaN
sparse,fmar,40,100,2,12,LP,1,6,-0.06520659956,0.02468631003,0.02893821065,0.1701123472,0.65,0.3665906473,NaN,NaN
sparse,fmar,40,100,2,12,LP,1,7,-0.09642995502,0.02200379795,0.03130253417,0.176925222,0.625,0.3768094936,NaN,NaN
sparse,fmar,40,100,2,12,LP,1,8,-0.05650844431,0.02126605384,0.02445925812,0.1563945591,0.7,0.3690110535,NaN,NaN
sparse,fmar,40,100,2,12,LP,1,9,-0.08984088413,0.01856107958,0.02663246404,0.1631945589,0.725,0.3758984755,NaN,NaN
sparse,fmar,40,100,2,12,LP,1,10,-0.07077116142,0.02093794282,0.02594650011,0.1610791734,0.775,0.3968538287,NaN,NaN
sparse,fmar,40,100,2,12,LP,1,11,-0.05850951061,0.01822750899,0.02165087182,0.1471423522,0.775,0.3827216254,NaN,NaN
sparse,fmar,40,100,2,12,LP,1,12,-0.07305862585,0.01386726513,0.01920482794,0.1385814848,0.825,0.3811444727,NaN,NaN
sparse,fmar,40,100,2,12,LP,2,1,-0.01556719451,0.01262382717,0.01286616471,0.1134291176,0.775,0.298078317,NaN,NaN
sparse,fmar,40,100,2,12,LP,2,2,-0.01153145137,0.01296219342,0.01309516779,0.1144341199,0.85,0.3299603725,NaN,NaN
sparse,fmar,40,100,2,12,LP,2,3,-0.01351776363,0.01303107969,0.01321380962,0.1149513359,0.875,0.3432209511,NaN,NaN
sparse,fmar,40,100,2,12,LP,2,4,-0.03402246648,0.01541746715,0.01657499538,0.1287439139,0.85,0.3593940955,NaN,NaN
sparse,fmar,40,100,2,12,LP,2,5,-0.04221027035,0.02781026216,0.02959196908,0.1720231644,0.775,0.3603266615,NaN,NaN
sparse,fmar,40,100,2,12,LP,2,6,-0.06071415573,0.02078449513,0.02447070384,0.1564311473,0.65,0.3565981125,NaN,NaN
sparse,fmar,40,100,2,12,LP,2,7,-0.02577477849,0.01842654855,0.01909088775,0.1381697787,0.75,0.3552762628,NaN,NaN
