dgp,scale_estimator,equation,block,horizon,tau_mean,tau_median,p_tau_gt1,tau_q05,tau_q25,tau_q50,tau_q75,tau_q95
correct,block,3,2,7,0.9077605723,0.6557958551,0.3105428571,0.09180901967,0.3310428659,0.6557958551,1.152957337,2.496402191
correct,block,3,2,8,0.9400574355,0.6737306162,0.3234685714,0.09372951238,0.3386016301,0.6737306162,1.192606752,2.59778646
correct,block,3,2,9,0.9734594552,0.6971224053,0.3380971429,0.09751147442,0.3516313777,0.6971224053,1.233649449,2.69591853
correct,block,3,2,10,0.9931544877,0.7133784048,0.3464657143,0.1014989952,0.3609157682,0.7133784048,1.264082529,2.737713449
correct,block,3,2,11,1.025732511,0.7358208698,0.3568657143,0.1094951585,0.37568087,0.7358208698,1.299948999,2.828124176
correct,block,3,2,12,1.046541741,0.7468190529,0.3627142857,0.1107177654,0.3825127617,0.7468190529,1.320459204,2.897402727
correct,block,3,2,13,1.07003848,0.766662556,0.3712171429,0.1135115531,0.3927389767,0.766662556,1.352754675,2.959146215
correct,block,3,2,14,1.079753037,0.7715360875,0.3765371429,0.1162548052,0.3943865667,0.7715360875,1.362802234,2.982575018
correct,block,3,2,15,1.100672972,0.7871972172,0.38222,0.1232980072,0.4026676007,0.7871972172,1.386450978,3.034148913
correct,block,3,2,16,1.119431571,0.7978071717,0.3901428571,0.1270525205,0.4116012383,0.7978071717,1.41033754,3.083069226
correct,block,3,2,17,1.147795449,0.8249982577,0.3991971429,0.1332399224,0.4321340127,0.8249982577,1.447350126,3.162859897
correct,block,3,2,18,1.138645559,0.8204426461,0.3966914286,0.125862066,0.426529964,0.8204426461,1.438455419,3.12748627
correct,block,3,2,19,1.149993191,0.8254478392,0.3989342857,0.1245750894,0.4275381375,0.8254478392,1.447395774,3.174115636
correct,block,3,2,20,1.146735896,0.8184272726,0.3968142857,0.1293917648,0.4247723841,0.8184272726,1.444974165,3.173281551
correct,block,3,3,1,0.5710680234,0.390324834,0.1492485714,0.04281411356,0.1806655529,0.390324834,0.7320108413,1.653606261
correct,block,3,3,2,0.6304171937,0.4332930019,0.1777085714,0.04621986414,0.2010289342,0.4332930019,0.8079102457,1.814636848
correct,block,3,3,3,0.6852693523,0.4803476296,0.2053428571,0.05412354288,0.226447817,0.4803476296,0.8788018099,1.953306916
correct,block,3,3,4,0.7225069711,0.5096703718,0.2245857143,0.05802100753,0.242352291,0.5096703718,0.927976939,2.045043378
correct,block,3,3,5,0.7802181663,0.5556457628,0.2524857143,0.07085524976,0.2727861033,0.5556457628,0.9959108282,2.176760208
correct,block,3,3,6,0.827487495,0.5948067993,0.2757142857,0.07814224055,0.2956611455,0.5948067993,1.053985038,2.285198695
correct,block,3,3,7,0.8817497198,0.6352910809,0.2997914286,0.08851033911,0.3228573528,0.6352910809,1.119851589,2.422420511
correct,block,3,3,8,0.9157927562,0.6621667515,0.3152114286,0.09437575911,0.336771806,0.6621667515,1.163365177,2.516643932
correct,block,3,3,9,0.9389685699,0.6782366655,0.32458,0.09514381635,0.3413007878,0.6782366655,1.192924117,2.599237662
correct,block,3,3,10,0.9798313697,0.7067745339,0.3409828571,0.1034815487,0.3625492429,0.7067745339,1.240977258,2.691305123
correct,block,3,3,11,1.019597766,0.7375075978,0.3554085714,0.1207771645,0.386017843,0.7375075978,1.283318871,2.764775902
correct,block,3,3,12,1.036178978,0.7494556817,0.3618514286,0.1213835687,0.392595059,0.7494556817,1.307255152,2.825533865
correct,block,3,3,13,1.055346719,0.7598503111,0.36736,0.1292597428,0.3964916469,0.7598503111,1.329874346,2.874413556
correct,block,3,3,14,1.078225251,0.7778953619,0.3772914286,0.1339877817,0.4091328921,0.7778953619,1.358016148,2.944401831
