equation,block,block_held_at_1,h,lambda_h,tau_block,tau_pooled,d_fmar_ols,d_block_ols,d_pooled_ols,ratio_block,ratio_pooled
hicp,stoxx,0,42,0.400616,1.20154,1.31207,0.0273871,0.0264977,0.0263112,0.96752,0.96072
stoxx,mps,0,42,0.400616,0.04633,0.01695,60.0622,140.88,144.043,2.34557,2.39823
stoxx,i1y,0,42,0.400616,1.85751,1.73965,17.0863,16.5269,16.5961,0.96726,0.97131
stoxx,ip,0,42,0.400616,1.14437,1.18306,3.91855,3.89302,3.8923,0.99348,0.99330
stoxx,hicp,0,42,0.400616,0.33511,0.12100,8.65912,8.98491,9.15199,1.03762,1.05692
stoxx,stoxx,0,42,0.400616,1.43209,1.39786,0.537597,0.528519,0.527349,0.98312,0.98094
mps,mps,0,43,0.39024,0.08642,0.06260,0.142862,0.250618,0.266473,1.75426,1.86525
mps,i1y,0,43,0.39024,0.40571,0.03662,0.47603,0.47646,0.476673,1.00090,1.00135
mps,ip,0,43,0.39024,0.39840,0.06875,0.0173086,0.0174691,0.0175454,1.00927,1.01368
mps,hicp,0,43,0.39024,0.32673,0.00857,0.0684954,0.0714313,0.0721284,1.04286,1.05304
mps,stoxx,0,43,0.39024,0.38545,0.02840,0.00284168,0.00294682,0.00298664,1.03700,1.05101
i1y,mps,0,43,0.39024,0.04600,0.00334,2.98313,8.9921,9.23665,3.01431,3.09629
i1y,i1y,0,43,0.39024,1.84019,1.92241,2.06573,2.02481,2.0239,0.98019,0.97975
i1y,ip,0,43,0.39024,2.15177,2.20673,0.147542,0.142052,0.141321,0.96280,0.95784
i1y,hicp,0,43,0.39024,0.60341,0.53872,0.392703,0.407078,0.410552,1.03661,1.04545
i1y,stoxx,0,43,0.39024,1.25873,1.22979,0.0287866,0.0285082,0.0285409,0.99033,0.99147
ip,mps,0,43,0.39024,0.05145,0.00704,21.9325,58.3336,59.9175,2.65969,2.73191
ip,i1y,0,43,0.39024,1.12068,1.12066,5.88833,5.8071,5.81107,0.98621,0.98688
ip,ip,0,43,0.39024,1.34098,1.33716,1.0589,1.09981,1.10364,1.03864,1.04225
ip,hicp,0,43,0.39024,0.63084,0.60369,4.17537,4.33582,4.36222,1.03843,1.04475
ip,stoxx,0,43,0.39024,0.62609,0.45981,0.187963,0.19378,0.195779,1.03095,1.04159
hicp,mps,0,43,0.39024,0.07560,0.00584,3.24192,4.0028,4.36053,1.23470,1.34505
hicp,i1y,0,43,0.39024,3.53133,3.97911,1.09299,0.89273,0.864108,0.81678,0.79059
hicp,ip,0,43,0.39024,4.04552,4.80289,0.264187,0.177141,0.158307,0.67051,0.59922
hicp,hicp,0,43,0.39024,3.35214,3.47027,0.695433,0.36536,0.344653,0.52537,0.49560
hicp,stoxx,0,43,0.39024,1.14841,1.51117,0.03401,0.0331844,0.0321583,0.97573,0.94555
stoxx,mps,0,43,0.39024,0.03733,0.01774,56.1042,151.376,153.545,2.69812,2.73677
stoxx,i1y,0,43,0.39024,1.86636,1.79482,35.71,35.2099,35.2531,0.98600,0.98720
stoxx,ip,0,43,0.39024,0.95496,1.01732,3.67368,3.73368,3.73322,1.01633,1.01621
stoxx,hicp,0,43,0.39024,0.34942,0.11605,11.8411,12.1693,12.3227,1.02771,1.04067
stoxx,stoxx,0,43,0.39024,1.45922,1.42769,0.589658,0.582703,0.580527,0.98820,0.98451
mps,mps,0,44,0.382201,0.10692,0.06051,0.146078,0.242699,0.271214,1.66143,1.85664
mps,i1y,0,44,0.382201,0.45669,0.03716,0.316521,0.316884,0.31715,1.00114,1.00199
mps,ip,0,44,0.382201,0.24513,0.07275,0.0196223,0.0198636,0.0198965,1.01230,1.01397
mps,hicp,0,44,0.382201,0.31145,0.00935,0.0575713,0.0605653,0.0611724,1.05200,1.06255
mps,stoxx,0,44,0.382201,0.51505,0.02885,0.0041579,0.00420321,0.00424969,1.01090,1.02208
i1y,mps,0,44,0.382201,0.08325,0.00339,3.31722,9.80343,10.3802,2.95532,3.12920
i1y,i1y,0,44,0.382201,1.91026,2.03148,2.00125,1.9518,1.94807,0.97529,0.97343
i1y,ip,0,44,0.382201,2.12394,2.23494,0.168555,0.162872,0.16197,0.96628,0.96093
i1y,hicp,0,44,0.382201,0.63578,0.54074,0.364138,0.375472,0.382111,1.03113,1.04936
i1y,stoxx,0,44,0.382201,1.35511,1.23827,0.029756,0.0294411,0.0295702,0.98942,0.99376
ip,mps,0,44,0.382201,0.06332,0.00724,23.0672,61.2794,63.4897,2.65656,2.75238
ip,i1y,0,44,0.382201,1.00943,1.12578,5.50662,5.46463,5.43757,0.99237,0.98746
ip,ip,0,44,0.382201,1.17357,1.36793,1.09143,1.13937,1.12929,1.04393,1.03469
ip,hicp,0,44,0.382201,0.64035,0.65365,4.2782,4.43108,4.43521,1.03573,1.03670
ip,stoxx,0,44,0.382201,0.68519,0.46853,0.21497,0.220675,0.223034,1.02654,1.03751
hicp,mps,0,44,0.382201,0.06806,0.00560,3.14165,4.56754,4.88088,1.45387,1.55360
hicp,i1y,0,44,0.382201,3.44631,4.13751,2.81231,2.71134,2.68662,0.96409,0.95531
hicp,ip,0,44,0.382201,4.35796,4.99028,0.260575,0.165073,0.148638,0.63349,0.57042
hicp,hicp,0,44,0.382201,3.45760,3.56262,0.72211,0.414408,0.406094,0.57388,0.56237
hicp,stoxx,0,44,0.382201,1.55792,1.84677,0.0379318,0.0357713,0.0346811,0.94304,0.91430
stoxx,mps,0,44,0.382201,0.06119,0.01845,51.2456,153.814,158.97,3.00151,3.10212
stoxx,i1y,0,44,0.382201,1.99768,1.82905,31.0064,30.4206,30.4278,0.98111,0.98134
stoxx,ip,0,44,0.382201,0.71683,0.89820,3.05483,3.19412,3.16629,1.04560,1.03649
stoxx,hicp,0,44,0.382201,0.29597,0.11499,10.5052,11.0496,11.1816,1.05183,1.06439
stoxx,stoxx,0,44,0.382201,1.40365,1.46403,0.557921,0.55583,0.54796,0.99625,0.98215
mps,mps,0,45,0.366187,0.08915,0.05836,0.170301,0.267409,0.284047,1.57021,1.66790
mps,i1y,0,45,0.366187,0.42863,0.03878,0.317767,0.318249,0.318471,1.00152,1.00221
mps,ip,0,45,0.366187,0.31028,0.07475,0.0173174,0.0175184,0.0175874,1.01161,1.01559
mps,hicp,0,45,0.366187,0.33641,0.00963,0.0559656,0.0584627,0.0591405,1.04462,1.05673
mps,stoxx,0,45,0.366187,0.38593,0.03020,0.00323915,0.0032922,0.00331457,1.01638,1.02328
i1y,mps,0,45,0.366187,0.06415,0.00336,3.49491,10.6981,11.1023,3.06106,3.17670
i1y,i1y,0,45,0.366187,1.92079,2.19277,2.03915,1.98479,1.97238,0.97334,0.96726
i1y,ip,0,45,0.366187,2.17647,2.27918,0.174065,0.167867,0.165733,0.96439,0.95213
i1y,hicp,0,45,0.366187,0.60279,0.55155,0.574274,0.58424,0.587984,1.01735,1.02387
i1y,stoxx,0,45,0.366187,1.32129,1.25550,0.0326525,0.0322507,0.0321901,0.98769,0.98584
ip,mps,0,45,0.366187,0.06810,0.00730,24.5286,61.4552,63.4177,2.50546,2.58547
ip,i1y,0,45,0.366187,0.99566,1.12902,7.80865,7.77315,7.75824,0.99545,0.99354
ip,ip,0,45,0.366187,1.34025,1.40482,1.15363,1.18278,1.18057,1.02527,1.02336
ip,hicp,0,45,0.366187,0.74587,0.69968,5.02838,5.12751,5.15683,1.01971,1.02555
ip,stoxx,0,45,0.366187,0.60130,0.47010,0.206487,0.21394,0.215389,1.03609,1.04311
hicp,mps,0,45,0.366187,0.08731,0.00557,3.20055,4.93639,5.39933,1.54236,1.68700
hicp,i1y,0,45,0.366187,3.52808,4.34431,1.90256,1.76068,1.71851,0.92543,0.90326
hicp,ip,0,45,0.366187,4.60600,5.26918,0.289833,0.189314,0.172923,0.65318,0.59663
hicp,hicp,0,45,0.366187,3.65703,3.69348,0.856201,0.461724,0.448581,0.53927,0.52392
hicp,stoxx,0,45,0.366187,2.13234,2.31399,0.0448256,0.0406843,0.039865,0.90761,0.88933
stoxx,mps,0,45,0.366187,0.05079,0.01921,48.8229,155.303,158.873,3.18095,3.25407
stoxx,i1y,0,45,0.366187,1.84862,1.85918,31.0316,30.3576,30.2609,0.97828,0.97516
stoxx,ip,0,45,0.366187,0.75120,0.81136,2.66261,2.82273,2.81354,1.06014,1.05669
stoxx,hicp,0,45,0.366187,0.33904,0.11548,12.5133,12.9756,13.1275,1.03694,1.04908
stoxx,stoxx,0,45,0.366187,1.44151,1.49600,0.661705,0.651279,0.643018,0.98424,0.97176
mps,mps,0,46,0.334726,0.11040,0.05629,0.197496,0.267623,0.289088,1.35508,1.46376
mps,i1y,0,46,0.334726,0.39298,0.03960,0.349505,0.349854,0.349974,1.00100,1.00134
mps,ip,0,46,0.334726,0.48328,0.07593,0.0184392,0.0186084,0.0187375,1.00918,1.01618
mps,hicp,0,46,0.334726,0.38579,0.01002,0.0526129,0.0547158,0.0554133,1.03997,1.05323
mps,stoxx,0,46,0.334726,0.47618,0.03112,0.00324326,0.00327687,0.00330125,1.01036,1.01788
i1y,mps,0,46,0.334726,0.08986,0.00351,3.61213,10.809,11.3346,2.99242,3.13793
i1y,i1y,0,46,0.334726,2.42501,2.37939,1.71444,1.62398,1.62436,0.94723,0.94745
i1y,ip,0,46,0.334726,2.35962,2.31936,0.188477,0.178276,0.178706,0.94587,0.94816
i1y,hicp,0,46,0.334726,0.61708,0.55802,0.604192,0.605526,0.613111,1.00221,1.01476
i1y,stoxx,0,46,0.334726,1.34875,1.28677,0.0380414,0.0371951,0.0372131,0.97775,0.97823
ip,mps,0,46,0.334726,0.08276,0.00740,26.2338,60.1104,62.5408,2.29133,2.38397
ip,i1y,0,46,0.334726,1.24508,1.15396,8.76545,8.70443,8.72092,0.99304,0.99492
ip,ip,0,46,0.334726,1.52750,1.44871,1.14202,1.14194,1.15451,0.99993,1.01094
ip,hicp,0,46,0.334726,0.79854,0.74950,4.8409,4.87874,4.92661,1.00782,1.01771
ip,stoxx,0,46,0.334726,0.74779,0.46429,0.242288,0.246643,0.250488,1.01797,1.03384
hicp,mps,0,46,0.334726,0.08560,0.00567,3.91533,5.30499,5.69788,1.35493,1.45527
hicp,i1y,0,46,0.334726,4.55596,4.66369,2.51253,2.38121,2.37221,0.94774,0.94416
hicp,ip,0,46,0.334726,5.13049,5.52144,0.272797,0.1541,0.143556,0.56489,0.52624
hicp,hicp,0,46,0.334726,4.07662,3.88298,0.954328,0.496552,0.506793,0.52032,0.53105
hicp,stoxx,0,46,0.334726,2.87732,2.81470,0.049728,0.0414163,0.0414673,0.83286,0.83388
stoxx,mps,0,46,0.334726,0.07433,0.02014,59.7108,155.235,160.545,2.59977,2.68871
stoxx,i1y,0,46,0.334726,1.86904,1.83810,46.5309,45.984,45.9568,0.98825,0.98766
stoxx,ip,0,46,0.334726,0.58415,0.74958,2.07046,2.30492,2.26954,1.11324,1.09615
stoxx,hicp,0,46,0.334726,0.33691,0.11359,13.3134,13.7462,13.8649,1.03251,1.04143
stoxx,stoxx,0,46,0.334726,1.50036,1.52141,0.915046,0.898434,0.892943,0.98185,0.97585
mps,mps,0,47,0.298015,0.11377,0.05458,0.180539,0.257123,0.279413,1.42420,1.54766
mps,i1y,0,47,0.298015,0.43081,0.04096,0.230562,0.230891,0.231044,1.00143,1.00209
mps,ip,0,47,0.298015,0.46341,0.07903,0.0127526,0.0128955,0.0129754,1.01120,1.01747
mps,hicp,0,47,0.298015,0.30913,0.01088,0.0518126,0.053761,0.0541939,1.03761,1.04596
mps,stoxx,0,47,0.298015,0.40411,0.03181,0.0035309,0.00356273,0.00357684,1.00901,1.01301
i1y,mps,0,47,0.298015,0.09654,0.00350,4.30608,10.9164,11.3859,2.53510,2.64415
i1y,i1y,0,47,0.298015,2.95117,2.52912,2.02407,1.93705,1.94947,0.95701,0.96314
i1y,ip,0,47,0.298015,2.62049,2.35979,0.230867,0.2151,0.218474,0.93171,0.94632
i1y,hicp,0,47,0.298015,0.74953,0.56522,0.763657,0.751627,0.767862,0.98425,1.00551
i1y,stoxx,0,47,0.298015,1.49843,1.31316,0.0546336,0.0529638,0.0535297,0.96944,0.97979
ip,mps,0,47,0.298015,0.08166,0.00781,29.0981,58.4563,60.2635,2.00894,2.07104
ip,i1y,0,47,0.298015,1.18154,1.17578,13.1983,13.1608,13.1709,0.99715,0.99792
ip,ip,0,47,0.298015,1.60269,1.49404,1.23797,1.22189,1.23479,0.98701,0.99743
ip,hicp,0,47,0.298015,0.86499,0.80090,5.7034,5.68639,5.73805,0.99702,1.00608
ip,stoxx,0,47,0.298015,0.66009,0.46986,0.319027,0.323129,0.325595,1.01286,1.02059
hicp,mps,0,47,0.298015,0.09554,0.00593,4.1205,5.57004,6.00508,1.35179,1.45737
hicp,i1y,0,47,0.298015,5.06314,4.97930,2.23255,2.03599,2.03153,0.91196,0.90996
hicp,ip,0,47,0.298015,6.16091,5.82094,0.304208,0.167777,0.170849,0.55152,0.56162
hicp,hicp,0,47,0.298015,4.65260,3.97208,1.38599,0.754106,0.824723,0.54409,0.59504
hicp,stoxx,0,47,0.298015,3.44851,3.23744,0.03975,0.0293141,0.0294953,0.73746,0.74202
stoxx,mps,0,47,0.298015,0.07299,0.02103,74.5925,161.567,166.725,2.16600,2.23514
stoxx,i1y,0,47,0.298015,2.17096,1.82522,40.1145,39.4208,39.5892,0.98271,0.98691
stoxx,ip,0,47,0.298015,0.76406,0.70967,2.37564,2.53485,2.54717,1.06702,1.07220
stoxx,hicp,0,47,0.298015,0.31939,0.11236,13.0657,13.3231,13.4257,1.01970,1.02755
stoxx,stoxx,0,47,0.298015,1.70459,1.55715,0.959204,0.927641,0.93334,0.96709,0.97304
mps,mps,0,48,0.291808,0.12175,0.05379,0.190022,0.264748,0.288905,1.39325,1.52038
mps,i1y,0,48,0.291808,0.62932,0.04187,0.218542,0.218692,0.218919,1.00069,1.00173
mps,ip,0,48,0.291808,0.48889,0.08441,0.0152453,0.01542,0.0155117,1.01146,1.01748
mps,hicp,0,48,0.291808,0.38831,0.01199,0.0480182,0.0497242,0.0503188,1.03553,1.04791
mps,stoxx,0,48,0.291808,0.49650,0.03208,0.00358623,0.00361662,0.00364627,1.00847,1.01674
i1y,mps,0,48,0.291808,0.09281,0.00367,4.78998,10.9322,11.3674,2.28231,2.37316
i1y,i1y,0,48,0.291808,2.82445,2.61495,1.65032,1.55728,1.56346,0.94362,0.94736
i1y,ip,0,48,0.291808,2.59135,2.40773,0.267189,0.249283,0.252069,0.93298,0.94341
i1y,hicp,0,48,0.291808,0.65102,0.57482,0.847997,0.842359,0.851596,0.99335,1.00424
i1y,stoxx,0,48,0.291808,1.54762,1.32878,0.0614065,0.059255,0.05989,0.96496,0.97530
ip,mps,0,48,0.291808,0.05830,0.00800,30.248,56.3876,57.337,1.86418,1.89556
ip,i1y,0,48,0.291808,1.35450,1.19899,13.2474,13.2073,13.2225,0.99697,0.99812
ip,ip,0,48,0.291808,1.50023,1.51090,1.35837,1.34706,1.34837,0.99168,0.99264
ip,hicp,0,48,0.291808,0.90919,0.84669,5.46013,5.4551,5.48565,0.99908,1.00467
ip,stoxx,0,48,0.291808,0.66569,0.46957,0.317275,0.321779,0.32393,1.01420,1.02098
hicp,mps,0,48,0.291808,0.10185,0.00611,4.47446,6.33709,6.86383,1.41628,1.53400
hicp,i1y,0,48,0.291808,5.18890,5.22419,2.30685,2.09557,2.07503,0.90841,0.89951
hicp,ip,0,48,0.291808,5.39378,5.91230,0.276377,0.148785,0.132443,0.53834,0.47921
hicp,hicp,0,48,0.291808,3.17063,3.81396,0.909444,0.653636,0.594125,0.71872,0.65328
hicp,stoxx,0,48,0.291808,3.64000,3.51435,0.0656557,0.0552172,0.0553085,0.84101,0.84240
stoxx,mps,0,48,0.291808,0.05746,0.02186,79.2111,165.661,168.773,2.09139,2.13067
stoxx,i1y,0,48,0.291808,1.89899,1.82394,49.6224,49.282,49.2461,0.99314,0.99242
stoxx,ip,0,48,0.291808,0.55759,0.70818,2.46812,2.67465,2.63757,1.08368,1.06866
stoxx,hicp,0,48,0.291808,0.26385,0.11238,11.9647,12.2262,12.2667,1.02186,1.02524
stoxx,stoxx,0,48,0.291808,1.38703,1.58379,0.817706,0.802552,0.785713,0.98147,0.96087
