cell,role,h,n,msfe_free,msfe_ablated,ratio,dm_stat,cw_stat
hicp_on_hicp,escape,2,60,0.285701512,0.445289766,1.558583862,3.333626487,4.06036442
hicp_on_hicp,escape,12,60,2.195117665,2.205310565,1.004643441,0.06743135081,0.3604245482
hicp_on_hicp,escape,pooled,60,1.240409588,1.325300165,1.068437537,1.090461386,2.221663883
stoxx_on_stoxx,control,2,60,48.08271897,48.31547404,1.004840722,0.736556771,0.9636405704
stoxx_on_stoxx,control,12,60,390.1125892,407.3398628,1.044159748,1.249184447,1.662358615
stoxx_on_stoxx,control,pooled,60,219.0976541,227.8276684,1.039845312,1.232867713,1.645450469
