equation,block,block_held_at_1,h,lambda_h,tau_block,tau_pooled,d_fmar_ols,d_block_ols,d_pooled_ols,ratio_block,ratio_pooled
hicp,i1y,0,38,0.421835,3.58026,4.04292,0.879564,0.700241,0.67729,0.79612,0.77003
hicp,ip,0,38,0.421835,4.73224,5.20645,0.260225,0.135248,0.123663,0.51974,0.47522
hicp,hicp,0,38,0.421835,3.46350,3.62410,0.870275,0.488608,0.459055,0.56144,0.52748
hicp,stoxx,0,38,0.421835,1.05184,1.13041,0.0293048,0.0292268,0.0291236,0.99734,0.99382
stoxx,mps,1,38,0.421835,1.00000,1.00000,89.3516,57.7494,58.8802,0.64632,0.65897
stoxx,i1y,0,38,0.421835,1.61331,1.88589,30.9601,29.8216,29.4308,0.96322,0.95060
stoxx,ip,0,38,0.421835,2.61239,2.65814,4.08436,3.49843,3.46662,0.85654,0.84876
stoxx,hicp,0,38,0.421835,0.39521,0.07351,5.93179,5.86385,6.0615,0.98855,1.02187
stoxx,stoxx,0,38,0.421835,1.70933,1.63431,0.562547,0.532194,0.535042,0.94604,0.95111
mps,mps,1,39,0.433321,1.00000,1.00000,0.164267,0.174435,0.179632,1.06190,1.09354
mps,i1y,0,39,0.433321,0.36553,0.04349,0.393976,0.394709,0.395042,1.00186,1.00271
mps,ip,0,39,0.433321,0.47427,0.05206,0.0117945,0.0119634,0.0120497,1.01432,1.02163
mps,hicp,0,39,0.433321,0.34922,0.03130,0.0566462,0.0603816,0.0615437,1.06594,1.08646
mps,stoxx,0,39,0.433321,0.47419,0.06490,0.00390466,0.00399263,0.00404537,1.02253,1.03604
i1y,mps,1,39,0.433321,1.00000,1.00000,2.32493,1.94562,1.92763,0.83685,0.82911
i1y,i1y,0,39,0.433321,2.05971,1.96439,2.44823,2.40412,2.41111,0.98198,0.98484
i1y,ip,0,39,0.433321,2.21238,2.44014,0.13125,0.116328,0.113526,0.88631,0.86496
i1y,hicp,0,39,0.433321,0.60412,0.56338,0.209624,0.222033,0.224165,1.05919,1.06937
i1y,stoxx,0,39,0.433321,1.28722,1.35801,0.0367163,0.035442,0.035101,0.96529,0.95601
ip,mps,1,39,0.433321,1.00000,1.00000,14.6477,14.4613,12.9368,0.98727,0.88319
ip,i1y,0,39,0.433321,1.45198,1.53170,11.7199,11.5396,11.5442,0.98462,0.98501
ip,ip,0,39,0.433321,1.50420,1.68350,0.84409,0.826593,0.797849,0.97927,0.94522
ip,hicp,0,39,0.433321,0.48615,0.40523,1.90781,2.16963,2.1988,1.13724,1.15253
ip,stoxx,0,39,0.433321,0.61739,0.73247,0.18745,0.190874,0.190097,1.01827,1.01412
hicp,mps,1,39,0.433321,1.00000,1.00000,3.41713,2.19778,1.86214,0.64317,0.54494
hicp,i1y,0,39,0.433321,4.05695,4.45290,1.77611,1.56296,1.53921,0.87999,0.86662
hicp,ip,0,39,0.433321,4.19943,4.61907,0.238785,0.137213,0.125909,0.57463,0.52729
hicp,hicp,0,39,0.433321,3.22376,3.42693,0.72878,0.431555,0.399749,0.59216,0.54852
hicp,stoxx,0,39,0.433321,0.89628,1.06244,0.024974,0.0254387,0.0250094,1.01861,1.00142
stoxx,mps,1,39,0.433321,1.00000,1.00000,88.7555,60.4706,59.0091,0.68132,0.66485
stoxx,i1y,0,39,0.433321,1.69331,1.65672,35.8852,34.8376,34.9115,0.97081,0.97287
stoxx,ip,0,39,0.433321,2.47419,2.45758,3.68826,3.10073,3.08147,0.84070,0.83548
stoxx,hicp,0,39,0.433321,0.26342,0.06812,5.80407,5.93293,6.07429,1.02220,1.04656
stoxx,stoxx,0,39,0.433321,1.58529,1.63876,0.514911,0.488583,0.487425,0.94887,0.94662
mps,mps,1,40,0.427642,1.00000,1.00000,0.156704,0.169821,0.174043,1.08371,1.11065
mps,i1y,0,40,0.427642,0.38624,0.04540,0.377845,0.378545,0.378874,1.00185,1.00272
mps,ip,0,40,0.427642,0.33946,0.05162,0.0122987,0.0126032,0.0126754,1.02475,1.03063
mps,hicp,0,40,0.427642,0.22829,0.03039,0.058877,0.0628471,0.0633287,1.06743,1.07561
mps,stoxx,0,40,0.427642,0.37074,0.06629,0.00286578,0.00296828,0.0030041,1.03577,1.04827
i1y,mps,1,40,0.427642,1.00000,1.00000,2.22177,2.26154,2.21766,1.01790,0.99815
i1y,i1y,0,40,0.427642,2.01069,1.96944,2.36235,2.31018,2.31586,0.97792,0.98032
i1y,ip,0,40,0.427642,2.17997,2.42231,0.119888,0.105951,0.103199,0.88374,0.86079
i1y,hicp,0,40,0.427642,0.63225,0.58092,0.147114,0.163339,0.166179,1.11029,1.12959
i1y,stoxx,0,40,0.427642,1.31104,1.39302,0.0332382,0.032006,0.0316753,0.96293,0.95298
ip,mps,1,40,0.427642,1.00000,1.00000,15.5312,12.5329,12.4812,0.80695,0.80362
ip,i1y,0,40,0.427642,1.21577,1.26197,11.1486,11.0404,11.0366,0.99029,0.98995
ip,ip,0,40,0.427642,1.57328,1.73499,0.953791,0.927708,0.908654,0.97265,0.95268
ip,hicp,0,40,0.427642,0.46437,0.47153,2.33032,2.56564,2.55936,1.10099,1.09829
ip,stoxx,0,40,0.427642,0.87087,0.81792,0.136376,0.138037,0.138322,1.01218,1.01427
hicp,mps,1,40,0.427642,1.00000,1.00000,3.75539,2.51452,1.9808,0.66958,0.52746
hicp,i1y,0,40,0.427642,4.33499,4.86861,1.4789,1.1295,1.07504,0.76375,0.72692
hicp,ip,0,40,0.427642,4.18751,4.74495,0.240486,0.134006,0.116448,0.55723,0.48422
hicp,hicp,0,40,0.427642,3.29839,3.47291,0.692711,0.425473,0.389912,0.61421,0.56288
hicp,stoxx,0,40,0.427642,0.70570,1.05376,0.0295715,0.0300866,0.0293645,1.01742,0.99300
stoxx,mps,1,40,0.427642,1.00000,1.00000,76.9234,49.4434,47.5151,0.64276,0.61769
stoxx,i1y,0,40,0.427642,1.39034,1.61811,30.5229,30.1267,29.9604,0.98702,0.98157
stoxx,ip,0,40,0.427642,2.22076,2.37540,3.44936,2.91664,2.83443,0.84556,0.82173
stoxx,hicp,0,40,0.427642,0.26108,0.05351,6.71481,6.96881,7.13408,1.03783,1.06244
stoxx,stoxx,0,40,0.427642,1.65232,1.70425,0.407725,0.379399,0.378358,0.93052,0.92797
mps,mps,1,41,0.406245,1.00000,1.00000,0.136937,0.147147,0.149329,1.07456,1.09050
mps,i1y,0,41,0.406245,0.38506,0.04624,0.432743,0.433328,0.433548,1.00135,1.00186
mps,ip,0,41,0.406245,0.44675,0.05036,0.0137665,0.0139152,0.0139781,1.01080,1.01537
mps,hicp,0,41,0.406245,0.30401,0.03036,0.056755,0.0600498,0.0607468,1.05805,1.07034
mps,stoxx,0,41,0.406245,0.31170,0.06615,0.00354486,0.00365215,0.00367702,1.03027,1.03728
i1y,mps,1,41,0.406245,1.00000,1.00000,2.30127,2.57521,2.43009,1.11904,1.05597
i1y,i1y,0,41,0.406245,2.09141,1.97072,2.38523,2.32833,2.33865,0.97615,0.98047
i1y,ip,0,41,0.406245,2.30038,2.43000,0.114921,0.102009,0.100894,0.88765,0.87795
i1y,hicp,0,41,0.406245,0.54682,0.59070,0.153769,0.171088,0.168186,1.11263,1.09376
i1y,stoxx,0,41,0.406245,1.33363,1.44581,0.0352421,0.0342846,0.0339118,0.97283,0.96225
ip,mps,1,41,0.406245,1.00000,1.00000,16.9612,13.8954,12.608,0.81924,0.74334
ip,i1y,0,41,0.406245,1.02873,1.03431,8.50702,8.42746,8.43209,0.99065,0.99119
ip,ip,0,41,0.406245,1.62391,1.82130,1.06676,1.03449,1.01672,0.96975,0.95310
ip,hicp,0,41,0.406245,0.64842,0.55643,2.94632,3.06351,3.09796,1.03978,1.05147
ip,stoxx,0,41,0.406245,0.85452,0.91536,0.205375,0.206285,0.205906,1.00443,1.00259
hicp,mps,1,41,0.406245,1.00000,1.00000,3.7689,2.67668,1.98291,0.71020,0.52612
hicp,i1y,0,41,0.406245,4.16824,4.60771,2.03773,1.81361,1.7826,0.89002,0.87480
hicp,ip,0,41,0.406245,4.11377,4.78128,0.237293,0.142211,0.123183,0.59931,0.51912
hicp,hicp,0,41,0.406245,3.53848,3.61904,0.668128,0.370501,0.347881,0.55454,0.52068
hicp,stoxx,0,41,0.406245,0.67211,1.11922,0.0239362,0.0240921,0.0230227,1.00651,0.96184
stoxx,mps,1,41,0.406245,1.00000,1.00000,65.622,44.5774,41.6682,0.67931,0.63497
stoxx,i1y,0,41,0.406245,1.59452,1.58896,16.823,16.5896,16.621,0.98613,0.98799
stoxx,ip,0,41,0.406245,1.96414,2.10701,3.8267,3.3916,3.31778,0.88630,0.86701
stoxx,hicp,0,41,0.406245,0.35267,0.04710,8.89302,9.16371,9.40904,1.03044,1.05803
stoxx,stoxx,0,41,0.406245,1.62548,1.69515,0.442788,0.416528,0.415168,0.94069,0.93762
mps,mps,1,42,0.381639,1.00000,1.00000,0.0839377,0.0924129,0.0946417,1.10097,1.12752
mps,i1y,0,42,0.381639,0.53456,0.04478,0.479596,0.479929,0.480222,1.00069,1.00131
mps,ip,0,42,0.381639,0.48578,0.04965,0.0147084,0.0147955,0.0148801,1.00592,1.01167
mps,hicp,0,42,0.381639,0.29575,0.02980,0.0418376,0.0437124,0.0441097,1.04481,1.05431
mps,stoxx,0,42,0.381639,0.28378,0.06557,0.0044623,0.00454733,0.00456537,1.01906,1.02310
i1y,mps,1,42,0.381639,1.00000,1.00000,2.40902,2.47354,2.43455,1.02678,1.01060
i1y,i1y,0,42,0.381639,1.81437,2.03024,2.41492,2.37666,2.37097,0.98416,0.98180
i1y,ip,0,42,0.381639,2.32566,2.52440,0.129333,0.116075,0.11342,0.89749,0.87696
i1y,hicp,0,42,0.381639,0.66024,0.62634,0.224608,0.231022,0.232728,1.02855,1.03615
i1y,stoxx,0,42,0.381639,1.47578,1.51811,0.0250927,0.0240181,0.0239062,0.95717,0.95271
ip,mps,1,42,0.381639,1.00000,1.00000,17.7146,11.4582,11.4864,0.64682,0.64842
ip,i1y,0,42,0.381639,0.83249,0.87581,9.6441,9.60506,9.60084,0.99595,0.99551
ip,ip,0,42,0.381639,2.00336,2.02446,1.10572,1.03241,1.03601,0.93371,0.93696
ip,hicp,0,42,0.381639,0.83998,0.66208,3.35878,3.31504,3.42992,0.98698,1.02118
ip,stoxx,0,42,0.381639,1.13570,1.01186,0.160884,0.157852,0.159432,0.98115,0.99098
hicp,mps,1,42,0.381639,1.00000,1.00000,3.67796,2.32644,2.02645,0.63254,0.55097
hicp,i1y,0,42,0.381639,4.01370,4.54460,2.09155,1.95138,1.93341,0.93298,0.92439
hicp,ip,0,42,0.381639,4.51153,4.96013,0.242104,0.13541,0.123646,0.55930,0.51072
hicp,hicp,0,42,0.381639,3.42055,3.66960,0.771099,0.43233,0.412944,0.56067,0.53553
hicp,stoxx,0,42,0.381639,1.18829,1.24523,0.0274775,0.0263462,0.0262504,0.95883,0.95534
stoxx,mps,1,42,0.381639,1.00000,1.00000,55.2018,38.1249,37.2941,0.69065,0.67560
stoxx,i1y,0,42,0.381639,1.60925,1.71025,17.1171,16.8813,16.8867,0.98622,0.98654
stoxx,ip,0,42,0.381639,1.84902,1.91020,3.93589,3.56404,3.53874,0.90552,0.89909
stoxx,hicp,0,42,0.381639,0.31423,0.04071,8.75029,8.97806,9.1761,1.02603,1.04866
stoxx,stoxx,0,42,0.381639,1.72028,1.72737,0.541093,0.512179,0.511406,0.94656,0.94513
mps,mps,1,43,0.368641,1.00000,1.00000,0.141997,0.147126,0.148466,1.03612,1.04556
mps,i1y,0,43,0.368641,0.31964,0.04537,0.4761,0.476561,0.476673,1.00097,1.00120
mps,ip,0,43,0.368641,0.30171,0.04988,0.0173356,0.0175078,0.0175463,1.00993,1.01216
mps,hicp,0,43,0.368641,0.36195,0.02871,0.0688238,0.0713323,0.0721229,1.03645,1.04793
mps,stoxx,0,43,0.368641,0.36529,0.06560,0.00285537,0.00294848,0.00298528,1.03261,1.04550
i1y,mps,1,43,0.368641,1.00000,1.00000,2.5514,2.45384,2.39283,0.96176,0.93785
i1y,i1y,0,43,0.368641,1.84175,2.08793,2.06769,2.02909,2.02226,0.98133,0.97803
i1y,ip,0,43,0.368641,2.44138,2.62533,0.148085,0.132127,0.129346,0.89224,0.87346
i1y,hicp,0,43,0.368641,0.71150,0.65755,0.396577,0.396563,0.400354,0.99996,1.00952
i1y,stoxx,0,43,0.368641,1.51835,1.58214,0.0288828,0.0279613,0.0278852,0.96810,0.96546
ip,mps,1,43,0.368641,1.00000,1.00000,18.8723,11.2694,10.6312,0.59714,0.56332
ip,i1y,0,43,0.368641,0.86848,0.73018,5.90007,5.83805,5.85874,0.98949,0.99300
ip,ip,0,43,0.368641,2.02731,2.22824,1.06658,0.982359,0.965451,0.92104,0.90519
ip,hicp,0,43,0.368641,0.74483,0.76775,4.22359,4.22439,4.20673,1.00019,0.99601
ip,stoxx,0,43,0.368641,1.20660,1.11834,0.188755,0.185256,0.185303,0.98146,0.98171
hicp,mps,1,43,0.368641,1.00000,1.00000,3.56586,2.23342,1.75742,0.62633,0.49285
hicp,i1y,0,43,0.368641,3.91925,4.38693,1.09676,0.889769,0.870469,0.81127,0.79367
hicp,ip,0,43,0.368641,4.58456,5.07739,0.26631,0.168633,0.155757,0.63322,0.58487
hicp,hicp,0,43,0.368641,3.65687,3.82908,0.709282,0.373428,0.35501,0.52649,0.50052
hicp,stoxx,0,43,0.368641,1.14475,1.44666,0.0341815,0.0330984,0.0322121,0.96831,0.94238
stoxx,mps,1,43,0.368641,1.00000,1.00000,50.1839,39.1352,39.1609,0.77983,0.78035
stoxx,i1y,0,43,0.368641,1.84500,1.86757,35.7396,35.3719,35.3953,0.98971,0.99037
stoxx,ip,0,43,0.368641,1.62136,1.65019,3.68834,3.49301,3.49217,0.94704,0.94681
stoxx,hicp,0,43,0.368641,0.28835,0.03470,11.939,12.1834,12.3411,1.02047,1.03368
stoxx,stoxx,0,43,0.368641,1.71178,1.71365,0.593792,0.568189,0.568361,0.95688,0.95717
mps,mps,1,44,0.357738,1.00000,1.00000,0.147058,0.153113,0.155409,1.04118,1.05679
mps,i1y,0,44,0.357738,0.44331,0.04651,0.316599,0.31695,0.31715,1.00111,1.00174
mps,ip,0,44,0.357738,0.40237,0.04942,0.0196568,0.0198374,0.0198979,1.00919,1.01226
mps,hicp,0,44,0.357738,0.32468,0.02771,0.0579487,0.060526,0.0611676,1.04448,1.05555
mps,stoxx,0,44,0.357738,0.40179,0.06468,0.0041685,0.00422688,0.00424908,1.01401,1.01933
i1y,mps,1,44,0.357738,1.00000,1.00000,2.75197,2.42548,2.39787,0.88136,0.87133
i1y,i1y,0,44,0.357738,1.76250,2.16199,2.0036,1.96813,1.95529,0.98230,0.97589
i1y,ip,0,44,0.357738,2.47637,2.76730,0.169293,0.151803,0.147516,0.89668,0.87136
i1y,hicp,0,44,0.357738,0.74457,0.70050,0.37054,0.3613,0.365164,0.97506,0.98549
i1y,stoxx,0,44,0.357738,1.59383,1.67440,0.029875,0.0287619,0.0286663,0.96274,0.95954
ip,mps,1,44,0.357738,1.00000,1.00000,19.7186,10.7713,9.74244,0.54625,0.49407
ip,i1y,0,44,0.357738,0.73193,0.65114,5.52044,5.47953,5.48502,0.99259,0.99359
ip,ip,0,44,0.357738,2.14153,2.39815,1.10074,1.00099,0.975003,0.90938,0.88577
ip,hicp,0,44,0.357738,0.79729,0.86359,4.33641,4.28325,4.22053,0.98774,0.97328
ip,stoxx,0,44,0.357738,1.23504,1.22212,0.215917,0.211264,0.210528,0.97845,0.97504
hicp,mps,1,44,0.357738,1.00000,1.00000,3.57455,2.06227,1.68426,0.57693,0.47118
hicp,i1y,0,44,0.357738,3.70736,4.18956,2.81411,2.72215,2.70684,0.96732,0.96188
hicp,ip,0,44,0.357738,4.69773,5.31168,0.263099,0.16283,0.148914,0.61889,0.56600
hicp,hicp,0,44,0.357738,3.79806,3.97528,0.737309,0.409012,0.397479,0.55474,0.53910
hicp,stoxx,0,44,0.357738,1.48184,1.79204,0.0381763,0.036089,0.0349759,0.94533,0.91617
stoxx,mps,1,44,0.357738,1.00000,1.00000,44.544,36.5245,35.8917,0.81996,0.80576
stoxx,i1y,0,44,0.357738,1.82924,1.90285,31.0508,30.666,30.6728,0.98760,0.98782
stoxx,ip,0,44,0.357738,1.33455,1.58075,3.06722,3.01637,2.98337,0.98342,0.97266
stoxx,hicp,0,44,0.357738,0.40064,0.03365,10.6487,10.9093,11.2058,1.02448,1.05232
stoxx,stoxx,0,44,0.357738,1.74580,1.76187,0.563622,0.536343,0.535276,0.95160,0.94971
mps,mps,1,45,0.339035,1.00000,1.00000,0.170669,0.183327,0.188682,1.07417,1.10555
mps,i1y,0,45,0.339035,0.35160,0.04847,0.317862,0.318322,0.318471,1.00145,1.00192
mps,ip,0,45,0.339035,0.34255,0.04791,0.017357,0.0175296,0.017589,1.00994,1.01336
mps,hicp,0,45,0.339035,0.23461,0.02692,0.056366,0.0587765,0.059137,1.04277,1.04916
mps,stoxx,0,45,0.339035,0.45673,0.06382,0.00324872,0.00329039,0.00331402,1.01283,1.02010
i1y,mps,1,45,0.339035,1.00000,1.00000,2.82316,1.89146,2.3727,0.66998,0.84044
i1y,i1y,0,45,0.339035,1.71352,2.25954,2.04199,2.00532,1.9917,0.98204,0.97537
i1y,ip,0,45,0.339035,2.62954,2.91945,0.175179,0.151477,0.148151,0.86470,0.84571
i1y,hicp,0,45,0.339035,0.88612,0.75756,0.582007,0.55308,0.568114,0.95030,0.97613
i1y,stoxx,0,45,0.339035,1.79278,1.78719,0.0328491,0.0307169,0.0308814,0.93509,0.94010
ip,mps,1,45,0.339035,1.00000,1.00000,21.2692,11.9698,10.7613,0.56278,0.50596
ip,i1y,0,45,0.339035,0.74532,0.64406,7.82274,7.80119,7.80607,0.99725,0.99787
ip,ip,0,45,0.339035,2.45847,2.59046,1.16475,1.03285,1.01335,0.88676,0.87002
ip,hicp,0,45,0.339035,0.91192,0.93910,5.09115,4.94679,4.90843,0.97164,0.96411
ip,stoxx,0,45,0.339035,1.31080,1.30761,0.207717,0.200592,0.199621,0.96570,0.96102
hicp,mps,1,45,0.339035,1.00000,1.00000,3.83183,1.78499,1.49179,0.46583,0.38931
hicp,i1y,0,45,0.339035,3.75749,4.42228,1.90524,1.79081,1.76287,0.93994,0.92528
hicp,ip,0,45,0.339035,4.87657,5.73972,0.292476,0.188613,0.171963,0.64488,0.58796
hicp,hicp,0,45,0.339035,4.03757,4.36755,0.873856,0.457664,0.428028,0.52373,0.48982
hicp,stoxx,0,45,0.339035,2.12124,2.30878,0.0451691,0.0407106,0.0398123,0.90129,0.88141
stoxx,mps,1,45,0.339035,1.00000,1.00000,42.3433,35.4863,35.0638,0.83806,0.82808
stoxx,i1y,0,45,0.339035,1.98023,1.98709,31.0908,30.5659,30.5716,0.98312,0.98330
stoxx,ip,0,45,0.339035,1.29782,1.48970,2.67897,2.66639,2.63647,0.99530,0.98413
stoxx,hicp,0,45,0.339035,0.22830,0.03178,12.6714,13.0091,13.1501,1.02665,1.03777
stoxx,stoxx,0,45,0.339035,1.80377,1.83217,0.669058,0.633431,0.630263,0.94675,0.94202
mps,mps,1,46,0.299599,1.00000,1.00000,0.198312,0.204723,0.208468,1.03233,1.05121
mps,i1y,0,46,0.299599,0.48324,0.04955,0.349596,0.349799,0.349974,1.00058,1.00108
mps,ip,0,46,0.299599,0.42159,0.04733,0.018496,0.0186592,0.0187395,1.00882,1.01317
mps,hicp,0,46,0.299599,0.40479,0.02604,0.0530904,0.0547358,0.0554105,1.03099,1.04370
mps,stoxx,0,46,0.299599,0.47489,0.06246,0.00325405,0.00327982,0.00330099,1.00792,1.01442
i1y,mps,1,46,0.299599,1.00000,1.00000,2.77002,2.1825,2.37889,0.78790,0.85880
i1y,i1y,0,46,0.299599,2.22830,2.43272,1.71898,1.66343,1.65842,0.96768,0.96477
i1y,ip,0,46,0.299599,3.07900,3.09742,0.190316,0.16182,0.160494,0.85027,0.84330
i1y,hicp,0,46,0.299599,0.99259,0.85595,0.615556,0.572216,0.584983,0.92959,0.95033
i1y,stoxx,0,46,0.299599,1.99167,1.92060,0.0383947,0.0354305,0.0355578,0.92280,0.92611
ip,mps,1,46,0.299599,1.00000,1.00000,22.6964,16.1385,12.6143,0.71106,0.55578
ip,i1y,0,46,0.299599,0.88845,0.66523,8.78403,8.77383,8.77399,0.99884,0.99886
ip,ip,0,46,0.299599,2.37012,2.80570,1.15877,1.03513,0.973028,0.89330,0.83971
ip,hicp,0,46,0.299599,0.92992,1.02139,4.92496,4.80136,4.66205,0.97490,0.94662
ip,stoxx,0,46,0.299599,1.08178,1.40499,0.244064,0.23958,0.234072,0.98163,0.95906
hicp,mps,1,46,0.299599,1.00000,1.00000,4.81641,2.10748,1.84501,0.43756,0.38307
hicp,i1y,0,46,0.299599,4.40730,5.24348,2.51514,2.41883,2.39585,0.96171,0.95257
hicp,ip,0,46,0.299599,5.66311,6.43927,0.276492,0.155747,0.140391,0.56330,0.50776
hicp,hicp,0,46,0.299599,4.79013,5.05887,0.981914,0.479416,0.458294,0.48825,0.46673
hicp,stoxx,0,46,0.299599,2.84836,3.10997,0.050361,0.0422742,0.0409686,0.83942,0.81350
stoxx,mps,1,46,0.299599,1.00000,1.00000,53.4521,45.1667,44.3498,0.84499,0.82971
stoxx,i1y,0,46,0.299599,1.85802,2.01342,46.5841,46.1746,46.1436,0.99121,0.99054
stoxx,ip,0,46,0.299599,1.34571,1.56602,2.10264,2.08513,2.03897,0.99167,0.96972
stoxx,hicp,0,46,0.299599,0.36461,0.03886,13.5161,13.6678,13.8788,1.01122,1.02683
stoxx,stoxx,0,46,0.299599,1.89035,1.93436,0.924395,0.880318,0.876945,0.95232,0.94867
mps,mps,1,47,0.258179,1.00000,1.00000,0.184012,0.19224,0.197221,1.04471,1.07178
mps,i1y,0,47,0.258179,0.55122,0.05040,0.230675,0.230839,0.231044,1.00071,1.00160
mps,ip,0,47,0.258179,0.50220,0.04730,0.0128077,0.0129046,0.0129774,1.00757,1.01325
mps,hicp,0,47,0.258179,0.41154,0.02596,0.0523426,0.0536792,0.0541919,1.02554,1.03533
mps,stoxx,0,47,0.258179,0.47950,0.06073,0.00354201,0.00356249,0.0035767,1.00578,1.00979
i1y,mps,1,47,0.258179,1.00000,1.00000,3.44213,3.12556,3.3389,0.90803,0.97001
i1y,i1y,0,47,0.258179,2.49045,2.54947,2.02842,1.97967,1.98051,0.97596,0.97638
i1y,ip,0,47,0.258179,3.36956,3.23380,0.233327,0.1998,0.201278,0.85631,0.86264
i1y,hicp,0,47,0.258179,1.11825,0.93761,0.777363,0.717784,0.736028,0.92336,0.94683
i1y,stoxx,0,47,0.258179,2.28018,2.05724,0.0551007,0.0512356,0.051754,0.92985,0.93926
ip,mps,1,47,0.258179,1.00000,1.00000,25.5877,20.2429,17.7198,0.79112,0.69251
ip,i1y,0,47,0.258179,1.05090,0.68559,13.215,13.1967,13.2093,0.99862,0.99957
ip,ip,0,47,0.258179,2.46493,3.07614,1.25836,1.12674,1.05776,0.89540,0.84059
ip,hicp,0,47,0.258179,1.08741,1.15537,5.79585,5.58896,5.46245,0.96430,0.94248
ip,stoxx,0,47,0.258179,1.15951,1.46384,0.320994,0.315512,0.310823,0.98292,0.96831
hicp,mps,1,47,0.258179,1.00000,1.00000,5.22161,2.40177,2.15425,0.45997,0.41257
hicp,i1y,0,47,0.258179,5.09453,6.25556,2.2361,2.08732,2.05186,0.93347,0.91761
hicp,ip,0,47,0.258179,6.60948,7.23157,0.308077,0.174463,0.161747,0.56630,0.52502
hicp,hicp,0,47,0.258179,5.56316,5.81007,1.41412,0.735189,0.706128,0.51989,0.49934
hicp,stoxx,0,47,0.258179,3.69092,3.83789,0.040774,0.0291431,0.027893,0.71475,0.68409
stoxx,mps,1,47,0.258179,1.00000,1.00000,67.4312,57.8281,56.5681,0.85759,0.83890
stoxx,i1y,0,47,0.258179,1.90969,1.94408,40.1685,39.7871,39.7878,0.99051,0.99052
stoxx,ip,0,47,0.258179,1.54502,1.55336,2.41581,2.32357,2.32443,0.96182,0.96217
stoxx,hicp,0,47,0.258179,0.45128,0.05057,13.2636,13.2336,13.4323,0.99774,1.01272
stoxx,stoxx,0,47,0.258179,2.11950,2.04853,0.971002,0.915707,0.917037,0.94305,0.94442
mps,mps,1,48,0.255224,1.00000,1.00000,0.192318,0.199024,0.201908,1.03487,1.04986
mps,i1y,0,48,0.255224,0.56271,0.05255,0.218628,0.218734,0.218919,1.00049,1.00133
mps,ip,0,48,0.255224,0.36607,0.04951,0.0153062,0.0154528,0.0155144,1.00957,1.01360
mps,hicp,0,48,0.255224,0.33770,0.02654,0.0484979,0.0499234,0.0503168,1.02939,1.03751
mps,stoxx,0,48,0.255224,0.41540,0.06016,0.00359953,0.00362984,0.00364609,1.00842,1.01293
i1y,mps,1,48,0.255224,1.00000,1.00000,4.07057,3.92034,4.0572,0.96309,0.99671
i1y,i1y,0,48,0.255224,2.70294,2.62454,1.65575,1.59192,1.59397,0.96145,0.96268
i1y,ip,0,48,0.255224,3.55676,3.32238,0.269538,0.231544,0.234038,0.85904,0.86829
i1y,hicp,0,48,0.255224,1.12601,0.99592,0.861791,0.793807,0.81024,0.92111,0.94018
i1y,stoxx,0,48,0.255224,2.33045,2.13873,0.0619287,0.0568947,0.0574199,0.91871,0.92719
ip,mps,1,48,0.255224,1.00000,1.00000,27.2213,21.7477,21.1285,0.79892,0.77618
ip,i1y,0,48,0.255224,0.93134,0.73221,13.2642,13.2508,13.2606,0.99899,0.99973
ip,ip,0,48,0.255224,3.00451,3.18745,1.37677,1.19734,1.17469,0.86967,0.85322
ip,hicp,0,48,0.255224,1.25046,1.24751,5.55389,5.16999,5.12407,0.93088,0.92261
ip,stoxx,0,48,0.255224,1.51644,1.52253,0.319242,0.308123,0.307137,0.96517,0.96208
hicp,mps,1,48,0.255224,1.00000,1.00000,5.40409,2.80419,2.54256,0.51890,0.47049
hicp,i1y,0,48,0.255224,5.97934,7.01691,2.31028,2.11104,2.06939,0.91376,0.89573
hicp,ip,0,48,0.255224,5.77610,6.86423,0.280054,0.158945,0.136879,0.56755,0.48876
hicp,hicp,0,48,0.255224,3.88789,4.46628,0.92939,0.614709,0.564863,0.66141,0.60778
hicp,stoxx,0,48,0.255224,4.31973,4.49100,0.0664282,0.0531509,0.0521677,0.80013,0.78533
stoxx,mps,1,48,0.255224,1.00000,1.00000,71.858,62.8681,61.2787,0.87489,0.85277
stoxx,i1y,0,48,0.255224,1.95592,1.83462,49.6635,49.3403,49.3774,0.99349,0.99424
stoxx,ip,0,48,0.255224,1.53106,1.60633,2.50686,2.38532,2.37302,0.95152,0.94661
stoxx,hicp,0,48,0.255224,0.38335,0.06418,12.1307,12.1372,12.2706,1.00054,1.01153
stoxx,stoxx,0,48,0.255224,2.00063,2.08668,0.830105,0.774088,0.769056,0.93252,0.92646
