scale_estimator,equation,block,block_held_at_1,h,lambda_h,tau_mean,tau_median,p_tau_gt1
block,stoxx,ip,0,30,0.436437,2.42179,2.28650,0.9987
block,stoxx,ip,0,31,0.435744,2.46963,2.33374,0.9987
block,stoxx,ip,0,32,0.474666,2.30189,2.16466,0.9933
block,stoxx,ip,0,33,0.49041,2.24740,2.13593,0.9953
block,stoxx,ip,0,34,0.475684,2.30462,2.20907,0.9933
block,stoxx,ip,0,35,0.449463,2.32593,2.21232,0.9860
block,stoxx,ip,0,36,0.452284,2.24259,2.11670,0.9860
block,stoxx,ip,0,37,0.442336,2.16616,2.04279,0.9807
block,stoxx,ip,0,38,0.435726,2.15209,2.01171,0.9627
block,stoxx,ip,0,39,0.445805,1.89650,1.78914,0.9200
block,stoxx,ip,0,40,0.442494,1.74140,1.61088,0.8320
block,stoxx,ip,0,41,0.423832,1.37639,1.22559,0.6640
block,stoxx,ip,0,42,0.400616,1.14437,0.99047,0.4940
block,stoxx,ip,0,43,0.39024,0.95496,0.83501,0.3800
block,stoxx,ip,0,44,0.382201,0.71683,0.66850,0.2153
block,stoxx,ip,0,45,0.366187,0.75120,0.61290,0.2460
block,stoxx,ip,0,46,0.334726,0.58415,0.43334,0.1847
block,stoxx,ip,0,47,0.298015,0.76406,0.62375,0.2727
block,stoxx,ip,0,48,0.291808,0.55759,0.40892,0.1580
block,stoxx,hicp,0,1,0.0084568,0.61776,0.47205,0.1933
block,stoxx,hicp,0,2,0.0244432,0.46611,0.35742,0.1087
block,stoxx,hicp,0,3,0.0370386,0.33670,0.12593,0.0927
block,stoxx,hicp,0,4,0.0438451,0.61096,0.50977,0.1667
block,stoxx,hicp,0,5,0.0474677,0.65721,0.53370,0.1707
block,stoxx,hicp,0,6,0.0540061,0.54091,0.41178,0.1413
block,stoxx,hicp,0,7,0.0583155,0.95679,0.72589,0.3573
block,stoxx,hicp,0,8,0.0682113,0.77932,0.56477,0.2760
block,stoxx,hicp,0,9,0.0830743,0.74593,0.59559,0.2527
block,stoxx,hicp,0,10,0.0908248,0.56734,0.42566,0.1593
block,stoxx,hicp,0,11,0.100372,0.39818,0.22300,0.1033
block,stoxx,hicp,0,12,0.105848,0.77261,0.63804,0.2787
block,stoxx,hicp,0,13,0.077748,0.74573,0.57283,0.2727
block,stoxx,hicp,0,14,0.0769064,0.94756,0.75849,0.3520
block,stoxx,hicp,0,15,0.088325,0.80209,0.64054,0.2820
block,stoxx,hicp,0,16,0.109167,0.71881,0.52488,0.2387
block,stoxx,hicp,0,17,0.149182,0.80436,0.72857,0.2653
block,stoxx,hicp,0,18,0.18695,0.91885,0.85112,0.3667
block,stoxx,hicp,0,19,0.220328,0.94560,0.85258,0.3560
block,stoxx,hicp,0,20,0.281343,0.90640,0.85018,0.3687
block,stoxx,hicp,0,21,0.341132,0.96047,0.89732,0.3887
block,stoxx,hicp,0,22,0.364882,0.94167,0.86787,0.3700
block,stoxx,hicp,0,23,0.381136,0.93757,0.87669,0.3647
block,stoxx,hicp,0,24,0.398061,0.80301,0.74723,0.2227
block,stoxx,hicp,0,25,0.366267,0.84468,0.76546,0.2673
block,stoxx,hicp,0,26,0.386535,0.64090,0.60144,0.1360
block,stoxx,hicp,0,27,0.402315,0.69318,0.61934,0.1540
block,stoxx,hicp,0,28,0.41433,0.63451,0.60203,0.1240
block,stoxx,hicp,0,29,0.425385,0.65434,0.59628,0.1387
block,stoxx,hicp,0,30,0.436437,0.51661,0.48536,0.0867
block,stoxx,hicp,0,31,0.435744,0.50609,0.43479,0.0927
block,stoxx,hicp,0,32,0.474666,0.40690,0.35607,0.0393
block,stoxx,hicp,0,33,0.49041,0.45417,0.40322,0.0460
block,stoxx,hicp,0,34,0.475684,0.30649,0.22220,0.0233
block,stoxx,hicp,0,35,0.449463,0.35819,0.29942,0.0273
block,stoxx,hicp,0,36,0.452284,0.26126,0.19552,0.0067
block,stoxx,hicp,0,37,0.442336,0.29176,0.22539,0.0193
block,stoxx,hicp,0,38,0.435726,0.35280,0.27155,0.0407
block,stoxx,hicp,0,39,0.445805,0.31084,0.25222,0.0180
block,stoxx,hicp,0,40,0.442494,0.27608,0.20530,0.0267
block,stoxx,hicp,0,41,0.423832,0.30175,0.25341,0.0133
block,stoxx,hicp,0,42,0.400616,0.33511,0.27693,0.0260
block,stoxx,hicp,0,43,0.39024,0.34942,0.27591,0.0313
block,stoxx,hicp,0,44,0.382201,0.29597,0.22874,0.0233
block,stoxx,hicp,0,45,0.366187,0.33904,0.28214,0.0213
block,stoxx,hicp,0,46,0.334726,0.33691,0.25652,0.0327
block,stoxx,hicp,0,47,0.298015,0.31939,0.22121,0.0440
block,stoxx,hicp,0,48,0.291808,0.26385,0.16595,0.0213
block,stoxx,stoxx,0,1,0.0084568,0.98026,0.51839,0.2620
block,stoxx,stoxx,0,2,0.0244432,0.50621,0.31851,0.1367
block,stoxx,stoxx,0,3,0.0370386,0.76398,0.51914,0.2507
block,stoxx,stoxx,0,4,0.0438451,0.48407,0.37589,0.1080
block,stoxx,stoxx,0,5,0.0474677,0.55933,0.37147,0.1240
block,stoxx,stoxx,0,6,0.0540061,0.59951,0.38104,0.1687
block,stoxx,stoxx,0,7,0.0583155,0.61040,0.45994,0.1667
block,stoxx,stoxx,0,8,0.0682113,0.78020,0.59725,0.2840
block,stoxx,stoxx,0,9,0.0830743,0.90533,0.71395,0.3287
block,stoxx,stoxx,0,10,0.0908248,0.71407,0.49263,0.2247
block,stoxx,stoxx,0,11,0.100372,0.54814,0.30259,0.1893
block,stoxx,stoxx,0,12,0.105848,0.87197,0.65692,0.3060
block,stoxx,stoxx,0,13,0.077748,0.72432,0.43431,0.2327
block,stoxx,stoxx,0,14,0.0769064,1.03015,0.71211,0.3267
block,stoxx,stoxx,0,15,0.088325,0.90890,0.72700,0.3373
block,stoxx,stoxx,0,16,0.109167,0.65062,0.44685,0.2040
block,stoxx,stoxx,0,17,0.149182,0.48141,0.34688,0.1333
block,stoxx,stoxx,0,18,0.18695,0.55756,0.43485,0.1453
block,stoxx,stoxx,0,19,0.220328,0.56486,0.37927,0.1607
block,stoxx,stoxx,0,20,0.281343,0.45833,0.33683,0.1040
block,stoxx,stoxx,0,21,0.341132,0.46296,0.38646,0.0753
block,stoxx,stoxx,0,22,0.364882,0.38576,0.31441,0.0407
block,stoxx,stoxx,0,23,0.381136,0.58870,0.46745,0.1673
block,stoxx,stoxx,0,24,0.398061,0.63953,0.50942,0.1960
block,stoxx,stoxx,0,25,0.366267,1.02572,0.90588,0.4320
block,stoxx,stoxx,0,26,0.386535,1.23853,1.13435,0.5913
block,stoxx,stoxx,0,27,0.402315,1.19197,1.08955,0.5627
block,stoxx,stoxx,0,28,0.41433,1.29203,1.19231,0.6607
block,stoxx,stoxx,0,29,0.425385,1.37103,1.26865,0.7053
block,stoxx,stoxx,0,30,0.436437,1.49237,1.35345,0.8033
block,stoxx,stoxx,0,31,0.435744,1.50729,1.42689,0.8333
block,stoxx,stoxx,0,32,0.474666,1.40080,1.29226,0.7740
block,stoxx,stoxx,0,33,0.49041,1.28547,1.20140,0.6933
block,stoxx,stoxx,0,34,0.475684,1.34496,1.26001,0.7553
block,stoxx,stoxx,0,35,0.449463,1.39063,1.29343,0.7927
block,stoxx,stoxx,0,36,0.452284,1.44236,1.37165,0.8140
block,stoxx,stoxx,0,37,0.442336,1.38341,1.28505,0.7713
block,stoxx,stoxx,0,38,0.435726,1.38993,1.30364,0.7893
block,stoxx,stoxx,0,39,0.445805,1.36468,1.26368,0.7600
block,stoxx,stoxx,0,40,0.442494,1.42133,1.34602,0.7927
block,stoxx,stoxx,0,41,0.423832,1.42233,1.32439,0.7893
block,stoxx,stoxx,0,42,0.400616,1.43209,1.33818,0.7813
block,stoxx,stoxx,0,43,0.39024,1.45922,1.36191,0.7980
block,stoxx,stoxx,0,44,0.382201,1.40365,1.30206,0.7347
block,stoxx,stoxx,0,45,0.366187,1.44151,1.32156,0.7313
block,stoxx,stoxx,0,46,0.334726,1.50036,1.38136,0.7400
block,stoxx,stoxx,0,47,0.298015,1.70459,1.58340,0.8393
block,stoxx,stoxx,0,48,0.291808,1.38703,1.29212,0.6867
pooled,mps,mps,0,1,0.0084568,0.10783,0.09254,0.0000
pooled,mps,mps,0,2,0.0244432,0.10208,0.08957,0.0000
pooled,mps,mps,0,3,0.0370386,0.09904,0.08652,0.0000
pooled,mps,mps,0,4,0.0438451,0.09724,0.08336,0.0000
pooled,mps,mps,0,5,0.0474677,0.09663,0.08232,0.0000
pooled,mps,mps,0,6,0.0540061,0.09478,0.08113,0.0000
pooled,mps,mps,0,7,0.0583155,0.09365,0.08052,0.0000
pooled,mps,mps,0,8,0.0682113,0.09256,0.07768,0.0000
pooled,mps,mps,0,9,0.0830743,0.09062,0.07794,0.0000
pooled,mps,mps,0,10,0.0908248,0.08865,0.07701,0.0000
pooled,mps,mps,0,11,0.100372,0.08598,0.07621,0.0000
pooled,mps,mps,0,12,0.105848,0.08497,0.07261,0.0000
pooled,mps,mps,0,13,0.077748,0.08508,0.07247,0.0000
pooled,mps,mps,0,14,0.0769064,0.08520,0.07248,0.0000
pooled,mps,mps,0,15,0.088325,0.08736,0.07598,0.0000
pooled,mps,mps,0,16,0.109167,0.08976,0.07876,0.0000
pooled,mps,mps,0,17,0.149182,0.09315,0.08524,0.0000
pooled,mps,mps,0,18,0.18695,0.09689,0.09065,0.0000
pooled,mps,mps,0,19,0.220328,0.10051,0.09605,0.0000
pooled,mps,mps,0,20,0.281343,0.10562,0.10049,0.0000
pooled,mps,mps,0,21,0.341132,0.11115,0.10740,0.0000
pooled,mps,mps,0,22,0.364882,0.11741,0.11376,0.0000
pooled,mps,mps,0,23,0.381136,0.12149,0.11922,0.0000
pooled,mps,mps,0,24,0.398061,0.12840,0.12653,0.0000
pooled,mps,mps,0,25,0.366267,0.13627,0.13299,0.0000
pooled,mps,mps,0,26,0.386535,0.14493,0.14334,0.0000
pooled,mps,mps,0,27,0.402315,0.15102,0.14836,0.0000
pooled,mps,mps,0,28,0.41433,0.15078,0.14726,0.0000
pooled,mps,mps,0,29,0.425385,0.14246,0.13848,0.0000
pooled,mps,mps,0,30,0.436437,0.13346,0.13081,0.0000
pooled,mps,mps,0,31,0.435744,0.12691,0.12455,0.0000
pooled,mps,mps,0,32,0.474666,0.11850,0.11801,0.0000
pooled,mps,mps,0,33,0.49041,0.11152,0.11088,0.0000
pooled,mps,mps,0,34,0.475684,0.10712,0.10544,0.0000
pooled,mps,mps,0,35,0.449463,0.10387,0.10281,0.0000
pooled,mps,mps,0,36,0.452284,0.09973,0.09895,0.0000
pooled,mps,mps,0,37,0.442336,0.09610,0.09445,0.0000
pooled,mps,mps,0,38,0.435726,0.09145,0.08961,0.0000
pooled,mps,mps,0,39,0.445805,0.08426,0.08215,0.0000
pooled,mps,mps,0,40,0.442494,0.07838,0.07620,0.0000
pooled,mps,mps,0,41,0.423832,0.07266,0.07149,0.0000
pooled,mps,mps,0,42,0.400616,0.06684,0.06562,0.0000
pooled,mps,mps,0,43,0.39024,0.06260,0.06064,0.0000
pooled,mps,mps,0,44,0.382201,0.06051,0.05805,0.0000
pooled,mps,mps,0,45,0.366187,0.05836,0.05474,0.0000
pooled,mps,mps,0,46,0.334726,0.05629,0.05268,0.0000
pooled,mps,mps,0,47,0.298015,0.05458,0.05051,0.0000
pooled,mps,mps,0,48,0.291808,0.05379,0.04918,0.0000
pooled,mps,i1y,0,1,0.0084568,0.05837,0.04582,0.0000
pooled,mps,i1y,0,2,0.0244432,0.05493,0.04550,0.0000
pooled,mps,i1y,0,3,0.0370386,0.05322,0.04542,0.0000
pooled,mps,i1y,0,4,0.0438451,0.05124,0.04599,0.0000
pooled,mps,i1y,0,5,0.0474677,0.05061,0.04372,0.0000
pooled,mps,i1y,0,6,0.0540061,0.04919,0.04272,0.0000
pooled,mps,i1y,0,7,0.0583155,0.04796,0.04066,0.0000
pooled,mps,i1y,0,8,0.0682113,0.04712,0.03943,0.0000
pooled,mps,i1y,0,9,0.0830743,0.04639,0.03814,0.0000
pooled,mps,i1y,0,10,0.0908248,0.04570,0.03591,0.0000
pooled,mps,i1y,0,11,0.100372,0.04539,0.03544,0.0000
pooled,mps,i1y,0,12,0.105848,0.04552,0.03632,0.0000
pooled,mps,i1y,0,13,0.077748,0.04631,0.03575,0.0000
pooled,mps,i1y,0,14,0.0769064,0.04615,0.03554,0.0000
pooled,mps,i1y,0,15,0.088325,0.04546,0.03582,0.0000
pooled,mps,i1y,0,16,0.109167,0.04468,0.03504,0.0000
pooled,mps,i1y,0,17,0.149182,0.04339,0.03208,0.0000
pooled,mps,i1y,0,18,0.18695,0.04294,0.02969,0.0000
pooled,mps,i1y,0,19,0.220328,0.04245,0.02892,0.0000
pooled,mps,i1y,0,20,0.281343,0.04088,0.02849,0.0000
pooled,mps,i1y,0,21,0.341132,0.03897,0.02784,0.0000
pooled,mps,i1y,0,22,0.364882,0.03744,0.02742,0.0000
pooled,mps,i1y,0,23,0.381136,0.03681,0.02575,0.0000
pooled,mps,i1y,0,24,0.398061,0.03607,0.02528,0.0000
pooled,mps,i1y,0,25,0.366267,0.03471,0.02358,0.0000
pooled,mps,i1y,0,26,0.386535,0.03450,0.02305,0.0000
pooled,mps,i1y,0,27,0.402315,0.03562,0.02321,0.0000
pooled,mps,i1y,0,28,0.41433,0.03553,0.02341,0.0000
pooled,mps,i1y,0,29,0.425385,0.03554,0.02312,0.0000
pooled,mps,i1y,0,30,0.436437,0.03542,0.02302,0.0000
pooled,mps,i1y,0,31,0.435744,0.03567,0.02247,0.0000
pooled,mps,i1y,0,32,0.474666,0.03571,0.02193,0.0000
pooled,mps,i1y,0,33,0.49041,0.03582,0.02311,0.0000
pooled,mps,i1y,0,34,0.475684,0.03574,0.02359,0.0000
pooled,mps,i1y,0,35,0.449463,0.03544,0.02479,0.0000
pooled,mps,i1y,0,36,0.452284,0.03583,0.02567,0.0000
pooled,mps,i1y,0,37,0.442336,0.03580,0.02642,0.0000
pooled,mps,i1y,0,38,0.435726,0.03644,0.02694,0.0000
pooled,mps,i1y,0,39,0.445805,0.03657,0.02605,0.0000
pooled,mps,i1y,0,40,0.442494,0.03640,0.02425,0.0000
pooled,mps,i1y,0,41,0.423832,0.03655,0.02570,0.0000
pooled,mps,i1y,0,42,0.400616,0.03622,0.02552,0.0000
pooled,mps,i1y,0,43,0.39024,0.03662,0.02454,0.0000
pooled,mps,i1y,0,44,0.382201,0.03716,0.02467,0.0000
pooled,mps,i1y,0,45,0.366187,0.03878,0.02520,0.0000
pooled,mps,i1y,0,46,0.334726,0.03960,0.02759,0.0000
pooled,mps,i1y,0,47,0.298015,0.04096,0.02638,0.0000
pooled,mps,i1y,0,48,0.291808,0.04187,0.02689,0.0000
pooled,mps,ip,0,1,0.0084568,0.13384,0.10089,0.0000
pooled,mps,ip,0,2,0.0244432,0.12445,0.09439,0.0000
pooled,mps,ip,0,3,0.0370386,0.12031,0.09074,0.0000
pooled,mps,ip,0,4,0.0438451,0.11925,0.08756,0.0000
pooled,mps,ip,0,5,0.0474677,0.12063,0.08437,0.0000
pooled,mps,ip,0,6,0.0540061,0.12533,0.08604,0.0000
pooled,mps,ip,0,7,0.0583155,0.12887,0.08757,0.0000
pooled,mps,ip,0,8,0.0682113,0.13096,0.08901,0.0000
pooled,mps,ip,0,9,0.0830743,0.13385,0.08988,0.0000
pooled,mps,ip,0,10,0.0908248,0.13349,0.08986,0.0000
pooled,mps,ip,0,11,0.100372,0.13209,0.09152,0.0000
pooled,mps,ip,0,12,0.105848,0.12928,0.09294,0.0000
pooled,mps,ip,0,13,0.077748,0.12549,0.09306,0.0000
pooled,mps,ip,0,14,0.0769064,0.12230,0.09574,0.0000
pooled,mps,ip,0,15,0.088325,0.12094,0.10303,0.0000
pooled,mps,ip,0,16,0.109167,0.11795,0.10413,0.0000
pooled,mps,ip,0,17,0.149182,0.11473,0.10394,0.0000
pooled,mps,ip,0,18,0.18695,0.11088,0.10032,0.0000
pooled,mps,ip,0,19,0.220328,0.10599,0.09565,0.0000
pooled,mps,ip,0,20,0.281343,0.10084,0.09243,0.0000
pooled,mps,ip,0,21,0.341132,0.09660,0.08810,0.0000
pooled,mps,ip,0,22,0.364882,0.09276,0.08333,0.0000
pooled,mps,ip,0,23,0.381136,0.09147,0.08266,0.0000
pooled,mps,ip,0,24,0.398061,0.08909,0.07827,0.0000
pooled,mps,ip,0,25,0.366267,0.08533,0.07488,0.0000
pooled,mps,ip,0,26,0.386535,0.08337,0.07268,0.0000
pooled,mps,ip,0,27,0.402315,0.08302,0.07039,0.0000
pooled,mps,ip,0,28,0.41433,0.08033,0.07025,0.0000
pooled,mps,ip,0,29,0.425385,0.07705,0.06867,0.0000
pooled,mps,ip,0,30,0.436437,0.07385,0.06713,0.0000
pooled,mps,ip,0,31,0.435744,0.06997,0.06541,0.0000
pooled,mps,ip,0,32,0.474666,0.06577,0.06156,0.0000
pooled,mps,ip,0,33,0.49041,0.06162,0.05785,0.0000
pooled,mps,ip,0,34,0.475684,0.06020,0.05596,0.0000
pooled,mps,ip,0,35,0.449463,0.05854,0.05337,0.0000
pooled,mps,ip,0,36,0.452284,0.05782,0.05140,0.0000
pooled,mps,ip,0,37,0.442336,0.05743,0.04899,0.0000
pooled,mps,ip,0,38,0.435726,0.05930,0.04882,0.0000
pooled,mps,ip,0,39,0.445805,0.06023,0.04795,0.0000
pooled,mps,ip,0,40,0.442494,0.06065,0.04479,0.0000
pooled,mps,ip,0,41,0.423832,0.06305,0.04491,0.0000
pooled,mps,ip,0,42,0.400616,0.06583,0.04503,0.0000
pooled,mps,ip,0,43,0.39024,0.06875,0.04660,0.0000
pooled,mps,ip,0,44,0.382201,0.07275,0.04951,0.0000
pooled,mps,ip,0,45,0.366187,0.07475,0.05010,0.0000
pooled,mps,ip,0,46,0.334726,0.07593,0.04923,0.0000
pooled,mps,ip,0,47,0.298015,0.07903,0.05135,0.0000
pooled,mps,ip,0,48,0.291808,0.08441,0.04998,0.0000
pooled,mps,hicp,0,1,0.0084568,0.10007,0.04875,0.0000
pooled,mps,hicp,0,2,0.0244432,0.08211,0.04561,0.0000
pooled,mps,hicp,0,3,0.0370386,0.07109,0.04167,0.0000
pooled,mps,hicp,0,4,0.0438451,0.06305,0.03942,0.0000
pooled,mps,hicp,0,5,0.0474677,0.05629,0.03664,0.0000
pooled,mps,hicp,0,6,0.0540061,0.05236,0.03454,0.0000
pooled,mps,hicp,0,7,0.0583155,0.04697,0.03397,0.0000
pooled,mps,hicp,0,8,0.0682113,0.04556,0.03333,0.0000
pooled,mps,hicp,0,9,0.0830743,0.04476,0.03156,0.0000
pooled,mps,hicp,0,10,0.0908248,0.04448,0.02918,0.0000
pooled,mps,hicp,0,11,0.100372,0.04371,0.02628,0.0000
pooled,mps,hicp,0,12,0.105848,0.04087,0.02339,0.0000
pooled,mps,hicp,0,13,0.077748,0.03847,0.02236,0.0000
pooled,mps,hicp,0,14,0.0769064,0.03484,0.01983,0.0000
pooled,mps,hicp,0,15,0.088325,0.03156,0.01841,0.0000
pooled,mps,hicp,0,16,0.109167,0.02812,0.01713,0.0000
pooled,mps,hicp,0,17,0.149182,0.02655,0.01542,0.0000
pooled,mps,hicp,0,18,0.18695,0.02550,0.01455,0.0000
pooled,mps,hicp,0,19,0.220328,0.02245,0.01325,0.0000
pooled,mps,hicp,0,20,0.281343,0.02026,0.01222,0.0000
pooled,mps,hicp,0,21,0.341132,0.01856,0.01109,0.0000
pooled,mps,hicp,0,22,0.364882,0.01643,0.00971,0.0000
pooled,mps,hicp,0,23,0.381136,0.01436,0.00906,0.0000
pooled,mps,hicp,0,24,0.398061,0.01349,0.00884,0.0000
pooled,mps,hicp,0,25,0.366267,0.01233,0.00828,0.0000
pooled,mps,hicp,0,26,0.386535,0.01128,0.00760,0.0000
pooled,mps,hicp,0,27,0.402315,0.01071,0.00734,0.0000
pooled,mps,hicp,0,28,0.41433,0.01034,0.00731,0.0000
pooled,mps,hicp,0,29,0.425385,0.00974,0.00717,0.0000
pooled,mps,hicp,0,30,0.436437,0.00915,0.00696,0.0000
pooled,mps,hicp,0,31,0.435744,0.00878,0.00668,0.0000
pooled,mps,hicp,0,32,0.474666,0.00838,0.00653,0.0000
pooled,mps,hicp,0,33,0.49041,0.00816,0.00660,0.0000
pooled,mps,hicp,0,34,0.475684,0.00779,0.00668,0.0000
pooled,mps,hicp,0,35,0.449463,0.00735,0.00659,0.0000
pooled,mps,hicp,0,36,0.452284,0.00718,0.00658,0.0000
pooled,mps,hicp,0,37,0.442336,0.00706,0.00649,0.0000
pooled,mps,hicp,0,38,0.435726,0.00707,0.00642,0.0000
pooled,mps,hicp,0,39,0.445805,0.00710,0.00644,0.0000
pooled,mps,hicp,0,40,0.442494,0.00738,0.00640,0.0000
pooled,mps,hicp,0,41,0.423832,0.00760,0.00647,0.0000
pooled,mps,hicp,0,42,0.400616,0.00794,0.00682,0.0000
pooled,mps,hicp,0,43,0.39024,0.00857,0.00733,0.0000
pooled,mps,hicp,0,44,0.382201,0.00935,0.00742,0.0000
pooled,mps,hicp,0,45,0.366187,0.00963,0.00757,0.0000
pooled,mps,hicp,0,46,0.334726,0.01002,0.00776,0.0000
pooled,mps,hicp,0,47,0.298015,0.01088,0.00780,0.0000
pooled,mps,hicp,0,48,0.291808,0.01199,0.00773,0.0000
pooled,mps,stoxx,0,1,0.0084568,0.20795,0.11574,0.0220
pooled,mps,stoxx,0,2,0.0244432,0.18811,0.10874,0.0140
pooled,mps,stoxx,0,3,0.0370386,0.17466,0.10590,0.0087
pooled,mps,stoxx,0,4,0.0438451,0.15939,0.10573,0.0000
pooled,mps,stoxx,0,5,0.0474677,0.14406,0.10361,0.0000
pooled,mps,stoxx,0,6,0.0540061,0.13095,0.10436,0.0000
pooled,mps,stoxx,0,7,0.0583155,0.11774,0.09914,0.0000
pooled,mps,stoxx,0,8,0.0682113,0.10982,0.09335,0.0000
pooled,mps,stoxx,0,9,0.0830743,0.10249,0.08539,0.0000
pooled,mps,stoxx,0,10,0.0908248,0.09601,0.08009,0.0000
pooled,mps,stoxx,0,11,0.100372,0.09346,0.07583,0.0000
pooled,mps,stoxx,0,12,0.105848,0.08842,0.07164,0.0000
pooled,mps,stoxx,0,13,0.077748,0.08563,0.07034,0.0000
pooled,mps,stoxx,0,14,0.0769064,0.08086,0.06504,0.0000
pooled,mps,stoxx,0,15,0.088325,0.07565,0.06044,0.0000
pooled,mps,stoxx,0,16,0.109167,0.07063,0.05651,0.0000
pooled,mps,stoxx,0,17,0.149182,0.06687,0.05522,0.0000
pooled,mps,stoxx,0,18,0.18695,0.06204,0.05224,0.0000
pooled,mps,stoxx,0,19,0.220328,0.05735,0.04802,0.0000
pooled,mps,stoxx,0,20,0.281343,0.05387,0.04563,0.0000
pooled,mps,stoxx,0,21,0.341132,0.05039,0.04227,0.0000
pooled,mps,stoxx,0,22,0.364882,0.04778,0.03943,0.0000
pooled,mps,stoxx,0,23,0.381136,0.04622,0.03914,0.0000
pooled,mps,stoxx,0,24,0.398061,0.04537,0.03931,0.0000
pooled,mps,stoxx,0,25,0.366267,0.04364,0.03904,0.0000
pooled,mps,stoxx,0,26,0.386535,0.04218,0.03725,0.0000
pooled,mps,stoxx,0,27,0.402315,0.04095,0.03609,0.0000
pooled,mps,stoxx,0,28,0.41433,0.03995,0.03561,0.0000
pooled,mps,stoxx,0,29,0.425385,0.03756,0.03380,0.0000
pooled,mps,stoxx,0,30,0.436437,0.03577,0.03353,0.0000
pooled,mps,stoxx,0,31,0.435744,0.03557,0.03326,0.0000
pooled,mps,stoxx,0,32,0.474666,0.03563,0.03301,0.0000
pooled,mps,stoxx,0,33,0.49041,0.03511,0.03260,0.0000
pooled,mps,stoxx,0,34,0.475684,0.03458,0.03214,0.0000
pooled,mps,stoxx,0,35,0.449463,0.03387,0.03115,0.0000
pooled,mps,stoxx,0,36,0.452284,0.03285,0.03057,0.0000
pooled,mps,stoxx,0,37,0.442336,0.03226,0.03003,0.0000
pooled,mps,stoxx,0,38,0.435726,0.03157,0.02954,0.0000
pooled,mps,stoxx,0,39,0.445805,0.03033,0.02853,0.0000
pooled,mps,stoxx,0,40,0.442494,0.02885,0.02693,0.0000
pooled,mps,stoxx,0,41,0.423832,0.02834,0.02635,0.0000
pooled,mps,stoxx,0,42,0.400616,0.02786,0.02486,0.0000
pooled,mps,stoxx,0,43,0.39024,0.02840,0.02380,0.0000
pooled,mps,stoxx,0,44,0.382201,0.02885,0.02249,0.0000
pooled,mps,stoxx,0,45,0.366187,0.03020,0.02224,0.0000
pooled,mps,stoxx,0,46,0.334726,0.03112,0.02173,0.0000
pooled,mps,stoxx,0,47,0.298015,0.03181,0.02203,0.0000
pooled,mps,stoxx,0,48,0.291808,0.03208,0.02111,0.0000
pooled,i1y,mps,0,1,0.0084568,0.21951,0.14920,0.0213
pooled,i1y,mps,0,2,0.0244432,0.16422,0.11543,0.0013
pooled,i1y,mps,0,3,0.0370386,0.12370,0.10302,0.0000
pooled,i1y,mps,0,4,0.0438451,0.10258,0.08265,0.0000
pooled,i1y,mps,0,5,0.0474677,0.09049,0.06904,0.0000
pooled,i1y,mps,0,6,0.0540061,0.08181,0.05916,0.0000
pooled,i1y,mps,0,7,0.0583155,0.07805,0.05508,0.0000
pooled,i1y,mps,0,8,0.0682113,0.06925,0.04928,0.0000
pooled,i1y,mps,0,9,0.0830743,0.05846,0.04341,0.0000
pooled,i1y,mps,0,10,0.0908248,0.05053,0.04128,0.0000
pooled,i1y,mps,0,11,0.100372,0.04426,0.03682,0.0000
pooled,i1y,mps,0,12,0.105848,0.03942,0.03429,0.0000
pooled,i1y,mps,0,13,0.077748,0.03495,0.02987,0.0000
pooled,i1y,mps,0,14,0.0769064,0.03167,0.02700,0.0000
pooled,i1y,mps,0,15,0.088325,0.02791,0.02307,0.0000
pooled,i1y,mps,0,16,0.109167,0.02531,0.02135,0.0000
pooled,i1y,mps,0,17,0.149182,0.02350,0.01907,0.0000
pooled,i1y,mps,0,18,0.18695,0.02062,0.01697,0.0000
pooled,i1y,mps,0,19,0.220328,0.01828,0.01482,0.0000
pooled,i1y,mps,0,20,0.281343,0.01616,0.01316,0.0000
pooled,i1y,mps,0,21,0.341132,0.01413,0.01179,0.0000
pooled,i1y,mps,0,22,0.364882,0.01216,0.01030,0.0000
pooled,i1y,mps,0,23,0.381136,0.01075,0.00900,0.0000
pooled,i1y,mps,0,24,0.398061,0.01003,0.00815,0.0000
pooled,i1y,mps,0,25,0.366267,0.00938,0.00752,0.0000
pooled,i1y,mps,0,26,0.386535,0.00866,0.00672,0.0000
pooled,i1y,mps,0,27,0.402315,0.00787,0.00637,0.0000
pooled,i1y,mps,0,28,0.41433,0.00683,0.00565,0.0000
pooled,i1y,mps,0,29,0.425385,0.00581,0.00496,0.0000
pooled,i1y,mps,0,30,0.436437,0.00491,0.00412,0.0000
pooled,i1y,mps,0,31,0.435744,0.00444,0.00361,0.0000
pooled,i1y,mps,0,32,0.474666,0.00421,0.00334,0.0000
pooled,i1y,mps,0,33,0.49041,0.00405,0.00290,0.0000
pooled,i1y,mps,0,34,0.475684,0.00378,0.00257,0.0000
pooled,i1y,mps,0,35,0.449463,0.00369,0.00244,0.0000
pooled,i1y,mps,0,36,0.452284,0.00362,0.00222,0.0000
pooled,i1y,mps,0,37,0.442336,0.00360,0.00218,0.0000
pooled,i1y,mps,0,38,0.435726,0.00339,0.00202,0.0000
pooled,i1y,mps,0,39,0.445805,0.00320,0.00192,0.0000
pooled,i1y,mps,0,40,0.442494,0.00316,0.00190,0.0000
pooled,i1y,mps,0,41,0.423832,0.00319,0.00194,0.0000
