scale_estimator,equation,block,block_held_at_1,h,lambda_h,tau_mean,tau_median,p_tau_gt1
pooled,i1y,mps,0,42,0.400616,0.00327,0.00182,0.0000
pooled,i1y,mps,0,43,0.39024,0.00334,0.00174,0.0000
pooled,i1y,mps,0,44,0.382201,0.00339,0.00180,0.0000
pooled,i1y,mps,0,45,0.366187,0.00336,0.00168,0.0000
pooled,i1y,mps,0,46,0.334726,0.00351,0.00160,0.0000
pooled,i1y,mps,0,47,0.298015,0.00350,0.00163,0.0000
pooled,i1y,mps,0,48,0.291808,0.00367,0.00167,0.0000
pooled,i1y,i1y,0,1,0.0084568,1.99840,1.86850,0.9233
pooled,i1y,i1y,0,2,0.0244432,2.16413,2.05592,0.9607
pooled,i1y,i1y,0,3,0.0370386,2.42879,2.37294,0.9920
pooled,i1y,i1y,0,4,0.0438451,2.80579,2.72314,0.9993
pooled,i1y,i1y,0,5,0.0474677,3.31804,3.22741,1.0000
pooled,i1y,i1y,0,6,0.0540061,3.91221,3.80526,1.0000
pooled,i1y,i1y,0,7,0.0583155,4.44361,4.29028,1.0000
pooled,i1y,i1y,0,8,0.0682113,4.86124,4.70698,1.0000
pooled,i1y,i1y,0,9,0.0830743,5.08507,4.96443,1.0000
pooled,i1y,i1y,0,10,0.0908248,5.18629,5.08702,1.0000
pooled,i1y,i1y,0,11,0.100372,5.16328,5.02761,1.0000
pooled,i1y,i1y,0,12,0.105848,5.00516,4.86383,1.0000
pooled,i1y,i1y,0,13,0.077748,4.79727,4.66108,1.0000
pooled,i1y,i1y,0,14,0.0769064,4.53844,4.36862,1.0000
pooled,i1y,i1y,0,15,0.088325,4.20956,4.09610,1.0000
pooled,i1y,i1y,0,16,0.109167,3.91888,3.79725,1.0000
pooled,i1y,i1y,0,17,0.149182,3.60877,3.50973,1.0000
pooled,i1y,i1y,0,18,0.18695,3.25914,3.17570,1.0000
pooled,i1y,i1y,0,19,0.220328,3.02274,2.93650,1.0000
pooled,i1y,i1y,0,20,0.281343,2.83480,2.78463,0.9993
pooled,i1y,i1y,0,21,0.341132,2.67875,2.61180,0.9993
pooled,i1y,i1y,0,22,0.364882,2.54015,2.46767,0.9987
pooled,i1y,i1y,0,23,0.381136,2.37950,2.31716,0.9980
pooled,i1y,i1y,0,24,0.398061,2.29485,2.24099,1.0000
pooled,i1y,i1y,0,25,0.366267,2.21456,2.12795,1.0000
pooled,i1y,i1y,0,26,0.386535,2.14797,2.09415,0.9993
pooled,i1y,i1y,0,27,0.402315,2.03890,1.97936,0.9980
pooled,i1y,i1y,0,28,0.41433,1.94698,1.90120,0.9987
pooled,i1y,i1y,0,29,0.425385,1.80893,1.77941,0.9940
pooled,i1y,i1y,0,30,0.436437,1.72478,1.68985,0.9853
pooled,i1y,i1y,0,31,0.435744,1.61376,1.58251,0.9613
pooled,i1y,i1y,0,32,0.474666,1.52124,1.49141,0.9493
pooled,i1y,i1y,0,33,0.49041,1.47099,1.44121,0.9333
pooled,i1y,i1y,0,34,0.475684,1.46492,1.41756,0.9313
pooled,i1y,i1y,0,35,0.449463,1.50351,1.46296,0.9460
pooled,i1y,i1y,0,36,0.452284,1.53976,1.49054,0.9687
pooled,i1y,i1y,0,37,0.442336,1.60585,1.56703,0.9773
pooled,i1y,i1y,0,38,0.435726,1.68043,1.63856,0.9847
pooled,i1y,i1y,0,39,0.445805,1.70764,1.66573,0.9860
pooled,i1y,i1y,0,40,0.442494,1.73208,1.68557,0.9833
pooled,i1y,i1y,0,41,0.423832,1.79575,1.74297,0.9887
pooled,i1y,i1y,0,42,0.400616,1.85031,1.81132,0.9960
pooled,i1y,i1y,0,43,0.39024,1.92241,1.87739,0.9973
pooled,i1y,i1y,0,44,0.382201,2.03148,1.98977,0.9967
pooled,i1y,i1y,0,45,0.366187,2.19277,2.14012,0.9987
pooled,i1y,i1y,0,46,0.334726,2.37939,2.28624,0.9987
pooled,i1y,i1y,0,47,0.298015,2.52912,2.43844,0.9993
pooled,i1y,i1y,0,48,0.291808,2.61495,2.48190,0.9993
pooled,i1y,ip,0,1,0.0084568,1.34783,1.29213,0.7860
pooled,i1y,ip,0,2,0.0244432,1.36589,1.32255,0.8253
pooled,i1y,ip,0,3,0.0370386,1.43403,1.40654,0.8820
pooled,i1y,ip,0,4,0.0438451,1.52702,1.50671,0.9187
pooled,i1y,ip,0,5,0.0474677,1.66409,1.63410,0.9640
pooled,i1y,ip,0,6,0.0540061,1.81386,1.78125,0.9907
pooled,i1y,ip,0,7,0.0583155,1.98420,1.95799,0.9987
pooled,i1y,ip,0,8,0.0682113,2.15714,2.11456,1.0000
pooled,i1y,ip,0,9,0.0830743,2.34541,2.27425,1.0000
pooled,i1y,ip,0,10,0.0908248,2.53336,2.45847,1.0000
pooled,i1y,ip,0,11,0.100372,2.72183,2.64961,1.0000
pooled,i1y,ip,0,12,0.105848,2.85776,2.79085,1.0000
pooled,i1y,ip,0,13,0.077748,2.97466,2.90230,1.0000
pooled,i1y,ip,0,14,0.0769064,3.03501,2.94678,1.0000
pooled,i1y,ip,0,15,0.088325,3.05781,2.98800,1.0000
pooled,i1y,ip,0,16,0.109167,3.04040,2.96811,1.0000
pooled,i1y,ip,0,17,0.149182,3.01600,2.95729,1.0000
pooled,i1y,ip,0,18,0.18695,2.97383,2.89505,1.0000
pooled,i1y,ip,0,19,0.220328,2.92144,2.88456,1.0000
pooled,i1y,ip,0,20,0.281343,2.84161,2.80472,1.0000
pooled,i1y,ip,0,21,0.341132,2.81587,2.77172,1.0000
pooled,i1y,ip,0,22,0.364882,2.84362,2.80450,1.0000
pooled,i1y,ip,0,23,0.381136,2.88936,2.85269,1.0000
pooled,i1y,ip,0,24,0.398061,2.93354,2.89939,1.0000
pooled,i1y,ip,0,25,0.366267,3.00037,2.96391,1.0000
pooled,i1y,ip,0,26,0.386535,3.02459,2.97424,1.0000
pooled,i1y,ip,0,27,0.402315,3.03154,2.98553,1.0000
pooled,i1y,ip,0,28,0.41433,3.00899,2.97929,1.0000
pooled,i1y,ip,0,29,0.425385,2.92771,2.89389,1.0000
pooled,i1y,ip,0,30,0.436437,2.84179,2.78249,1.0000
pooled,i1y,ip,0,31,0.435744,2.76644,2.73414,1.0000
pooled,i1y,ip,0,32,0.474666,2.64952,2.62148,1.0000
pooled,i1y,ip,0,33,0.49041,2.54563,2.52414,1.0000
pooled,i1y,ip,0,34,0.475684,2.48353,2.46074,1.0000
pooled,i1y,ip,0,35,0.449463,2.42178,2.39212,1.0000
pooled,i1y,ip,0,36,0.452284,2.34980,2.32250,1.0000
pooled,i1y,ip,0,37,0.442336,2.29319,2.26328,1.0000
pooled,i1y,ip,0,38,0.435726,2.24057,2.20552,1.0000
pooled,i1y,ip,0,39,0.445805,2.20024,2.18364,1.0000
pooled,i1y,ip,0,40,0.442494,2.18535,2.16340,1.0000
pooled,i1y,ip,0,41,0.423832,2.19006,2.15508,1.0000
pooled,i1y,ip,0,42,0.400616,2.18309,2.15795,1.0000
pooled,i1y,ip,0,43,0.39024,2.20673,2.16852,1.0000
pooled,i1y,ip,0,44,0.382201,2.23494,2.20958,1.0000
pooled,i1y,ip,0,45,0.366187,2.27918,2.23484,1.0000
pooled,i1y,ip,0,46,0.334726,2.31936,2.27763,1.0000
pooled,i1y,ip,0,47,0.298015,2.35979,2.30808,1.0000
pooled,i1y,ip,0,48,0.291808,2.40773,2.34032,1.0000
pooled,i1y,hicp,0,1,0.0084568,0.66453,0.63261,0.1013
pooled,i1y,hicp,0,2,0.0244432,0.65464,0.62844,0.0947
pooled,i1y,hicp,0,3,0.0370386,0.65959,0.64163,0.0880
pooled,i1y,hicp,0,4,0.0438451,0.67091,0.64139,0.0827
pooled,i1y,hicp,0,5,0.0474677,0.70130,0.67391,0.0900
pooled,i1y,hicp,0,6,0.0540061,0.75249,0.72465,0.1393
pooled,i1y,hicp,0,7,0.0583155,0.82599,0.79921,0.2233
pooled,i1y,hicp,0,8,0.0682113,0.90821,0.88671,0.3327
pooled,i1y,hicp,0,9,0.0830743,0.98736,0.96620,0.4513
pooled,i1y,hicp,0,10,0.0908248,1.05317,1.02546,0.5347
pooled,i1y,hicp,0,11,0.100372,1.12418,1.09250,0.6467
pooled,i1y,hicp,0,12,0.105848,1.20975,1.16629,0.7473
pooled,i1y,hicp,0,13,0.077748,1.29088,1.23754,0.7960
pooled,i1y,hicp,0,14,0.0769064,1.32859,1.26018,0.8047
pooled,i1y,hicp,0,15,0.088325,1.28662,1.22117,0.7820
pooled,i1y,hicp,0,16,0.109167,1.17945,1.12446,0.6793
pooled,i1y,hicp,0,17,0.149182,1.03622,0.99975,0.4987
pooled,i1y,hicp,0,18,0.18695,0.90733,0.87748,0.2913
pooled,i1y,hicp,0,19,0.220328,0.79411,0.77733,0.1273
pooled,i1y,hicp,0,20,0.281343,0.70649,0.68963,0.0507
pooled,i1y,hicp,0,21,0.341132,0.63153,0.62243,0.0060
pooled,i1y,hicp,0,22,0.364882,0.58371,0.57829,0.0020
pooled,i1y,hicp,0,23,0.381136,0.55114,0.54725,0.0000
pooled,i1y,hicp,0,24,0.398061,0.53086,0.51887,0.0000
pooled,i1y,hicp,0,25,0.366267,0.52124,0.51202,0.0013
pooled,i1y,hicp,0,26,0.386535,0.50790,0.49431,0.0013
pooled,i1y,hicp,0,27,0.402315,0.50254,0.49297,0.0000
pooled,i1y,hicp,0,28,0.41433,0.50133,0.49580,0.0000
pooled,i1y,hicp,0,29,0.425385,0.50160,0.49505,0.0000
pooled,i1y,hicp,0,30,0.436437,0.50475,0.49309,0.0013
pooled,i1y,hicp,0,31,0.435744,0.51003,0.49414,0.0007
pooled,i1y,hicp,0,32,0.474666,0.50861,0.49027,0.0013
pooled,i1y,hicp,0,33,0.49041,0.51062,0.48425,0.0033
pooled,i1y,hicp,0,34,0.475684,0.52189,0.50045,0.0053
pooled,i1y,hicp,0,35,0.449463,0.53228,0.51526,0.0047
pooled,i1y,hicp,0,36,0.452284,0.53357,0.51841,0.0040
pooled,i1y,hicp,0,37,0.442336,0.54247,0.52375,0.0040
pooled,i1y,hicp,0,38,0.435726,0.54058,0.52993,0.0020
pooled,i1y,hicp,0,39,0.445805,0.53456,0.51951,0.0013
pooled,i1y,hicp,0,40,0.442494,0.53591,0.52132,0.0053
pooled,i1y,hicp,0,41,0.423832,0.53805,0.52536,0.0020
pooled,i1y,hicp,0,42,0.400616,0.53792,0.52804,0.0013
pooled,i1y,hicp,0,43,0.39024,0.53872,0.53158,0.0007
pooled,i1y,hicp,0,44,0.382201,0.54074,0.53446,0.0007
pooled,i1y,hicp,0,45,0.366187,0.55155,0.53889,0.0013
pooled,i1y,hicp,0,46,0.334726,0.55802,0.54248,0.0047
pooled,i1y,hicp,0,47,0.298015,0.56522,0.54489,0.0113
pooled,i1y,hicp,0,48,0.291808,0.57482,0.55698,0.0327
pooled,i1y,stoxx,0,1,0.0084568,1.88302,1.80556,0.9613
pooled,i1y,stoxx,0,2,0.0244432,1.95846,1.92852,0.9800
pooled,i1y,stoxx,0,3,0.0370386,2.06578,2.03540,0.9940
pooled,i1y,stoxx,0,4,0.0438451,2.21119,2.16390,0.9980
pooled,i1y,stoxx,0,5,0.0474677,2.37026,2.30759,1.0000
pooled,i1y,stoxx,0,6,0.0540061,2.51920,2.47194,1.0000
pooled,i1y,stoxx,0,7,0.0583155,2.64378,2.59405,1.0000
pooled,i1y,stoxx,0,8,0.0682113,2.79326,2.74835,1.0000
pooled,i1y,stoxx,0,9,0.0830743,2.89259,2.83366,1.0000
pooled,i1y,stoxx,0,10,0.0908248,2.98546,2.94702,1.0000
pooled,i1y,stoxx,0,11,0.100372,3.03112,2.98391,1.0000
pooled,i1y,stoxx,0,12,0.105848,3.01907,2.95782,1.0000
pooled,i1y,stoxx,0,13,0.077748,3.01307,2.92832,1.0000
pooled,i1y,stoxx,0,14,0.0769064,2.91333,2.83472,1.0000
pooled,i1y,stoxx,0,15,0.088325,2.73207,2.65110,1.0000
pooled,i1y,stoxx,0,16,0.109167,2.48975,2.41653,1.0000
pooled,i1y,stoxx,0,17,0.149182,2.23728,2.18509,1.0000
pooled,i1y,stoxx,0,18,0.18695,1.98146,1.94099,1.0000
pooled,i1y,stoxx,0,19,0.220328,1.78357,1.76635,0.9953
pooled,i1y,stoxx,0,20,0.281343,1.59122,1.57890,0.9747
pooled,i1y,stoxx,0,21,0.341132,1.42010,1.41514,0.9333
pooled,i1y,stoxx,0,22,0.364882,1.30391,1.29382,0.8893
pooled,i1y,stoxx,0,23,0.381136,1.23917,1.22604,0.8153
pooled,i1y,stoxx,0,24,0.398061,1.20567,1.19660,0.7907
pooled,i1y,stoxx,0,25,0.366267,1.20382,1.18975,0.7813
pooled,i1y,stoxx,0,26,0.386535,1.20365,1.18617,0.8053
pooled,i1y,stoxx,0,27,0.402315,1.20230,1.19394,0.8127
pooled,i1y,stoxx,0,28,0.41433,1.19360,1.17866,0.8000
pooled,i1y,stoxx,0,29,0.425385,1.18306,1.16496,0.7847
pooled,i1y,stoxx,0,30,0.436437,1.17634,1.15290,0.7553
pooled,i1y,stoxx,0,31,0.435744,1.15490,1.13100,0.7473
pooled,i1y,stoxx,0,32,0.474666,1.14349,1.12023,0.7407
pooled,i1y,stoxx,0,33,0.49041,1.14281,1.12229,0.7220
pooled,i1y,stoxx,0,34,0.475684,1.14836,1.12782,0.7267
pooled,i1y,stoxx,0,35,0.449463,1.16499,1.15085,0.7560
pooled,i1y,stoxx,0,36,0.452284,1.18591,1.16388,0.7967
pooled,i1y,stoxx,0,37,0.442336,1.21019,1.19105,0.8087
pooled,i1y,stoxx,0,38,0.435726,1.22948,1.22169,0.8327
pooled,i1y,stoxx,0,39,0.445805,1.23177,1.22319,0.8520
pooled,i1y,stoxx,0,40,0.442494,1.22918,1.21425,0.8380
pooled,i1y,stoxx,0,41,0.423832,1.23384,1.20479,0.8467
pooled,i1y,stoxx,0,42,0.400616,1.23243,1.20751,0.8287
pooled,i1y,stoxx,0,43,0.39024,1.22979,1.21122,0.8133
pooled,i1y,stoxx,0,44,0.382201,1.23827,1.21748,0.8273
pooled,i1y,stoxx,0,45,0.366187,1.25550,1.22935,0.8360
pooled,i1y,stoxx,0,46,0.334726,1.28677,1.27185,0.8640
pooled,i1y,stoxx,0,47,0.298015,1.31316,1.27790,0.8520
pooled,i1y,stoxx,0,48,0.291808,1.32878,1.27800,0.8327
pooled,ip,mps,0,1,0.0084568,0.04608,0.03381,0.0000
pooled,ip,mps,0,2,0.0244432,0.04003,0.03147,0.0000
pooled,ip,mps,0,3,0.0370386,0.03679,0.02814,0.0000
pooled,ip,mps,0,4,0.0438451,0.03378,0.02554,0.0000
pooled,ip,mps,0,5,0.0474677,0.02849,0.02317,0.0000
pooled,ip,mps,0,6,0.0540061,0.02522,0.02101,0.0000
pooled,ip,mps,0,7,0.0583155,0.02247,0.01970,0.0000
pooled,ip,mps,0,8,0.0682113,0.02089,0.01773,0.0000
pooled,ip,mps,0,9,0.0830743,0.01936,0.01657,0.0000
pooled,ip,mps,0,10,0.0908248,0.01783,0.01603,0.0000
pooled,ip,mps,0,11,0.100372,0.01690,0.01552,0.0000
pooled,ip,mps,0,12,0.105848,0.01625,0.01523,0.0000
pooled,ip,mps,0,13,0.077748,0.01591,0.01492,0.0000
pooled,ip,mps,0,14,0.0769064,0.01562,0.01428,0.0000
pooled,ip,mps,0,15,0.088325,0.01571,0.01426,0.0000
pooled,ip,mps,0,16,0.109167,0.01539,0.01397,0.0000
pooled,ip,mps,0,17,0.149182,0.01491,0.01341,0.0000
pooled,ip,mps,0,18,0.18695,0.01473,0.01330,0.0000
pooled,ip,mps,0,19,0.220328,0.01495,0.01330,0.0000
pooled,ip,mps,0,20,0.281343,0.01503,0.01375,0.0000
pooled,ip,mps,0,21,0.341132,0.01508,0.01373,0.0000
pooled,ip,mps,0,22,0.364882,0.01495,0.01385,0.0000
pooled,ip,mps,0,23,0.381136,0.01435,0.01328,0.0000
pooled,ip,mps,0,24,0.398061,0.01384,0.01235,0.0000
pooled,ip,mps,0,25,0.366267,0.01366,0.01124,0.0000
pooled,ip,mps,0,26,0.386535,0.01306,0.01067,0.0000
pooled,ip,mps,0,27,0.402315,0.01231,0.01014,0.0000
pooled,ip,mps,0,28,0.41433,0.01135,0.00931,0.0000
pooled,ip,mps,0,29,0.425385,0.01051,0.00874,0.0000
pooled,ip,mps,0,30,0.436437,0.01000,0.00830,0.0000
pooled,ip,mps,0,31,0.435744,0.00939,0.00740,0.0000
pooled,ip,mps,0,32,0.474666,0.00890,0.00671,0.0000
pooled,ip,mps,0,33,0.49041,0.00851,0.00589,0.0000
pooled,ip,mps,0,34,0.475684,0.00828,0.00522,0.0000
pooled,ip,mps,0,35,0.449463,0.00805,0.00482,0.0000
pooled,ip,mps,0,36,0.452284,0.00781,0.00469,0.0000
pooled,ip,mps,0,37,0.442336,0.00742,0.00453,0.0000
pooled,ip,mps,0,38,0.435726,0.00708,0.00424,0.0000
pooled,ip,mps,0,39,0.445805,0.00687,0.00451,0.0000
pooled,ip,mps,0,40,0.442494,0.00681,0.00480,0.0000
pooled,ip,mps,0,41,0.423832,0.00675,0.00521,0.0000
pooled,ip,mps,0,42,0.400616,0.00676,0.00562,0.0000
pooled,ip,mps,0,43,0.39024,0.00704,0.00602,0.0000
pooled,ip,mps,0,44,0.382201,0.00724,0.00576,0.0000
pooled,ip,mps,0,45,0.366187,0.00730,0.00594,0.0000
pooled,ip,mps,0,46,0.334726,0.00740,0.00605,0.0000
pooled,ip,mps,0,47,0.298015,0.00781,0.00624,0.0000
pooled,ip,mps,0,48,0.291808,0.00800,0.00610,0.0000
pooled,ip,i1y,0,1,0.0084568,2.36712,2.23121,0.9707
pooled,ip,i1y,0,2,0.0244432,2.74719,2.64016,0.9947
pooled,ip,i1y,0,3,0.0370386,3.43546,3.32904,1.0000
pooled,ip,i1y,0,4,0.0438451,4.40306,4.31254,1.0000
pooled,ip,i1y,0,5,0.0474677,5.61032,5.53443,1.0000
pooled,ip,i1y,0,6,0.0540061,6.65807,6.51856,1.0000
pooled,ip,i1y,0,7,0.0583155,7.49405,7.32590,1.0000
pooled,ip,i1y,0,8,0.0682113,8.16952,7.94820,1.0000
pooled,ip,i1y,0,9,0.0830743,8.67471,8.50511,1.0000
pooled,ip,i1y,0,10,0.0908248,9.31195,9.08780,1.0000
pooled,ip,i1y,0,11,0.100372,10.06968,9.76778,1.0000
pooled,ip,i1y,0,12,0.105848,10.84489,10.51791,1.0000
pooled,ip,i1y,0,13,0.077748,11.88242,11.52667,1.0000
pooled,ip,i1y,0,14,0.0769064,12.31020,12.03046,1.0000
pooled,ip,i1y,0,15,0.088325,11.51584,11.25508,1.0000
pooled,ip,i1y,0,16,0.109167,10.28083,10.12755,1.0000
pooled,ip,i1y,0,17,0.149182,8.82258,8.63184,1.0000
pooled,ip,i1y,0,18,0.18695,7.39019,7.19521,1.0000
pooled,ip,i1y,0,19,0.220328,6.20267,6.04306,1.0000
pooled,ip,i1y,0,20,0.281343,5.20971,5.09474,1.0000
pooled,ip,i1y,0,21,0.341132,4.43733,4.35727,1.0000
pooled,ip,i1y,0,22,0.364882,3.89785,3.79737,1.0000
pooled,ip,i1y,0,23,0.381136,3.46316,3.36787,1.0000
pooled,ip,i1y,0,24,0.398061,3.14216,3.07296,1.0000
pooled,ip,i1y,0,25,0.366267,2.88111,2.79295,1.0000
pooled,ip,i1y,0,26,0.386535,2.68489,2.61795,1.0000
pooled,ip,i1y,0,27,0.402315,2.55928,2.49259,1.0000
pooled,ip,i1y,0,28,0.41433,2.45571,2.38734,1.0000
pooled,ip,i1y,0,29,0.425385,2.39472,2.34206,1.0000
pooled,ip,i1y,0,30,0.436437,2.40482,2.34441,1.0000
pooled,ip,i1y,0,31,0.435744,2.42621,2.36740,1.0000
pooled,ip,i1y,0,32,0.474666,2.39616,2.33913,1.0000
pooled,ip,i1y,0,33,0.49041,2.38103,2.32529,1.0000
pooled,ip,i1y,0,34,0.475684,2.30262,2.24319,1.0000
pooled,ip,i1y,0,35,0.449463,2.15844,2.10473,0.9987
pooled,ip,i1y,0,36,0.452284,1.98337,1.94015,0.9940
pooled,ip,i1y,0,37,0.442336,1.80884,1.76778,0.9827
pooled,ip,i1y,0,38,0.435726,1.62054,1.56857,0.9587
pooled,ip,i1y,0,39,0.445805,1.46195,1.42935,0.8900
pooled,ip,i1y,0,40,0.442494,1.30946,1.27533,0.8133
pooled,ip,i1y,0,41,0.423832,1.20980,1.18428,0.7327
pooled,ip,i1y,0,42,0.400616,1.15694,1.13091,0.6733
pooled,ip,i1y,0,43,0.39024,1.12066,1.09069,0.6233
pooled,ip,i1y,0,44,0.382201,1.12578,1.08831,0.6313
pooled,ip,i1y,0,45,0.366187,1.12902,1.08611,0.6467
pooled,ip,i1y,0,46,0.334726,1.15396,1.12697,0.6720
pooled,ip,i1y,0,47,0.298015,1.17578,1.12213,0.6560
pooled,ip,i1y,0,48,0.291808,1.19899,1.13148,0.6440
pooled,ip,ip,0,1,0.0084568,1.61236,1.52245,0.8767
pooled,ip,ip,0,2,0.0244432,1.65288,1.59492,0.9047
pooled,ip,ip,0,3,0.0370386,1.80409,1.77920,0.9620
pooled,ip,ip,0,4,0.0438451,2.09893,2.05636,0.9940
pooled,ip,ip,0,5,0.0474677,2.54982,2.48030,1.0000
pooled,ip,ip,0,6,0.0540061,3.16774,3.06281,1.0000
pooled,ip,ip,0,7,0.0583155,3.91733,3.80896,1.0000
pooled,ip,ip,0,8,0.0682113,4.69794,4.62389,1.0000
pooled,ip,ip,0,9,0.0830743,5.43251,5.32426,1.0000
pooled,ip,ip,0,10,0.0908248,6.17781,6.05925,1.0000
pooled,ip,ip,0,11,0.100372,6.90442,6.85699,1.0000
pooled,ip,ip,0,12,0.105848,7.63783,7.51717,1.0000
pooled,ip,ip,0,13,0.077748,8.60642,8.42710,1.0000
pooled,ip,ip,0,14,0.0769064,9.11174,8.89253,1.0000
pooled,ip,ip,0,15,0.088325,8.98976,8.85311,1.0000
pooled,ip,ip,0,16,0.109167,8.30634,8.15172,1.0000
pooled,ip,ip,0,17,0.149182,7.31719,7.17209,1.0000
pooled,ip,ip,0,18,0.18695,6.39330,6.29203,1.0000
pooled,ip,ip,0,19,0.220328,5.54996,5.49518,1.0000
pooled,ip,ip,0,20,0.281343,4.81280,4.76434,1.0000
pooled,ip,ip,0,21,0.341132,4.27245,4.19860,1.0000
pooled,ip,ip,0,22,0.364882,3.91355,3.86232,1.0000
pooled,ip,ip,0,23,0.381136,3.62162,3.58580,1.0000
pooled,ip,ip,0,24,0.398061,3.37735,3.32315,1.0000
pooled,ip,ip,0,25,0.366267,3.12607,3.06899,1.0000
pooled,ip,ip,0,26,0.386535,2.86652,2.80179,1.0000
pooled,ip,ip,0,27,0.402315,2.60863,2.55945,1.0000
pooled,ip,ip,0,28,0.41433,2.38571,2.36068,1.0000
pooled,ip,ip,0,29,0.425385,2.21367,2.17845,1.0000
pooled,ip,ip,0,30,0.436437,2.03364,1.99509,1.0000
pooled,ip,ip,0,31,0.435744,1.88284,1.84214,0.9993
pooled,ip,ip,0,32,0.474666,1.75294,1.72653,0.9953
pooled,ip,ip,0,33,0.49041,1.65865,1.64432,0.9947
pooled,ip,ip,0,34,0.475684,1.61417,1.59302,0.9927
pooled,ip,ip,0,35,0.449463,1.55560,1.53309,0.9807
pooled,ip,ip,0,36,0.452284,1.51085,1.47729,0.9753
pooled,ip,ip,0,37,0.442336,1.44338,1.40703,0.9460
pooled,ip,ip,0,38,0.435726,1.39136,1.35844,0.9167
pooled,ip,ip,0,39,0.445805,1.34835,1.31439,0.9000
pooled,ip,ip,0,40,0.442494,1.31724,1.28686,0.8753
pooled,ip,ip,0,41,0.423832,1.31520,1.28623,0.8807
pooled,ip,ip,0,42,0.400616,1.31495,1.28926,0.8700
pooled,ip,ip,0,43,0.39024,1.33716,1.30791,0.8747
pooled,ip,ip,0,44,0.382201,1.36793,1.32863,0.8840
pooled,ip,ip,0,45,0.366187,1.40482,1.37968,0.8940
pooled,ip,ip,0,46,0.334726,1.44871,1.39881,0.8973
pooled,ip,ip,0,47,0.298015,1.49404,1.40180,0.8820
pooled,ip,ip,0,48,0.291808,1.51090,1.44437,0.8613
pooled,ip,hicp,0,1,0.0084568,1.48563,1.42712,0.8320
pooled,ip,hicp,0,2,0.0244432,1.45069,1.41819,0.8740
pooled,ip,hicp,0,3,0.0370386,1.50688,1.47876,0.9493
pooled,ip,hicp,0,4,0.0438451,1.65174,1.60073,0.9807
pooled,ip,hicp,0,5,0.0474677,1.83983,1.80979,0.9953
pooled,ip,hicp,0,6,0.0540061,2.00967,1.95825,0.9987
pooled,ip,hicp,0,7,0.0583155,2.18924,2.14019,1.0000
pooled,ip,hicp,0,8,0.0682113,2.25876,2.19128,1.0000
pooled,ip,hicp,0,9,0.0830743,2.26317,2.18986,1.0000
pooled,ip,hicp,0,10,0.0908248,2.27964,2.22664,1.0000
pooled,ip,hicp,0,11,0.100372,2.37157,2.31428,1.0000
pooled,ip,hicp,0,12,0.105848,2.51702,2.44445,1.0000
pooled,ip,hicp,0,13,0.077748,2.91305,2.83002,1.0000
pooled,ip,hicp,0,14,0.0769064,3.00763,2.91872,1.0000
pooled,ip,hicp,0,15,0.088325,2.69170,2.61116,1.0000
pooled,ip,hicp,0,16,0.109167,2.16691,2.11993,0.9973
pooled,ip,hicp,0,17,0.149182,1.64281,1.59004,0.9667
pooled,ip,hicp,0,18,0.18695,1.24369,1.20620,0.7633
pooled,ip,hicp,0,19,0.220328,0.93481,0.90146,0.3513
pooled,ip,hicp,0,20,0.281343,0.71105,0.69189,0.0727
pooled,ip,hicp,0,21,0.341132,0.56273,0.54196,0.0173
pooled,ip,hicp,0,22,0.364882,0.46624,0.44329,0.0060
pooled,ip,hicp,0,23,0.381136,0.38143,0.36855,0.0000
pooled,ip,hicp,0,24,0.398061,0.32236,0.31577,0.0000
pooled,ip,hicp,0,25,0.366267,0.27203,0.26507,0.0000
pooled,ip,hicp,0,26,0.386535,0.23721,0.23348,0.0000
pooled,ip,hicp,0,27,0.402315,0.20632,0.19959,0.0000
pooled,ip,hicp,0,28,0.41433,0.18456,0.17583,0.0000
pooled,ip,hicp,0,29,0.425385,0.17338,0.16132,0.0000
pooled,ip,hicp,0,30,0.436437,0.17475,0.16038,0.0000
pooled,ip,hicp,0,31,0.435744,0.18000,0.16605,0.0000
pooled,ip,hicp,0,32,0.474666,0.19017,0.17906,0.0000
pooled,ip,hicp,0,33,0.49041,0.20714,0.19632,0.0000
pooled,ip,hicp,0,34,0.475684,0.23372,0.22509,0.0000
pooled,ip,hicp,0,35,0.449463,0.26737,0.25669,0.0000
pooled,ip,hicp,0,36,0.452284,0.29760,0.29282,0.0000
pooled,ip,hicp,0,37,0.442336,0.32935,0.31563,0.0000
pooled,ip,hicp,0,38,0.435726,0.36121,0.34582,0.0000
pooled,ip,hicp,0,39,0.445805,0.39966,0.38378,0.0007
pooled,ip,hicp,0,40,0.442494,0.44502,0.43547,0.0000
pooled,ip,hicp,0,41,0.423832,0.49752,0.48175,0.0047
pooled,ip,hicp,0,42,0.400616,0.55138,0.53341,0.0093
pooled,ip,hicp,0,43,0.39024,0.60369,0.59198,0.0120
pooled,ip,hicp,0,44,0.382201,0.65365,0.64445,0.0400
pooled,ip,hicp,0,45,0.366187,0.69968,0.67241,0.0673
pooled,ip,hicp,0,46,0.334726,0.74950,0.72317,0.1160
pooled,ip,hicp,0,47,0.298015,0.80090,0.77033,0.1687
pooled,ip,hicp,0,48,0.291808,0.84669,0.79696,0.2420
pooled,ip,stoxx,0,1,0.0084568,1.00589,0.93046,0.4293
pooled,ip,stoxx,0,2,0.0244432,1.04719,0.99572,0.4960
