dgp,scale_estimator,equation,block,horizon,tau_mean,tau_median,p_tau_gt1,tau_q05,tau_q25,tau_q50,tau_q75,tau_q95
dense,pooled,1,2,13,0.5461397326,0.4918031479,0.1967428571,0.2117903767,0.3467528769,0.4918031479,0.6840968492,1.066290685
dense,pooled,1,2,14,0.568581218,0.5107924127,0.2090685714,0.2200676058,0.3598884104,0.5107924127,0.711548324,1.114289853
dense,pooled,1,2,15,0.5888501156,0.5285962548,0.2195085714,0.2284044579,0.3709655723,0.5285962548,0.736305835,1.155185536
dense,pooled,1,2,16,0.6081826063,0.5453943945,0.2277028571,0.2356197891,0.3816341031,0.5453943945,0.7613650859,1.195301914
dense,pooled,1,2,17,0.6258519547,0.5578136138,0.2341828571,0.2382321905,0.3885949188,0.5578136138,0.7851174698,1.248126177
dense,pooled,1,2,18,0.6430677655,0.5677436549,0.2386,0.238377087,0.3919962117,0.5677436549,0.8095377887,1.302649826
dense,pooled,1,2,19,0.6595735836,0.5745229786,0.2423314286,0.2331842408,0.3918543574,0.5745229786,0.8304554278,1.378022328
dense,pooled,1,2,20,0.6772815242,0.574677864,0.2433028571,0.2185643837,0.3823240303,0.574677864,0.853559385,1.481119481
dense,pooled,1,3,1,0.362231311,0.3159927399,0.04081142857,0.102537874,0.2042431313,0.3159927399,0.468000025,0.7775925594
dense,pooled,1,3,2,0.3545324089,0.3138160335,0.03944,0.1058873949,0.206483735,0.3138160335,0.4563518337,0.7412763136
dense,pooled,1,3,3,0.3597390983,0.3220322542,0.04357142857,0.1135860843,0.2156956505,0.3220322542,0.460571648,0.7325262917
dense,pooled,1,3,4,0.37373631,0.3375076479,0.05184,0.1251957887,0.2295611544,0.3375076479,0.47653612,0.7479318963
dense,pooled,1,3,5,0.3945788797,0.3575634609,0.06472571429,0.1396456099,0.2478754084,0.3575634609,0.499767414,0.7736150447
dense,pooled,1,3,6,0.4196898801,0.3813049044,0.07964,0.1568649665,0.2679654386,0.3813049044,0.5277319662,0.8127176807
dense,pooled,1,3,7,0.4471923873,0.4066531253,0.09908571429,0.1714114018,0.2896873159,0.4066531253,0.5589234855,0.8587551739
dense,pooled,1,3,8,0.4775073993,0.435355283,0.1197942857,0.1898953947,0.3126109167,0.435355283,0.5943011014,0.906736404
dense,pooled,1,3,9,0.5106337719,0.4658353875,0.1438742857,0.2087877535,0.3380848703,0.4658353875,0.6332434309,0.9615167677
dense,pooled,1,3,10,0.5456707408,0.4979781273,0.1701085714,0.2298352453,0.364045594,0.4979781273,0.6729981706,1.019636218
dense,pooled,1,3,11,0.580399098,0.5298866852,0.1985542857,0.2500323403,0.389265927,0.5298866852,0.7142729392,1.080162879
dense,pooled,1,3,12,0.6161988761,0.5617381549,0.2254114286,0.268287331,0.4151344065,0.5617381549,0.7562413244,1.144371419
dense,pooled,1,3,13,0.6502986208,0.5926186951,0.2468857143,0.2851764628,0.4391967782,0.5926186951,0.7978219647,1.207946619
dense,pooled,1,3,14,0.6800867828,0.6196396607,0.2633085714,0.2996801055,0.4600314587,0.6196396607,0.8334369644,1.255821822
dense,pooled,1,3,15,0.7034567939,0.6401905395,0.27808,0.3126362316,0.4763775852,0.6401905395,0.8618412568,1.30046096
dense,pooled,1,3,16,0.7242867144,0.6599254192,0.2893028571,0.3198305514,0.4886280547,0.6599254192,0.8891319863,1.342566664
dense,pooled,1,3,17,0.7434781135,0.6733685873,0.2967657143,0.3236460971,0.4966459641,0.6733685873,0.9130327891,1.391099307
dense,pooled,1,3,18,0.759645048,0.6843671297,0.3048228571,0.3210433215,0.5015741874,0.6843671297,0.9356682609,1.447479051
dense,pooled,1,3,19,0.7758693989,0.6922226303,0.3083657143,0.3113428069,0.4987512675,0.6922226303,0.9626807892,1.516520886
dense,pooled,1,3,20,0.7977952806,0.695889754,0.3099714286,0.2908521995,0.4872046915,0.695889754,0.9919220535,1.637819438
dense,pooled,2,1,1,0.3762503975,0.3284007208,0.04953714286,0.1129005461,0.2165777148,0.3284007208,0.4829964158,0.7971782438
dense,pooled,2,1,2,0.3703293178,0.3277220149,0.04888571429,0.1173971738,0.2194853167,0.3277220149,0.4747514866,0.764858494
dense,pooled,2,1,3,0.3788871775,0.3381041607,0.05584,0.1267079318,0.2300697435,0.3381041607,0.483774463,0.7685901432
dense,pooled,2,1,4,0.3961210795,0.3566051634,0.06813142857,0.1397607137,0.2466220538,0.3566051634,0.5021967416,0.7825177136
dense,pooled,2,1,5,0.4205070413,0.3815843968,0.08544571429,0.1571053171,0.2679589562,0.3815843968,0.5298227461,0.8161870461
dense,pooled,2,1,6,0.4479731563,0.408388137,0.1072285714,0.1752996511,0.2912621673,0.408388137,0.5593568697,0.8557627353
dense,pooled,2,1,7,0.4773095297,0.4360092416,0.1297257143,0.1925801791,0.3143836141,0.4360092416,0.5928919413,0.9024500879
dense,pooled,2,1,8,0.5055177255,0.4611665994,0.1500285714,0.2116377898,0.3354857963,0.4611665994,0.6261603433,0.9443474047
dense,pooled,2,1,9,0.5339930515,0.4872361495,0.1691714286,0.2289034435,0.3567897358,0.4872361495,0.6600945586,0.9939213309
dense,pooled,2,1,10,0.5612182436,0.5129077271,0.1887714286,0.2412726445,0.3769798691,0.5129077271,0.6897178008,1.04192642
dense,pooled,2,1,11,0.5870887683,0.5360552624,0.2066057143,0.2537817038,0.3956985376,0.5360552624,0.7209731177,1.090344766
dense,pooled,2,1,12,0.6111234576,0.5581265578,0.2237485714,0.2655262213,0.4139608822,0.5581265578,0.7496422025,1.128342507
dense,pooled,2,1,13,0.6353637852,0.5796851785,0.2386,0.2779616315,0.4309041881,0.5796851785,0.7778680227,1.174636618
dense,pooled,2,1,14,0.6597461561,0.6017853417,0.2529828571,0.2870736709,0.4474647434,0.6017853417,0.8080269048,1.220116291
dense,pooled,2,1,15,0.6821049654,0.6202833791,0.26644,0.2991144623,0.4608012526,0.6202833791,0.8341887679,1.264597441
dense,pooled,2,1,16,0.7037866133,0.6385762684,0.2779885714,0.3072726518,0.4736282899,0.6385762684,0.859976825,1.315924094
dense,pooled,2,1,17,0.7259197295,0.6563624616,0.2902571429,0.3111116579,0.4845072691,0.6563624616,0.8893071231,1.368562177
dense,pooled,2,1,18,0.7445996162,0.6679510447,0.2979314286,0.3083489914,0.4896651814,0.6679510447,0.9155820413,1.434203018
dense,pooled,2,1,19,0.7629702312,0.6761026359,0.30132,0.3022131472,0.488183478,0.6761026359,0.9406689537,1.510703467
dense,pooled,2,1,20,0.7834861721,0.6778496614,0.3023542857,0.2815473984,0.4760116049,0.6778496614,0.9709873165,1.630192829
dense,pooled,2,2,1,0.3281911872,0.2820598597,0.03616571429,0.0881886313,0.177187261,0.2820598597,0.4249179026,0.7240157775
dense,pooled,2,2,2,0.3185355729,0.2782019176,0.03368,0.09070207683,0.178047952,0.2782019176,0.4134114088,0.6847549196
dense,pooled,2,2,3,0.3205666412,0.2824142422,0.03715428571,0.09666275533,0.1836051829,0.2824142422,0.4154239965,0.6748253147
dense,pooled,2,2,4,0.3297996035,0.2926180102,0.04432,0.1043445925,0.193019768,0.2926180102,0.4262103658,0.6795318949
dense,pooled,2,2,5,0.3454284252,0.3068895584,0.05519428571,0.115573928,0.2065059891,0.3068895584,0.4435785558,0.7021837983
dense,pooled,2,2,6,0.3642411343,0.3242955842,0.06834857143,0.1271555138,0.2214354579,0.3242955842,0.4649278675,0.7334682703
dense,pooled,2,2,7,0.3851493401,0.3438344717,0.08466285714,0.1393096756,0.2374687464,0.3438344717,0.4876658297,0.7700474872
dense,pooled,2,2,8,0.4111772285,0.3676030006,0.1059314286,0.1546499514,0.2563272093,0.3676030006,0.5183450511,0.8131154725
dense,pooled,2,2,9,0.4384371357,0.3927364505,0.1265542857,0.1712642554,0.2775064978,0.3927364505,0.5491389112,0.8581661215
dense,pooled,2,2,10,0.4664824472,0.4181244193,0.1466228571,0.1857031827,0.298418758,0.4181244193,0.5823763897,0.9086476545
dense,pooled,2,2,11,0.4924723801,0.4416571566,0.1645428571,0.1991950286,0.3171883864,0.4416571566,0.6126927194,0.9503349824
dense,pooled,2,2,12,0.5180919499,0.4650337506,0.1807257143,0.2093413397,0.3350621425,0.4650337506,0.6446871805,0.9988945184
dense,pooled,2,2,13,0.5410939062,0.4858301856,0.1956171429,0.2198901393,0.3506240554,0.4858301856,0.6727170418,1.043922788
dense,pooled,2,2,14,0.5624165484,0.5052697571,0.2094171429,0.2297687544,0.3646621943,0.5052697571,0.6988934137,1.082259009
dense,pooled,2,2,15,0.5845392528,0.5234140694,0.2234685714,0.2381372995,0.380121391,0.5234140694,0.7251071173,1.12611368
dense,pooled,2,2,16,0.604249141,0.5423217337,0.2336857143,0.2461272937,0.3908388239,0.5423217337,0.7481370667,1.168642431
dense,pooled,2,2,17,0.6232533567,0.5568409408,0.2416571429,0.2518983553,0.4013053317,0.5568409408,0.7719925071,1.21745062
dense,pooled,2,2,18,0.6397466694,0.5685459562,0.2465485714,0.2541382749,0.4058138462,0.5685459562,0.7927464154,1.26383064
dense,pooled,2,2,19,0.6557922532,0.5751901245,0.2501485714,0.2492863357,0.4046682109,0.5751901245,0.8157922627,1.332702152
dense,pooled,2,2,20,0.6738016627,0.5782950674,0.2510857143,0.2326987839,0.3956873022,0.5782950674,0.8393476266,1.438707271
dense,pooled,2,3,1,0.3653480107,0.3184705574,0.04480571429,0.1067164613,0.208106634,0.3184705574,0.4704667786,0.778770111
dense,pooled,2,3,2,0.3576167973,0.3166298844,0.04266857143,0.1108079134,0.2103471853,0.3166298844,0.4583509033,0.7434637071
dense,pooled,2,3,3,0.3620197967,0.3236334256,0.04704,0.1183048148,0.218943791,0.3236334256,0.4629624031,0.7343516525
dense,pooled,2,3,4,0.3758780132,0.3382362089,0.05585142857,0.1288645679,0.2329965733,0.3382362089,0.4770231374,0.7486016634
dense,pooled,2,3,5,0.3959628927,0.3579153209,0.07050857143,0.1424092587,0.2497439885,0.3579153209,0.500307386,0.7760215933
dense,pooled,2,3,6,0.420263937,0.3811430471,0.08780571429,0.1584981745,0.2695361684,0.3811430471,0.5271017323,0.8114112496
dense,pooled,2,3,7,0.448494601,0.4079150738,0.1099428571,0.1757811437,0.2920975813,0.4079150738,0.559459033,0.8556002032
dense,pooled,2,3,8,0.4759741735,0.4320475378,0.1299942857,0.1913020659,0.3113415129,0.4320475378,0.5924758824,0.9048226758
dense,pooled,2,3,9,0.5018128957,0.4569705885,0.1493142857,0.2040075903,0.3297430607,0.4569705885,0.6234319231,0.9508619028
dense,pooled,2,3,10,0.5268742159,0.4806787947,0.1670342857,0.2142264106,0.3473848112,0.4806787947,0.6534559911,0.996961045
dense,pooled,2,3,11,0.5515485278,0.5024690862,0.1835828571,0.2275262086,0.3658622841,0.5024690862,0.6824517905,1.039298129
dense,pooled,2,3,12,0.5773769166,0.5254242348,0.2008971429,0.2431997163,0.3845927121,0.5254242348,0.712254128,1.084882977
dense,pooled,2,3,13,0.6045788427,0.5511151165,0.2180742857,0.258186321,0.404279969,0.5511151165,0.7448842833,1.129387839
dense,pooled,2,3,14,0.6307122056,0.5762527186,0.2342971429,0.2731340793,0.423154789,0.5762527186,0.775874873,1.174822626
dense,pooled,2,3,15,0.6550879307,0.596835933,0.2496571429,0.2853919015,0.4392587927,0.596835933,0.8043654375,1.220709201
dense,pooled,2,3,16,0.6758438519,0.6147290544,0.2605771429,0.2958837091,0.4536085579,0.6147290544,0.8292831718,1.261581677
dense,pooled,2,3,17,0.6936073032,0.6290864246,0.2686742857,0.299469483,0.4623471527,0.6290864246,0.8514785107,1.302593187
dense,pooled,2,3,18,0.7110745911,0.6413049355,0.2745542857,0.2980950071,0.4687791232,0.6413049355,0.8749646661,1.35968612
dense,pooled,2,3,19,0.7296806298,0.6487832856,0.2792914286,0.2903459401,0.4672765555,0.6487832856,0.8985876761,1.434989361
dense,pooled,2,3,20,0.7498769537,0.6516961351,0.2811428571,0.2728333848,0.4559078089,0.6516961351,0.929929817,1.545129576
dense,pooled,3,1,1,0.3969214238,0.3470712189,0.05694857143,0.1164699531,0.2279238228,0.3470712189,0.5096546228,0.8424072506
dense,pooled,3,1,2,0.3917428276,0.3468277804,0.05619428571,0.1221827834,0.2321843041,0.3468277804,0.5016878648,0.8122188003
dense,pooled,3,1,3,0.4018623939,0.3593187656,0.06426285714,0.1334695073,0.2456152702,0.3593187656,0.5114540042,0.8127660542
dense,pooled,3,1,4,0.4219693936,0.3811091433,0.07834857143,0.1486111094,0.2645098823,0.3811091433,0.5331764206,0.8339774607
dense,pooled,3,1,5,0.4499259521,0.4080338593,0.09738285714,0.1684073007,0.2888658723,0.4080338593,0.5648243144,0.8696517003
dense,pooled,3,1,6,0.4823173042,0.4398265383,0.11972,0.1889480707,0.3156740276,0.4398265383,0.6015003914,0.9173449166
dense,pooled,3,1,7,0.5148833339,0.4708686777,0.1426914286,0.2086472708,0.3411204218,0.4708686777,0.6381920318,0.9696543196
dense,pooled,3,1,8,0.5461263217,0.5000424494,0.1645371429,0.2243564872,0.3646466493,0.5000424494,0.6747598517,1.023289006
dense,pooled,3,1,9,0.5727442432,0.5259023462,0.18528,0.2389963924,0.3845961766,0.5259023462,0.7071508082,1.063584625
dense,pooled,3,1,10,0.5996992611,0.550363061,0.2058057143,0.2520738561,0.4034529712,0.550363061,0.7408646665,1.112773982
dense,pooled,3,1,11,0.6256953756,0.5736694079,0.2269942857,0.2638567434,0.4218475372,0.5736694079,0.7704318831,1.161829073
dense,pooled,3,1,12,0.649182967,0.593812953,0.2450857143,0.2762371323,0.4381113882,0.593812953,0.7994180663,1.202004201
dense,pooled,3,1,13,0.6702078459,0.613580443,0.26068,0.2842327434,0.4522386284,0.613580443,0.8252811197,1.243494009
dense,pooled,3,1,14,0.6881728059,0.629168038,0.2716057143,0.2924961367,0.4621546872,0.629168038,0.8478234349,1.281666278
dense,pooled,3,1,15,0.7075568435,0.6461652004,0.2841142857,0.3010262028,0.4752532013,0.6461652004,0.8723151295,1.313962581
dense,pooled,3,1,16,0.7297084558,0.6640566497,0.2962,0.310113106,0.4877676102,0.6640566497,0.89988485,1.363937396
dense,pooled,3,1,17,0.7536194761,0.6822497392,0.3073542857,0.3164465892,0.4978889162,0.6822497392,0.9298737347,1.428091451
dense,pooled,3,1,18,0.7751190775,0.6970565476,0.3164057143,0.3177768123,0.5043532979,0.6970565476,0.9585573045,1.48981802
dense,pooled,3,1,19,0.7940663049,0.7076224732,0.3215142857,0.3080357061,0.5015452413,0.7076224732,0.9876586641,1.570463773
dense,pooled,3,1,20,0.817560181,0.7120514665,0.3232,0.2880226803,0.4901224126,0.7120514665,1.018512563,1.70219497
dense,pooled,3,2,1,0.3638509932,0.3132284252,0.04935428571,0.1045307478,0.2039868924,0.3132284252,0.4681674724,0.7890853698
dense,pooled,3,2,2,0.3569839437,0.3122843487,0.04776,0.1080921333,0.2066532404,0.3122843487,0.4576298813,0.7541747002
dense,pooled,3,2,3,0.3615110356,0.3199518532,0.05427428571,0.11634181,0.2145079216,0.3199518532,0.4624329497,0.7465083895
dense,pooled,3,2,4,0.3761771718,0.3346322887,0.06754857143,0.129256217,0.229398209,0.3346322887,0.4786554597,0.7621337128
dense,pooled,3,2,5,0.3967364932,0.3562010865,0.08410285714,0.1430639938,0.247393478,0.3562010865,0.5006472168,0.7880808379
dense,pooled,3,2,6,0.4201307611,0.3780340433,0.1019428571,0.1586732893,0.2673057185,0.3780340433,0.5264707557,0.8209564887
dense,pooled,3,2,7,0.4443764239,0.4007021388,0.1182114286,0.172080891,0.2858856761,0.4007021388,0.5556630148,0.8590120494
dense,pooled,3,2,8,0.4682971804,0.4227310259,0.1344457143,0.1858125632,0.3038017655,0.4227310259,0.5828545044,0.89896968
dense,pooled,3,2,9,0.4905378711,0.443147008,0.1484,0.1966280128,0.3193735465,0.443147008,0.6104472297,0.9421863757
dense,pooled,3,2,10,0.5128262132,0.4628061467,0.1636914286,0.2067816971,0.3342989569,0.4628061467,0.6376271462,0.9834819591
dense,pooled,3,2,11,0.5342378259,0.4808609979,0.1758057143,0.2169642025,0.3475059325,0.4808609979,0.6633259818,1.031155203
dense,pooled,3,2,12,0.5543213589,0.4964315697,0.1872057143,0.2252246058,0.3606072665,0.4964315697,0.6869917724,1.072031564
dense,pooled,3,2,13,0.5730861462,0.5133776636,0.1990285714,0.2327408511,0.3735684933,0.5133776636,0.7084002562,1.109092686
dense,pooled,3,2,14,0.5924736285,0.530881637,0.2110628571,0.240545916,0.3852034914,0.530881637,0.7335363799,1.146696924
dense,pooled,3,2,15,0.6124649302,0.5479179552,0.22392,0.2477719055,0.3965156672,0.5479179552,0.7590606614,1.186500074
dense,pooled,3,2,16,0.6323576235,0.5639459678,0.2350057143,0.2530067358,0.4066903378,0.5639459678,0.7864333281,1.23470437
dense,pooled,3,2,17,0.652878941,0.5795900551,0.2436571429,0.256336176,0.4133988069,0.5795900551,0.8137509108,1.292911805
dense,pooled,3,2,18,0.6694602717,0.5907501703,0.2506114286,0.2524723919,0.4170914438,0.5907501703,0.8374088976,1.349721594
dense,pooled,3,2,19,0.6845698547,0.5985235359,0.2564457143,0.2432688193,0.4156597752,0.5985235359,0.8612703727,1.413208556
dense,pooled,3,2,20,0.703745947,0.5998547209,0.2582571429,0.227135565,0.4039603452,0.5998547209,0.8852065949,1.529905555
dense,pooled,3,3,1,0.360815348,0.3131822222,0.03821714286,0.1000246299,0.2017531694,0.3131822222,0.4649571918,0.7793212646
dense,pooled,3,3,2,0.3506474222,0.3085473222,0.03501142857,0.1025741779,0.2017234636,0.3085473222,0.4524969014,0.7375160011
dense,pooled,3,3,3,0.3535482056,0.3135765072,0.03767428571,0.1087713343,0.2085139727,0.3135765072,0.4547916557,0.7310666501
dense,pooled,3,3,4,0.3655929197,0.3273052962,0.04578285714,0.1179892035,0.2202782516,0.3273052962,0.467228099,0.7424222678
dense,pooled,3,3,5,0.3857654218,0.3467509253,0.05897714286,0.1311722022,0.2376533283,0.3467509253,0.489720037,0.770602592
dense,pooled,3,3,6,0.4105961848,0.3710630471,0.07772571429,0.1472429246,0.2582969751,0.3710630471,0.5193291761,0.8056394951
dense,pooled,3,3,7,0.4390770621,0.3971619939,0.09833142857,0.1637824959,0.2796060144,0.3971619939,0.5524471125,0.851946299
dense,pooled,3,3,8,0.4694968357,0.4264003538,0.1224857143,0.1805654582,0.3026359515,0.4264003538,0.588040548,0.9026068395
dense,pooled,3,3,9,0.5013286244,0.4555244742,0.1468685714,0.1993580303,0.3260623681,0.4555244742,0.6245211559,0.9567129996
dense,pooled,3,3,10,0.5326714742,0.4842387925,0.16984,0.2170567667,0.3493488113,0.4842387925,0.660908083,1.007460892
dense,pooled,3,3,11,0.5636716662,0.511056103,0.1910914286,0.2328553467,0.3702721975,0.511056103,0.6986441624,1.066934237
dense,pooled,3,3,12,0.589777066,0.5356913338,0.2077828571,0.2475133164,0.3899816187,0.5356913338,0.7293668582,1.111336937
dense,pooled,3,3,13,0.6127440832,0.5571996433,0.2235257143,0.25840388,0.4064782428,0.5571996433,0.7562784456,1.149619143
dense,pooled,3,3,14,0.6333530333,0.5758779297,0.237,0.2686507868,0.4216841347,0.5758779297,0.7809904562,1.187517236
dense,pooled,3,3,15,0.6529617912,0.5935959397,0.2488971429,0.2784819297,0.4346296946,0.5935959397,0.8029002891,1.226138296
dense,pooled,3,3,16,0.671523861,0.6087146068,0.2578971429,0.2852909445,0.4459062137,0.6087146068,0.8281263926,1.265045739
dense,pooled,3,3,17,0.689890945,0.6234488274,0.2656057143,0.2880934485,0.4539070673,0.6234488274,0.8507892557,1.311480984
dense,pooled,3,3,18,0.706974008,0.6355845219,0.2719371429,0.2871927481,0.4573889177,0.6355845219,0.8758548007,1.367844973
dense,pooled,3,3,19,0.7246789552,0.643706748,0.2759714286,0.2781228098,0.4542514886,0.643706748,0.9001276423,1.446981817
dense,pooled,3,3,20,0.7456958688,0.646926238,0.2795542857,0.260603141,0.4451274448,0.646926238,0.931560678,1.558610067
