scale_estimator,equation,block,h,lambda_h,tau_mean,tau_median,p_tau_gt1
pooled,ip,ip,28,0.627556,2.13162,2.08595,1.0000
pooled,ip,ip,29,0.645335,2.00435,1.98531,0.9993
pooled,ip,ip,30,0.650186,1.87505,1.85065,0.9993
pooled,ip,ip,31,0.64949,1.77431,1.74788,0.9973
pooled,ip,ip,32,0.646261,1.66315,1.62793,0.9933
pooled,ip,ip,33,0.65002,1.56654,1.54371,0.9867
pooled,ip,ip,34,0.664176,1.47435,1.44849,0.9740
pooled,ip,ip,35,0.667677,1.42387,1.41060,0.9587
pooled,ip,ip,36,0.676887,1.37596,1.35507,0.9533
pooled,ip,ip,37,0.687864,1.34570,1.32646,0.9300
pooled,ip,ip,38,0.692945,1.33006,1.30792,0.9240
pooled,ip,ip,39,0.689474,1.30383,1.27576,0.9240
pooled,ip,ip,40,0.68469,1.27624,1.25293,0.9067
pooled,ip,ip,41,0.681748,1.24682,1.22898,0.8693
pooled,ip,ip,42,0.67626,1.21356,1.18694,0.8467
pooled,ip,ip,43,0.667201,1.18792,1.17028,0.8100
pooled,ip,ip,44,0.665783,1.15041,1.13411,0.7520
pooled,ip,ip,45,0.6774,1.10921,1.09202,0.6767
pooled,ip,ip,46,0.690991,1.08058,1.07085,0.6180
pooled,ip,ip,47,0.696869,1.06134,1.04564,0.5740
pooled,ip,ip,48,0.708651,1.05557,1.03296,0.5340
pooled,ip,hicp_yoy,1,0.00862956,0.44591,0.39020,0.0327
pooled,ip,hicp_yoy,2,0.0220223,0.42869,0.37788,0.0247
pooled,ip,hicp_yoy,3,0.0436612,0.41996,0.36884,0.0253
pooled,ip,hicp_yoy,4,0.0728135,0.41107,0.36045,0.0200
pooled,ip,hicp_yoy,5,0.101609,0.41241,0.36713,0.0140
pooled,ip,hicp_yoy,6,0.118936,0.42648,0.37050,0.0160
pooled,ip,hicp_yoy,7,0.121544,0.44905,0.38759,0.0220
pooled,ip,hicp_yoy,8,0.128668,0.47387,0.40660,0.0247
pooled,ip,hicp_yoy,9,0.144732,0.49939,0.41897,0.0293
pooled,ip,hicp_yoy,10,0.162013,0.51594,0.43268,0.0407
pooled,ip,hicp_yoy,11,0.180086,0.52143,0.44586,0.0420
pooled,ip,hicp_yoy,12,0.206681,0.51286,0.45685,0.0467
pooled,ip,hicp_yoy,13,0.223987,0.50899,0.45307,0.0347
pooled,ip,hicp_yoy,14,0.233894,0.49499,0.44274,0.0393
pooled,ip,hicp_yoy,15,0.234416,0.47205,0.42014,0.0260
pooled,ip,hicp_yoy,16,0.248788,0.44888,0.40481,0.0093
pooled,ip,hicp_yoy,17,0.271714,0.42412,0.39618,0.0073
pooled,ip,hicp_yoy,18,0.298773,0.40647,0.38078,0.0013
pooled,ip,hicp_yoy,19,0.32979,0.39513,0.37481,0.0027
pooled,ip,hicp_yoy,20,0.358453,0.40622,0.38672,0.0020
pooled,ip,hicp_yoy,21,0.393495,0.42238,0.40817,0.0000
pooled,ip,hicp_yoy,22,0.428388,0.44882,0.43029,0.0000
pooled,ip,hicp_yoy,23,0.457251,0.50087,0.49016,0.0013
pooled,ip,hicp_yoy,24,0.496425,0.56555,0.55498,0.0120
pooled,ip,hicp_yoy,25,0.531414,0.62039,0.60630,0.0293
pooled,ip,hicp_yoy,26,0.566228,0.67318,0.66467,0.0493
pooled,ip,hicp_yoy,27,0.600677,0.69433,0.68019,0.0607
pooled,ip,hicp_yoy,28,0.627556,0.69126,0.67712,0.0460
pooled,ip,hicp_yoy,29,0.645335,0.65442,0.64139,0.0327
pooled,ip,hicp_yoy,30,0.650186,0.59831,0.58618,0.0113
pooled,ip,hicp_yoy,31,0.64949,0.55219,0.54388,0.0067
pooled,ip,hicp_yoy,32,0.646261,0.51403,0.50635,0.0013
pooled,ip,hicp_yoy,33,0.65002,0.49039,0.48351,0.0000
pooled,ip,hicp_yoy,34,0.664176,0.48257,0.47416,0.0000
pooled,ip,hicp_yoy,35,0.667677,0.47853,0.47307,0.0020
pooled,ip,hicp_yoy,36,0.676887,0.47952,0.46575,0.0040
pooled,ip,hicp_yoy,37,0.687864,0.47332,0.46376,0.0013
pooled,ip,hicp_yoy,38,0.692945,0.47067,0.45729,0.0000
pooled,ip,hicp_yoy,39,0.689474,0.47321,0.46203,0.0000
pooled,ip,hicp_yoy,40,0.68469,0.47721,0.46737,0.0000
pooled,ip,hicp_yoy,41,0.681748,0.48391,0.47568,0.0007
pooled,ip,hicp_yoy,42,0.67626,0.48616,0.47697,0.0000
pooled,ip,hicp_yoy,43,0.667201,0.48469,0.47342,0.0000
pooled,ip,hicp_yoy,44,0.665783,0.48708,0.47399,0.0013
pooled,ip,hicp_yoy,45,0.6774,0.48853,0.47583,0.0013
pooled,ip,hicp_yoy,46,0.690991,0.48815,0.47379,0.0007
pooled,ip,hicp_yoy,47,0.696869,0.49106,0.48585,0.0000
pooled,ip,hicp_yoy,48,0.708651,0.50600,0.49119,0.0060
pooled,ip,stoxx,1,0.00862956,0.96993,0.92556,0.3953
pooled,ip,stoxx,2,0.0220223,0.94749,0.91674,0.3593
pooled,ip,stoxx,3,0.0436612,0.93892,0.91397,0.3607
pooled,ip,stoxx,4,0.0728135,0.93664,0.91359,0.3520
pooled,ip,stoxx,5,0.101609,0.92117,0.89733,0.3160
pooled,ip,stoxx,6,0.118936,0.91974,0.89789,0.3087
pooled,ip,stoxx,7,0.121544,0.91052,0.88668,0.3040
pooled,ip,stoxx,8,0.128668,0.89340,0.86768,0.2873
pooled,ip,stoxx,9,0.144732,0.86303,0.84345,0.2380
pooled,ip,stoxx,10,0.162013,0.83711,0.80969,0.2040
pooled,ip,stoxx,11,0.180086,0.79912,0.76795,0.1620
pooled,ip,stoxx,12,0.206681,0.76961,0.73759,0.1413
pooled,ip,stoxx,13,0.223987,0.74217,0.71267,0.1253
pooled,ip,stoxx,14,0.233894,0.71519,0.69279,0.0900
pooled,ip,stoxx,15,0.234416,0.69829,0.67946,0.0807
pooled,ip,stoxx,16,0.248788,0.68310,0.65963,0.0693
pooled,ip,stoxx,17,0.271714,0.67372,0.65801,0.0633
pooled,ip,stoxx,18,0.298773,0.66103,0.64834,0.0367
pooled,ip,stoxx,19,0.32979,0.65388,0.64415,0.0307
pooled,ip,stoxx,20,0.358453,0.64989,0.63423,0.0340
pooled,ip,stoxx,21,0.393495,0.63772,0.61743,0.0273
pooled,ip,stoxx,22,0.428388,0.62837,0.60908,0.0153
pooled,ip,stoxx,23,0.457251,0.61202,0.59757,0.0160
pooled,ip,stoxx,24,0.496425,0.59003,0.57064,0.0140
pooled,ip,stoxx,25,0.531414,0.55717,0.53700,0.0093
pooled,ip,stoxx,26,0.566228,0.53235,0.51311,0.0067
pooled,ip,stoxx,27,0.600677,0.51052,0.49581,0.0033
pooled,ip,stoxx,28,0.627556,0.49686,0.47533,0.0013
pooled,ip,stoxx,29,0.645335,0.48934,0.47307,0.0027
pooled,ip,stoxx,30,0.650186,0.48652,0.47126,0.0007
pooled,ip,stoxx,31,0.64949,0.49519,0.47773,0.0013
pooled,ip,stoxx,32,0.646261,0.51356,0.50005,0.0020
pooled,ip,stoxx,33,0.65002,0.54628,0.53765,0.0027
pooled,ip,stoxx,34,0.664176,0.59184,0.58670,0.0033
pooled,ip,stoxx,35,0.667677,0.64466,0.63338,0.0153
pooled,ip,stoxx,36,0.676887,0.70565,0.69705,0.0407
pooled,ip,stoxx,37,0.687864,0.76393,0.75597,0.0693
pooled,ip,stoxx,38,0.692945,0.83063,0.81686,0.1347
pooled,ip,stoxx,39,0.689474,0.88106,0.86804,0.2187
pooled,ip,stoxx,40,0.68469,0.93473,0.91695,0.3120
pooled,ip,stoxx,41,0.681748,0.97983,0.96645,0.4220
pooled,ip,stoxx,42,0.67626,1.00276,0.99029,0.4773
pooled,ip,stoxx,43,0.667201,1.01196,0.99033,0.4813
pooled,ip,stoxx,44,0.665783,1.00129,0.97666,0.4647
pooled,ip,stoxx,45,0.6774,0.98634,0.97381,0.4367
pooled,ip,stoxx,46,0.690991,0.96399,0.93899,0.3907
pooled,ip,stoxx,47,0.696869,0.94718,0.93045,0.3773
pooled,ip,stoxx,48,0.708651,0.94479,0.92746,0.3767
pooled,hicp_yoy,i1y,1,0.00862956,0.21221,0.18574,0.0053
pooled,hicp_yoy,i1y,2,0.0220223,0.19082,0.16738,0.0013
pooled,hicp_yoy,i1y,3,0.0436612,0.18094,0.16429,0.0000
pooled,hicp_yoy,i1y,4,0.0728135,0.17956,0.16305,0.0000
pooled,hicp_yoy,i1y,5,0.101609,0.18660,0.16474,0.0000
pooled,hicp_yoy,i1y,6,0.118936,0.19250,0.17337,0.0000
pooled,hicp_yoy,i1y,7,0.121544,0.21004,0.18862,0.0000
pooled,hicp_yoy,i1y,8,0.128668,0.22953,0.20478,0.0020
pooled,hicp_yoy,i1y,9,0.144732,0.25158,0.22253,0.0027
pooled,hicp_yoy,i1y,10,0.162013,0.27910,0.25446,0.0000
pooled,hicp_yoy,i1y,11,0.180086,0.33777,0.30608,0.0047
pooled,hicp_yoy,i1y,12,0.206681,0.39098,0.35370,0.0093
pooled,hicp_yoy,i1y,13,0.223987,0.42363,0.38595,0.0113
pooled,hicp_yoy,i1y,14,0.233894,0.46940,0.45462,0.0107
pooled,hicp_yoy,i1y,15,0.234416,0.50330,0.48931,0.0187
pooled,hicp_yoy,i1y,16,0.248788,0.53394,0.50896,0.0360
pooled,hicp_yoy,i1y,17,0.271714,0.53069,0.49620,0.0347
pooled,hicp_yoy,i1y,18,0.298773,0.54888,0.52377,0.0293
pooled,hicp_yoy,i1y,19,0.32979,0.55743,0.53080,0.0440
pooled,hicp_yoy,i1y,20,0.358453,0.56920,0.55012,0.0373
pooled,hicp_yoy,i1y,21,0.393495,0.59193,0.56442,0.0460
pooled,hicp_yoy,i1y,22,0.428388,0.62669,0.60078,0.0593
pooled,hicp_yoy,i1y,23,0.457251,0.67068,0.64365,0.0813
pooled,hicp_yoy,i1y,24,0.496425,0.74799,0.71059,0.1753
pooled,hicp_yoy,i1y,25,0.531414,0.85453,0.83192,0.2680
pooled,hicp_yoy,i1y,26,0.566228,0.98768,0.94306,0.4167
pooled,hicp_yoy,i1y,27,0.600677,1.18213,1.11903,0.6273
pooled,hicp_yoy,i1y,28,0.627556,1.51226,1.42206,0.8447
pooled,hicp_yoy,i1y,29,0.645335,1.97428,1.90794,0.9420
pooled,hicp_yoy,i1y,30,0.650186,2.58422,2.48084,0.9800
pooled,hicp_yoy,i1y,31,0.64949,3.09900,3.01373,0.9993
pooled,hicp_yoy,i1y,32,0.646261,3.52597,3.38623,1.0000
pooled,hicp_yoy,i1y,33,0.65002,3.85502,3.71327,1.0000
pooled,hicp_yoy,i1y,34,0.664176,4.05906,3.92100,1.0000
pooled,hicp_yoy,i1y,35,0.667677,4.10706,3.98741,1.0000
pooled,hicp_yoy,i1y,36,0.676887,4.02294,3.91933,1.0000
pooled,hicp_yoy,i1y,37,0.687864,3.66514,3.54799,0.9960
pooled,hicp_yoy,i1y,38,0.692945,3.03993,2.91355,0.9907
pooled,hicp_yoy,i1y,39,0.689474,2.19364,2.13779,0.9360
pooled,hicp_yoy,i1y,40,0.68469,1.48188,1.39139,0.7660
pooled,hicp_yoy,i1y,41,0.681748,1.04051,0.95880,0.4673
pooled,hicp_yoy,i1y,42,0.67626,0.82393,0.74078,0.2693
pooled,hicp_yoy,i1y,43,0.667201,0.71842,0.67817,0.1707
pooled,hicp_yoy,i1y,44,0.665783,0.65789,0.62796,0.1053
pooled,hicp_yoy,i1y,45,0.6774,0.64551,0.61496,0.0933
pooled,hicp_yoy,i1y,46,0.690991,0.64247,0.59621,0.0880
pooled,hicp_yoy,i1y,47,0.696869,0.64238,0.59872,0.0993
pooled,hicp_yoy,i1y,48,0.708651,0.65007,0.59258,0.1093
pooled,hicp_yoy,ip,1,0.00862956,0.20542,0.16806,0.0000
pooled,hicp_yoy,ip,2,0.0220223,0.19249,0.16427,0.0000
pooled,hicp_yoy,ip,3,0.0436612,0.18293,0.16043,0.0000
pooled,hicp_yoy,ip,4,0.0728135,0.17609,0.16005,0.0000
pooled,hicp_yoy,ip,5,0.101609,0.16983,0.15753,0.0000
pooled,hicp_yoy,ip,6,0.118936,0.16512,0.15375,0.0000
pooled,hicp_yoy,ip,7,0.121544,0.16408,0.15731,0.0000
pooled,hicp_yoy,ip,8,0.128668,0.16558,0.15414,0.0000
pooled,hicp_yoy,ip,9,0.144732,0.16843,0.15557,0.0000
pooled,hicp_yoy,ip,10,0.162013,0.17083,0.16253,0.0000
pooled,hicp_yoy,ip,11,0.180086,0.17214,0.16235,0.0000
pooled,hicp_yoy,ip,12,0.206681,0.18105,0.16536,0.0000
pooled,hicp_yoy,ip,13,0.223987,0.18924,0.17726,0.0000
pooled,hicp_yoy,ip,14,0.233894,0.19697,0.18584,0.0000
pooled,hicp_yoy,ip,15,0.234416,0.20887,0.19581,0.0000
pooled,hicp_yoy,ip,16,0.248788,0.23275,0.22404,0.0000
pooled,hicp_yoy,ip,17,0.271714,0.26386,0.25408,0.0000
pooled,hicp_yoy,ip,18,0.298773,0.29454,0.28253,0.0000
pooled,hicp_yoy,ip,19,0.32979,0.33775,0.33087,0.0000
pooled,hicp_yoy,ip,20,0.358453,0.39255,0.37456,0.0013
pooled,hicp_yoy,ip,21,0.393495,0.46210,0.44042,0.0067
pooled,hicp_yoy,ip,22,0.428388,0.58324,0.54407,0.0433
pooled,hicp_yoy,ip,23,0.457251,0.74840,0.70545,0.1547
pooled,hicp_yoy,ip,24,0.496425,0.97789,0.94302,0.4113
pooled,hicp_yoy,ip,25,0.531414,1.29466,1.26070,0.8133
pooled,hicp_yoy,ip,26,0.566228,1.63827,1.60070,0.9713
pooled,hicp_yoy,ip,27,0.600677,1.91241,1.85139,0.9980
pooled,hicp_yoy,ip,28,0.627556,2.08872,2.05003,0.9993
pooled,hicp_yoy,ip,29,0.645335,2.13836,2.09223,1.0000
pooled,hicp_yoy,ip,30,0.650186,2.08074,2.03974,1.0000
pooled,hicp_yoy,ip,31,0.64949,2.01000,1.95530,1.0000
pooled,hicp_yoy,ip,32,0.646261,1.92917,1.90646,0.9947
pooled,hicp_yoy,ip,33,0.65002,1.86431,1.82182,0.9900
pooled,hicp_yoy,ip,34,0.664176,1.78677,1.74412,0.9893
pooled,hicp_yoy,ip,35,0.667677,1.66508,1.61897,0.9773
pooled,hicp_yoy,ip,36,0.676887,1.54064,1.51548,0.9540
pooled,hicp_yoy,ip,37,0.687864,1.49288,1.45815,0.9507
pooled,hicp_yoy,ip,38,0.692945,1.45487,1.41639,0.9300
pooled,hicp_yoy,ip,39,0.689474,1.45775,1.41083,0.9433
pooled,hicp_yoy,ip,40,0.68469,1.48257,1.45273,0.9647
pooled,hicp_yoy,ip,41,0.681748,1.47538,1.44275,0.9607
pooled,hicp_yoy,ip,42,0.67626,1.46222,1.43067,0.9447
pooled,hicp_yoy,ip,43,0.667201,1.43140,1.40038,0.9467
pooled,hicp_yoy,ip,44,0.665783,1.38210,1.35244,0.9167
pooled,hicp_yoy,ip,45,0.6774,1.31523,1.26900,0.8747
pooled,hicp_yoy,ip,46,0.690991,1.23674,1.20716,0.8047
pooled,hicp_yoy,ip,47,0.696869,1.17365,1.14826,0.7113
pooled,hicp_yoy,ip,48,0.708651,1.14463,1.10154,0.6480
pooled,hicp_yoy,hicp_yoy,1,0.00862956,0.25926,0.24700,0.0000
pooled,hicp_yoy,hicp_yoy,2,0.0220223,0.25009,0.24076,0.0000
pooled,hicp_yoy,hicp_yoy,3,0.0436612,0.24284,0.23850,0.0000
pooled,hicp_yoy,hicp_yoy,4,0.0728135,0.23926,0.23379,0.0000
pooled,hicp_yoy,hicp_yoy,5,0.101609,0.24186,0.23461,0.0000
pooled,hicp_yoy,hicp_yoy,6,0.118936,0.24392,0.23658,0.0000
pooled,hicp_yoy,hicp_yoy,7,0.121544,0.24612,0.24094,0.0000
pooled,hicp_yoy,hicp_yoy,8,0.128668,0.25085,0.24694,0.0000
pooled,hicp_yoy,hicp_yoy,9,0.144732,0.25854,0.25345,0.0000
pooled,hicp_yoy,hicp_yoy,10,0.162013,0.27075,0.26697,0.0000
pooled,hicp_yoy,hicp_yoy,11,0.180086,0.28297,0.27658,0.0000
pooled,hicp_yoy,hicp_yoy,12,0.206681,0.29677,0.28927,0.0000
pooled,hicp_yoy,hicp_yoy,13,0.223987,0.31589,0.31019,0.0000
pooled,hicp_yoy,hicp_yoy,14,0.233894,0.33965,0.33509,0.0000
pooled,hicp_yoy,hicp_yoy,15,0.234416,0.36736,0.36355,0.0000
pooled,hicp_yoy,hicp_yoy,16,0.248788,0.40242,0.39509,0.0013
pooled,hicp_yoy,hicp_yoy,17,0.271714,0.44184,0.43671,0.0013
pooled,hicp_yoy,hicp_yoy,18,0.298773,0.47606,0.46800,0.0020
pooled,hicp_yoy,hicp_yoy,19,0.32979,0.50697,0.49925,0.0040
pooled,hicp_yoy,hicp_yoy,20,0.358453,0.54046,0.53153,0.0033
pooled,hicp_yoy,hicp_yoy,21,0.393495,0.57639,0.56143,0.0080
pooled,hicp_yoy,hicp_yoy,22,0.428388,0.60911,0.59130,0.0160
pooled,hicp_yoy,hicp_yoy,23,0.457251,0.64751,0.63094,0.0280
pooled,hicp_yoy,hicp_yoy,24,0.496425,0.68993,0.66749,0.0313
pooled,hicp_yoy,hicp_yoy,25,0.531414,0.74913,0.73399,0.0540
pooled,hicp_yoy,hicp_yoy,26,0.566228,0.81074,0.79192,0.1080
pooled,hicp_yoy,hicp_yoy,27,0.600677,0.86475,0.85017,0.1907
pooled,hicp_yoy,hicp_yoy,28,0.627556,0.89599,0.87971,0.2427
pooled,hicp_yoy,hicp_yoy,29,0.645335,0.90930,0.89562,0.2613
pooled,hicp_yoy,hicp_yoy,30,0.650186,0.90556,0.89306,0.2460
pooled,hicp_yoy,hicp_yoy,31,0.64949,0.89042,0.87720,0.2153
pooled,hicp_yoy,hicp_yoy,32,0.646261,0.85985,0.84685,0.1633
pooled,hicp_yoy,hicp_yoy,33,0.65002,0.84352,0.82987,0.1467
pooled,hicp_yoy,hicp_yoy,34,0.664176,0.82451,0.81363,0.1067
pooled,hicp_yoy,hicp_yoy,35,0.667677,0.79154,0.77870,0.0680
pooled,hicp_yoy,hicp_yoy,36,0.676887,0.76758,0.75309,0.0513
pooled,hicp_yoy,hicp_yoy,37,0.687864,0.73915,0.72502,0.0300
pooled,hicp_yoy,hicp_yoy,38,0.692945,0.71115,0.70030,0.0213
pooled,hicp_yoy,hicp_yoy,39,0.689474,0.69474,0.68621,0.0100
pooled,hicp_yoy,hicp_yoy,40,0.68469,0.68232,0.66985,0.0133
pooled,hicp_yoy,hicp_yoy,41,0.681748,0.66272,0.65527,0.0093
pooled,hicp_yoy,hicp_yoy,42,0.67626,0.64510,0.63390,0.0040
pooled,hicp_yoy,hicp_yoy,43,0.667201,0.63740,0.62665,0.0087
pooled,hicp_yoy,hicp_yoy,44,0.665783,0.63502,0.62642,0.0033
pooled,hicp_yoy,hicp_yoy,45,0.6774,0.64251,0.63073,0.0100
pooled,hicp_yoy,hicp_yoy,46,0.690991,0.63973,0.62613,0.0120
pooled,hicp_yoy,hicp_yoy,47,0.696869,0.64259,0.62910,0.0127
pooled,hicp_yoy,hicp_yoy,48,0.708651,0.64372,0.63297,0.0247
pooled,hicp_yoy,stoxx,1,0.00862956,0.20276,0.16646,0.0007
pooled,hicp_yoy,stoxx,2,0.0220223,0.19340,0.15680,0.0007
pooled,hicp_yoy,stoxx,3,0.0436612,0.18357,0.15554,0.0000
pooled,hicp_yoy,stoxx,4,0.0728135,0.17238,0.15088,0.0000
pooled,hicp_yoy,stoxx,5,0.101609,0.16424,0.14728,0.0000
pooled,hicp_yoy,stoxx,6,0.118936,0.15937,0.14507,0.0000
pooled,hicp_yoy,stoxx,7,0.121544,0.15722,0.14453,0.0000
pooled,hicp_yoy,stoxx,8,0.128668,0.16023,0.14513,0.0000
pooled,hicp_yoy,stoxx,9,0.144732,0.16388,0.15362,0.0000
pooled,hicp_yoy,stoxx,10,0.162013,0.16876,0.15348,0.0000
pooled,hicp_yoy,stoxx,11,0.180086,0.17615,0.16259,0.0000
pooled,hicp_yoy,stoxx,12,0.206681,0.18689,0.17176,0.0000
pooled,hicp_yoy,stoxx,13,0.223987,0.19847,0.18457,0.0000
pooled,hicp_yoy,stoxx,14,0.233894,0.21202,0.19509,0.0000
pooled,hicp_yoy,stoxx,15,0.234416,0.23524,0.22196,0.0000
pooled,hicp_yoy,stoxx,16,0.248788,0.25790,0.24722,0.0007
pooled,hicp_yoy,stoxx,17,0.271714,0.28136,0.26894,0.0027
pooled,hicp_yoy,stoxx,18,0.298773,0.31505,0.30453,0.0000
pooled,hicp_yoy,stoxx,19,0.32979,0.35857,0.34496,0.0013
pooled,hicp_yoy,stoxx,20,0.358453,0.41278,0.40096,0.0013
pooled,hicp_yoy,stoxx,21,0.393495,0.48320,0.46645,0.0087
pooled,hicp_yoy,stoxx,22,0.428388,0.56256,0.53337,0.0320
pooled,hicp_yoy,stoxx,23,0.457251,0.64645,0.61881,0.0667
pooled,hicp_yoy,stoxx,24,0.496425,0.72145,0.70030,0.1273
pooled,hicp_yoy,stoxx,25,0.531414,0.77293,0.75183,0.1620
pooled,hicp_yoy,stoxx,26,0.566228,0.81059,0.77780,0.1940
pooled,hicp_yoy,stoxx,27,0.600677,0.85321,0.81689,0.2327
pooled,hicp_yoy,stoxx,28,0.627556,0.87782,0.85150,0.2553
pooled,hicp_yoy,stoxx,29,0.645335,0.90667,0.87412,0.2860
pooled,hicp_yoy,stoxx,30,0.650186,0.93882,0.90076,0.3287
pooled,hicp_yoy,stoxx,31,0.64949,0.92852,0.89477,0.3207
pooled,hicp_yoy,stoxx,32,0.646261,0.91363,0.87913,0.2940
pooled,hicp_yoy,stoxx,33,0.65002,0.87629,0.85309,0.2433
pooled,hicp_yoy,stoxx,34,0.664176,0.80712,0.78039,0.1693
pooled,hicp_yoy,stoxx,35,0.667677,0.70459,0.69123,0.0727
pooled,hicp_yoy,stoxx,36,0.676887,0.59823,0.58011,0.0213
pooled,hicp_yoy,stoxx,37,0.687864,0.50015,0.48642,0.0020
pooled,hicp_yoy,stoxx,38,0.692945,0.42237,0.40330,0.0007
pooled,hicp_yoy,stoxx,39,0.689474,0.37301,0.35145,0.0000
pooled,hicp_yoy,stoxx,40,0.68469,0.34304,0.32272,0.0007
pooled,hicp_yoy,stoxx,41,0.681748,0.32940,0.29834,0.0000
pooled,hicp_yoy,stoxx,42,0.67626,0.32263,0.28394,0.0007
pooled,hicp_yoy,stoxx,43,0.667201,0.32552,0.29175,0.0000
pooled,hicp_yoy,stoxx,44,0.665783,0.34425,0.31481,0.0040
pooled,hicp_yoy,stoxx,45,0.6774,0.36374,0.33163,0.0053
pooled,hicp_yoy,stoxx,46,0.690991,0.38235,0.34769,0.0173
pooled,hicp_yoy,stoxx,47,0.696869,0.40120,0.36648,0.0280
pooled,hicp_yoy,stoxx,48,0.708651,0.41107,0.35618,0.0427
pooled,stoxx,i1y,1,0.00862956,1.32998,1.26443,0.7187
pooled,stoxx,i1y,2,0.0220223,1.39240,1.34947,0.7633
pooled,stoxx,i1y,3,0.0436612,1.51911,1.47242,0.8273
pooled,stoxx,i1y,4,0.0728135,1.66710,1.64559,0.8953
pooled,stoxx,i1y,5,0.101609,1.84427,1.79961,0.9593
pooled,stoxx,i1y,6,0.118936,2.02614,1.98163,0.9827
pooled,stoxx,i1y,7,0.121544,2.26304,2.23148,0.9920
pooled,stoxx,i1y,8,0.128668,2.47454,2.44934,0.9980
pooled,stoxx,i1y,9,0.144732,2.64011,2.61117,1.0000
pooled,stoxx,i1y,10,0.162013,2.76474,2.71470,1.0000
pooled,stoxx,i1y,11,0.180086,2.80379,2.74556,1.0000
pooled,stoxx,i1y,12,0.206681,2.81926,2.76459,1.0000
pooled,stoxx,i1y,13,0.223987,2.83688,2.78672,1.0000
pooled,stoxx,i1y,14,0.233894,2.82029,2.75593,1.0000
pooled,stoxx,i1y,15,0.234416,2.80965,2.73954,1.0000
pooled,stoxx,i1y,16,0.248788,2.77067,2.70702,1.0000
pooled,stoxx,i1y,17,0.271714,2.70559,2.64210,1.0000
pooled,stoxx,i1y,18,0.298773,2.61888,2.57035,1.0000
pooled,stoxx,i1y,19,0.32979,2.50080,2.45892,1.0000
pooled,stoxx,i1y,20,0.358453,2.36168,2.34389,1.0000
pooled,stoxx,i1y,21,0.393495,2.27947,2.24095,1.0000
pooled,stoxx,i1y,22,0.428388,2.18608,2.14787,1.0000
pooled,stoxx,i1y,23,0.457251,2.10641,2.06660,0.9993
pooled,stoxx,i1y,24,0.496425,2.04963,2.01636,1.0000
pooled,stoxx,i1y,25,0.531414,2.00376,1.97701,1.0000
pooled,stoxx,i1y,26,0.566228,1.97331,1.94046,1.0000
pooled,stoxx,i1y,27,0.600677,1.97319,1.94353,0.9987
pooled,stoxx,i1y,28,0.627556,1.96469,1.93444,1.0000
pooled,stoxx,i1y,29,0.645335,1.97244,1.96365,0.9993
pooled,stoxx,i1y,30,0.650186,1.96349,1.95449,0.9993
pooled,stoxx,i1y,31,0.64949,1.95338,1.92010,0.9980
pooled,stoxx,i1y,32,0.646261,1.92202,1.87028,0.9967
pooled,stoxx,i1y,33,0.65002,1.90109,1.87055,0.9967
pooled,stoxx,i1y,34,0.664176,1.88026,1.85178,0.9980
pooled,stoxx,i1y,35,0.667677,1.86367,1.81632,1.0000
pooled,stoxx,i1y,36,0.676887,1.82622,1.77660,0.9993
pooled,stoxx,i1y,37,0.687864,1.76381,1.70873,0.9987
pooled,stoxx,i1y,38,0.692945,1.69467,1.66267,0.9973
pooled,stoxx,i1y,39,0.689474,1.63886,1.60316,0.9913
pooled,stoxx,i1y,40,0.68469,1.58582,1.56421,0.9913
pooled,stoxx,i1y,41,0.681748,1.56176,1.53022,0.9873
pooled,stoxx,i1y,42,0.67626,1.56986,1.53705,0.9907
pooled,stoxx,i1y,43,0.667201,1.55982,1.50238,0.9860
pooled,stoxx,i1y,44,0.665783,1.53707,1.48505,0.9733
pooled,stoxx,i1y,45,0.6774,1.50444,1.44817,0.9620
pooled,stoxx,i1y,46,0.690991,1.48292,1.43337,0.9593
pooled,stoxx,i1y,47,0.696869,1.47758,1.41973,0.9380
pooled,stoxx,i1y,48,0.708651,1.49184,1.42431,0.9153
pooled,stoxx,ip,1,0.00862956,0.79331,0.73479,0.2420
pooled,stoxx,ip,2,0.0220223,0.79247,0.76095,0.2253
pooled,stoxx,ip,3,0.0436612,0.78943,0.74976,0.2073
pooled,stoxx,ip,4,0.0728135,0.80354,0.77713,0.2067
pooled,stoxx,ip,5,0.101609,0.84720,0.81726,0.2520
pooled,stoxx,ip,6,0.118936,0.91373,0.89378,0.3340
pooled,stoxx,ip,7,0.121544,1.00595,0.98541,0.4827
pooled,stoxx,ip,8,0.128668,1.12055,1.09238,0.6173
pooled,stoxx,ip,9,0.144732,1.26643,1.23540,0.7767
pooled,stoxx,ip,10,0.162013,1.42309,1.37791,0.8933
pooled,stoxx,ip,11,0.180086,1.58481,1.53081,0.9653
pooled,stoxx,ip,12,0.206681,1.76330,1.71943,0.9800
pooled,stoxx,ip,13,0.223987,1.94310,1.90237,0.9860
pooled,stoxx,ip,14,0.233894,2.09854,2.04014,0.9960
pooled,stoxx,ip,15,0.234416,2.26141,2.20454,0.9980
pooled,stoxx,ip,16,0.248788,2.44947,2.41461,0.9993
pooled,stoxx,ip,17,0.271714,2.62503,2.56411,1.0000
pooled,stoxx,ip,18,0.298773,2.71770,2.67443,1.0000
pooled,stoxx,ip,19,0.32979,2.74798,2.69364,1.0000
pooled,stoxx,ip,20,0.358453,2.69721,2.63160,1.0000
