scale_estimator,equation,block,h,lambda_h,tau_mean,tau_median,p_tau_gt1
pooled,stoxx,hicp_sa,46,0.928095,0.66560,0.65322,0.0353
pooled,stoxx,hicp_sa,47,0.935709,0.63761,0.62075,0.0280
pooled,stoxx,hicp_sa,48,0.933823,0.63447,0.61051,0.0453
pooled,stoxx,stoxx,1,0.0100339,0.60330,0.52523,0.1253
pooled,stoxx,stoxx,2,0.0298578,0.57331,0.50904,0.1073
pooled,stoxx,stoxx,3,0.0575613,0.54707,0.49957,0.0813
pooled,stoxx,stoxx,4,0.0899987,0.52463,0.48598,0.0547
pooled,stoxx,stoxx,5,0.128567,0.49911,0.47289,0.0347
pooled,stoxx,stoxx,6,0.170681,0.48016,0.46117,0.0327
pooled,stoxx,stoxx,7,0.213569,0.44897,0.43618,0.0193
pooled,stoxx,stoxx,8,0.263776,0.41681,0.40237,0.0047
pooled,stoxx,stoxx,9,0.328634,0.37930,0.35663,0.0007
pooled,stoxx,stoxx,10,0.397243,0.34032,0.32800,0.0000
pooled,stoxx,stoxx,11,0.457249,0.30336,0.28928,0.0000
pooled,stoxx,stoxx,12,0.529785,0.27112,0.25546,0.0000
pooled,stoxx,stoxx,13,0.589118,0.24485,0.23260,0.0000
pooled,stoxx,stoxx,14,0.634171,0.22624,0.21169,0.0000
pooled,stoxx,stoxx,15,0.66639,0.21174,0.20078,0.0000
pooled,stoxx,stoxx,16,0.687694,0.20467,0.19554,0.0000
pooled,stoxx,stoxx,17,0.713986,0.20084,0.19359,0.0000
pooled,stoxx,stoxx,18,0.739232,0.20090,0.19426,0.0000
pooled,stoxx,stoxx,19,0.769636,0.20976,0.20501,0.0000
pooled,stoxx,stoxx,20,0.801549,0.21847,0.21244,0.0000
pooled,stoxx,stoxx,21,0.841041,0.23113,0.22138,0.0000
pooled,stoxx,stoxx,22,0.873976,0.24041,0.23289,0.0000
pooled,stoxx,stoxx,23,0.898861,0.24433,0.23778,0.0000
pooled,stoxx,stoxx,24,0.915972,0.24693,0.23555,0.0000
pooled,stoxx,stoxx,25,0.922666,0.24644,0.23896,0.0000
pooled,stoxx,stoxx,26,0.926929,0.24386,0.23678,0.0000
pooled,stoxx,stoxx,27,0.949036,0.24283,0.23583,0.0000
pooled,stoxx,stoxx,28,0.964508,0.24874,0.24345,0.0000
pooled,stoxx,stoxx,29,0.964549,0.25867,0.24833,0.0000
pooled,stoxx,stoxx,30,0.973106,0.27862,0.27121,0.0000
pooled,stoxx,stoxx,31,0.986442,0.30471,0.30028,0.0000
pooled,stoxx,stoxx,32,0.996999,0.33070,0.32270,0.0000
pooled,stoxx,stoxx,33,1.01172,0.35976,0.35673,0.0000
pooled,stoxx,stoxx,34,1.02053,0.39775,0.39148,0.0000
pooled,stoxx,stoxx,35,1.02158,0.43488,0.42754,0.0007
pooled,stoxx,stoxx,36,1.02047,0.47794,0.46431,0.0013
pooled,stoxx,stoxx,37,1.0155,0.51409,0.50538,0.0013
pooled,stoxx,stoxx,38,1.00603,0.54575,0.53655,0.0000
pooled,stoxx,stoxx,39,1.00461,0.56754,0.55802,0.0013
pooled,stoxx,stoxx,40,1.00712,0.58419,0.57757,0.0013
pooled,stoxx,stoxx,41,1.00252,0.58233,0.56369,0.0060
pooled,stoxx,stoxx,42,0.983313,0.56683,0.55445,0.0020
pooled,stoxx,stoxx,43,0.962513,0.54440,0.53792,0.0007
pooled,stoxx,stoxx,44,0.946699,0.52218,0.51422,0.0007
pooled,stoxx,stoxx,45,0.929087,0.50597,0.49636,0.0000
pooled,stoxx,stoxx,46,0.928095,0.49046,0.48362,0.0000
pooled,stoxx,stoxx,47,0.935709,0.48088,0.47701,0.0000
pooled,stoxx,stoxx,48,0.933823,0.47340,0.46288,0.0013
