instrument,estimator,variable,h,theta_25bp,lo_25bp,hi_25bp
z_gcs_1y_kilianfix,LP-LA,i1y,40,0.218588,-0.179152,0.616327
z_gcs_1y_kilianfix,LP-LA,i1y,41,0.174062,-0.229629,0.577753
z_gcs_1y_kilianfix,LP-LA,i1y,42,0.176571,-0.230053,0.583195
z_gcs_1y_kilianfix,LP-LA,i1y,43,0.231544,-0.171946,0.635035
z_gcs_1y_kilianfix,LP-LA,i1y,44,0.249773,-0.153294,0.652840
z_gcs_1y_kilianfix,LP-LA,i1y,45,0.256837,-0.149398,0.663071
z_gcs_1y_kilianfix,LP-LA,i1y,46,0.235788,-0.158928,0.630503
z_gcs_1y_kilianfix,LP-LA,i1y,47,0.200261,-0.189552,0.590073
z_gcs_1y_kilianfix,LP-LA,i1y,48,0.215832,-0.160997,0.592661
z_gcs_1y_kilianfix,LP-LA,ip,0,-0.616554,-0.616554,-0.616554
z_gcs_1y_kilianfix,LP-LA,ip,1,0.365938,-0.042134,0.774009
z_gcs_1y_kilianfix,LP-LA,ip,2,0.453705,0.005426,0.901984
z_gcs_1y_kilianfix,LP-LA,ip,3,0.528171,-0.092228,1.148570
z_gcs_1y_kilianfix,LP-LA,ip,4,1.110300,0.449941,1.770660
z_gcs_1y_kilianfix,LP-LA,ip,5,0.964403,0.231872,1.696933
z_gcs_1y_kilianfix,LP-LA,ip,6,0.988250,0.222642,1.753857
z_gcs_1y_kilianfix,LP-LA,ip,7,0.781297,-0.058627,1.621221
z_gcs_1y_kilianfix,LP-LA,ip,8,0.499741,-0.441052,1.440534
z_gcs_1y_kilianfix,LP-LA,ip,9,0.110543,-0.950282,1.171369
z_gcs_1y_kilianfix,LP-LA,ip,10,0.491298,-0.679028,1.661624
z_gcs_1y_kilianfix,LP-LA,ip,11,0.605968,-0.685394,1.897330
z_gcs_1y_kilianfix,LP-LA,ip,12,0.958249,-0.583190,2.499689
z_gcs_1y_kilianfix,LP-LA,ip,13,1.170630,-0.453926,2.795186
z_gcs_1y_kilianfix,LP-LA,ip,14,1.587788,-0.061489,3.237066
z_gcs_1y_kilianfix,LP-LA,ip,15,1.812491,0.159862,3.465120
z_gcs_1y_kilianfix,LP-LA,ip,16,1.501385,-0.011681,3.014451
z_gcs_1y_kilianfix,LP-LA,ip,17,1.608832,0.221515,2.996149
z_gcs_1y_kilianfix,LP-LA,ip,18,1.729508,0.397296,3.061720
z_gcs_1y_kilianfix,LP-LA,ip,19,1.657979,0.365627,2.950332
z_gcs_1y_kilianfix,LP-LA,ip,20,1.426285,0.139086,2.713485
z_gcs_1y_kilianfix,LP-LA,ip,21,1.449663,0.098635,2.800690
z_gcs_1y_kilianfix,LP-LA,ip,22,1.046091,-0.314036,2.406218
z_gcs_1y_kilianfix,LP-LA,ip,23,1.391362,-0.027952,2.810677
z_gcs_1y_kilianfix,LP-LA,ip,24,1.245730,-0.197361,2.688822
z_gcs_1y_kilianfix,LP-LA,ip,25,1.391034,0.037327,2.744742
z_gcs_1y_kilianfix,LP-LA,ip,26,1.286635,-0.126016,2.699285
z_gcs_1y_kilianfix,LP-LA,ip,27,1.181926,-0.167737,2.531589
z_gcs_1y_kilianfix,LP-LA,ip,28,0.551061,-0.813535,1.915658
z_gcs_1y_kilianfix,LP-LA,ip,29,0.543677,-0.833447,1.920800
z_gcs_1y_kilianfix,LP-LA,ip,30,0.223416,-1.173710,1.620543
z_gcs_1y_kilianfix,LP-LA,ip,31,-0.205514,-1.611464,1.200435
z_gcs_1y_kilianfix,LP-LA,ip,32,-0.368968,-1.765935,1.027999
z_gcs_1y_kilianfix,LP-LA,ip,33,-0.610624,-2.014931,0.793683
z_gcs_1y_kilianfix,LP-LA,ip,34,-1.003579,-2.401835,0.394678
z_gcs_1y_kilianfix,LP-LA,ip,35,-1.008109,-2.420613,0.404396
z_gcs_1y_kilianfix,LP-LA,ip,36,-1.089655,-2.557197,0.377886
z_gcs_1y_kilianfix,LP-LA,ip,37,-1.616380,-3.093470,-0.139290
z_gcs_1y_kilianfix,LP-LA,ip,38,-1.422419,-2.916009,0.071172
z_gcs_1y_kilianfix,LP-LA,ip,39,-1.564371,-3.058484,-0.070258
z_gcs_1y_kilianfix,LP-LA,ip,40,-1.715872,-3.193441,-0.238303
z_gcs_1y_kilianfix,LP-LA,ip,41,-1.255123,-2.737253,0.227006
z_gcs_1y_kilianfix,LP-LA,ip,42,-1.616788,-3.061468,-0.172107
z_gcs_1y_kilianfix,LP-LA,ip,43,-1.290437,-2.744525,0.163651
z_gcs_1y_kilianfix,LP-LA,ip,44,-1.177445,-2.571949,0.217058
z_gcs_1y_kilianfix,LP-LA,ip,45,-1.180956,-2.548463,0.186551
z_gcs_1y_kilianfix,LP-LA,ip,46,-0.984763,-2.270571,0.301046
z_gcs_1y_kilianfix,LP-LA,ip,47,-0.715194,-1.959567,0.529179
z_gcs_1y_kilianfix,LP-LA,ip,48,-0.637080,-1.879786,0.605626
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,0,-0.018886,-0.018886,-0.018886
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,1,-0.052198,-0.118333,0.013936
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,2,0.003989,-0.103089,0.111067
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,3,0.031925,-0.098009,0.161858
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,4,-0.041808,-0.190111,0.106494
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,5,-0.083882,-0.255426,0.087662
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,6,-0.076989,-0.275385,0.121406
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,7,-0.100244,-0.306264,0.105776
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,8,-0.074931,-0.301702,0.151840
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,9,-0.030110,-0.259604,0.199384
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,10,-0.003508,-0.247791,0.240775
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,11,0.029635,-0.241861,0.301131
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,12,0.043267,-0.243255,0.329789
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,13,0.067209,-0.222081,0.356499
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,14,0.039123,-0.286660,0.364907
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,15,0.067235,-0.254686,0.389155
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,16,0.133169,-0.209009,0.475347
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,17,0.209306,-0.126358,0.544970
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,18,0.231771,-0.129108,0.592649
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,19,0.251956,-0.065563,0.569474
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,20,0.385650,0.077978,0.693323
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,21,0.325987,0.039236,0.612738
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,22,0.345011,0.082588,0.607435
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,23,0.395197,0.140642,0.649752
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,24,0.417084,0.161075,0.673092
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,25,0.396549,0.129728,0.663370
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,26,0.361572,0.087808,0.635335
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,27,0.334448,0.045267,0.623629
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,28,0.367374,0.092153,0.642594
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,29,0.423081,0.139188,0.706974
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,30,0.406484,0.126857,0.686110
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,31,0.442461,0.160768,0.724154
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,32,0.283131,0.017178,0.549084
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,33,0.226609,-0.027967,0.481185
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,34,0.129059,-0.125770,0.383888
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,35,0.095324,-0.146655,0.337302
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,36,0.083890,-0.167549,0.335330
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,37,0.020601,-0.224397,0.265598
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,38,-0.060155,-0.327272,0.206962
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,39,-0.135161,-0.409417,0.139096
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,40,-0.069018,-0.356812,0.218775
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,41,-0.019893,-0.311640,0.271853
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,42,0.055815,-0.234936,0.346566
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,43,0.083698,-0.208569,0.375964
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,44,0.121553,-0.183174,0.426281
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,45,0.116822,-0.181917,0.415560
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,46,0.090933,-0.210672,0.392538
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,47,0.014907,-0.277121,0.306936
z_gcs_1y_kilianfix,LP-LA,hicp_yoy,48,-0.013262,-0.288698,0.262174
z_gcs_1y_kilianfix,LP-LA,stoxx,0,6.281707,6.281707,6.281707
z_gcs_1y_kilianfix,LP-LA,stoxx,1,8.449193,7.101397,9.796988
z_gcs_1y_kilianfix,LP-LA,stoxx,2,6.926900,4.788685,9.065114
z_gcs_1y_kilianfix,LP-LA,stoxx,3,7.437374,4.948055,9.926693
z_gcs_1y_kilianfix,LP-LA,stoxx,4,6.715436,3.824813,9.606060
z_gcs_1y_kilianfix,LP-LA,stoxx,5,4.885140,1.724436,8.045844
z_gcs_1y_kilianfix,LP-LA,stoxx,6,3.729733,-0.061554,7.521020
z_gcs_1y_kilianfix,LP-LA,stoxx,7,1.350467,-2.828239,5.529172
z_gcs_1y_kilianfix,LP-LA,stoxx,8,3.205234,-1.215784,7.626252
z_gcs_1y_kilianfix,LP-LA,stoxx,9,2.600377,-2.716681,7.917436
z_gcs_1y_kilianfix,LP-LA,stoxx,10,2.065641,-3.776161,7.907443
z_gcs_1y_kilianfix,LP-LA,stoxx,11,2.360152,-3.485273,8.205576
z_gcs_1y_kilianfix,LP-LA,stoxx,12,3.828721,-1.912217,9.569658
z_gcs_1y_kilianfix,LP-LA,stoxx,13,5.767452,0.070538,11.464366
z_gcs_1y_kilianfix,LP-LA,stoxx,14,4.938544,-1.426168,11.303257
z_gcs_1y_kilianfix,LP-LA,stoxx,15,5.383091,-0.267057,11.033240
z_gcs_1y_kilianfix,LP-LA,stoxx,16,6.246603,1.061740,11.431467
z_gcs_1y_kilianfix,LP-LA,stoxx,17,6.025439,1.139496,10.911382
z_gcs_1y_kilianfix,LP-LA,stoxx,18,6.466101,1.570951,11.361252
z_gcs_1y_kilianfix,LP-LA,stoxx,19,5.630406,0.643253,10.617559
z_gcs_1y_kilianfix,LP-LA,stoxx,20,5.147240,-0.045443,10.339922
z_gcs_1y_kilianfix,LP-LA,stoxx,21,4.359109,-0.825559,9.543776
z_gcs_1y_kilianfix,LP-LA,stoxx,22,3.028119,-2.200094,8.256331
z_gcs_1y_kilianfix,LP-LA,stoxx,23,2.488133,-2.920595,7.896860
z_gcs_1y_kilianfix,LP-LA,stoxx,24,1.674401,-3.317777,6.666578
z_gcs_1y_kilianfix,LP-LA,stoxx,25,1.551920,-3.303661,6.407502
z_gcs_1y_kilianfix,LP-LA,stoxx,26,1.025543,-3.862272,5.913359
z_gcs_1y_kilianfix,LP-LA,stoxx,27,-0.970188,-5.749410,3.809035
z_gcs_1y_kilianfix,LP-LA,stoxx,28,-0.518343,-5.225470,4.188784
z_gcs_1y_kilianfix,LP-LA,stoxx,29,-1.802532,-6.779079,3.174015
z_gcs_1y_kilianfix,LP-LA,stoxx,30,-2.867762,-7.679614,1.944091
z_gcs_1y_kilianfix,LP-LA,stoxx,31,-2.829788,-7.681045,2.021470
z_gcs_1y_kilianfix,LP-LA,stoxx,32,-3.915339,-8.766066,0.935389
z_gcs_1y_kilianfix,LP-LA,stoxx,33,-2.810481,-7.472529,1.851566
z_gcs_1y_kilianfix,LP-LA,stoxx,34,-2.694323,-7.368484,1.979837
z_gcs_1y_kilianfix,LP-LA,stoxx,35,-2.431381,-7.109104,2.246342
z_gcs_1y_kilianfix,LP-LA,stoxx,36,-3.796387,-8.581504,0.988730
z_gcs_1y_kilianfix,LP-LA,stoxx,37,-4.499706,-9.397847,0.398436
z_gcs_1y_kilianfix,LP-LA,stoxx,38,-3.406331,-8.066530,1.253868
z_gcs_1y_kilianfix,LP-LA,stoxx,39,-4.737978,-9.440735,-0.035221
z_gcs_1y_kilianfix,LP-LA,stoxx,40,-4.023266,-8.578168,0.531636
z_gcs_1y_kilianfix,LP-LA,stoxx,41,-2.284457,-6.634214,2.065299
z_gcs_1y_kilianfix,LP-LA,stoxx,42,-1.300892,-5.508396,2.906613
z_gcs_1y_kilianfix,LP-LA,stoxx,43,0.101276,-3.497729,3.700282
z_gcs_1y_kilianfix,LP-LA,stoxx,44,0.238614,-3.187822,3.665050
z_gcs_1y_kilianfix,LP-LA,stoxx,45,0.275399,-3.285236,3.836034
z_gcs_1y_kilianfix,LP-LA,stoxx,46,1.334199,-2.205480,4.873877
z_gcs_1y_kilianfix,LP-LA,stoxx,47,0.499263,-2.890163,3.888689
z_gcs_1y_kilianfix,LP-LA,stoxx,48,-0.402963,-3.654727,2.848801
z_gcs_1y_kilianfix,LP-IV,i1y,0,0.250000,0.250000,0.250000
z_gcs_1y_kilianfix,LP-IV,i1y,1,0.237890,0.093254,0.382526
z_gcs_1y_kilianfix,LP-IV,i1y,2,0.108859,-0.161120,0.378838
z_gcs_1y_kilianfix,LP-IV,i1y,3,0.122896,-0.187696,0.433489
z_gcs_1y_kilianfix,LP-IV,i1y,4,0.179813,-0.186854,0.546480
z_gcs_1y_kilianfix,LP-IV,i1y,5,0.128787,-0.343164,0.600739
z_gcs_1y_kilianfix,LP-IV,i1y,6,0.039155,-0.494437,0.572746
z_gcs_1y_kilianfix,LP-IV,i1y,7,-0.097462,-0.726373,0.531449
z_gcs_1y_kilianfix,LP-IV,i1y,8,-0.053259,-0.792686,0.686167
z_gcs_1y_kilianfix,LP-IV,i1y,9,0.016883,-0.743827,0.777592
z_gcs_1y_kilianfix,LP-IV,i1y,10,0.044070,-0.730801,0.818940
z_gcs_1y_kilianfix,LP-IV,i1y,11,0.044484,-0.753418,0.842386
z_gcs_1y_kilianfix,LP-IV,i1y,12,0.021745,-0.754501,0.797991
z_gcs_1y_kilianfix,LP-IV,i1y,13,-0.024048,-0.817272,0.769175
z_gcs_1y_kilianfix,LP-IV,i1y,14,-0.049821,-0.893143,0.793502
z_gcs_1y_kilianfix,LP-IV,i1y,15,0.001911,-0.875396,0.879217
z_gcs_1y_kilianfix,LP-IV,i1y,16,0.098081,-0.743284,0.939445
z_gcs_1y_kilianfix,LP-IV,i1y,17,0.102976,-0.729896,0.935848
z_gcs_1y_kilianfix,LP-IV,i1y,18,0.210001,-0.583720,1.003722
z_gcs_1y_kilianfix,LP-IV,i1y,19,0.184562,-0.613557,0.982681
z_gcs_1y_kilianfix,LP-IV,i1y,20,0.175745,-0.637357,0.988847
z_gcs_1y_kilianfix,LP-IV,i1y,21,0.318531,-0.512951,1.150012
z_gcs_1y_kilianfix,LP-IV,i1y,22,0.406587,-0.440307,1.253482
z_gcs_1y_kilianfix,LP-IV,i1y,23,0.529709,-0.290865,1.350283
z_gcs_1y_kilianfix,LP-IV,i1y,24,0.739238,-0.055551,1.534028
z_gcs_1y_kilianfix,LP-IV,i1y,25,0.808480,0.088890,1.528070
z_gcs_1y_kilianfix,LP-IV,i1y,26,0.734733,0.079535,1.389932
z_gcs_1y_kilianfix,LP-IV,i1y,27,0.742731,0.127367,1.358095
z_gcs_1y_kilianfix,LP-IV,i1y,28,0.774143,0.190952,1.357335
z_gcs_1y_kilianfix,LP-IV,i1y,29,0.769812,0.156240,1.383385
z_gcs_1y_kilianfix,LP-IV,i1y,30,0.705870,0.066267,1.345473
z_gcs_1y_kilianfix,LP-IV,i1y,31,0.672563,0.046396,1.298730
z_gcs_1y_kilianfix,LP-IV,i1y,32,0.651788,-0.003203,1.306780
z_gcs_1y_kilianfix,LP-IV,i1y,33,0.692544,-0.000048,1.385137
z_gcs_1y_kilianfix,LP-IV,i1y,34,0.755506,0.046931,1.464081
z_gcs_1y_kilianfix,LP-IV,i1y,35,0.785701,0.023094,1.548307
z_gcs_1y_kilianfix,LP-IV,i1y,36,0.792069,-0.014935,1.599073
z_gcs_1y_kilianfix,LP-IV,i1y,37,0.810648,-0.017148,1.638444
z_gcs_1y_kilianfix,LP-IV,i1y,38,0.855486,0.024789,1.686183
z_gcs_1y_kilianfix,LP-IV,i1y,39,0.784026,-0.065895,1.633947
z_gcs_1y_kilianfix,LP-IV,i1y,40,0.595420,-0.190449,1.381288
z_gcs_1y_kilianfix,LP-IV,i1y,41,0.495608,-0.264705,1.255922
z_gcs_1y_kilianfix,LP-IV,i1y,42,0.355843,-0.375469,1.087155
z_gcs_1y_kilianfix,LP-IV,i1y,43,0.213440,-0.523178,0.950059
z_gcs_1y_kilianfix,LP-IV,i1y,44,0.226676,-0.529453,0.982805
z_gcs_1y_kilianfix,LP-IV,i1y,45,0.208817,-0.529434,0.947069
z_gcs_1y_kilianfix,LP-IV,i1y,46,0.193776,-0.602440,0.989993
z_gcs_1y_kilianfix,LP-IV,i1y,47,0.319460,-0.633529,1.272450
z_gcs_1y_kilianfix,LP-IV,i1y,48,0.448922,-0.643367,1.541210
z_gcs_1y_kilianfix,LP-IV,ip,0,-0.798438,-1.833144,0.236268
z_gcs_1y_kilianfix,LP-IV,ip,1,-0.533768,-2.329033,1.261497
z_gcs_1y_kilianfix,LP-IV,ip,2,-1.238921,-3.079695,0.601853
z_gcs_1y_kilianfix,LP-IV,ip,3,-2.138872,-4.426021,0.148278
z_gcs_1y_kilianfix,LP-IV,ip,4,-1.424899,-4.001164,1.151366
z_gcs_1y_kilianfix,LP-IV,ip,5,-0.969674,-3.703939,1.764592
z_gcs_1y_kilianfix,LP-IV,ip,6,-1.641547,-4.545658,1.262564
z_gcs_1y_kilianfix,LP-IV,ip,7,-2.546596,-5.875019,0.781827
z_gcs_1y_kilianfix,LP-IV,ip,8,-2.020392,-5.731436,1.690652
z_gcs_1y_kilianfix,LP-IV,ip,9,-2.166300,-5.868055,1.535454
z_gcs_1y_kilianfix,LP-IV,ip,10,-1.999963,-6.004116,2.004190
z_gcs_1y_kilianfix,LP-IV,ip,11,-1.084522,-4.578349,2.409305
z_gcs_1y_kilianfix,LP-IV,ip,12,-1.329195,-4.481193,1.822804
z_gcs_1y_kilianfix,LP-IV,ip,13,-1.006333,-4.338338,2.325672
z_gcs_1y_kilianfix,LP-IV,ip,14,0.845292,-2.097400,3.787984
z_gcs_1y_kilianfix,LP-IV,ip,15,0.750282,-2.579708,4.080272
z_gcs_1y_kilianfix,LP-IV,ip,16,2.046594,-1.483692,5.576879
z_gcs_1y_kilianfix,LP-IV,ip,17,3.278345,-0.210288,6.766977
z_gcs_1y_kilianfix,LP-IV,ip,18,2.892780,-0.193750,5.979309
z_gcs_1y_kilianfix,LP-IV,ip,19,2.442689,-0.511636,5.397013
z_gcs_1y_kilianfix,LP-IV,ip,20,2.460366,-0.586887,5.507620
z_gcs_1y_kilianfix,LP-IV,ip,21,1.871720,-0.965228,4.708669
z_gcs_1y_kilianfix,LP-IV,ip,22,1.591983,-1.625904,4.809870
z_gcs_1y_kilianfix,LP-IV,ip,23,3.974115,0.491129,7.457101
z_gcs_1y_kilianfix,LP-IV,ip,24,2.695826,-0.015493,5.407145
z_gcs_1y_kilianfix,LP-IV,ip,25,3.294507,-0.011077,6.600091
z_gcs_1y_kilianfix,LP-IV,ip,26,2.663919,-0.494820,5.822658
z_gcs_1y_kilianfix,LP-IV,ip,27,1.735069,-0.703891,4.174028
z_gcs_1y_kilianfix,LP-IV,ip,28,1.525614,-1.121830,4.173057
z_gcs_1y_kilianfix,LP-IV,ip,29,0.428884,-2.548031,3.405799
z_gcs_1y_kilianfix,LP-IV,ip,30,0.649557,-2.289789,3.588902
z_gcs_1y_kilianfix,LP-IV,ip,31,0.532814,-2.356512,3.422140
z_gcs_1y_kilianfix,LP-IV,ip,32,0.922184,-2.284718,4.129086
z_gcs_1y_kilianfix,LP-IV,ip,33,0.580799,-2.795585,3.957184
z_gcs_1y_kilianfix,LP-IV,ip,34,0.409208,-2.849262,3.667679
z_gcs_1y_kilianfix,LP-IV,ip,35,-0.246640,-3.322455,2.829175
z_gcs_1y_kilianfix,LP-IV,ip,36,-0.028461,-2.994546,2.937624
z_gcs_1y_kilianfix,LP-IV,ip,37,0.751651,-2.522383,4.025684
z_gcs_1y_kilianfix,LP-IV,ip,38,0.894332,-2.382372,4.171036
z_gcs_1y_kilianfix,LP-IV,ip,39,1.146574,-2.915127,5.208274
z_gcs_1y_kilianfix,LP-IV,ip,40,0.870845,-3.264015,5.005705
z_gcs_1y_kilianfix,LP-IV,ip,41,0.880389,-2.704629,4.465408
z_gcs_1y_kilianfix,LP-IV,ip,42,0.099846,-3.972713,4.172405
z_gcs_1y_kilianfix,LP-IV,ip,43,0.183788,-3.760428,4.128004
z_gcs_1y_kilianfix,LP-IV,ip,44,0.047917,-4.297054,4.392887
z_gcs_1y_kilianfix,LP-IV,ip,45,0.258394,-5.031290,5.548078
z_gcs_1y_kilianfix,LP-IV,ip,46,0.529807,-5.738395,6.798010
z_gcs_1y_kilianfix,LP-IV,ip,47,1.430572,-4.968158,7.829301
z_gcs_1y_kilianfix,LP-IV,ip,48,2.145577,-4.421518,8.712673
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,0,-0.102961,-0.319678,0.113755
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,1,-0.112869,-0.498399,0.272660
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,2,-0.151811,-0.652585,0.348962
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,3,-0.310399,-0.873214,0.252417
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,4,-0.581973,-1.287716,0.123770
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,5,-0.566551,-1.317070,0.183969
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,6,-0.386298,-1.200128,0.427533
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,7,-0.585577,-1.430520,0.259366
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,8,-0.614764,-1.472565,0.243037
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,9,-0.569289,-1.462675,0.324097
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,10,-0.472000,-1.323553,0.379553
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,11,-0.469170,-1.243557,0.305217
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,12,-0.220892,-0.900326,0.458543
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,13,-0.268482,-1.007062,0.470098
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,14,-0.300934,-1.027596,0.425729
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,15,-0.220793,-0.954683,0.513097
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,16,-0.032675,-0.739507,0.674156
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,17,0.206858,-0.392775,0.806490
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,18,0.408107,-0.226366,1.042580
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,19,0.626865,-0.043932,1.297662
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,20,0.728715,0.026491,1.430939
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,21,0.668626,-0.116259,1.453511
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,22,0.610909,-0.176539,1.398358
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,23,0.854159,0.132547,1.575771
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,24,0.679633,0.009854,1.349412
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,25,0.504044,-0.074286,1.082374
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,26,0.596446,0.147380,1.045512
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,27,0.661019,0.157899,1.164139
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,28,0.689857,0.181972,1.197742
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,29,0.545269,0.074765,1.015773
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,30,0.285473,-0.133297,0.704244
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,31,0.079516,-0.350736,0.509768
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,32,0.149386,-0.366997,0.665770
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,33,0.274212,-0.270125,0.818549
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,34,0.227173,-0.302905,0.757252
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,35,0.095811,-0.387844,0.579467
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,36,-0.020704,-0.423639,0.382230
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,37,-0.014487,-0.421102,0.392128
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,38,-0.045629,-0.484325,0.393066
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,39,0.065799,-0.281646,0.413244
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,40,0.239171,-0.187120,0.665463
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,41,0.331343,-0.158804,0.821489
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,42,0.357985,-0.099961,0.815931
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,43,0.648367,0.136337,1.160396
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,44,0.783982,0.246602,1.321363
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,45,0.412586,-0.154269,0.979440
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,46,0.242184,-0.475253,0.959620
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,47,0.252695,-0.574778,1.080167
z_gcs_1y_kilianfix,LP-IV,hicp_yoy,48,0.418519,-0.474298,1.311336
z_gcs_1y_kilianfix,LP-IV,stoxx,0,3.645011,-2.932355,10.222376
z_gcs_1y_kilianfix,LP-IV,stoxx,1,4.262837,-5.083973,13.609647
z_gcs_1y_kilianfix,LP-IV,stoxx,2,0.549001,-9.624894,10.722895
z_gcs_1y_kilianfix,LP-IV,stoxx,3,8.637071,-6.235735,23.509878
z_gcs_1y_kilianfix,LP-IV,stoxx,4,10.950810,-6.012119,27.913738
z_gcs_1y_kilianfix,LP-IV,stoxx,5,0.374335,-15.577820,16.326490
z_gcs_1y_kilianfix,LP-IV,stoxx,6,-5.408788,-21.547936,10.730361
z_gcs_1y_kilianfix,LP-IV,stoxx,7,-3.985269,-18.394473,10.423936
z_gcs_1y_kilianfix,LP-IV,stoxx,8,2.608303,-12.539693,17.756300
z_gcs_1y_kilianfix,LP-IV,stoxx,9,3.137869,-13.191462,19.467199
z_gcs_1y_kilianfix,LP-IV,stoxx,10,2.714858,-13.553735,18.983452
z_gcs_1y_kilianfix,LP-IV,stoxx,11,7.228344,-11.311974,25.768662
