scale_estimator,equation,block,block_held_at_1,h,lambda_h,tau_mean,tau_median,p_tau_gt1
pooled,mps,i1y,0,36,0.452284,0.01905,0.01748,0.0000
pooled,mps,i1y,0,37,0.442336,0.01945,0.01819,0.0000
pooled,mps,i1y,0,38,0.435726,0.01988,0.01786,0.0000
pooled,mps,i1y,0,39,0.445805,0.02008,0.01756,0.0000
pooled,mps,i1y,0,40,0.442494,0.02053,0.01693,0.0000
pooled,mps,i1y,0,41,0.423832,0.02100,0.01769,0.0000
pooled,mps,i1y,0,42,0.400616,0.02133,0.01880,0.0000
pooled,mps,i1y,0,43,0.39024,0.02241,0.01866,0.0000
pooled,mps,i1y,0,44,0.382201,0.02372,0.01886,0.0000
pooled,mps,i1y,0,45,0.366187,0.02491,0.01909,0.0000
pooled,mps,i1y,0,46,0.334726,0.02678,0.01862,0.0000
pooled,mps,i1y,0,47,0.298015,0.02764,0.01928,0.0000
pooled,mps,i1y,0,48,0.291808,0.02879,0.01954,0.0000
pooled,mps,ip,0,1,0.0084568,0.15224,0.08725,0.0000
pooled,mps,ip,0,2,0.0244432,0.14002,0.08427,0.0000
pooled,mps,ip,0,3,0.0370386,0.12393,0.07925,0.0000
pooled,mps,ip,0,4,0.0438451,0.11375,0.07550,0.0000
pooled,mps,ip,0,5,0.0474677,0.10666,0.07130,0.0000
pooled,mps,ip,0,6,0.0540061,0.10141,0.06917,0.0000
pooled,mps,ip,0,7,0.0583155,0.09627,0.06716,0.0000
pooled,mps,ip,0,8,0.0682113,0.09132,0.06686,0.0000
pooled,mps,ip,0,9,0.0830743,0.08947,0.06411,0.0000
pooled,mps,ip,0,10,0.0908248,0.08525,0.06102,0.0000
pooled,mps,ip,0,11,0.100372,0.08611,0.06122,0.0000
pooled,mps,ip,0,12,0.105848,0.08622,0.05995,0.0020
pooled,mps,ip,0,13,0.077748,0.07912,0.06069,0.0000
pooled,mps,ip,0,14,0.0769064,0.07205,0.05908,0.0000
pooled,mps,ip,0,15,0.088325,0.06772,0.05860,0.0000
pooled,mps,ip,0,16,0.109167,0.06364,0.05618,0.0000
pooled,mps,ip,0,17,0.149182,0.05911,0.05147,0.0000
pooled,mps,ip,0,18,0.18695,0.05622,0.04921,0.0000
pooled,mps,ip,0,19,0.220328,0.05465,0.04904,0.0000
pooled,mps,ip,0,20,0.281343,0.05437,0.04851,0.0000
pooled,mps,ip,0,21,0.341132,0.05561,0.04964,0.0000
pooled,mps,ip,0,22,0.364882,0.05529,0.04989,0.0000
pooled,mps,ip,0,23,0.381136,0.05612,0.04944,0.0000
pooled,mps,ip,0,24,0.398061,0.05644,0.04829,0.0000
pooled,mps,ip,0,25,0.366267,0.05523,0.04656,0.0000
pooled,mps,ip,0,26,0.386535,0.05422,0.04735,0.0000
pooled,mps,ip,0,27,0.402315,0.05269,0.04749,0.0000
pooled,mps,ip,0,28,0.41433,0.05125,0.04705,0.0000
pooled,mps,ip,0,29,0.425385,0.05106,0.04753,0.0000
pooled,mps,ip,0,30,0.436437,0.05133,0.04757,0.0000
pooled,mps,ip,0,31,0.435744,0.05265,0.04842,0.0000
pooled,mps,ip,0,32,0.474666,0.05283,0.04807,0.0000
pooled,mps,ip,0,33,0.49041,0.05157,0.04825,0.0000
pooled,mps,ip,0,34,0.475684,0.05000,0.04653,0.0000
pooled,mps,ip,0,35,0.449463,0.04708,0.04288,0.0000
pooled,mps,ip,0,36,0.452284,0.04460,0.04047,0.0000
pooled,mps,ip,0,37,0.442336,0.04240,0.03808,0.0000
pooled,mps,ip,0,38,0.435726,0.04037,0.03576,0.0000
pooled,mps,ip,0,39,0.445805,0.04031,0.03381,0.0000
pooled,mps,ip,0,40,0.442494,0.04047,0.03334,0.0000
pooled,mps,ip,0,41,0.423832,0.04167,0.03272,0.0000
pooled,mps,ip,0,42,0.400616,0.04250,0.03321,0.0000
pooled,mps,ip,0,43,0.39024,0.04292,0.03281,0.0000
pooled,mps,ip,0,44,0.382201,0.04234,0.03096,0.0000
pooled,mps,ip,0,45,0.366187,0.04155,0.02959,0.0000
pooled,mps,ip,0,46,0.334726,0.04155,0.02940,0.0000
pooled,mps,ip,0,47,0.298015,0.04179,0.02984,0.0000
pooled,mps,ip,0,48,0.291808,0.04386,0.03045,0.0000
pooled,mps,hicp,0,1,0.0084568,0.07039,0.05490,0.0000
pooled,mps,hicp,0,2,0.0244432,0.06482,0.05033,0.0000
pooled,mps,hicp,0,3,0.0370386,0.06036,0.04902,0.0000
pooled,mps,hicp,0,4,0.0438451,0.05946,0.04765,0.0000
pooled,mps,hicp,0,5,0.0474677,0.05809,0.04578,0.0000
pooled,mps,hicp,0,6,0.0540061,0.05749,0.04395,0.0000
pooled,mps,hicp,0,7,0.0583155,0.05568,0.04345,0.0000
pooled,mps,hicp,0,8,0.0682113,0.05361,0.04263,0.0000
pooled,mps,hicp,0,9,0.0830743,0.05046,0.04116,0.0000
pooled,mps,hicp,0,10,0.0908248,0.04791,0.04019,0.0000
pooled,mps,hicp,0,11,0.100372,0.04576,0.03955,0.0000
pooled,mps,hicp,0,12,0.105848,0.04460,0.03887,0.0000
pooled,mps,hicp,0,13,0.077748,0.04401,0.03870,0.0000
pooled,mps,hicp,0,14,0.0769064,0.04292,0.03673,0.0000
pooled,mps,hicp,0,15,0.088325,0.04059,0.03412,0.0000
pooled,mps,hicp,0,16,0.109167,0.03853,0.03260,0.0000
pooled,mps,hicp,0,17,0.149182,0.03689,0.03111,0.0000
pooled,mps,hicp,0,18,0.18695,0.03564,0.03029,0.0000
pooled,mps,hicp,0,19,0.220328,0.03508,0.02863,0.0000
pooled,mps,hicp,0,20,0.281343,0.03445,0.02773,0.0000
pooled,mps,hicp,0,21,0.341132,0.03347,0.02729,0.0000
pooled,mps,hicp,0,22,0.364882,0.03266,0.02616,0.0000
pooled,mps,hicp,0,23,0.381136,0.03118,0.02502,0.0000
pooled,mps,hicp,0,24,0.398061,0.03137,0.02480,0.0000
pooled,mps,hicp,0,25,0.366267,0.03133,0.02452,0.0000
pooled,mps,hicp,0,26,0.386535,0.03039,0.02515,0.0000
pooled,mps,hicp,0,27,0.402315,0.02924,0.02480,0.0000
pooled,mps,hicp,0,28,0.41433,0.02762,0.02339,0.0000
pooled,mps,hicp,0,29,0.425385,0.02688,0.02320,0.0000
pooled,mps,hicp,0,30,0.436437,0.02556,0.02289,0.0000
pooled,mps,hicp,0,31,0.435744,0.02506,0.02214,0.0000
pooled,mps,hicp,0,32,0.474666,0.02465,0.02139,0.0000
pooled,mps,hicp,0,33,0.49041,0.02472,0.02134,0.0000
pooled,mps,hicp,0,34,0.475684,0.02417,0.02053,0.0000
pooled,mps,hicp,0,35,0.449463,0.02366,0.01980,0.0000
pooled,mps,hicp,0,36,0.452284,0.02315,0.01958,0.0000
pooled,mps,hicp,0,37,0.442336,0.02285,0.01916,0.0000
pooled,mps,hicp,0,38,0.435726,0.02276,0.01878,0.0000
pooled,mps,hicp,0,39,0.445805,0.02237,0.01892,0.0000
pooled,mps,hicp,0,40,0.442494,0.02307,0.01922,0.0000
pooled,mps,hicp,0,41,0.423832,0.02392,0.01970,0.0000
pooled,mps,hicp,0,42,0.400616,0.02549,0.02088,0.0000
pooled,mps,hicp,0,43,0.39024,0.02599,0.02119,0.0000
pooled,mps,hicp,0,44,0.382201,0.02625,0.02174,0.0000
pooled,mps,hicp,0,45,0.366187,0.02673,0.02285,0.0000
pooled,mps,hicp,0,46,0.334726,0.02698,0.02397,0.0000
pooled,mps,hicp,0,47,0.298015,0.02734,0.02415,0.0000
pooled,mps,hicp,0,48,0.291808,0.02795,0.02393,0.0000
pooled,mps,stoxx,0,1,0.0084568,0.13807,0.09690,0.0000
pooled,mps,stoxx,0,2,0.0244432,0.12280,0.08468,0.0000
pooled,mps,stoxx,0,3,0.0370386,0.11455,0.07733,0.0000
pooled,mps,stoxx,0,4,0.0438451,0.10154,0.07120,0.0000
pooled,mps,stoxx,0,5,0.0474677,0.09117,0.06590,0.0000
pooled,mps,stoxx,0,6,0.0540061,0.08480,0.05960,0.0000
pooled,mps,stoxx,0,7,0.0583155,0.07862,0.05538,0.0000
pooled,mps,stoxx,0,8,0.0682113,0.07768,0.05302,0.0000
pooled,mps,stoxx,0,9,0.0830743,0.07906,0.04907,0.0000
pooled,mps,stoxx,0,10,0.0908248,0.07933,0.04917,0.0000
pooled,mps,stoxx,0,11,0.100372,0.07592,0.04740,0.0000
pooled,mps,stoxx,0,12,0.105848,0.07347,0.04528,0.0000
pooled,mps,stoxx,0,13,0.077748,0.07290,0.04259,0.0000
pooled,mps,stoxx,0,14,0.0769064,0.07194,0.04192,0.0000
pooled,mps,stoxx,0,15,0.088325,0.06831,0.04174,0.0000
pooled,mps,stoxx,0,16,0.109167,0.06514,0.04284,0.0000
pooled,mps,stoxx,0,17,0.149182,0.06230,0.04102,0.0000
pooled,mps,stoxx,0,18,0.18695,0.05929,0.04050,0.0000
pooled,mps,stoxx,0,19,0.220328,0.05551,0.03999,0.0000
pooled,mps,stoxx,0,20,0.281343,0.05291,0.03816,0.0000
pooled,mps,stoxx,0,21,0.341132,0.05068,0.03870,0.0000
pooled,mps,stoxx,0,22,0.364882,0.05049,0.04016,0.0000
pooled,mps,stoxx,0,23,0.381136,0.04886,0.04082,0.0000
pooled,mps,stoxx,0,24,0.398061,0.05001,0.04209,0.0000
pooled,mps,stoxx,0,25,0.366267,0.05075,0.04422,0.0000
pooled,mps,stoxx,0,26,0.386535,0.04956,0.04125,0.0000
pooled,mps,stoxx,0,27,0.402315,0.04994,0.03850,0.0000
pooled,mps,stoxx,0,28,0.41433,0.04906,0.03813,0.0000
pooled,mps,stoxx,0,29,0.425385,0.04785,0.03772,0.0000
pooled,mps,stoxx,0,30,0.436437,0.04755,0.03747,0.0000
pooled,mps,stoxx,0,31,0.435744,0.04699,0.03709,0.0000
pooled,mps,stoxx,0,32,0.474666,0.04653,0.03592,0.0000
pooled,mps,stoxx,0,33,0.49041,0.04741,0.03741,0.0000
pooled,mps,stoxx,0,34,0.475684,0.04745,0.03880,0.0000
pooled,mps,stoxx,0,35,0.449463,0.04805,0.03818,0.0000
pooled,mps,stoxx,0,36,0.452284,0.04698,0.03611,0.0000
pooled,mps,stoxx,0,37,0.442336,0.04686,0.03607,0.0000
pooled,mps,stoxx,0,38,0.435726,0.04560,0.03550,0.0000
pooled,mps,stoxx,0,39,0.445805,0.04488,0.03825,0.0000
pooled,mps,stoxx,0,40,0.442494,0.04511,0.04103,0.0000
pooled,mps,stoxx,0,41,0.423832,0.04558,0.04314,0.0000
pooled,mps,stoxx,0,42,0.400616,0.04641,0.04358,0.0000
pooled,mps,stoxx,0,43,0.39024,0.04922,0.04530,0.0000
pooled,mps,stoxx,0,44,0.382201,0.05153,0.04822,0.0000
pooled,mps,stoxx,0,45,0.366187,0.05339,0.04802,0.0000
pooled,mps,stoxx,0,46,0.334726,0.05598,0.05217,0.0000
pooled,mps,stoxx,0,47,0.298015,0.05646,0.05114,0.0000
pooled,mps,stoxx,0,48,0.291808,0.05731,0.05029,0.0000
pooled,i1y,mps,1,1,0.0084568,1.00000,1.00000,0.0000
pooled,i1y,mps,1,2,0.0244432,1.00000,1.00000,0.0000
pooled,i1y,mps,1,3,0.0370386,1.00000,1.00000,0.0000
pooled,i1y,mps,1,4,0.0438451,1.00000,1.00000,0.0000
pooled,i1y,mps,1,5,0.0474677,1.00000,1.00000,0.0000
pooled,i1y,mps,1,6,0.0540061,1.00000,1.00000,0.0000
pooled,i1y,mps,1,7,0.0583155,1.00000,1.00000,0.0000
pooled,i1y,mps,1,8,0.0682113,1.00000,1.00000,0.0000
pooled,i1y,mps,1,9,0.0830743,1.00000,1.00000,0.0000
pooled,i1y,mps,1,10,0.0908248,1.00000,1.00000,0.0000
pooled,i1y,mps,1,11,0.100372,1.00000,1.00000,0.0000
pooled,i1y,mps,1,12,0.105848,1.00000,1.00000,0.0000
pooled,i1y,mps,1,13,0.077748,1.00000,1.00000,0.0000
pooled,i1y,mps,1,14,0.0769064,1.00000,1.00000,0.0000
pooled,i1y,mps,1,15,0.088325,1.00000,1.00000,0.0000
pooled,i1y,mps,1,16,0.109167,1.00000,1.00000,0.0000
pooled,i1y,mps,1,17,0.149182,1.00000,1.00000,0.0000
pooled,i1y,mps,1,18,0.18695,1.00000,1.00000,0.0000
pooled,i1y,mps,1,19,0.220328,1.00000,1.00000,0.0000
pooled,i1y,mps,1,20,0.281343,1.00000,1.00000,0.0000
pooled,i1y,mps,1,21,0.341132,1.00000,1.00000,0.0000
pooled,i1y,mps,1,22,0.364882,1.00000,1.00000,0.0000
pooled,i1y,mps,1,23,0.381136,1.00000,1.00000,0.0000
pooled,i1y,mps,1,24,0.398061,1.00000,1.00000,0.0000
pooled,i1y,mps,1,25,0.366267,1.00000,1.00000,0.0000
pooled,i1y,mps,1,26,0.386535,1.00000,1.00000,0.0000
pooled,i1y,mps,1,27,0.402315,1.00000,1.00000,0.0000
pooled,i1y,mps,1,28,0.41433,1.00000,1.00000,0.0000
pooled,i1y,mps,1,29,0.425385,1.00000,1.00000,0.0000
pooled,i1y,mps,1,30,0.436437,1.00000,1.00000,0.0000
pooled,i1y,mps,1,31,0.435744,1.00000,1.00000,0.0000
pooled,i1y,mps,1,32,0.474666,1.00000,1.00000,0.0000
pooled,i1y,mps,1,33,0.49041,1.00000,1.00000,0.0000
pooled,i1y,mps,1,34,0.475684,1.00000,1.00000,0.0000
pooled,i1y,mps,1,35,0.449463,1.00000,1.00000,0.0000
pooled,i1y,mps,1,36,0.452284,1.00000,1.00000,0.0000
pooled,i1y,mps,1,37,0.442336,1.00000,1.00000,0.0000
pooled,i1y,mps,1,38,0.435726,1.00000,1.00000,0.0000
pooled,i1y,mps,1,39,0.445805,1.00000,1.00000,0.0000
pooled,i1y,mps,1,40,0.442494,1.00000,1.00000,0.0000
pooled,i1y,mps,1,41,0.423832,1.00000,1.00000,0.0000
pooled,i1y,mps,1,42,0.400616,1.00000,1.00000,0.0000
pooled,i1y,mps,1,43,0.39024,1.00000,1.00000,0.0000
pooled,i1y,mps,1,44,0.382201,1.00000,1.00000,0.0000
pooled,i1y,mps,1,45,0.366187,1.00000,1.00000,0.0000
pooled,i1y,mps,1,46,0.334726,1.00000,1.00000,0.0000
pooled,i1y,mps,1,47,0.298015,1.00000,1.00000,0.0000
pooled,i1y,mps,1,48,0.291808,1.00000,1.00000,0.0000
pooled,i1y,i1y,0,1,0.0084568,2.68438,2.63705,0.9827
pooled,i1y,i1y,0,2,0.0244432,2.82598,2.79670,0.9920
pooled,i1y,i1y,0,3,0.0370386,3.10078,3.07079,0.9993
pooled,i1y,i1y,0,4,0.0438451,3.48615,3.43350,1.0000
pooled,i1y,i1y,0,5,0.0474677,3.94499,3.87910,1.0000
pooled,i1y,i1y,0,6,0.0540061,4.44313,4.36672,1.0000
pooled,i1y,i1y,0,7,0.0583155,4.92575,4.77665,1.0000
pooled,i1y,i1y,0,8,0.0682113,5.28438,5.15117,1.0000
pooled,i1y,i1y,0,9,0.0830743,5.45317,5.25113,1.0000
pooled,i1y,i1y,0,10,0.0908248,5.57917,5.45799,1.0000
pooled,i1y,i1y,0,11,0.100372,5.62401,5.54304,1.0000
pooled,i1y,i1y,0,12,0.105848,5.56676,5.56226,1.0000
pooled,i1y,i1y,0,13,0.077748,5.52104,5.40146,1.0000
pooled,i1y,i1y,0,14,0.0769064,5.38187,5.24131,1.0000
pooled,i1y,i1y,0,15,0.088325,5.19665,5.04136,1.0000
pooled,i1y,i1y,0,16,0.109167,4.99420,4.86862,1.0000
pooled,i1y,i1y,0,17,0.149182,4.83663,4.73582,1.0000
pooled,i1y,i1y,0,18,0.18695,4.62075,4.52969,1.0000
pooled,i1y,i1y,0,19,0.220328,4.43399,4.37040,1.0000
pooled,i1y,i1y,0,20,0.281343,4.17865,4.10916,1.0000
pooled,i1y,i1y,0,21,0.341132,3.97930,3.90417,1.0000
pooled,i1y,i1y,0,22,0.364882,3.88928,3.79439,1.0000
pooled,i1y,i1y,0,23,0.381136,3.80752,3.70605,1.0000
pooled,i1y,i1y,0,24,0.398061,3.72931,3.66210,1.0000
pooled,i1y,i1y,0,25,0.366267,3.61941,3.54063,1.0000
pooled,i1y,i1y,0,26,0.386535,3.43358,3.39708,1.0000
pooled,i1y,i1y,0,27,0.402315,3.19646,3.14623,1.0000
pooled,i1y,i1y,0,28,0.41433,2.94837,2.90195,1.0000
pooled,i1y,i1y,0,29,0.425385,2.69827,2.65126,1.0000
pooled,i1y,i1y,0,30,0.436437,2.48986,2.42302,1.0000
pooled,i1y,i1y,0,31,0.435744,2.32172,2.28961,1.0000
pooled,i1y,i1y,0,32,0.474666,2.16527,2.12879,1.0000
pooled,i1y,i1y,0,33,0.49041,2.04200,2.00804,1.0000
pooled,i1y,i1y,0,34,0.475684,1.95479,1.92746,0.9987
pooled,i1y,i1y,0,35,0.449463,1.91353,1.89064,0.9987
pooled,i1y,i1y,0,36,0.452284,1.87077,1.83652,0.9940
pooled,i1y,i1y,0,37,0.442336,1.87651,1.83874,0.9973
pooled,i1y,i1y,0,38,0.435726,1.89885,1.86416,0.9980
pooled,i1y,i1y,0,39,0.445805,1.90463,1.85619,0.9980
pooled,i1y,i1y,0,40,0.442494,1.92430,1.86662,0.9993
pooled,i1y,i1y,0,41,0.423832,1.92486,1.87663,1.0000
pooled,i1y,i1y,0,42,0.400616,1.94800,1.90690,0.9947
pooled,i1y,i1y,0,43,0.39024,1.97439,1.94147,0.9980
pooled,i1y,i1y,0,44,0.382201,2.02611,1.98087,0.9960
pooled,i1y,i1y,0,45,0.366187,2.10049,2.04134,0.9993
pooled,i1y,i1y,0,46,0.334726,2.23369,2.13383,1.0000
pooled,i1y,i1y,0,47,0.298015,2.33243,2.22337,0.9980
pooled,i1y,i1y,0,48,0.291808,2.39678,2.30011,0.9940
pooled,i1y,ip,0,1,0.0084568,1.54103,1.49853,0.8780
pooled,i1y,ip,0,2,0.0244432,1.56329,1.51306,0.9153
pooled,i1y,ip,0,3,0.0370386,1.62829,1.58395,0.9413
pooled,i1y,ip,0,4,0.0438451,1.73810,1.70738,0.9673
pooled,i1y,ip,0,5,0.0474677,1.89351,1.87679,0.9813
pooled,i1y,ip,0,6,0.0540061,2.09167,2.05648,0.9980
pooled,i1y,ip,0,7,0.0583155,2.31489,2.27495,0.9993
pooled,i1y,ip,0,8,0.0682113,2.54509,2.49504,1.0000
pooled,i1y,ip,0,9,0.0830743,2.78408,2.72159,1.0000
pooled,i1y,ip,0,10,0.0908248,3.05930,2.99947,1.0000
pooled,i1y,ip,0,11,0.100372,3.28960,3.22831,1.0000
pooled,i1y,ip,0,12,0.105848,3.57559,3.54246,1.0000
pooled,i1y,ip,0,13,0.077748,3.85979,3.82291,1.0000
pooled,i1y,ip,0,14,0.0769064,4.13136,4.07480,1.0000
pooled,i1y,ip,0,15,0.088325,4.29111,4.24229,1.0000
pooled,i1y,ip,0,16,0.109167,4.40466,4.33702,1.0000
pooled,i1y,ip,0,17,0.149182,4.49182,4.42203,1.0000
pooled,i1y,ip,0,18,0.18695,4.53352,4.47232,1.0000
pooled,i1y,ip,0,19,0.220328,4.57535,4.50388,1.0000
pooled,i1y,ip,0,20,0.281343,4.59177,4.52022,1.0000
pooled,i1y,ip,0,21,0.341132,4.57529,4.55146,1.0000
pooled,i1y,ip,0,22,0.364882,4.68501,4.65792,1.0000
pooled,i1y,ip,0,23,0.381136,4.79210,4.72407,1.0000
pooled,i1y,ip,0,24,0.398061,4.87541,4.81416,1.0000
pooled,i1y,ip,0,25,0.366267,4.98929,4.93774,1.0000
pooled,i1y,ip,0,26,0.386535,4.95009,4.89009,1.0000
pooled,i1y,ip,0,27,0.402315,4.80949,4.72668,1.0000
pooled,i1y,ip,0,28,0.41433,4.58818,4.54850,1.0000
pooled,i1y,ip,0,29,0.425385,4.35181,4.29152,1.0000
pooled,i1y,ip,0,30,0.436437,4.09043,4.02717,1.0000
pooled,i1y,ip,0,31,0.435744,3.81016,3.75474,1.0000
pooled,i1y,ip,0,32,0.474666,3.55094,3.49930,1.0000
pooled,i1y,ip,0,33,0.49041,3.30262,3.27038,1.0000
pooled,i1y,ip,0,34,0.475684,3.09407,3.06740,1.0000
pooled,i1y,ip,0,35,0.449463,2.89524,2.85217,1.0000
pooled,i1y,ip,0,36,0.452284,2.70885,2.67853,1.0000
pooled,i1y,ip,0,37,0.442336,2.55916,2.54525,1.0000
pooled,i1y,ip,0,38,0.435726,2.45526,2.43118,1.0000
pooled,i1y,ip,0,39,0.445805,2.37603,2.34922,1.0000
pooled,i1y,ip,0,40,0.442494,2.32908,2.29582,1.0000
pooled,i1y,ip,0,41,0.423832,2.31786,2.29795,1.0000
pooled,i1y,ip,0,42,0.400616,2.35736,2.31698,1.0000
pooled,i1y,ip,0,43,0.39024,2.38722,2.35229,1.0000
pooled,i1y,ip,0,44,0.382201,2.45454,2.41774,1.0000
pooled,i1y,ip,0,45,0.366187,2.55168,2.52116,1.0000
pooled,i1y,ip,0,46,0.334726,2.66540,2.62654,1.0000
pooled,i1y,ip,0,47,0.298015,2.74280,2.67779,1.0000
pooled,i1y,ip,0,48,0.291808,2.79239,2.71782,1.0000
pooled,i1y,hicp,0,1,0.0084568,0.69897,0.66996,0.1207
pooled,i1y,hicp,0,2,0.0244432,0.69752,0.67042,0.1147
pooled,i1y,hicp,0,3,0.0370386,0.70816,0.69533,0.1107
pooled,i1y,hicp,0,4,0.0438451,0.74121,0.72458,0.1253
pooled,i1y,hicp,0,5,0.0474677,0.79092,0.78709,0.1633
pooled,i1y,hicp,0,6,0.0540061,0.85698,0.84478,0.2540
pooled,i1y,hicp,0,7,0.0583155,0.92323,0.91437,0.3480
pooled,i1y,hicp,0,8,0.0682113,0.99370,0.97828,0.4607
pooled,i1y,hicp,0,9,0.0830743,1.07970,1.06261,0.6073
pooled,i1y,hicp,0,10,0.0908248,1.14486,1.12371,0.7120
pooled,i1y,hicp,0,11,0.100372,1.21736,1.19458,0.7967
pooled,i1y,hicp,0,12,0.105848,1.29019,1.27083,0.8467
pooled,i1y,hicp,0,13,0.077748,1.38080,1.35044,0.9127
pooled,i1y,hicp,0,14,0.0769064,1.40927,1.35997,0.9313
pooled,i1y,hicp,0,15,0.088325,1.36792,1.32405,0.9120
pooled,i1y,hicp,0,16,0.109167,1.27101,1.23719,0.8567
pooled,i1y,hicp,0,17,0.149182,1.14755,1.13103,0.7267
pooled,i1y,hicp,0,18,0.18695,1.02771,1.00627,0.5133
pooled,i1y,hicp,0,19,0.220328,0.92764,0.91136,0.3240
pooled,i1y,hicp,0,20,0.281343,0.84155,0.82602,0.1780
pooled,i1y,hicp,0,21,0.341132,0.76397,0.74515,0.0807
pooled,i1y,hicp,0,22,0.364882,0.71592,0.70561,0.0460
pooled,i1y,hicp,0,23,0.381136,0.69080,0.67538,0.0287
pooled,i1y,hicp,0,24,0.398061,0.68172,0.66413,0.0300
pooled,i1y,hicp,0,25,0.366267,0.67639,0.66179,0.0293
pooled,i1y,hicp,0,26,0.386535,0.66702,0.65180,0.0200
pooled,i1y,hicp,0,27,0.402315,0.65179,0.63121,0.0240
pooled,i1y,hicp,0,28,0.41433,0.63278,0.62045,0.0127
pooled,i1y,hicp,0,29,0.425385,0.61598,0.60233,0.0113
pooled,i1y,hicp,0,30,0.436437,0.59909,0.58105,0.0080
pooled,i1y,hicp,0,31,0.435744,0.58606,0.57271,0.0033
pooled,i1y,hicp,0,32,0.474666,0.57582,0.56210,0.0067
pooled,i1y,hicp,0,33,0.49041,0.56462,0.55493,0.0027
pooled,i1y,hicp,0,34,0.475684,0.55584,0.54557,0.0027
pooled,i1y,hicp,0,35,0.449463,0.54946,0.54267,0.0020
pooled,i1y,hicp,0,36,0.452284,0.54686,0.54080,0.0013
pooled,i1y,hicp,0,37,0.442336,0.55524,0.54766,0.0020
pooled,i1y,hicp,0,38,0.435726,0.55735,0.54722,0.0020
pooled,i1y,hicp,0,39,0.445805,0.56077,0.54393,0.0020
pooled,i1y,hicp,0,40,0.442494,0.57195,0.55948,0.0033
pooled,i1y,hicp,0,41,0.423832,0.58155,0.56787,0.0027
pooled,i1y,hicp,0,42,0.400616,0.60214,0.58596,0.0120
pooled,i1y,hicp,0,43,0.39024,0.62336,0.60865,0.0100
pooled,i1y,hicp,0,44,0.382201,0.64700,0.63232,0.0173
pooled,i1y,hicp,0,45,0.366187,0.67198,0.65854,0.0313
pooled,i1y,hicp,0,46,0.334726,0.70153,0.68419,0.0560
pooled,i1y,hicp,0,47,0.298015,0.72268,0.70576,0.1000
pooled,i1y,hicp,0,48,0.291808,0.73803,0.70884,0.1327
pooled,i1y,stoxx,0,1,0.0084568,1.85200,1.79029,0.9653
pooled,i1y,stoxx,0,2,0.0244432,1.92882,1.86389,0.9900
pooled,i1y,stoxx,0,3,0.0370386,2.06244,2.00673,0.9967
pooled,i1y,stoxx,0,4,0.0438451,2.24420,2.21030,1.0000
pooled,i1y,stoxx,0,5,0.0474677,2.44017,2.39288,1.0000
pooled,i1y,stoxx,0,6,0.0540061,2.60138,2.56168,1.0000
pooled,i1y,stoxx,0,7,0.0583155,2.79325,2.73679,1.0000
pooled,i1y,stoxx,0,8,0.0682113,2.89421,2.83739,1.0000
pooled,i1y,stoxx,0,9,0.0830743,3.03118,2.94712,1.0000
pooled,i1y,stoxx,0,10,0.0908248,3.15439,3.03834,1.0000
pooled,i1y,stoxx,0,11,0.100372,3.26274,3.16809,1.0000
pooled,i1y,stoxx,0,12,0.105848,3.32835,3.28364,1.0000
pooled,i1y,stoxx,0,13,0.077748,3.37090,3.28403,1.0000
pooled,i1y,stoxx,0,14,0.0769064,3.31720,3.23433,1.0000
pooled,i1y,stoxx,0,15,0.088325,3.15966,3.09683,1.0000
pooled,i1y,stoxx,0,16,0.109167,2.91596,2.84042,1.0000
pooled,i1y,stoxx,0,17,0.149182,2.62532,2.59774,1.0000
pooled,i1y,stoxx,0,18,0.18695,2.35624,2.33093,1.0000
pooled,i1y,stoxx,0,19,0.220328,2.10455,2.08089,1.0000
pooled,i1y,stoxx,0,20,0.281343,1.87088,1.85238,0.9993
pooled,i1y,stoxx,0,21,0.341132,1.72650,1.70809,0.9967
pooled,i1y,stoxx,0,22,0.364882,1.62786,1.61263,0.9920
pooled,i1y,stoxx,0,23,0.381136,1.57578,1.55372,0.9900
pooled,i1y,stoxx,0,24,0.398061,1.55646,1.53356,0.9900
pooled,i1y,stoxx,0,25,0.366267,1.54558,1.53895,0.9860
pooled,i1y,stoxx,0,26,0.386535,1.52508,1.51219,0.9880
pooled,i1y,stoxx,0,27,0.402315,1.48382,1.46310,0.9720
pooled,i1y,stoxx,0,28,0.41433,1.44670,1.42756,0.9687
pooled,i1y,stoxx,0,29,0.425385,1.39259,1.37150,0.9460
pooled,i1y,stoxx,0,30,0.436437,1.35792,1.33667,0.9440
pooled,i1y,stoxx,0,31,0.435744,1.30905,1.28719,0.8953
pooled,i1y,stoxx,0,32,0.474666,1.26755,1.24036,0.8707
pooled,i1y,stoxx,0,33,0.49041,1.23755,1.22067,0.8393
pooled,i1y,stoxx,0,34,0.475684,1.22920,1.20900,0.8260
pooled,i1y,stoxx,0,35,0.449463,1.24449,1.22181,0.8313
pooled,i1y,stoxx,0,36,0.452284,1.26737,1.24558,0.8693
pooled,i1y,stoxx,0,37,0.442336,1.28862,1.28842,0.8867
pooled,i1y,stoxx,0,38,0.435726,1.30464,1.29525,0.9080
pooled,i1y,stoxx,0,39,0.445805,1.31446,1.30683,0.8887
pooled,i1y,stoxx,0,40,0.442494,1.33549,1.32520,0.9087
pooled,i1y,stoxx,0,41,0.423832,1.37423,1.35592,0.9307
